# BUSCO version is: 5.8.0 
# The lineage dataset is: plasmodium_odb10 (Creation date: 2024-01-08, number of genomes: 23, number of BUSCOs: 3642)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
154at5820	Complete	CAG9477749.1	4836.1	2364	https://v10-1.orthodb.org/?query=154at5820	DNA polymerase epsilon catalytic subunit
160at5820	Complete	CAG9476005.1	3683.7	2351	https://v10-1.orthodb.org/?query=160at5820	Liver specific protein 1, putative
165at5820	Complete	CAG9473594.1	3554.6	2033	https://v10-1.orthodb.org/?query=165at5820	ATP-grasp fold
171at5820	Complete	CAG9476033.1	2867.3	2176	https://v10-1.orthodb.org/?query=171at5820	CCR4-Not complex component, Not1, C-terminal
174at5820	Complete	CAG9473517.1	3439.8	2057	https://v10-1.orthodb.org/?query=174at5820	Armadillo-like helical
175at5820	Complete	CAG9473478.1	2780.0	2577	https://v10-1.orthodb.org/?query=175at5820	W7ACW9_9APIC
177at5820	Complete	CAG9475462.1	3464.0	2184	https://v10-1.orthodb.org/?query=177at5820	Growth factor receptor cysteine-rich domain superfamily
179at5820	Complete	CAG9482616.1	3441.2	2253	https://v10-1.orthodb.org/?query=179at5820	6-Cysteine (6-Cys) domain
181at5820	Complete	CAG9483432.1	3914.4	2145	https://v10-1.orthodb.org/?query=181at5820	EGF-like, conserved site
186at5820	Complete	CAG9477654.1	2702.8	1975	https://v10-1.orthodb.org/?query=186at5820	PowCR01_110014700
188at5820	Complete	CAG9477634.1	4590.4	2473	https://v10-1.orthodb.org/?query=188at5820	P-type ATPase, C-terminal
189at5820	Complete	CAG9477606.1	4643.4	2379	https://v10-1.orthodb.org/?query=189at5820	Armadillo
198at5820	Complete	CAG9476535.1	3081.8	1788	https://v10-1.orthodb.org/?query=198at5820	CCR4-NOT transcription complex subunit 1, CAF1-binding domain
212at5820	Complete	CAG9484624.1	3405.3	2616	https://v10-1.orthodb.org/?query=212at5820	PowCR01_010006600
218at5820	Complete	CAG9482534.1	4064.0	2636	https://v10-1.orthodb.org/?query=218at5820	PowCR01_040013400
221at5820	Complete	CAG9484653.1	4226.4	2856	https://v10-1.orthodb.org/?query=221at5820	HECT domain
224at5820	Complete	CAG9479306.1	3326.3	1957	https://v10-1.orthodb.org/?query=224at5820	Dopey, N-terminal
225at5820	Complete	CAG9477668.1	2817.3	2058	https://v10-1.orthodb.org/?query=225at5820	PowCR01_110015400
229at5820	Complete	CAG9480595.1	2284.9	2092	https://v10-1.orthodb.org/?query=229at5820	PowCR01_070024900
230at5820	Complete	CAG9476027.1	3306.5	2181	https://v10-1.orthodb.org/?query=230at5820	Cyclic nucleotide-binding, conserved site
240at5820	Complete	CAG9479282.1	3736.0	2836	https://v10-1.orthodb.org/?query=240at5820	PowCR01_080038800
244at5820	Complete	CAG9478770.1	3896.8	2886	https://v10-1.orthodb.org/?query=244at5820	Zinc finger, PHD-type
249at5820	Complete	CAG9473814.1	3412.3	1966	https://v10-1.orthodb.org/?query=249at5820	Protein Mon2-like
250at5820	Complete	CAG9482531.1	3465.1	2139	https://v10-1.orthodb.org/?query=250at5820	PowCR01_040013300
252at5820	Complete	CAG9482620.1	3096.0	1867	https://v10-1.orthodb.org/?query=252at5820	6-cysteine protein
254at5820	Complete	CAG9472077.1	3284.4	2092	https://v10-1.orthodb.org/?query=254at5820	PowCR01_140023600
258at5820	Complete	CAG9477524.1	3458.7	2228	https://v10-1.orthodb.org/?query=258at5820	Erythrocyte membrane-associated antigen
267at5820	Complete	CAG9484186.1	3769.7	2175	https://v10-1.orthodb.org/?query=267at5820	Ubiquitin specific protease, conserved site
270at5820	Complete	CAG9479987.1	3535.0	1979	https://v10-1.orthodb.org/?query=270at5820	Helicase, C-terminal
271at5820	Complete	CAG9476187.1	2872.3	1880	https://v10-1.orthodb.org/?query=271at5820	Phosphatidylinositol-4-phosphate 5-kinase, core
279at5820	Complete	CAG9479108.1	4087.6	1895	https://v10-1.orthodb.org/?query=279at5820	RNA polymerase Rpb1, domain 7
280at5820	Complete	CAG9474031.1	2886.2	1944	https://v10-1.orthodb.org/?query=280at5820	Rhoptry protein
286at5820	Complete	CAG9471952.1	2907.5	2113	https://v10-1.orthodb.org/?query=286at5820	Armadillo-type fold
289at5820	Complete	CAG9480287.1	3774.0	1989	https://v10-1.orthodb.org/?query=289at5820	DEAD/DEAH box helicase domain
291at5820	Complete	CAG9473728.1	2647.1	1796	https://v10-1.orthodb.org/?query=291at5820	PowCR01_120051600
303at5820	Complete	CAG9473977.1	3502.5	2006	https://v10-1.orthodb.org/?query=303at5820	Sec7 domain
306at5820	Complete	CAG9484863.1	2658.2	2153	https://v10-1.orthodb.org/?query=306at5820	PowCR01_010013100
313at5820	Complete	CAG9477856.1	3979.4	2081	https://v10-1.orthodb.org/?query=313at5820	Zinc finger, PHD-type
322at5820	Complete	CAG9474017.1	3562.8	1830	https://v10-1.orthodb.org/?query=322at5820	DEAD/DEAH box helicase domain
326at5820	Complete	CAG9483274.1	1638.9	1437	https://v10-1.orthodb.org/?query=326at5820	A0A1J1H088_PLAGA
327at5820	Complete	CAG9471809.1	3212.7	1971	https://v10-1.orthodb.org/?query=327at5820	P-loop containing nucleoside triphosphate hydrolase
332at5820	Complete	CAG9471870.1	3794.8	1801	https://v10-1.orthodb.org/?query=332at5820	Carbamoyl-phosphate synthase small subunit, N-terminal domain
338at5820	Complete	CAG9479970.1	3472.8	2487	https://v10-1.orthodb.org/?query=338at5820	Phosphatidylinositol 3-/4-kinase, catalytic domain
341at5820	Complete	CAG9483465.1	2084.0	1490	https://v10-1.orthodb.org/?query=341at5820	TRAPP II complex, Trs120
342at5820	Complete	CAG9472162.1	3090.2	1853	https://v10-1.orthodb.org/?query=342at5820	Proteasome activator complex subunit 4
348at5820	Complete	CAG9472579.1	2647.6	2082	https://v10-1.orthodb.org/?query=348at5820	Osmiophilic body protein
349at5820	Complete	CAG9477444.1	2712.8	1921	https://v10-1.orthodb.org/?query=349at5820	Proteasome component Ecm29
351at5820	Complete	CAG9476712.1	2637.3	1834	https://v10-1.orthodb.org/?query=351at5820	Immunoglobulin E-set
352at5820	Complete	CAG9477780.1	2317.1	1424	https://v10-1.orthodb.org/?query=352at5820	Protein kinase domain
359at5820	Complete	CAG9473166.1	2792.1	1849	https://v10-1.orthodb.org/?query=359at5820	Armadillo-type fold
363at5820	Complete	CAG9483150.1	3279.9	2129	https://v10-1.orthodb.org/?query=363at5820	Zinc finger C2H2-type
365at5820	Complete	CAG9472259.1	3046.1	1987	https://v10-1.orthodb.org/?query=365at5820	Formin 2
366at5820	Complete	CAG9472073.1	2875.6	2062	https://v10-1.orthodb.org/?query=366at5820	Protein kinase domain
367at5820	Complete	CAG9475035.1	2689.0	1752	https://v10-1.orthodb.org/?query=367at5820	Guanidine nucleotide exchange factor
374at5820	Complete	CAG9479169.1	2461.8	1486	https://v10-1.orthodb.org/?query=374at5820	Thrombospondin type-1 (TSP1) repeat
376at5820	Complete	CAG9473739.1	2456.5	1762	https://v10-1.orthodb.org/?query=376at5820	PowCR01_120052100
377at5820	Complete	CAG9472271.1	2628.0	1666	https://v10-1.orthodb.org/?query=377at5820	Regulator of chromosome condensation 1/beta-lactamase-inhibitor protein II
381at5820	Complete	CAG9473648.1	2285.5	1644	https://v10-1.orthodb.org/?query=381at5820	PowCR01_120045900
382at5820	Complete	CAG9473152.1	2400.6	1642	https://v10-1.orthodb.org/?query=382at5820	PowCR01_120009000
384at5820	Complete	CAG9473432.1	2520.9	2138	https://v10-1.orthodb.org/?query=384at5820	BRCA2 repeat
388at5820	Complete	CAG9472260.1	3575.0	1700	https://v10-1.orthodb.org/?query=388at5820	Clathrin heavy chain
395at5820	Complete	CAG9475017.1	3759.5	2123	https://v10-1.orthodb.org/?query=395at5820	RNA polymerase Rpb1, domain 3
400at5820	Complete	CAG9477585.1	2553.3	1590	https://v10-1.orthodb.org/?query=400at5820	PowCR01_110011700
412at5820	Complete	CAG9474743.1	3120.1	1932	https://v10-1.orthodb.org/?query=412at5820	Formin 1, putative
415at5820	Complete	CAG9472617.1	2982.1	1796	https://v10-1.orthodb.org/?query=415at5820	Rhoptry neck protein 3, putative
422at5820	Complete	CAG9479115.1	2331.6	1429	https://v10-1.orthodb.org/?query=422at5820	WD40/YVTN repeat-like-containing domain superfamily
425at5820	Complete	CAG9475121.1	2381.1	1505	https://v10-1.orthodb.org/?query=425at5820	TRAPP III complex, Trs85
426at5820	Complete	CAG9478665.1	3366.4	2054	https://v10-1.orthodb.org/?query=426at5820	WD40/YVTN repeat-like-containing domain superfamily
437at5820	Complete	CAG9475759.1	1832.2	1430	https://v10-1.orthodb.org/?query=437at5820	rRNA (Adenosine-2'-O-)-methyltransferase, putative
438at5820	Complete	CAG9484688.1	3038.2	1945	https://v10-1.orthodb.org/?query=438at5820	Inositol-phosphate phosphatase, putative
445at5820	Complete	CAG9472413.1	1918.1	1428	https://v10-1.orthodb.org/?query=445at5820	Bromodomain
447at5820	Complete	CAG9484629.1	3034.4	2093	https://v10-1.orthodb.org/?query=447at5820	PowCR01_010006700
449at5820	Complete	CAG9479961.1	2088.6	1601	https://v10-1.orthodb.org/?query=449at5820	PowCR01_050025600
451at5820	Complete	CAG9477553.1	2143.3	1459	https://v10-1.orthodb.org/?query=451at5820	PowCR01_110010100
459at5820	Complete	CAG9475660.1	1978.2	1323	https://v10-1.orthodb.org/?query=459at5820	PowCR01_130023100
467at5820	Complete	CAG9480304.1	2243.0	1514	https://v10-1.orthodb.org/?query=467at5820	Growth factor receptor cysteine-rich domain superfamily
470at5820	Complete	CAG9477175.1	1753.8	1204	https://v10-1.orthodb.org/?query=470at5820	AP2/ERF domain
472at5820	Complete	CAG9476881.1	2583.2	1530	https://v10-1.orthodb.org/?query=472at5820	Immunoglobulin-like fold
478at5820	Complete	CAG9473778.1	2780.2	1429	https://v10-1.orthodb.org/?query=478at5820	C2 domain
484at5820	Complete	CAG9476203.1	2490.9	1553	https://v10-1.orthodb.org/?query=484at5820	PowCR01_130045600
499at5820	Complete	CAG9472573.1	2441.6	1544	https://v10-1.orthodb.org/?query=499at5820	THO complex subunit 2, putative
501at5820	Complete	CAG9471945.1	2565.4	2332	https://v10-1.orthodb.org/?query=501at5820	PowCR01_140015700
518at5820	Complete	CAG9473611.1	3493.9	2157	https://v10-1.orthodb.org/?query=518at5820	Histidine kinase/HSP90-like ATPase
521at5820	Complete	CAG9473773.1	2688.4	1402	https://v10-1.orthodb.org/?query=521at5820	LCCL domain
522at5820	Complete	CAG9482590.1	2426.2	1442	https://v10-1.orthodb.org/?query=522at5820	PowCR01_040015600
527at5820	Complete	CAG9477448.1	1510.7	1100	https://v10-1.orthodb.org/?query=527at5820	A0A1J1GKH2_PLARL
529at5820	Complete	CAG9473589.1	2431.3	1529	https://v10-1.orthodb.org/?query=529at5820	Tubulin-folding cofactor D
533at5820	Complete	CAG9485011.1	2919.3	1391	https://v10-1.orthodb.org/?query=533at5820	C2 domain
535at5820	Complete	CAG9473928.1	3047.1	2174	https://v10-1.orthodb.org/?query=535at5820	PowCR01_120063000
537at5820	Complete	CAG9479078.1	2784.0	1745	https://v10-1.orthodb.org/?query=537at5820	ABC transporter A
538at5820	Complete	CAG9473418.1	2666.7	1455	https://v10-1.orthodb.org/?query=538at5820	WD40-repeat-containing domain
551at5820	Complete	CAG9479030.1	1923.5	1336	https://v10-1.orthodb.org/?query=551at5820	WD40-repeat-containing domain
553at5820	Complete	CAG9475738.1	2545.5	1244	https://v10-1.orthodb.org/?query=553at5820	Histidine acid phosphatase active site
555at5820	Complete	CAG9479094.1	2683.3	1324	https://v10-1.orthodb.org/?query=555at5820	P-type ATPase
556at5820	Complete	CAG9472251.1	2227.8	1359	https://v10-1.orthodb.org/?query=556at5820	Symplekin  C-terminal
558at5820	Complete	CAG9473419.1	3215.8	1584	https://v10-1.orthodb.org/?query=558at5820	DNA-directed RNA polymerase III subunit RPC1, N-terminal
565at5820	Complete	CAG9476679.1	1613.3	1202	https://v10-1.orthodb.org/?query=565at5820	Protein kinase domain
569at5820	Complete	CAG9475124.1	1772.7	1386	https://v10-1.orthodb.org/?query=569at5820	MMS19, N-terminal
571at5820	Complete	CAG9476199.1	2926.7	1466	https://v10-1.orthodb.org/?query=571at5820	DNA polymerase A
575at5820	Complete	CAG9475779.1	1642.7	1126	https://v10-1.orthodb.org/?query=575at5820	Protein kinase domain
576at5820	Complete	CAG9473434.1	1852.0	1358	https://v10-1.orthodb.org/?query=576at5820	PowCR01_120029900
579at5820	Complete	CAG9477650.1	2529.8	1489	https://v10-1.orthodb.org/?query=579at5820	Protein of unknown function DUF900, hydrolase-like
580at5820	Complete	CAG9473759.1	2662.6	1565	https://v10-1.orthodb.org/?query=580at5820	STAG
585at5820	Complete	CAG9474050.1	2650.6	1337	https://v10-1.orthodb.org/?query=585at5820	LCCL domain
588at5820	Complete	CAG9476123.1	2106.4	1267	https://v10-1.orthodb.org/?query=588at5820	UbiB domain
590at5820	Complete	CAG9479009.1	1766.5	1309	https://v10-1.orthodb.org/?query=590at5820	PowCR01_080023600
592at5820	Complete	CAG9478217.1	2633.7	1348	https://v10-1.orthodb.org/?query=592at5820	C2 domain
595at5820	Complete	CAG9475143.1	2428.4	1280	https://v10-1.orthodb.org/?query=595at5820	P-type ATPase
598at5820	Complete	CAG9483352.1	2411.9	1292	https://v10-1.orthodb.org/?query=598at5820	DNA polymerase
603at5820	Complete	CAG9483490.1	1814.7	1543	https://v10-1.orthodb.org/?query=603at5820	PowCR01_030020500
608at5820	Complete	CAG9480528.1	2388.9	1298	https://v10-1.orthodb.org/?query=608at5820	Armadillo-type fold
640at5820	Complete	CAG9472433.1	2180.3	1378	https://v10-1.orthodb.org/?query=640at5820	Cilia- and flagella-associated protein 61
642at5820	Complete	CAG9472277.1	2389.5	1405	https://v10-1.orthodb.org/?query=642at5820	Zinc finger, PHD-type
644at5820	Complete	CAG9471956.1	2370.4	1402	https://v10-1.orthodb.org/?query=644at5820	Telomerase reverse transcriptase
646at5820	Complete	CAG9480320.1	2277.5	1389	https://v10-1.orthodb.org/?query=646at5820	Nucleoporin FG repeat
648at5820	Complete	CAG9474864.1	2238.0	1350	https://v10-1.orthodb.org/?query=648at5820	W7AH12_9APIC
656at5820	Complete	CAG9477186.1	2351.9	1340	https://v10-1.orthodb.org/?query=656at5820	Myosin F, putative
659at5820	Complete	CAG9471950.1	2043.1	1225	https://v10-1.orthodb.org/?query=659at5820	CLU domain
671at5820	Complete	CAG9476857.1	2347.4	1487	https://v10-1.orthodb.org/?query=671at5820	Petidase, M16 family, putative
674at5820	Complete	CAG9477980.1	1889.0	1456	https://v10-1.orthodb.org/?query=674at5820	Zinc finger, RING/FYVE/PHD-type
682at5820	Complete	CAG9478953.1	834.1	992	https://v10-1.orthodb.org/?query=682at5820	PowCR01_080021200
684at5820	Complete	CAG9473462.1	1080.4	980	https://v10-1.orthodb.org/?query=684at5820	A0A193RA21_PLAKH
694at5820	Complete	CAG9477071.1	1813.2	1254	https://v10-1.orthodb.org/?query=694at5820	PowCR01_090035500
706at5820	Complete	CAG9480493.1	2523.7	1175	https://v10-1.orthodb.org/?query=706at5820	Probable ATP-dependent 6-phosphofructokinase
711at5820	Complete	CAG9478913.1	2517.7	1690	https://v10-1.orthodb.org/?query=711at5820	PowCR01_080020000
719at5820	Complete	CAG9478017.1	1402.4	1018	https://v10-1.orthodb.org/?query=719at5820	Myosin E, putative
723at5820	Complete	CAG9480549.1	2169.8	1243	https://v10-1.orthodb.org/?query=723at5820	EGF-like, conserved site
742at5820	Complete	CAG9484231.1	2548.3	1336	https://v10-1.orthodb.org/?query=742at5820	P-type ATPase, phosphorylation site
746at5820	Complete	CAG9472479.1	2162.1	1264	https://v10-1.orthodb.org/?query=746at5820	PowCR01_140060100
747at5820	Complete	CAG9482498.1	1821.4	1380	https://v10-1.orthodb.org/?query=747at5820	PowCR01_040012400
755at5820	Complete	CAG9482705.1	1410.0	1098	https://v10-1.orthodb.org/?query=755at5820	Enolpyruvate transferase domain
756at5820	Complete	CAG9477179.1	2300.4	1485	https://v10-1.orthodb.org/?query=756at5820	PowCR01_090041300
760at5820	Complete	CAG9472362.1	2516.5	1467	https://v10-1.orthodb.org/?query=760at5820	ABC transporter type 1, transmembrane domain
765at5820	Complete	CAG9479341.1	2461.4	1446	https://v10-1.orthodb.org/?query=765at5820	Gamma tubulin complex component, C-terminal
766at5820	Complete	CAG9477808.1	2153.8	1063	https://v10-1.orthodb.org/?query=766at5820	Ankyrin repeat-containing domain
775at5820	Complete	CAG9473969.1	2200.4	1195	https://v10-1.orthodb.org/?query=775at5820	Gamma-tubulin complex component
780at5820	Complete	CAG9473804.1	1614.3	1117	https://v10-1.orthodb.org/?query=780at5820	RAP domain
787at5820	Missing
799at5820	Complete	CAG9480295.1	1954.5	1183	https://v10-1.orthodb.org/?query=799at5820	LCCL domain
808at5820	Complete	CAG9478160.1	1973.7	1070	https://v10-1.orthodb.org/?query=808at5820	WD40-repeat-containing domain
810at5820	Complete	CAG9475321.1	1864.5	1031	https://v10-1.orthodb.org/?query=810at5820	NFACT protein, C-terminal
813at5820	Complete	CAG9477084.1	2357.8	1217	https://v10-1.orthodb.org/?query=813at5820	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
821at5820	Complete	CAG9473567.1	1129.3	1048	https://v10-1.orthodb.org/?query=821at5820	Papain-like cysteine peptidase superfamily
828at5820	Complete	CAG9476788.1	1731.3	1136	https://v10-1.orthodb.org/?query=828at5820	HECT domain
833at5820	Complete	CAG9479148.1	1401.9	1088	https://v10-1.orthodb.org/?query=833at5820	PowCR01_080030400
841at5820	Complete	CAG9478162.1	1435.5	956	https://v10-1.orthodb.org/?query=841at5820	WD40-repeat-containing domain superfamily
842at5820	Complete	CAG9477906.1	1499.2	1298	https://v10-1.orthodb.org/?query=842at5820	WD40-repeat-containing domain superfamily
848at5820	Complete	CAG9484999.1	1575.9	1195	https://v10-1.orthodb.org/?query=848at5820	A0A2P9GIH7_9APIC
857at5820	Complete	CAG9475421.1	2398.5	1079	https://v10-1.orthodb.org/?query=857at5820	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
859at5820	Complete	CAG9477194.1	2460.0	1417	https://v10-1.orthodb.org/?query=859at5820	Armadillo-type fold
865at5820	Complete	CAG9473224.1	2059.1	1056	https://v10-1.orthodb.org/?query=865at5820	Zinc finger, RING-type
866at5820	Complete	CAG9474015.1	1261.9	849	https://v10-1.orthodb.org/?query=866at5820	SUN domain
870at5820	Complete	CAG9480316.1	1929.9	1104	https://v10-1.orthodb.org/?query=870at5820	P-type ATPase
877at5820	Complete	CAG9477115.1	2299.7	1350	https://v10-1.orthodb.org/?query=877at5820	Condensin-2 complex subunit D3
879at5820	Complete	CAG9482774.1	2584.1	1599	https://v10-1.orthodb.org/?query=879at5820	Sel1-like repeat
882at5820	Complete	CAG9472343.1	2418.3	1269	https://v10-1.orthodb.org/?query=882at5820	Potassium channel
885at5820	Complete	CAG9481362.1	2357.8	1498	https://v10-1.orthodb.org/?query=885at5820	PowCR01_060009200
890at5820	Missing
896at5820	Complete	CAG9472447.1	1617.9	1158	https://v10-1.orthodb.org/?query=896at5820	Cyclic AMP receptor 3
898at5820	Complete	CAG9476886.1	1965.5	1017	https://v10-1.orthodb.org/?query=898at5820	EF-hand domain
899at5820	Complete	CAG9474861.1	2074.5	1283	https://v10-1.orthodb.org/?query=899at5820	Armadillo-type fold
913at5820	Complete	CAG9482438.1	2638.4	1144	https://v10-1.orthodb.org/?query=913at5820	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
918at5820	Complete	CAG9483483.1	1899.5	1166	https://v10-1.orthodb.org/?query=918at5820	Phox homologous domain
921at5820	Complete	CAG9473721.1	1736.7	1023	https://v10-1.orthodb.org/?query=921at5820	Alpha/Beta hydrolase fold
926at5820	Complete	CAG9473118.1	2887.6	1653	https://v10-1.orthodb.org/?query=926at5820	P-loop containing nucleoside triphosphate hydrolase
933at5820	Complete	CAG9473806.1	1938.7	1217	https://v10-1.orthodb.org/?query=933at5820	Gamma-tubulin complex component protein
935at5820	Complete	CAG9476299.1	2567.4	1399	https://v10-1.orthodb.org/?query=935at5820	Condensin subunit 1
940at5820	Complete	CAG9475694.1	1695.8	1132	https://v10-1.orthodb.org/?query=940at5820	Importin-beta, N-terminal domain
943at5820	Complete	CAG9479936.1	1662.8	1154	https://v10-1.orthodb.org/?query=943at5820	WD40-repeat-containing domain superfamily
947at5820	Complete	CAG9476879.1	1134.1	896	https://v10-1.orthodb.org/?query=947at5820	PowCR01_090024000
951at5820	Complete	CAG9476256.1	2780.9	1730	https://v10-1.orthodb.org/?query=951at5820	Transcription elongation factor Spt6
952at5820	Complete	CAG9473121.1	1789.7	1028	https://v10-1.orthodb.org/?query=952at5820	PowCR01_120006000
955at5820	Complete	CAG9476634.1	2279.5	1253	https://v10-1.orthodb.org/?query=955at5820	Mechanosensitive ion channel MscS
958at5820	Complete	CAG9485102.1	1924.8	1112	https://v10-1.orthodb.org/?query=958at5820	Adenylyl cyclase beta, putative
971at5820	Complete	CAG9472423.1	2464.6	1146	https://v10-1.orthodb.org/?query=971at5820	WD40/YVTN repeat-like-containing domain superfamily
974at5820	Complete	CAG9473612.1	1991.9	1400	https://v10-1.orthodb.org/?query=974at5820	WD40/YVTN repeat-like-containing domain superfamily
983at5820	Complete	CAG9478180.1	1729.2	1198	https://v10-1.orthodb.org/?query=983at5820	Rad50/SbcC-type AAA domain
984at5820	Complete	CAG9475663.1	1494.9	1130	https://v10-1.orthodb.org/?query=984at5820	A0A077YCJ1_PLABA
987at5820	Complete	CAG9476603.1	1555.2	1021	https://v10-1.orthodb.org/?query=987at5820	A0A2P9DG47_PLARE
996at5820	Complete	CAG9478768.1	2327.7	1588	https://v10-1.orthodb.org/?query=996at5820	Histone deacetylase
999at5820	Complete	CAG9477286.1	1916.5	930	https://v10-1.orthodb.org/?query=999at5820	Protein kinase domain
1005at5820	Complete	CAG9472261.1	2226.1	1156	https://v10-1.orthodb.org/?query=1005at5820	P-type ATPase
1006at5820	Complete	CAG9475669.1	2656.4	1207	https://v10-1.orthodb.org/?query=1006at5820	DNA topoisomerase, type IIA
