#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO70655.1           -           1393 3177at5820           -            625  1.3e-277  920.8  63.4   1   9       2.5   5.9e+02   -3.0   1.8     2    21   124   143   123   156 0.80 ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO72330.1           -            761 3177at5820           -            625   5.7e-14   49.9  19.2   1   3     0.076        18    2.1   0.0   176   205   292   321   287   334 0.80 ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO72330.1           -            761 3177at5820           -            625   5.7e-14   49.9  19.2   2   3     0.018       4.2    4.1   1.9   328   361   434   469   414   511 0.74 ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO72330.1           -            761 3177at5820           -            625   5.7e-14   49.9  19.2   3   3   3.4e-16   7.8e-14   49.5   5.9   471   616   545   677   505   686 0.78 ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO71586.1           -            606 3177at5820           -            625   2.1e-13   48.1   0.9   1   3      0.21        48    0.6   0.0   183   260   177   259   164   266 0.64 ATP-dependent RNA helicase ROK1, putative [Plasmodium vivax]
SCO71586.1           -            606 3177at5820           -            625   2.1e-13   48.1   0.9   2   3     0.002      0.47    7.3   1.7   314   423   275   391   261   417 0.67 ATP-dependent RNA helicase ROK1, putative [Plasmodium vivax]
SCO71586.1           -            606 3177at5820           -            625   2.1e-13   48.1   0.9   3   3   6.3e-12   1.5e-09   35.4   0.0   530   614   451   535   443   543 0.81 ATP-dependent RNA helicase ROK1, putative [Plasmodium vivax]
SCO71685.1           -           1015 3177at5820           -            625   2.3e-13   47.9   3.1   1   3      0.75   1.8e+02   -1.2   0.0   162   200   649   687   638   693 0.73 DEAD/DEAH box helicase, putative [Plasmodium vivax]
SCO71685.1           -           1015 3177at5820           -            625   2.3e-13   47.9   3.1   2   3   4.2e-05    0.0098   12.8   0.1   286   370   731   809   715   826 0.78 DEAD/DEAH box helicase, putative [Plasmodium vivax]
SCO71685.1           -           1015 3177at5820           -            625   2.3e-13   47.9   3.1   3   3   1.3e-11   3.1e-09   34.3   0.1   540   603   934   997   906  1005 0.89 DEAD/DEAH box helicase, putative [Plasmodium vivax]
SCO75363.1           -            923 3177at5820           -            625   4.3e-13   47.0  13.8   1   2    0.0047       1.1    6.1   0.0   183   251   385   447   351   459 0.77 DEAD/DEAH box helicase, putative [Plasmodium vivax]
SCO75363.1           -            923 3177at5820           -            625   4.3e-13   47.0  13.8   2   2   1.5e-12   3.5e-10   37.4  11.6   293   603   461   738   450   749 0.74 DEAD/DEAH box helicase, putative [Plasmodium vivax]
SCO73265.1           -           1435 3177at5820           -            625   2.4e-12   44.6  17.8   1   4      0.35        81   -0.1   0.0   183   200   713   730   706   733 0.87 pre-mRNA-processing ATP-dependent RNA helicase PRP5, putative [Plasmodium vivax]
SCO73265.1           -           1435 3177at5820           -            625   2.4e-12   44.6  17.8   2   4   8.2e-09   1.9e-06   25.1   0.1   284   365   764   841   757   858 0.86 pre-mRNA-processing ATP-dependent RNA helicase PRP5, putative [Plasmodium vivax]
SCO73265.1           -           1435 3177at5820           -            625   2.4e-12   44.6  17.8   3   4   1.6e-09   3.8e-07   27.4   1.0   533   612   961  1039   955  1047 0.78 pre-mRNA-processing ATP-dependent RNA helicase PRP5, putative [Plasmodium vivax]
SCO73265.1           -           1435 3177at5820           -            625   2.4e-12   44.6  17.8   4   4       2.7   6.2e+02   -3.0   5.5     5    64  1236  1296  1218  1353 0.71 pre-mRNA-processing ATP-dependent RNA helicase PRP5, putative [Plasmodium vivax]
SCO72338.1           -            382 3177at5820           -            625   4.6e-12   43.6   3.6   1   2   5.2e-05     0.012   12.5   0.3   307   403   116   213   104   254 0.67 ATP-dependent RNA helicase DDX6, putative [Plasmodium vivax]
SCO72338.1           -            382 3177at5820           -            625   4.6e-12   43.6   3.6   2   2   2.8e-10   6.5e-08   29.9   2.3   539   598   298   357   225   372 0.69 ATP-dependent RNA helicase DDX6, putative [Plasmodium vivax]
SCO74455.1           -            528 3177at5820           -            625   8.2e-11   39.5   0.2   1   3     0.093        22    1.8   0.0   183   201   158   176   152   182 0.89 ATP-dependent RNA helicase DDX5, putative [Plasmodium vivax]
SCO74455.1           -            528 3177at5820           -            625   8.2e-11   39.5   0.2   2   3    0.0028      0.66    6.8   0.0   316   362   235   280   226   287 0.85 ATP-dependent RNA helicase DDX5, putative [Plasmodium vivax]
SCO74455.1           -            528 3177at5820           -            625   8.2e-11   39.5   0.2   3   3   2.8e-09   6.5e-07   26.6   0.0   540   592   413   465   402   481 0.85 ATP-dependent RNA helicase DDX5, putative [Plasmodium vivax]
SCO73308.1           -            720 3177at5820           -            625   1.1e-10   39.1   9.5   1   4      0.11        25    1.5   0.0   183   256   171   247   164   252 0.62 ATP-dependent helicase, putative [Plasmodium vivax]
SCO73308.1           -            720 3177at5820           -            625   1.1e-10   39.1   9.5   2   4   7.1e-07   0.00016   18.7   0.5   285   364   248   320   233   340 0.83 ATP-dependent helicase, putative [Plasmodium vivax]
SCO73308.1           -            720 3177at5820           -            625   1.1e-10   39.1   9.5   3   4   7.2e-08   1.7e-05   22.0   0.1   540   601   452   513   426   534 0.86 ATP-dependent helicase, putative [Plasmodium vivax]
SCO73308.1           -            720 3177at5820           -            625   1.1e-10   39.1   9.5   4   4      0.35        80   -0.1   0.8    78   112   627   662   583   680 0.78 ATP-dependent helicase, putative [Plasmodium vivax]
SCO71006.1           -            533 3177at5820           -            625   1.5e-10   38.6   3.6   1   3     0.074        17    2.1   0.0   183   208   171   196   163   210 0.86 ATP-dependent rRNA helicase RRP3, putative [Plasmodium vivax]
SCO71006.1           -            533 3177at5820           -            625   1.5e-10   38.6   3.6   2   3   2.5e-06   0.00059   16.8   0.3   287   356   220   283   206   315 0.85 ATP-dependent rRNA helicase RRP3, putative [Plasmodium vivax]
SCO71006.1           -            533 3177at5820           -            625   1.5e-10   38.6   3.6   3   3   9.7e-07   0.00023   18.2   0.1   539   593   417   470   397   492 0.81 ATP-dependent rRNA helicase RRP3, putative [Plasmodium vivax]
SCO75658.1           -            850 3177at5820           -            625   2.5e-10   37.9  14.3   1   3    0.0003      0.07   10.0   0.1   177   232   131   190    99   213 0.68 ATP-dependent RNA helicase DBP9, putative [Plasmodium vivax]
SCO75658.1           -            850 3177at5820           -            625   2.5e-10   37.9  14.3   2   3   2.9e-12   6.7e-10   36.5   0.8   546   595   514   563   511   586 0.79 ATP-dependent RNA helicase DBP9, putative [Plasmodium vivax]
SCO75658.1           -            850 3177at5820           -            625   2.5e-10   37.9  14.3   3   3       1.4   3.3e+02   -2.2   1.7   414   442   633   661   605   682 0.57 ATP-dependent RNA helicase DBP9, putative [Plasmodium vivax]
SCO73552.1           -            599 3177at5820           -            625   7.4e-10   36.3  13.4   1   5       1.4   3.2e+02   -2.1   0.0   107   146   142   180   135   187 0.81 ATP-dependent RNA helicase HAS1, putative [Plasmodium vivax]
SCO73552.1           -            599 3177at5820           -            625   7.4e-10   36.3  13.4   2   5      0.65   1.5e+02   -1.0   0.0   183   205   191   213   184   217 0.89 ATP-dependent RNA helicase HAS1, putative [Plasmodium vivax]
SCO73552.1           -            599 3177at5820           -            625   7.4e-10   36.3  13.4   3   5    0.0028      0.66    6.8   0.0   228   257   213   242   204   250 0.84 ATP-dependent RNA helicase HAS1, putative [Plasmodium vivax]
SCO73552.1           -            599 3177at5820           -            625   7.4e-10   36.3  13.4   4   5   3.5e-05    0.0081   13.1   0.3   310   356   261   307   249   319 0.83 ATP-dependent RNA helicase HAS1, putative [Plasmodium vivax]
SCO73552.1           -            599 3177at5820           -            625   7.4e-10   36.3  13.4   5   5   2.5e-07   5.8e-05   20.2   2.6   539   613   441   516   373   525 0.76 ATP-dependent RNA helicase HAS1, putative [Plasmodium vivax]
SCO71230.1           -           1187 3177at5820           -            625     1e-09   35.9  16.1   1   4       1.6   3.8e+02   -2.3   0.0   183   200   212   229   205   237 0.80 ATP-dependent RNA helicase DBP10, putative [Plasmodium vivax]
SCO71230.1           -           1187 3177at5820           -            625     1e-09   35.9  16.1   2   4     0.015       3.6    4.3   0.1   237   261   241   265   238   267 0.90 ATP-dependent RNA helicase DBP10, putative [Plasmodium vivax]
SCO71230.1           -           1187 3177at5820           -            625     1e-09   35.9  16.1   3   4     4e-07   9.3e-05   19.5   5.0   284   367   261   337   250   344 0.84 ATP-dependent RNA helicase DBP10, putative [Plasmodium vivax]
SCO71230.1           -           1187 3177at5820           -            625     1e-09   35.9  16.1   4   4     7e-07   0.00016   18.7   1.9   505   580   429   506   375   516 0.73 ATP-dependent RNA helicase DBP10, putative [Plasmodium vivax]
SCO74879.1           -            995 3177at5820           -            625   3.7e-09   34.0  51.0   1   3   0.00097      0.23    8.3   0.0   178   205    88   115    64   159 0.85 ATP-dependent rRNA helicase SPB4, putative [Plasmodium vivax]
SCO74879.1           -            995 3177at5820           -            625   3.7e-09   34.0  51.0   2   3   3.8e-08   8.9e-06   22.9   9.7   221   389   226   383   211   395 0.78 ATP-dependent rRNA helicase SPB4, putative [Plasmodium vivax]
SCO74879.1           -            995 3177at5820           -            625   3.7e-09   34.0  51.0   3   3   2.1e-07   4.8e-05   20.4  15.8   465   613   500   658   479   669 0.69 ATP-dependent rRNA helicase SPB4, putative [Plasmodium vivax]
SCO75518.1           -            717 3177at5820           -            625   7.2e-09   33.1   4.0   1   3       5.1   1.2e+03   -4.0   0.0   184   200   323   339   321   341 0.88 DNA helicase 60, putative [Plasmodium vivax]
SCO75518.1           -            717 3177at5820           -            625   7.2e-09   33.1   4.0   2   3      0.01       2.4    5.0   0.1   304   357   444   490   415   509 0.74 DNA helicase 60, putative [Plasmodium vivax]
SCO75518.1           -            717 3177at5820           -            625   7.2e-09   33.1   4.0   3   3     1e-09   2.4e-07   28.1   0.5   539   591   626   678   545   702 0.79 DNA helicase 60, putative [Plasmodium vivax]
SCO73062.1           -            667 3177at5820           -            625   3.2e-08   30.9  18.5   1   4       5.1   1.2e+03   -4.0   9.6    17    74   106   171    89   260 0.45 RNA helicase 1, putative [Plasmodium vivax]
SCO73062.1           -            667 3177at5820           -            625   3.2e-08   30.9  18.5   2   4      0.59   1.4e+02   -0.9   0.0   184   197   264   277   255   283 0.88 RNA helicase 1, putative [Plasmodium vivax]
SCO73062.1           -            667 3177at5820           -            625   3.2e-08   30.9  18.5   3   4   0.00018     0.042   10.7   0.0   317   372   350   406   338   471 0.76 RNA helicase 1, putative [Plasmodium vivax]
SCO73062.1           -            667 3177at5820           -            625   3.2e-08   30.9  18.5   4   4   3.3e-09   7.8e-07   26.4   0.2   540   595   522   577   459   587 0.90 RNA helicase 1, putative [Plasmodium vivax]
SCO70477.1           -           1250 3177at5820           -            625   1.1e-07   29.2   0.5   1   1   4.7e-10   1.1e-07   29.2   0.5   530   593   645   708   636   728 0.87 RNA helicase, putative [Plasmodium vivax]
SCO75149.1           -            626 3177at5820           -            625   2.8e-07   27.8  10.4   1   3    0.0052       1.2    5.9   0.1   157   200   172   212   147   235 0.81 DEAD box helicase, putative [Plasmodium vivax]
SCO75149.1           -            626 3177at5820           -            625   2.8e-07   27.8  10.4   2   3     0.028       6.6    3.5   1.1   280   356   241   312   228   329 0.77 DEAD box helicase, putative [Plasmodium vivax]
SCO75149.1           -            626 3177at5820           -            625   2.8e-07   27.8  10.4   3   3   3.2e-08   7.4e-06   23.1   0.4   539   617   456   531   418   538 0.86 DEAD box helicase, putative [Plasmodium vivax]
SCO73310.1           -            522 3177at5820           -            625   4.1e-06   24.0  19.8   1   3       0.1        24    1.6   0.1   166   202   124   160   103   187 0.88 ATP-dependent helicase, putative [Plasmodium vivax]
SCO73310.1           -            522 3177at5820           -            625   4.1e-06   24.0  19.8   2   3   0.00088      0.21    8.5   4.8   321   416   225   330   216   356 0.74 ATP-dependent helicase, putative [Plasmodium vivax]
SCO73310.1           -            522 3177at5820           -            625   4.1e-06   24.0  19.8   3   3   1.8e-07   4.2e-05   20.6   3.6   534   595   403   463   343   486 0.73 ATP-dependent helicase, putative [Plasmodium vivax]
SCO72559.1           -           1329 3177at5820           -            625     2e-05   21.7   4.4   1   3     0.036       8.4    3.1   0.0   179   201   183   205   164   217 0.87 DEAD/DEAH box helicase, putative [Plasmodium vivax]
SCO72559.1           -           1329 3177at5820           -            625     2e-05   21.7   4.4   2   3       1.8   4.2e+02   -2.5   0.1   344   366   529   552   493   564 0.62 DEAD/DEAH box helicase, putative [Plasmodium vivax]
SCO72559.1           -           1329 3177at5820           -            625     2e-05   21.7   4.4   3   3   6.7e-07   0.00016   18.8   0.5   538   580   936   978   880   983 0.78 DEAD/DEAH box helicase, putative [Plasmodium vivax]
SCO75754.1           -            731 3177at5820           -            625   4.3e-05   20.6   9.9   1   4       0.5   1.2e+02   -0.6   0.0   103   147    98   139    92   143 0.81 DEAD/DEAH box ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO75754.1           -            731 3177at5820           -            625   4.3e-05   20.6   9.9   2   4     0.096        22    1.7   0.0   182   201   148   167   141   205 0.76 DEAD/DEAH box ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO75754.1           -            731 3177at5820           -            625   4.3e-05   20.6   9.9   3   4   0.00014     0.033   11.1   0.3   286   356   209   273   193   300 0.83 DEAD/DEAH box ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO75754.1           -            731 3177at5820           -            625   4.3e-05   20.6   9.9   4   4   1.9e-07   4.3e-05   20.6   9.9   466   602   349   494   303   501 0.71 DEAD/DEAH box ATP-dependent RNA helicase, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3177at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/3177at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3177at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:37:50 2026
# [ok]
