#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO73564.1           -           6587 54at5820             -           3125         0 4177.4 663.0   1  23   2.1e-25   1.3e-21   73.7  21.2    26   175   264   474   237   490 0.68 SET domain protein, putative [Plasmodium vivax]
SCO73564.1           -           6587 54at5820             -           3125         0 4177.4 663.0  19  23   2.1e-47   1.3e-43  146.7  13.6  2153  2271  5211  5337  5189  5353 0.79 SET domain protein, putative [Plasmodium vivax]
SCO73564.1           -           6587 54at5820             -           3125         0 4177.4 663.0  20  23   3.3e-94   2.1e-90  302.0  31.1  2254  2432  5435  5621  5421  5626 0.87 SET domain protein, putative [Plasmodium vivax]
SCO73564.1           -           6587 54at5820             -           3125         0 4177.4 663.0  21  23   9.4e-75   5.9e-71  237.4  22.2  2430  2608  5732  5934  5724  5959 0.86 SET domain protein, putative [Plasmodium vivax]
SCO73564.1           -           6587 54at5820             -           3125         0 4177.4 663.0  22  23   5.6e-09   3.5e-05   19.2   4.8  2599  2663  5983  6068  5959  6085 0.74 SET domain protein, putative [Plasmodium vivax]
SCO73564.1           -           6587 54at5820             -           3125         0 4177.4 663.0  23  23  7.1e-299  4.4e-295  981.1  47.6  2659  3125  6105  6587  6096  6587 0.97 SET domain protein, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/54at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/54at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/54at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:53:06 2026
# [ok]
