#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO75114.1           -           8896 28at5820             -           4775         0 6189.0 673.7   1  40  1.2e-113  7.3e-110  366.1  32.3     1   246     1   267     1   273 0.93 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75114.1           -           8896 28at5820             -           4775         0 6189.0 673.7  35  40    1e-111  6.3e-108  359.6  19.4  3833  4044  7500  7718  7484  7743 0.85 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75114.1           -           8896 28at5820             -           4775         0 6189.0 673.7  36  40     2e-62   1.2e-58  196.0   3.0  4048  4187  7832  7976  7790  7981 0.83 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75114.1           -           8896 28at5820             -           4775         0 6189.0 673.7  37  40  2.9e-121  1.8e-117  391.3  13.1  4185  4415  8017  8248  8011  8296 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75114.1           -           8896 28at5820             -           4775         0 6189.0 673.7  38  40  1.3e-126  8.4e-123  409.0  25.9  4401  4697  8317  8655  8288  8684 0.81 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75114.1           -           8896 28at5820             -           4775         0 6189.0 673.7  39  40     0.021   1.3e+02   -3.3  17.2  4667  4743  8733  8817  8722  8826 0.70 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75114.1           -           8896 28at5820             -           4775         0 6189.0 673.7  40  40     2e-16   1.2e-12   43.3  15.0  4665  4775  8777  8896  8767  8896 0.63 conserved Plasmodium protein, unknown function [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/28at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/28at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/28at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:46:50 2026
# [ok]
