#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO71932.1           -            840 3370at5820           -            675         0 1533.2   4.2   1   1         0         0 1533.0   4.2     2   673   166   837   165   839 1.00 pre-mRNA-splicing factor ATP-dependent RNA helicase PRP22, putative [Plasmodium vivax]
SCO75103.1           -           1608 3370at5820           -            675     4e-60  202.4  17.1   3   3     0.055        43    0.7   1.1   510   594  1299  1382  1254  1444 0.78 DEAD/DEAH box ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO72407.1           -           2105 3370at5820           -            675   1.9e-44  150.6   2.5   1   2   4.7e-33   3.7e-30  103.4   1.5    21   209   421   622   406   634 0.87 DEAD box helicase, putative [Plasmodium vivax]
SCO72407.1           -           2105 3370at5820           -            675   1.9e-44  150.6   2.5   2   2   1.3e-15     1e-12   45.7   0.0   236   392   748   897   740   910 0.76 DEAD box helicase, putative [Plasmodium vivax]
SCO74545.1           -            928 3370at5820           -            675   6.5e-35  119.1  16.9   1   3   1.4e-11   1.1e-08   32.4   0.3   115   191   107   182     4   191 0.84 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74545.1           -            928 3370at5820           -            675   6.5e-35  119.1  16.9   2   3      0.12        97   -0.5   0.0   205   253   483   533   476   543 0.83 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74545.1           -            928 3370at5820           -            675   6.5e-35  119.1  16.9   3   3   8.7e-29   6.8e-26   89.3  10.1   314   656   576   916   560   925 0.83 conserved Plasmodium protein, unknown function [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3370at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/3370at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3370at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:38:35 2026
# [ok]
