#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO71705.1           -            706 4451at5820           -            552    2e-275  913.3  35.2   1   2   1.5e-07   6.8e-05   20.3   2.4     1    27    20    46    20    52 0.90 WD repeat-containing protein 70, putative [Plasmodium vivax]
SCO75751.1           -            565 4451at5820           -            552   1.5e-10   39.0   0.9   1   3   6.6e-08     3e-05   21.5   0.0   130   173    66   109    53   121 0.82 coronin, putative [Plasmodium vivax]
SCO75751.1           -            565 4451at5820           -            552   1.5e-10   39.0   0.9   2   3   3.9e-06    0.0018   15.6   0.2   134   172   121   160   111   167 0.87 coronin, putative [Plasmodium vivax]
SCO75751.1           -            565 4451at5820           -            552   1.5e-10   39.0   0.9   3   3       1.1   4.7e+02   -2.3   0.0   354   391   254   291   225   304 0.64 coronin, putative [Plasmodium vivax]
SCO71232.1           -            322 4451at5820           -            552   8.3e-08   29.9  11.3   1   6    0.0064       2.9    5.0   0.0   134   169    67   101    41   109 0.80 receptor for activated c kinase, putative [Plasmodium vivax]
SCO71232.1           -            322 4451at5820           -            552   8.3e-08   29.9  11.3   2   6   1.4e-05    0.0062   13.8   0.0   135   179   110   153   103   155 0.90 receptor for activated c kinase, putative [Plasmodium vivax]
SCO71232.1           -            322 4451at5820           -            552   8.3e-08   29.9  11.3   3   6     4e-05     0.018   12.3   0.3   136   178   154   194   151   233 0.74 receptor for activated c kinase, putative [Plasmodium vivax]
SCO71232.1           -            322 4451at5820           -            552   8.3e-08   29.9  11.3   4   6     0.055        25    1.9   0.1   134   178   196   240   190   250 0.82 receptor for activated c kinase, putative [Plasmodium vivax]
SCO71232.1           -            322 4451at5820           -            552   8.3e-08   29.9  11.3   5   6     0.067        30    1.7   0.2   140   171   243   272   239   286 0.83 receptor for activated c kinase, putative [Plasmodium vivax]
SCO71232.1           -            322 4451at5820           -            552   8.3e-08   29.9  11.3   6   6      0.27   1.2e+02   -0.3   0.0   375   390   301   316   278   321 0.73 receptor for activated c kinase, putative [Plasmodium vivax]
SCO75514.1           -            638 4451at5820           -            552   1.2e-07   29.4  11.7   1   4   8.1e-05     0.036   11.3   0.2   232   279   356   402   317   408 0.85 U3 small nucleolar RNA-interacting protein 2, putative [Plasmodium vivax]
SCO75514.1           -            638 4451at5820           -            552   1.2e-07   29.4  11.7   2   4   1.7e-05    0.0076   13.5   0.3   241   279   408   452   401   458 0.73 U3 small nucleolar RNA-interacting protein 2, putative [Plasmodium vivax]
SCO75514.1           -            638 4451at5820           -            552   1.2e-07   29.4  11.7   3   4    0.0004      0.18    9.0   1.0   131   185   454   508   452   518 0.78 U3 small nucleolar RNA-interacting protein 2, putative [Plasmodium vivax]
SCO75514.1           -            638 4451at5820           -            552   1.2e-07   29.4  11.7   4   4      0.13        59    0.7   0.0   152   170   557   575   536   587 0.86 U3 small nucleolar RNA-interacting protein 2, putative [Plasmodium vivax]
SCO72425.1           -            498 4451at5820           -            552     5e-07   27.3  10.2   1   4   0.00017     0.078   10.2   1.0   131   167   248   283   117   300 0.82 pre-mRNA-processing factor 19, putative [Plasmodium vivax]
SCO72425.1           -            498 4451at5820           -            552     5e-07   27.3  10.2   2   4      0.11        50    0.9   0.0   136   173   299   335   291   342 0.79 pre-mRNA-processing factor 19, putative [Plasmodium vivax]
SCO72425.1           -            498 4451at5820           -            552     5e-07   27.3  10.2   3   4   8.2e-07   0.00037   17.9   0.1   211   285   358   425   349   451 0.77 pre-mRNA-processing factor 19, putative [Plasmodium vivax]
SCO72425.1           -            498 4451at5820           -            552     5e-07   27.3  10.2   4   4     0.097        43    1.1   0.1   243   272   469   497   444   498 0.63 pre-mRNA-processing factor 19, putative [Plasmodium vivax]
SCO75623.1           -            503 4451at5820           -            552     2e-06   25.4   2.4   1   2   0.00013     0.057   10.6   0.3   130   170   272   312   263   320 0.87 periodic tryptophan protein 1, putative [Plasmodium vivax]
SCO75623.1           -            503 4451at5820           -            552     2e-06   25.4   2.4   2   2     1e-05    0.0045   14.3   0.1   136   180   321   366   314   446 0.84 periodic tryptophan protein 1, putative [Plasmodium vivax]
SCO74094.1           -            533 4451at5820           -            552   7.3e-05   20.2   0.8   1   3      0.01       4.6    4.4   0.0   134   171   382   419   367   427 0.89 chromatin assembly factor 1 P55 subunit, putative [Plasmodium vivax]
SCO74094.1           -            533 4451at5820           -            552   7.3e-05   20.2   0.8   2   3   2.2e-05    0.0098   13.2   0.1   137   176   429   469   422   476 0.89 chromatin assembly factor 1 P55 subunit, putative [Plasmodium vivax]
SCO74094.1           -            533 4451at5820           -            552   7.3e-05   20.2   0.8   3   3       2.5   1.1e+03   -3.5   0.0   136   170   494   528   492   530 0.65 chromatin assembly factor 1 P55 subunit, putative [Plasmodium vivax]
SCO73958.1           -            644 4451at5820           -            552   0.00011   19.6   2.9   1   4       1.6   7.1e+02   -2.9   1.1   465   496    97   125    82   167 0.54 U4/U6 small nuclear ribonucleoprotein PRP4, putative [Plasmodium vivax]
SCO73958.1           -            644 4451at5820           -            552   0.00011   19.6   2.9   2   4      0.18        83    0.2   0.1   139   179   244   282   234   306 0.69 U4/U6 small nuclear ribonucleoprotein PRP4, putative [Plasmodium vivax]
SCO73958.1           -            644 4451at5820           -            552   0.00011   19.6   2.9   3   4   2.5e-07   0.00011   19.6   2.9   133   282   426   554   422   564 0.85 U4/U6 small nuclear ribonucleoprotein PRP4, putative [Plasmodium vivax]
SCO73958.1           -            644 4451at5820           -            552   0.00011   19.6   2.9   4   4     0.033        15    2.7   0.3   241   296   556   611   550   634 0.70 U4/U6 small nuclear ribonucleoprotein PRP4, putative [Plasmodium vivax]
SCO71271.1           -            324 4451at5820           -            552   0.00014   19.3   3.4   1   2    0.0001     0.045   11.0   0.2   131   171   115   153   111   163 0.78 U5 snrnp-specific protein, putative [Plasmodium vivax]
SCO71271.1           -            324 4451at5820           -            552   0.00014   19.3   3.4   2   2    0.0031       1.4    6.0   0.1   107   164   276   320   174   324 0.64 U5 snrnp-specific protein, putative [Plasmodium vivax]
SCO73776.1           -            361 4451at5820           -            552    0.0062   13.8   1.2   1   2   0.00094      0.42    7.8   0.1   134   187   188   240   173   244 0.82 diphthine methyltransferase, putative [Plasmodium vivax]
SCO73776.1           -            361 4451at5820           -            552    0.0062   13.8   1.2   2   2     0.003       1.3    6.1   0.1   133   170   231   267   226   292 0.70 diphthine methyltransferase, putative [Plasmodium vivax]
SCO70909.1           -            644 4451at5820           -            552    0.0062   13.8   0.5   1   2      0.42   1.9e+02   -1.0   0.0    81   118   220   259   190   267 0.66 U3 small nucleolar RNA-associated protein 7, putative [Plasmodium vivax]
SCO70909.1           -            644 4451at5820           -            552    0.0062   13.8   0.5   2   2   4.4e-05      0.02   12.2   0.1   254   293   356   394   312   421 0.79 U3 small nucleolar RNA-associated protein 7, putative [Plasmodium vivax]
SCO71350.1           -            458 4451at5820           -            552     0.013   12.8   0.3   1   3      0.56   2.5e+02   -1.4   0.0    42    70   151   180   135   194 0.77 ribosome assembly protein RRB1, putative [Plasmodium vivax]
SCO71350.1           -            458 4451at5820           -            552     0.013   12.8   0.3   2   3      0.01       4.5    4.4   0.0   136   173   325   361   312   377 0.77 ribosome assembly protein RRB1, putative [Plasmodium vivax]
SCO71350.1           -            458 4451at5820           -            552     0.013   12.8   0.3   3   3    0.0028       1.3    6.2   0.0   132   170   365   403   361   427 0.85 ribosome assembly protein RRB1, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/4451at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/4451at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/4451at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:48:20 2026
# [ok]
