#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO75004.1           -            119 14381at5820          -             87   4.3e-56  186.0   1.0   1   1   3.2e-58   5.2e-56  185.7   1.0     1    87    25   114    25   114 0.98 RNA-binding protein, putative [Plasmodium vivax]
SCO72684.1           -            208 14381at5820          -             87     3e-08   32.7   0.5   1   1   4.2e-10   6.7e-08   31.6   0.2    10    77     7    73     3    84 0.90 alternative splicing factor ASF-1, putative [Plasmodium vivax]
SCO74222.1           -            911 14381at5820          -             87     4e-08   32.3   0.3   1   2   2.8e-09   4.5e-07   28.9   0.1    14    74   677   737   670   749 0.88 splicing factor U2AF large subunit, putative [Plasmodium vivax]
SCO74222.1           -            911 14381at5820          -             87     4e-08   32.3   0.3   2   2       1.8     3e+02    0.7   0.0    27    78   835   889   822   897 0.70 splicing factor U2AF large subunit, putative [Plasmodium vivax]
SCO71595.1           -            544 14381at5820          -             87   7.3e-08   31.4   0.3   1   3   4.2e-08   6.7e-06   25.2   0.0    13    75    15    77    10    83 0.95 serine/arginine-rich splicing factor 4, putative [Plasmodium vivax]
SCO71595.1           -            544 14381at5820          -             87   7.3e-08   31.4   0.3   2   3      0.67   1.1e+02    2.1   0.0    13    50   115   150   109   171 0.77 serine/arginine-rich splicing factor 4, putative [Plasmodium vivax]
SCO71595.1           -            544 14381at5820          -             87   7.3e-08   31.4   0.3   3   3         3   4.8e+02   -0.0   0.0    30    53   170   194   156   221 0.76 serine/arginine-rich splicing factor 4, putative [Plasmodium vivax]
SCO73318.1           -            328 14381at5820          -             87   8.9e-08   31.2   0.0   1   1   9.8e-10   1.6e-07   30.4   0.0    17    77    18    78    11    88 0.87 serine/arginine-rich splicing factor 12, putative [Plasmodium vivax]
SCO73478.1           -            392 14381at5820          -             87   4.1e-07   29.1   4.7   1   3    0.0032      0.51    9.5   0.6    11    77    18    79    11    86 0.86 poly(A)-binding protein, putative [Plasmodium vivax]
SCO73478.1           -            392 14381at5820          -             87   4.1e-07   29.1   4.7   2   3     0.064        10    5.3   0.0    29    74   133   180   129   187 0.74 poly(A)-binding protein, putative [Plasmodium vivax]
SCO73478.1           -            392 14381at5820          -             87   4.1e-07   29.1   4.7   3   3   0.00012      0.02   14.0   0.0    18    75   216   272   200   281 0.79 poly(A)-binding protein, putative [Plasmodium vivax]
SCO72353.1           -            299 14381at5820          -             87   7.4e-07   28.2   0.0   1   1   9.2e-09   1.5e-06   27.3   0.0    13    80    38   105    33   111 0.93 RNA-binding protein, putative [Plasmodium vivax]
SCO75286.1           -            124 14381at5820          -             87   1.7e-06   27.1   0.5   1   1   1.4e-08   2.3e-06   26.7   0.5    20    75    17    72     7    83 0.87 RNA-binding protein, putative [Plasmodium vivax]
SCO74171.1           -           1033 14381at5820          -             87   1.9e-06   26.9   0.2   1   2    0.0013       0.2   10.8   0.0    13    68   644   700   637   712 0.78 splicing factor 1, putative [Plasmodium vivax]
SCO74171.1           -           1033 14381at5820          -             87   1.9e-06   26.9   0.2   2   2   0.00021     0.033   13.3   0.0    21    75   754   808   741   821 0.85 splicing factor 1, putative [Plasmodium vivax]
SCO72795.1           -            156 14381at5820          -             87   3.7e-06   26.0   0.3   1   1     4e-08   6.4e-06   25.2   0.3    15    76     8    75     3    85 0.79 RNA-binding protein s1, putative [Plasmodium vivax]
SCO71923.1           -            340 14381at5820          -             87   5.7e-06   25.4   0.1   1   2   0.00073      0.12   11.6   0.0    13    64    89   138    77   153 0.83 RNA-binding protein musashi, putative [Plasmodium vivax]
SCO71923.1           -            340 14381at5820          -             87   5.7e-06   25.4   0.1   2   2    0.0011      0.17   11.0   0.0    21    65   180   223   171   241 0.76 RNA-binding protein musashi, putative [Plasmodium vivax]
SCO71964.1           -            475 14381at5820          -             87   7.2e-06   25.1   1.2   1   1     1e-07   1.7e-05   23.9   0.3    11    69   303   364   294   379 0.83 U4/U6 snRNA-associated-splicing factor, putative [Plasmodium vivax]
SCO74458.1           -            786 14381at5820          -             87   9.7e-06   24.6   0.0   1   1   1.3e-07   2.1e-05   23.6   0.0    12    77    30    95    26   104 0.95 RNA-binding protein, putative [Plasmodium vivax]
SCO72051.1           -            287 14381at5820          -             87   3.5e-05   22.9   1.9   1   2   0.00033     0.052   12.7   0.1    13    75    49   104    36   113 0.81 RNA-binding protein, putative [Plasmodium vivax]
SCO72051.1           -            287 14381at5820          -             87   3.5e-05   22.9   1.9   2   2    0.0034      0.55    9.4   0.2    12    78   211   276   205   284 0.87 RNA-binding protein, putative [Plasmodium vivax]
SCO72755.1           -           1054 14381at5820          -             87   9.1e-05   21.5   0.0   1   1   9.8e-07   0.00016   20.8   0.0    10    73     5    68     2    77 0.89 RNA-binding protein, putative [Plasmodium vivax]
SCO71995.1           -            202 14381at5820          -             87   0.00012   21.1   0.0   1   1   1.2e-06    0.0002   20.4   0.0     7    68    67   128    61   143 0.86 RNA-binding protein, putative [Plasmodium vivax]
SCO75496.1           -            110 14381at5820          -             87   0.00023   20.2   0.0   1   1   2.1e-06   0.00034   19.7   0.0    12    75    15    75     8    83 0.85 splicing factor 3B subunit 6, putative [Plasmodium vivax]
SCO73567.1           -            670 14381at5820          -             87   0.00024   20.2   0.6   1   2    0.0014      0.23   10.6   0.1    50    76    67    93    24   103 0.71 RNA binding function, putative [Plasmodium vivax]
SCO73567.1           -            670 14381at5820          -             87   0.00024   20.2   0.6   2   2     0.016       2.5    7.3   0.0    27    75   147   196   132   201 0.77 RNA binding function, putative [Plasmodium vivax]
SCO71367.1           -            361 14381at5820          -             87   0.00041   19.4   0.3   1   2   2.6e-05    0.0042   16.2   0.1    14    66   121   173   110   187 0.82 RNA-binding protein, putative [Plasmodium vivax]
SCO71367.1           -            361 14381at5820          -             87   0.00041   19.4   0.3   2   2       1.5   2.4e+02    0.9   0.0    24    61   215   251   204   265 0.81 RNA-binding protein, putative [Plasmodium vivax]
SCO73700.1           -            153 14381at5820          -             87   0.00046   19.3   0.2   1   1   4.4e-06   0.00071   18.7   0.2    15    76    65   125    48   133 0.88 RNA and export factor binding protein, putative [Plasmodium vivax]
SCO75343.1           -           1075 14381at5820          -             87    0.0005   19.2   0.1   1   1   7.9e-06    0.0013   17.9   0.1    21    79   231   289   220   298 0.85 RNA-binding protein, putative [Plasmodium vivax]
SCO71267.1           -            292 14381at5820          -             87   0.00051   19.1   0.0   1   2     0.018       2.9    7.1   0.0    13    76     9    71     3    78 0.80 RNA-binding protein, putative [Plasmodium vivax]
SCO71267.1           -            292 14381at5820          -             87   0.00051   19.1   0.0   2   2    0.0028      0.44    9.7   0.0    29    75   173   218   161   225 0.85 RNA-binding protein, putative [Plasmodium vivax]
SCO72185.1           -            870 14381at5820          -             87   0.00062   18.9   1.9   1   2   7.9e-06    0.0013   17.9   0.1    12    77   319   376   312   381 0.87 RNA-binding protein, putative [Plasmodium vivax]
SCO72185.1           -            870 14381at5820          -             87   0.00062   18.9   1.9   2   2         6   9.6e+02   -1.0   0.2    13    75   425   484   420   490 0.68 RNA-binding protein, putative [Plasmodium vivax]
SCO75038.1           -            661 14381at5820          -             87    0.0016   17.6   0.1   1   1   4.8e-05    0.0078   15.3   0.1    15    78   170   236   165   246 0.76 U2 snRNP-associated SURP motif-containing protein, putative [Plasmodium vivax]
SCO73415.1           -            448 14381at5820          -             87    0.0018   17.4   0.6   1   1   2.5e-05     0.004   16.3   0.6    13    76   100   162    93   173 0.79 U1 small nuclear ribonucleoprotein, putative [Plasmodium vivax]
SCO72564.1           -            753 14381at5820          -             87    0.0042   16.2   3.4   1   2    0.0097       1.6    8.0   0.1    13    63   365   415   355   427 0.86 nucleic acid binding protein, putative [Plasmodium vivax]
SCO72564.1           -            753 14381at5820          -             87    0.0042   16.2   3.4   2   2      0.01       1.6    7.9   0.1    10    69   662   721   659   736 0.82 nucleic acid binding protein, putative [Plasmodium vivax]
SCO72090.1           -            725 14381at5820          -             87    0.0072   15.4   0.0   1   1    0.0001     0.017   14.3   0.0    13    74     9    70     2    78 0.87 mRNA processing protein, putative [Plasmodium vivax]
SCO75608.1           -            499 14381at5820          -             87    0.0084   15.2   0.1   1   1   0.00013      0.02   14.0   0.1    27    79   432   483   414   489 0.78 clustered-asparagine-rich protein, putative [Plasmodium vivax]
SCO73179.1           -            316 14381at5820          -             87     0.023   13.8   0.0   1   1   0.00028     0.045   12.9   0.0    27    75    24    69     8    76 0.77 serine/arginine-rich splicing factor 1, putative [Plasmodium vivax]
SCO73794.1           -            614 14381at5820          -             87     0.043   12.9   0.1   1   2       2.9   4.7e+02    0.0   0.0    12    39    10    37     6    77 0.67 RNA-binding protein, putative [Plasmodium vivax]
SCO73794.1           -            614 14381at5820          -             87     0.043   12.9   0.1   2   2    0.0046      0.75    9.0   0.1    11    69   166   222   159   234 0.86 RNA-binding protein, putative [Plasmodium vivax]
SCO75424.1           -           1120 14381at5820          -             87     0.057   12.6   5.2   1   3       7.6   1.2e+03   -1.3   0.0    13    40   715   742   711   766 0.72 RNA-binding protein, putative [Plasmodium vivax]
SCO75424.1           -           1120 14381at5820          -             87     0.057   12.6   5.2   2   3       1.6   2.6e+02    0.8   0.1    51    75   917   941   857   949 0.55 RNA-binding protein, putative [Plasmodium vivax]
SCO75424.1           -           1120 14381at5820          -             87     0.057   12.6   5.2   3   3     0.003      0.48    9.6   0.1    14    77   982  1044   972  1054 0.82 RNA-binding protein, putative [Plasmodium vivax]
SCO71382.1           -            480 14381at5820          -             87     0.068   12.3   0.0   1   1   0.00074      0.12   11.5   0.0    13    86   407   479   402   480 0.91 RNA-binding protein, putative [Plasmodium vivax]
SCO73549.1           -           1176 14381at5820          -             87      0.17   11.0   2.9   1   1   0.00063       0.1   11.8   0.4    13    80   639   710   629   717 0.75 Ran-binding protein, putative [Plasmodium vivax]
SCO72849.1           -           1068 14381at5820          -             87       2.1    7.6   6.7   1   1    0.0021      0.34   10.1   0.4    23    72   320   367   301   379 0.80 tudor staphylococcal nuclease, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/14381at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/14381at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/14381at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:35:11 2026
# [ok]
