#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO71807.1           -           5866 27at5820             -           4874         0 10225.1 465.6   1   8   4.5e-74   4.7e-71  237.1  14.5     7   162    14   175     1   181 0.92 dynein heavy chain, putative [Plasmodium vivax]
SCO72715.1           -           5298 27at5820             -           4874  3.9e-263  874.8 275.2   3  13      0.04        41   -1.7   9.4  1760  1903  1602  1741  1586  1748 0.73 dynein heavy chain, putative [Plasmodium vivax]
SCO72715.1           -           5298 27at5820             -           4874  3.9e-263  874.8 275.2   4  13   2.4e-77   2.5e-74  248.0   4.2  1880  2194  1763  2074  1754  2082 0.91 dynein heavy chain, putative [Plasmodium vivax]
SCO72715.1           -           5298 27at5820             -           4874  3.9e-263  874.8 275.2   5  13   2.8e-38   2.9e-35  118.3   3.9  2204  2423  2121  2338  2114  2353 0.92 dynein heavy chain, putative [Plasmodium vivax]
SCO72715.1           -           5298 27at5820             -           4874  3.9e-263  874.8 275.2   6  13   2.2e-46   2.3e-43  145.2  37.1  2507  3098  2374  2936  2360  2948 0.85 dynein heavy chain, putative [Plasmodium vivax]
SCO72715.1           -           5298 27at5820             -           4874  3.9e-263  874.8 275.2   7  13     1e-10   1.1e-07   26.8   3.0  3159  3229  2946  3016  2940  3022 0.94 dynein heavy chain, putative [Plasmodium vivax]
SCO72715.1           -           5298 27at5820             -           4874  3.9e-263  874.8 275.2   8  13   2.6e-36   2.7e-33  111.8  28.9  3249  3650  3099  3495  3080  3517 0.85 dynein heavy chain, putative [Plasmodium vivax]
SCO72715.1           -           5298 27at5820             -           4874  3.9e-263  874.8 275.2   9  13   2.3e-40   2.4e-37  125.3  25.7  3679  3962  3602  3883  3587  3891 0.94 dynein heavy chain, putative [Plasmodium vivax]
SCO72715.1           -           5298 27at5820             -           4874  3.9e-263  874.8 275.2  10  13    0.0003      0.31    5.4   2.7  3972  4053  4297  4377  4285  4420 0.77 dynein heavy chain, putative [Plasmodium vivax]
SCO72715.1           -           5298 27at5820             -           4874  3.9e-263  874.8 275.2  11  13   8.1e-07   0.00085   13.9   1.4  4110  4232  4394  4511  4366  4525 0.78 dynein heavy chain, putative [Plasmodium vivax]
SCO72715.1           -           5298 27at5820             -           4874  3.9e-263  874.8 275.2  12  13   2.9e-23     3e-20   68.5   3.9  4236  4440  4558  4759  4553  4771 0.87 dynein heavy chain, putative [Plasmodium vivax]
SCO72715.1           -           5298 27at5820             -           4874  3.9e-263  874.8 275.2  13  13   2.4e-13   2.5e-10   35.6  12.2  4423  4874  4842  5298  4835  5298 0.68 dynein heavy chain, putative [Plasmodium vivax]
SCO74252.1           -           6395 27at5820             -           4874  1.1e-112  375.4 157.6   1  14         6   6.3e+03 -116.8 239.1    78  1727    90  1717    13  1737 0.66 dynein beta chain, putative [Plasmodium vivax]
SCO74252.1           -           6395 27at5820             -           4874  1.1e-112  375.4 157.6   2  14         6   6.3e+03  -11.3  17.0  1751  1900  1804  1948  1792  1957 0.58 dynein beta chain, putative [Plasmodium vivax]
SCO74252.1           -           6395 27at5820             -           4874  1.1e-112  375.4 157.6   3  14   7.3e-29   7.7e-26   87.1   1.8  1921  2040  2281  2401  2248  2426 0.85 dynein beta chain, putative [Plasmodium vivax]
SCO74252.1           -           6395 27at5820             -           4874  1.1e-112  375.4 157.6   4  14   1.7e-18   1.8e-15   52.6  11.9  2072  2260  2613  2802  2585  2815 0.86 dynein beta chain, putative [Plasmodium vivax]
SCO74252.1           -           6395 27at5820             -           4874  1.1e-112  375.4 157.6   5  14   1.7e-24   1.7e-21   72.6  12.3  2270  2457  2972  3154  2955  3181 0.85 dynein beta chain, putative [Plasmodium vivax]
SCO74252.1           -           6395 27at5820             -           4874  1.1e-112  375.4 157.6   6  14         6   6.3e+03  -24.4  25.5   916  1072  3336  3473  3242  3483 0.43 dynein beta chain, putative [Plasmodium vivax]
SCO74252.1           -           6395 27at5820             -           4874  1.1e-112  375.4 157.6   7  14   0.00081      0.85    3.9   2.7  2615  2691  3477  3557  3457  3570 0.79 dynein beta chain, putative [Plasmodium vivax]
SCO74252.1           -           6395 27at5820             -           4874  1.1e-112  375.4 157.6   8  14     2e-06     0.002   12.6  21.2  2701  2927  3622  3844  3616  3876 0.77 dynein beta chain, putative [Plasmodium vivax]
SCO74252.1           -           6395 27at5820             -           4874  1.1e-112  375.4 157.6   9  14       0.2   2.1e+02   -4.0   9.4  3167  3256  4291  4382  4275  4485 0.78 dynein beta chain, putative [Plasmodium vivax]
SCO74252.1           -           6395 27at5820             -           4874  1.1e-112  375.4 157.6  10  14   3.5e-39   3.7e-36  121.3  40.6  3256  3776  4509  5000  4500  5019 0.86 dynein beta chain, putative [Plasmodium vivax]
SCO74252.1           -           6395 27at5820             -           4874  1.1e-112  375.4 157.6  11  14   4.6e-17   4.8e-14   47.9  20.3  3794  4029  5098  5338  5090  5388 0.92 dynein beta chain, putative [Plasmodium vivax]
SCO74252.1           -           6395 27at5820             -           4874  1.1e-112  375.4 157.6  12  14     0.001         1    3.6   5.8  4124  4286  5615  5771  5600  5789 0.82 dynein beta chain, putative [Plasmodium vivax]
SCO74252.1           -           6395 27at5820             -           4874  1.1e-112  375.4 157.6  13  14   1.2e-22   1.2e-19   66.5  13.4  4287  4539  5877  6141  5872  6150 0.84 dynein beta chain, putative [Plasmodium vivax]
SCO74252.1           -           6395 27at5820             -           4874  1.1e-112  375.4 157.6  14  14     1e-12   1.1e-09   33.5   9.9  4626  4869  6154  6389  6144  6394 0.84 dynein beta chain, putative [Plasmodium vivax]
SCO70863.1           -           5196 27at5820             -           4874  2.7e-100  334.2 423.2   1  11         6   6.3e+03  -42.4  83.8   710  1164   207   740   183   750 0.68 dynein heavy chain, putative [Plasmodium vivax]
SCO70863.1           -           5196 27at5820             -           4874  2.7e-100  334.2 423.2   2  11   8.7e-08   9.1e-05   17.1  86.7  1207  1777   727  1254   711  1269 0.84 dynein heavy chain, putative [Plasmodium vivax]
SCO70863.1           -           5196 27at5820             -           4874  2.7e-100  334.2 423.2   3  11     3e-27   3.2e-24   81.7   8.7  1800  2038  1354  1579  1332  1585 0.84 dynein heavy chain, putative [Plasmodium vivax]
SCO70863.1           -           5196 27at5820             -           4874  2.7e-100  334.2 423.2   4  11   2.5e-21   2.6e-18   62.0   5.8  2043  2195  1648  1804  1642  1810 0.87 dynein heavy chain, putative [Plasmodium vivax]
SCO70863.1           -           5196 27at5820             -           4874  2.7e-100  334.2 423.2   5  11   4.4e-21   4.6e-18   61.2  19.0  2204  2457  1961  2221  1954  2245 0.79 dynein heavy chain, putative [Plasmodium vivax]
SCO70863.1           -           5196 27at5820             -           4874  2.7e-100  334.2 423.2   6  11   9.4e-10   9.8e-07   23.6  51.6  2599  3103  2625  3113  2582  3146 0.70 dynein heavy chain, putative [Plasmodium vivax]
SCO70863.1           -           5196 27at5820             -           4874  2.7e-100  334.2 423.2   7  11   3.3e-27   3.5e-24   81.6  47.5  3240  3776  3274  3795  3263  3801 0.88 dynein heavy chain, putative [Plasmodium vivax]
SCO70863.1           -           5196 27at5820             -           4874  2.7e-100  334.2 423.2   8  11   7.8e-16   8.1e-13   43.8  25.3  3783  4060  3924  4199  3921  4216 0.90 dynein heavy chain, putative [Plasmodium vivax]
SCO70863.1           -           5196 27at5820             -           4874  2.7e-100  334.2 423.2   9  11   2.2e-07   0.00023   15.8  10.5  4149  4337  4417  4605  4397  4616 0.83 dynein heavy chain, putative [Plasmodium vivax]
SCO70863.1           -           5196 27at5820             -           4874  2.7e-100  334.2 423.2  10  11   4.9e-07   0.00052   14.6  11.8  4347  4538  4720  4911  4713  4919 0.81 dynein heavy chain, putative [Plasmodium vivax]
SCO70863.1           -           5196 27at5820             -           4874  2.7e-100  334.2 423.2  11  11   6.1e-11   6.4e-08   27.6   3.7  4569  4812  4870  5100  4867  5106 0.83 dynein heavy chain, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/27at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/27at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/27at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:45:06 2026
# [ok]
