#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO75363.1           -            923 4079at5820           -            677         0 1224.2 132.2   1   5   5.1e-05    0.0085   12.8  20.0     1    84     1    82     1    94 0.63 DEAD/DEAH box helicase, putative [Plasmodium vivax]
SCO70404.1           -           1051 4079at5820           -            677   1.7e-13   48.1   4.9   3   4       1.1   1.8e+02   -1.6   0.1   312   352   422   463   416   488 0.73 RNA helicase, putative [Plasmodium vivax]
SCO70404.1           -           1051 4079at5820           -            677   1.7e-13   48.1   4.9   4   4     1e-15   1.7e-13   48.1   4.9   467   592   763   894   753   960 0.81 RNA helicase, putative [Plasmodium vivax]
SCO70477.1           -           1250 4079at5820           -            677   3.6e-13   47.1  16.7   1   4       2.8   4.7e+02   -2.9   0.0   209   242    51    84    38    98 0.83 RNA helicase, putative [Plasmodium vivax]
SCO70477.1           -           1250 4079at5820           -            677   3.6e-13   47.1  16.7   2   4       2.1   3.5e+02   -2.5   0.0   278   290   139   151   132   158 0.85 RNA helicase, putative [Plasmodium vivax]
SCO70477.1           -           1250 4079at5820           -            677   3.6e-13   47.1  16.7   3   4   0.00051     0.084    9.5   0.1   303   374   218   312   213   320 0.67 RNA helicase, putative [Plasmodium vivax]
SCO70477.1           -           1250 4079at5820           -            677   3.6e-13   47.1  16.7   4   4   3.8e-15   6.3e-13   46.2   0.6   449   570   587   708   576   716 0.87 RNA helicase, putative [Plasmodium vivax]
SCO71941.1           -            731 4079at5820           -            677   5.5e-12   43.1   0.7   1   1   3.3e-14   5.5e-12   43.1   0.7   444   565   365   485   348   500 0.84 ATP-dependent DNA helicase Q1, putative [Plasmodium vivax]
SCO73310.1           -            522 4079at5820           -            677   6.5e-12   42.9  11.3   1   2    0.0017      0.29    7.7   0.1   210   251   122   162    88   197 0.78 ATP-dependent helicase, putative [Plasmodium vivax]
SCO73310.1           -            522 4079at5820           -            677   6.5e-12   42.9  11.3   2   2   3.9e-12   6.5e-10   36.3   7.5   344   573   243   465   214   484 0.73 ATP-dependent helicase, putative [Plasmodium vivax]
SCO70772.1           -            548 4079at5820           -            677   3.8e-10   37.0  16.7   1   1     5e-12   8.3e-10   35.9  16.7   276   559   171   464    77   487 0.78 ATP-dependent RNA helicase protein, putative [Plasmodium vivax]
SCO74783.1           -           1269 4079at5820           -            677   1.1e-08   32.2   2.0   1   2       2.5   4.2e+02   -2.8   0.0   201   242    42    83    32    86 0.82 ADP-dependent DNA helicase RecQ, putative [Plasmodium vivax]
SCO74783.1           -           1269 4079at5820           -            677   1.1e-08   32.2   2.0   2   2     1e-10   1.7e-08   31.6   0.9   467   594   284   411   274   444 0.86 ADP-dependent DNA helicase RecQ, putative [Plasmodium vivax]
SCO74879.1           -            995 4079at5820           -            677   1.5e-07   28.5  37.3   1   3   0.00098      0.16    8.5   0.0   188   247    51   110    47   114 0.90 ATP-dependent rRNA helicase SPB4, putative [Plasmodium vivax]
SCO74879.1           -            995 4079at5820           -            677   1.5e-07   28.5  37.3   2   3   2.4e-05     0.004   13.9   0.3   278   374   244   368   231   379 0.58 ATP-dependent rRNA helicase SPB4, putative [Plasmodium vivax]
SCO74879.1           -            995 4079at5820           -            677   1.5e-07   28.5  37.3   3   3   5.6e-09   9.3e-07   25.9   3.2   482   574   547   642   540   654 0.82 ATP-dependent rRNA helicase SPB4, putative [Plasmodium vivax]
SCO70655.1           -           1393 4079at5820           -            677   6.9e-07   26.3   0.7   1   3       4.7   7.8e+02   -3.6   0.1   307   321   847   861   841   863 0.84 ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO70655.1           -           1393 4079at5820           -            677   6.9e-07   26.3   0.7   2   3     0.097        16    1.9   0.0   326   360   907   942   903   947 0.82 ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO70655.1           -           1393 4079at5820           -            677   6.9e-07   26.3   0.7   3   3   4.2e-09   6.9e-07   26.3   0.7   508   571  1206  1269  1129  1284 0.84 ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO75211.1           -            790 4079at5820           -            677   1.2e-06   25.5   0.2   1   3         1   1.7e+02   -1.4   2.8   208   249   132   173    97   198 0.67 DEAD box helicase, putative [Plasmodium vivax]
SCO75211.1           -            790 4079at5820           -            677   1.2e-06   25.5   0.2   2   3       5.2   8.6e+02   -3.8   0.0   278   290   254   266   253   269 0.90 DEAD box helicase, putative [Plasmodium vivax]
SCO75211.1           -            790 4079at5820           -            677   1.2e-06   25.5   0.2   3   3   7.1e-09   1.2e-06   25.5   0.2   483   582   623   728   568   767 0.75 DEAD box helicase, putative [Plasmodium vivax]
SCO70833.1           -           1175 4079at5820           -            677   2.1e-05   21.4   3.3   1   2   7.8e-05     0.013   12.2   2.2   190   369   222   401   201   409 0.73 DEAD box ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO70833.1           -           1175 4079at5820           -            677   2.1e-05   21.4   3.3   2   2    0.0018       0.3    7.6   0.0   492   553   832   896   822   913 0.87 DEAD box ATP-dependent RNA helicase, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/4079at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/4079at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/4079at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:44:00 2026
# [ok]
