#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO73258.1           -           2709 395at5820            -           2124         0 3765.2  22.0   1   3         0         0 2652.2   0.3     1  1398     1  1713     1  1719 0.95 RNA polymerase I, putative [Plasmodium vivax]
SCO74097.1           -           1922 395at5820            -           2124  6.4e-132  439.9  47.7   2   8   3.2e-17   8.3e-15   51.5   0.1   461   569   345   457   323   467 0.84 DNA-directed RNA polymerase III largest subunit, putative [Plasmodium vivax]
SCO74097.1           -           1922 395at5820            -           2124  6.4e-132  439.9  47.7   3   8   6.6e-40   1.7e-37  126.7   0.2   566   723   493   649   475   655 0.87 DNA-directed RNA polymerase III largest subunit, putative [Plasmodium vivax]
SCO74097.1           -           1922 395at5820            -           2124  6.4e-132  439.9  47.7   4   8   1.2e-05    0.0033   13.0   0.3   762   802   656   696   649   785 0.76 DNA-directed RNA polymerase III largest subunit, putative [Plasmodium vivax]
SCO74097.1           -           1922 395at5820            -           2124  6.4e-132  439.9  47.7   5   8   5.1e-39   1.3e-36  123.7   0.3  1234  1368   860   994   838  1018 0.90 DNA-directed RNA polymerase III largest subunit, putative [Plasmodium vivax]
SCO74097.1           -           1922 395at5820            -           2124  6.4e-132  439.9  47.7   6   8      0.35        91   -1.7   0.3  1803  1907  1111  1214  1098  1224 0.67 DNA-directed RNA polymerase III largest subunit, putative [Plasmodium vivax]
SCO74097.1           -           1922 395at5820            -           2124  6.4e-132  439.9  47.7   7   8   4.3e-22   1.1e-19   67.6   0.7  1452  1539  1447  1536  1434  1628 0.82 DNA-directed RNA polymerase III largest subunit, putative [Plasmodium vivax]
SCO74097.1           -           1922 395at5820            -           2124  6.4e-132  439.9  47.7   8   8   2.2e-19   5.8e-17   58.6   0.8  1997  2113  1777  1894  1760  1901 0.93 DNA-directed RNA polymerase III largest subunit, putative [Plasmodium vivax]
SCO72509.1           -            320 395at5820            -           2124   0.00022   16.9  14.3   1   1   1.1e-06   0.00028   16.5  14.3  1722  1788   100   167    58   186 0.57 hypothetical protein, conserved [Plasmodium vivax]
SCO72249.1           -            381 395at5820            -           2124     0.023   10.2  28.2   1   1   0.00011     0.029    9.9  28.2  1716  1880    87   259    54   275 0.57 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO70420.1           -            331 395at5820            -           2124     0.027   10.0  16.9   1   1   0.00013     0.033    9.7  16.9  1711  1889    21   213     2   230 0.52 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO72795.1           -            156 395at5820            -           2124     0.042    9.3   3.2   1   1   0.00018     0.046    9.2   3.2  1649  1794     5   149     2   156 0.51 RNA-binding protein s1, putative [Plasmodium vivax]
SCO74888.1           -            228 395at5820            -           2124      0.13    7.7  18.1   1   1    0.0006      0.16    7.4  18.1  1672  1796    31   154    25   194 0.47 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71480.1           -            286 395at5820            -           2124      0.16    7.4  10.3   1   1   0.00077       0.2    7.1  10.3  1728  1862    53   179    33   198 0.33 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75474.1           -            193 395at5820            -           2124      0.23    6.9  14.0   1   1   0.00091      0.24    6.8  14.0  1722  1831    40   150     6   184 0.70 glideosome-associated protein 45, putative [Plasmodium vivax]
SCO74769.1           -            776 395at5820            -           2124      0.91    4.9  14.9   1   1    0.0054       1.4    4.3  14.9  1725  1802   188   265   134   325 0.57 large ribosomal subunit associated GTPase, putative [Plasmodium vivax]
SCO71724.1           -            406 395at5820            -           2124      0.95    4.8  23.4   1   1    0.0046       1.2    4.5  23.4  1715  1870   219   379   195   393 0.36 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75135.1           -            543 395at5820            -           2124       1.7    4.0  25.0   1   1    0.0094       2.5    3.5  25.0  1675  1806   128   255   104   282 0.61 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75333.1           -            270 395at5820            -           2124       1.7    4.0  22.3   1   1    0.0066       1.7    4.0  22.3  1671  1836     7   173     1   252 0.47 translation initiation factor SUI1, putative [Plasmodium vivax]
SCO71098.1           -            731 395at5820            -           2124         2    3.8  20.4   1   1     0.012         3    3.2  20.4  1676  1884   144   332   120   352 0.33 phospholipase A2, putative [Plasmodium vivax]
SCO74172.1           -            713 395at5820            -           2124       2.3    3.6  16.8   1   1     0.012       3.1    3.1  16.8  1722  1903   410   586   388   604 0.40 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73259.1           -            143 395at5820            -           2124       2.7    3.4  16.4   1   1     0.012       3.1    3.1  16.4  1690  1774    39   119    31   136 0.42 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73062.1           -            667 395at5820            -           2124       3.3    3.0  19.7   1   1     0.017       4.5    2.6  19.7  1712  1845    35   160    14   205 0.38 RNA helicase 1, putative [Plasmodium vivax]
SCO74802.1           -            281 395at5820            -           2124       3.4    3.0  19.0   1   1     0.014       3.6    2.9  19.0  1710  1809   178   276    87   281 0.50 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO72919.1           -            324 395at5820            -           2124       3.9    2.8  20.2   1   1     0.018       4.8    2.5  20.2  1739  1880   138   275    93   289 0.54 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO70827.1           -           1408 395at5820            -           2124       4.8    2.5  23.7   1   1     0.035       9.1    1.6  23.7  1683  1860  1220  1402  1141  1408 0.57 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73844.1           -            332 395at5820            -           2124       5.3    2.4  16.0   1   1     0.025       6.4    2.1  16.0  1738  1846    71   185    39   219 0.58 Plasmodium exported protein, unknown function [Plasmodium vivax]
SCO70510.1           -           1655 395at5820            -           2124       8.4    1.7  24.0   1   2      0.73   1.9e+02   -2.8   7.4  1727  1796   980  1057   944  1103 0.39 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO70510.1           -           1655 395at5820            -           2124       8.4    1.7  24.0   2   2   8.7e-05     0.023   10.2   8.7  1730  1863  1204  1332  1104  1394 0.53 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75023.1           -            132 395at5820            -           2124       8.7    1.7  14.9   1   1     0.033       8.7    1.7  14.9  1717  1796    14    91     1   119 0.39 conserved Plasmodium protein, unknown function [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/395at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/395at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/395at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:41:30 2026
# [ok]
