#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO70863.1           -           5196 44at5820             -           3972         0 7359.9 635.9   1  12     3e-67   3.2e-64  214.9  16.2     1   138     1   158     1   168 0.93 dynein heavy chain, putative [Plasmodium vivax]
SCO70863.1           -           5196 44at5820             -           3972         0 7359.9 635.9  12  12   8.1e-23   8.5e-20   67.5   0.5  3917  3972  5137  5196  5132  5196 0.88 dynein heavy chain, putative [Plasmodium vivax]
SCO71602.1           -           5238 44at5820             -           3972  1.1e-155  518.5 232.1   1  10         6   6.3e+03  -18.4  21.9   526   678   102   256    51   330 0.67 dynein heavy chain, putative [Plasmodium vivax]
SCO71602.1           -           5238 44at5820             -           3972  1.1e-155  518.5 232.1   2  10         6   6.3e+03  -14.7  16.8  2422  2630   729   940   665   952 0.62 dynein heavy chain, putative [Plasmodium vivax]
SCO71602.1           -           5238 44at5820             -           3972  1.1e-155  518.5 232.1   3  10         6   6.3e+03  -17.3  25.1   649   844  1343  1534  1286  1540 0.71 dynein heavy chain, putative [Plasmodium vivax]
SCO71602.1           -           5238 44at5820             -           3972  1.1e-155  518.5 232.1   4  10   2.2e-16   2.3e-13   46.1  22.9   850  1089  1593  1833  1585  1843 0.86 dynein heavy chain, putative [Plasmodium vivax]
SCO71602.1           -           5238 44at5820             -           3972  1.1e-155  518.5 232.1   5  10   3.7e-66   3.9e-63  211.3  21.1  1204  1559  2001  2359  1950  2373 0.91 dynein heavy chain, putative [Plasmodium vivax]
SCO71602.1           -           5238 44at5820             -           3972  1.1e-155  518.5 232.1   6  10   9.2e-19   9.6e-16   54.0  11.4  1616  1859  2438  2679  2433  2691 0.83 dynein heavy chain, putative [Plasmodium vivax]
SCO71602.1           -           5238 44at5820             -           3972  1.1e-155  518.5 232.1   7  10   3.5e-11   3.7e-08   28.9  20.6  2063  2312  2940  3215  2909  3234 0.72 dynein heavy chain, putative [Plasmodium vivax]
SCO71602.1           -           5238 44at5820             -           3972  1.1e-155  518.5 232.1   8  10   5.9e-49   6.2e-46  154.2  63.2  2314  3048  3281  4035  3270  4071 0.81 dynein heavy chain, putative [Plasmodium vivax]
SCO71602.1           -           5238 44at5820             -           3972  1.1e-155  518.5 232.1   9  10   1.5e-10   1.5e-07   26.8   8.9  3084  3241  4222  4382  4196  4387 0.84 dynein heavy chain, putative [Plasmodium vivax]
SCO71602.1           -           5238 44at5820             -           3972  1.1e-155  518.5 232.1  10  10   3.3e-33   3.4e-30  102.0  36.1  3393  3967  4583  5231  4445  5235 0.71 dynein heavy chain, putative [Plasmodium vivax]
SCO70700.1           -           5031 44at5820             -           3972  6.1e-152  506.1 123.7   1   6         6   6.3e+03  -11.1   8.0  1140  1322   637   828   519   861 0.62 dynein heavy chain, putative [Plasmodium vivax]
SCO70700.1           -           5031 44at5820             -           3972  6.1e-152  506.1 123.7   2   6   2.6e-88   2.7e-85  284.9  22.6   820  1515  1465  2180  1299  2184 0.84 dynein heavy chain, putative [Plasmodium vivax]
SCO70700.1           -           5031 44at5820             -           3972  6.1e-152  506.1 123.7   3   6   1.2e-22   1.2e-19   67.0   0.1  1623  1791  2286  2456  2252  2470 0.84 dynein heavy chain, putative [Plasmodium vivax]
SCO70700.1           -           5031 44at5820             -           3972  6.1e-152  506.1 123.7   4   6   4.2e-43   4.4e-40  134.8  55.2  2270  3355  2983  4144  2967  4167 0.72 dynein heavy chain, putative [Plasmodium vivax]
SCO70700.1           -           5031 44at5820             -           3972  6.1e-152  506.1 123.7   5   6   1.5e-18   1.6e-15   53.3   2.4  3396  3694  4222  4537  4197  4554 0.74 dynein heavy chain, putative [Plasmodium vivax]
SCO70700.1           -           5031 44at5820             -           3972  6.1e-152  506.1 123.7   6   6      0.55   5.8e+02   -5.0   1.0  3737  3839  4684  4790  4680  4797 0.70 dynein heavy chain, putative [Plasmodium vivax]
SCO71807.1           -           5866 44at5820             -           3972  7.4e-145  482.5 211.4   1  14         6   6.3e+03   -9.5  10.2   911  1030    57   179    18   181 0.74 dynein heavy chain, putative [Plasmodium vivax]
SCO71807.1           -           5866 44at5820             -           3972  7.4e-145  482.5 211.4   2  14         6   6.3e+03  -21.1  20.1   612   929   289   371   224   420 0.37 dynein heavy chain, putative [Plasmodium vivax]
SCO71807.1           -           5866 44at5820             -           3972  7.4e-145  482.5 211.4   3  14         6   6.3e+03  -14.1  16.3  2173  2288   700   819   658   826 0.69 dynein heavy chain, putative [Plasmodium vivax]
SCO71807.1           -           5866 44at5820             -           3972  7.4e-145  482.5 211.4   4  14         6   6.3e+03  -41.5  50.1   638   932  1020  1317   978  1332 0.45 dynein heavy chain, putative [Plasmodium vivax]
SCO71807.1           -           5866 44at5820             -           3972  7.4e-145  482.5 211.4   5  14       4.8     5e+03   -8.1   4.1   772   831  1390  1455  1386  1458 0.80 dynein heavy chain, putative [Plasmodium vivax]
SCO71807.1           -           5866 44at5820             -           3972  7.4e-145  482.5 211.4   6  14         6   6.3e+03  -14.9  19.9   515   621  1575  1680  1559  1701 0.57 dynein heavy chain, putative [Plasmodium vivax]
SCO71807.1           -           5866 44at5820             -           3972  7.4e-145  482.5 211.4   7  14         6   6.3e+03  -20.4  41.7   618   843  1739  1965  1686  1977 0.74 dynein heavy chain, putative [Plasmodium vivax]
SCO71807.1           -           5866 44at5820             -           3972  7.4e-145  482.5 211.4   8  14   2.2e-79   2.3e-76  255.2  51.2   840  1563  2062  2795  2054  2814 0.87 dynein heavy chain, putative [Plasmodium vivax]
SCO71807.1           -           5866 44at5820             -           3972  7.4e-145  482.5 211.4   9  14     2e-22   2.1e-19   66.2  13.4  1605  1861  2801  3054  2791  3078 0.80 dynein heavy chain, putative [Plasmodium vivax]
SCO71807.1           -           5866 44at5820             -           3972  7.4e-145  482.5 211.4  10  14   0.00022      0.23    6.3   5.3  2015  2190  3332  3517  3316  3595 0.66 dynein heavy chain, putative [Plasmodium vivax]
SCO71807.1           -           5866 44at5820             -           3972  7.4e-145  482.5 211.4  11  14   4.3e-10   4.5e-07   25.3   6.9  2322  2474  3798  3960  3789  3976 0.86 dynein heavy chain, putative [Plasmodium vivax]
SCO71807.1           -           5866 44at5820             -           3972  7.4e-145  482.5 211.4  12  14   2.7e-46   2.8e-43  145.4  81.7  2489  3305  4048  4914  3979  4939 0.79 dynein heavy chain, putative [Plasmodium vivax]
SCO71807.1           -           5866 44at5820             -           3972  7.4e-145  482.5 211.4  13  14     7e-21   7.3e-18   61.1  26.2  3387  3732  5096  5451  5059  5460 0.87 dynein heavy chain, putative [Plasmodium vivax]
SCO71807.1           -           5866 44at5820             -           3972  7.4e-145  482.5 211.4  14  14   0.00024      0.25    6.2   5.8  3778  3949  5622  5831  5591  5854 0.60 dynein heavy chain, putative [Plasmodium vivax]
SCO72715.1           -           5298 44at5820             -           3972  1.1e-113  379.1 290.7   1   9   1.9e-17     2e-14   49.6  60.0   652  1092  1061  1511  1046  1526 0.80 dynein heavy chain, putative [Plasmodium vivax]
SCO72715.1           -           5298 44at5820             -           3972  1.1e-113  379.1 290.7   2   9      0.19     2e+02   -3.4  11.0  1175  1270  1638  1741  1600  1747 0.74 dynein heavy chain, putative [Plasmodium vivax]
SCO72715.1           -           5298 44at5820             -           3972  1.1e-113  379.1 290.7   3   9   5.8e-69   6.1e-66  220.6  21.3  1273  1898  1791  2394  1759  2428 0.83 dynein heavy chain, putative [Plasmodium vivax]
SCO72715.1           -           5298 44at5820             -           3972  1.1e-113  379.1 290.7   4   9   8.5e-11   8.9e-08   27.6  58.4  2041  2537  2456  3008  2407  3017 0.71 dynein heavy chain, putative [Plasmodium vivax]
SCO72715.1           -           5298 44at5820             -           3972  1.1e-113  379.1 290.7   5   9   2.4e-12   2.5e-09   32.7  38.1  2555  2949  3091  3499  3080  3518 0.77 dynein heavy chain, putative [Plasmodium vivax]
SCO72715.1           -           5298 44at5820             -           3972  1.1e-113  379.1 290.7   6   9   2.5e-13   2.6e-10   36.0  30.9  2965  3237  3601  3883  3586  3892 0.82 dynein heavy chain, putative [Plasmodium vivax]
SCO72715.1           -           5298 44at5820             -           3972  1.1e-113  379.1 290.7   7   9     0.075        78   -2.1   0.3  3391  3433  4430  4472  4417  4488 0.90 dynein heavy chain, putative [Plasmodium vivax]
SCO72715.1           -           5298 44at5820             -           3972  1.1e-113  379.1 290.7   8   9   1.5e-15   1.6e-12   43.4   5.6  3482  3669  4569  4759  4556  4770 0.80 dynein heavy chain, putative [Plasmodium vivax]
SCO72715.1           -           5298 44at5820             -           3972  1.1e-113  379.1 290.7   9   9   7.3e-08   7.7e-05   17.8   6.5  3737  3901  5000  5194  4993  5203 0.70 dynein heavy chain, putative [Plasmodium vivax]
SCO74252.1           -           6395 44at5820             -           3972   4.8e-51  171.2 181.8   1  15         6   6.3e+03  -56.8  63.2   351   808    60   554    54   575 0.52 dynein beta chain, putative [Plasmodium vivax]
SCO74252.1           -           6395 44at5820             -           3972   4.8e-51  171.2 181.8   2  15         6   6.3e+03 -119.9 152.8   124   996   413  1326   390  1342 0.56 dynein beta chain, putative [Plasmodium vivax]
SCO74252.1           -           6395 44at5820             -           3972   4.8e-51  171.2 181.8   3  15   1.3e-05     0.014   10.3  53.3   791  1095  1421  1718  1395  1733 0.81 dynein beta chain, putative [Plasmodium vivax]
SCO74252.1           -           6395 44at5820             -           3972   4.8e-51  171.2 181.8   4  15    0.0018       1.9    3.3  21.9  1105  1271  1798  1952  1790  1962 0.63 dynein beta chain, putative [Plasmodium vivax]
SCO74252.1           -           6395 44at5820             -           3972   4.8e-51  171.2 181.8   5  15   6.1e-19   6.3e-16   54.6  12.9  1271  1395  2264  2390  2240  2413 0.87 dynein beta chain, putative [Plasmodium vivax]
SCO74252.1           -           6395 44at5820             -           3972   4.8e-51  171.2 181.8   6  15     1e-12   1.1e-09   34.0  19.1  1411  1586  2587  2764  2582  2792 0.81 dynein beta chain, putative [Plasmodium vivax]
SCO74252.1           -           6395 44at5820             -           3972   4.8e-51  171.2 181.8   7  15   1.7e-06    0.0018   13.3  14.8  1679  1861  2966  3154  2936  3186 0.78 dynein beta chain, putative [Plasmodium vivax]
SCO74252.1           -           6395 44at5820             -           3972   4.8e-51  171.2 181.8   8  15         6   6.3e+03  -30.8  61.0  1835  2147  3232  3560  3195  3575 0.64 dynein beta chain, putative [Plasmodium vivax]
SCO74252.1           -           6395 44at5820             -           3972   4.8e-51  171.2 181.8   9  15         6   6.3e+03  -11.3  26.2  2156  2339  3621  3832  3611  3864 0.70 dynein beta chain, putative [Plasmodium vivax]
SCO74252.1           -           6395 44at5820             -           3972   4.8e-51  171.2 181.8  10  15   4.1e-05     0.043    8.7   3.3  2344  2400  4006  4063  3988  4078 0.80 dynein beta chain, putative [Plasmodium vivax]
SCO74252.1           -           6395 44at5820             -           3972   4.8e-51  171.2 181.8  11  15         6   6.3e+03  -12.0  40.5  2388  2713  4185  4524  4177  4525 0.56 dynein beta chain, putative [Plasmodium vivax]
SCO74252.1           -           6395 44at5820             -           3972   4.8e-51  171.2 181.8  12  15   1.6e-27   1.7e-24   83.1  49.2  2565  3056  4504  5001  4498  5028 0.82 dynein beta chain, putative [Plasmodium vivax]
SCO74252.1           -           6395 44at5820             -           3972   4.8e-51  171.2 181.8  13  15   1.5e-10   1.5e-07   26.8  30.6  3095  3306  5122  5340  5098  5354 0.77 dynein beta chain, putative [Plasmodium vivax]
SCO74252.1           -           6395 44at5820             -           3972   4.8e-51  171.2 181.8  14  15    0.0048         5    1.9  11.5  3345  3516  5593  5766  5573  5784 0.81 dynein beta chain, putative [Plasmodium vivax]
SCO74252.1           -           6395 44at5820             -           3972   4.8e-51  171.2 181.8  15  15   1.2e-15   1.2e-12   43.7  37.9  3524  3939  5877  6357  5869  6381 0.72 dynein beta chain, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/44at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/44at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/44at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:48:46 2026
# [ok]
