#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO73349.1           -            944 2814at5820           -            601         0 1116.8 118.7   1   5   7.4e-34   5.2e-31  106.3   3.1     1    63     1    63     1    67 0.96 chromosome assembly factor 1, putative [Plasmodium vivax]
SCO71271.1           -            324 2814at5820           -            601   5.2e-12   43.6   5.3   1   4    0.0048       3.4    4.6   0.0    93   122    35    64    30    87 0.86 U5 snrnp-specific protein, putative [Plasmodium vivax]
SCO71271.1           -            324 2814at5820           -            601   5.2e-12   43.6   5.3   2   4   1.9e-07   0.00013   19.1   0.7   162   227    87   151    77   162 0.78 U5 snrnp-specific protein, putative [Plasmodium vivax]
SCO71271.1           -            324 2814at5820           -            601   5.2e-12   43.6   5.3   3   4   5.4e-06    0.0038   14.3   0.1   166   225   174   232   150   241 0.82 U5 snrnp-specific protein, putative [Plasmodium vivax]
SCO71271.1           -            324 2814at5820           -            601   5.2e-12   43.6   5.3   4   4     0.003       2.1    5.2   0.0   166   221   265   319   250   323 0.72 U5 snrnp-specific protein, putative [Plasmodium vivax]
SCO71232.1           -            322 2814at5820           -            601   1.1e-08   32.6   2.8   1   4    0.0088       6.2    3.7   0.0    64   125    38   101    24   106 0.77 receptor for activated c kinase, putative [Plasmodium vivax]
SCO71232.1           -            322 2814at5820           -            601   1.1e-08   32.6   2.8   2   4   0.00016      0.11    9.4   0.0    89   127   107   145   102   162 0.89 receptor for activated c kinase, putative [Plasmodium vivax]
SCO71232.1           -            322 2814at5820           -            601   1.1e-08   32.6   2.8   3   4   4.4e-05     0.031   11.3   0.1    63   125   173   230   165   262 0.80 receptor for activated c kinase, putative [Plasmodium vivax]
SCO71232.1           -            322 2814at5820           -            601   1.1e-08   32.6   2.8   4   4    0.0029         2    5.3   0.2   486   520   286   320   265   322 0.75 receptor for activated c kinase, putative [Plasmodium vivax]
SCO72425.1           -            498 2814at5820           -            601   3.4e-07   27.7   1.9   1   3     0.027        19    2.1   0.1   191   239   248   297   204   355 0.62 pre-mRNA-processing factor 19, putative [Plasmodium vivax]
SCO72425.1           -            498 2814at5820           -            601   3.4e-07   27.7   1.9   2   3   1.1e-07   7.9e-05   19.9   0.0   168   227   357   415   348   435 0.84 pre-mRNA-processing factor 19, putative [Plasmodium vivax]
SCO72425.1           -            498 2814at5820           -            601   3.4e-07   27.7   1.9   3   3     0.012       8.1    3.3   0.0   175   224   446   497   431   498 0.80 pre-mRNA-processing factor 19, putative [Plasmodium vivax]
SCO74671.1           -            694 2814at5820           -            601   7.2e-07   26.6  19.4   1   5     4e-06    0.0028   14.8   1.5   194   282     9    98     3   114 0.84 cytosolic iron-sulfur protein assembly protein 1, putative [Plasmodium vivax]
SCO74671.1           -            694 2814at5820           -            601   7.2e-07   26.6  19.4   2   5    0.0021       1.5    5.7   0.1    91   126   128   163   107   170 0.86 cytosolic iron-sulfur protein assembly protein 1, putative [Plasmodium vivax]
SCO74671.1           -            694 2814at5820           -            601   7.2e-07   26.6  19.4   3   5     0.077        54    0.6   0.0   209   228   262   280   244   283 0.81 cytosolic iron-sulfur protein assembly protein 1, putative [Plasmodium vivax]
SCO74671.1           -            694 2814at5820           -            601   7.2e-07   26.6  19.4   4   5   3.8e-05     0.027   11.5   1.0    74   127   275   325   263   346 0.82 cytosolic iron-sulfur protein assembly protein 1, putative [Plasmodium vivax]
SCO74671.1           -            694 2814at5820           -            601   7.2e-07   26.6  19.4   5   5    0.0067       4.7    4.1   0.4   193   246   607   660   584   692 0.75 cytosolic iron-sulfur protein assembly protein 1, putative [Plasmodium vivax]
SCO73165.1           -           1236 2814at5820           -            601   2.6e-06   24.7  11.9   1   3   4.5e-06    0.0031   14.6   0.1    86   123   901   938   893   946 0.91 WD repeat-containing protein 26, putative [Plasmodium vivax]
SCO73165.1           -           1236 2814at5820           -            601   2.6e-06   24.7  11.9   2   3    0.0056       3.9    4.4   3.5    90   133   948   991   941  1116 0.84 WD repeat-containing protein 26, putative [Plasmodium vivax]
SCO73165.1           -           1236 2814at5820           -            601   2.6e-06   24.7  11.9   3   3   0.00097      0.68    6.9   0.2   104   126  1137  1159  1099  1166 0.75 WD repeat-containing protein 26, putative [Plasmodium vivax]
SCO70851.1           -            327 2814at5820           -            601    0.0044   14.1   0.9   1   2    0.0028       1.9    5.4   0.1    91   188     6   105     3   118 0.78 eukaryotic translation initiation factor 3 subunit I, putative [Plasmodium vivax]
SCO70851.1           -            327 2814at5820           -            601    0.0044   14.1   0.9   2   2    0.0011      0.79    6.6   0.0    82   124   275   317   260   322 0.85 eukaryotic translation initiation factor 3 subunit I, putative [Plasmodium vivax]
SCO71350.1           -            458 2814at5820           -            601     0.013   12.5   0.3   1   2     0.032        23    1.8   0.0   157   227   159   237   148   276 0.67 ribosome assembly protein RRB1, putative [Plasmodium vivax]
SCO71350.1           -            458 2814at5820           -            601     0.013   12.5   0.3   2   2   0.00049      0.34    7.9   0.1   158   229   330   404   325   431 0.62 ribosome assembly protein RRB1, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2814at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/2814at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2814at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:45:31 2026
# [ok]
