#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO72250.1           -            188 12151at5820          -            140   1.2e-82  273.4   5.8   1   1   9.6e-82   5.5e-79  261.6   5.8     1   140     1   167     1   167 0.92 ankyrin-repeat protein, putative [Plasmodium vivax]
SCO71707.1           -            482 12151at5820          -            140   4.8e-09   35.0   0.5   2   4   9.8e-06    0.0056   15.3   0.0    11    96    61   150    52   155 0.81 bromodomain protein 1, putative [Plasmodium vivax]
SCO71707.1           -            482 12151at5820          -            140   4.8e-09   35.0   0.5   3   4   8.9e-06    0.0051   15.5   0.0    40    92   159   212   153   224 0.88 bromodomain protein 1, putative [Plasmodium vivax]
SCO71707.1           -            482 12151at5820          -            140   4.8e-09   35.0   0.5   4   4       3.9   2.2e+03   -2.8   0.0    85   109   339   363   332   374 0.68 bromodomain protein 1, putative [Plasmodium vivax]
SCO72676.1           -            366 12151at5820          -            140   6.6e-06   24.8   0.1   1   1   2.4e-08   1.4e-05   23.8   0.1    41    95   287   342   258   349 0.87 acyl-CoA-binding protein, putative [Plasmodium vivax]
SCO75216.1           -            400 12151at5820          -            140   2.4e-05   23.0   8.2   1   4   0.00012     0.069   11.8   1.3    52    97    85   131    40   138 0.85 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75216.1           -            400 12151at5820          -            140   2.4e-05   23.0   8.2   2   4   3.9e-05     0.022   13.4   0.2    39    91   138   191   131   202 0.85 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75216.1           -            400 12151at5820          -            140   2.4e-05   23.0   8.2   3   4       0.9   5.2e+02   -0.7   0.0    72    90   207   225   190   251 0.75 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75216.1           -            400 12151at5820          -            140   2.4e-05   23.0   8.2   4   4       1.4   7.8e+02   -1.3   0.0    99   111   331   343   306   346 0.78 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73591.1           -           1853 12151at5820          -            140   0.00026   19.6  17.5   1   5       7.8   4.5e+03   -3.8   0.1     4    26  1137  1159  1136  1161 0.88 ankyrin-repeat protein, putative [Plasmodium vivax]
SCO73591.1           -           1853 12151at5820          -            140   0.00026   19.6  17.5   2   5      0.19   1.1e+02    1.4   0.0    56    98  1214  1257  1202  1277 0.78 ankyrin-repeat protein, putative [Plasmodium vivax]
SCO73591.1           -           1853 12151at5820          -            140   0.00026   19.6  17.5   3   5      0.24   1.4e+02    1.1   0.3    49    96  1467  1518  1453  1546 0.65 ankyrin-repeat protein, putative [Plasmodium vivax]
SCO73591.1           -           1853 12151at5820          -            140   0.00026   19.6  17.5   4   5   4.7e-05     0.027   13.1   0.1    24    96  1573  1653  1562  1658 0.63 ankyrin-repeat protein, putative [Plasmodium vivax]
SCO73591.1           -           1853 12151at5820          -            140   0.00026   19.6  17.5   5   5   0.00014     0.079   11.6   1.9    40   116  1662  1750  1654  1763 0.75 ankyrin-repeat protein, putative [Plasmodium vivax]
SCO74163.1           -            641 12151at5820          -            140   0.00029   19.5   0.0   1   1   1.2e-06   0.00069   18.3   0.0    38    93    78   134    42   144 0.85 palmitoyltransferase, putative [Plasmodium vivax]
SCO71248.1           -            185 12151at5820          -            140    0.0011   17.6   2.1   1   2   3.1e-05     0.018   13.7   0.3    47    96    21    70    10    78 0.84 conserved protein, unknown function [Plasmodium vivax]
SCO71248.1           -            185 12151at5820          -            140    0.0011   17.6   2.1   2   2     0.044        25    3.5   0.1    71    96   113   138    84   176 0.75 conserved protein, unknown function [Plasmodium vivax]
SCO73271.1           -           1589 12151at5820          -            140     0.046   12.4   0.4   1   2      0.24   1.3e+02    1.1   0.0    67    95   876   904   861   924 0.63 SET domain protein, putative [Plasmodium vivax]
SCO73271.1           -           1589 12151at5820          -            140     0.046   12.4   0.4   2   2    0.0013      0.72    8.5   0.0    42    95  1220  1274  1212  1306 0.85 SET domain protein, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/12151at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/12151at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/12151at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:28:47 2026
# [ok]
