#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO71613.1           -            181 13164at5820          -            130   4.2e-74  245.5   3.0   1   1   1.5e-76   5.6e-74  245.1   3.0     8   130    57   181    53   181 0.97 RNA-binding protein, putative [Plasmodium vivax]
SCO71591.1           -           1539 13164at5820          -            130   0.00082   18.2   1.1   2   2      0.15        56    2.6   0.0    64   100   476   512   435   525 0.71 RNA-binding protein, putative [Plasmodium vivax]
SCO70690.1           -            531 13164at5820          -            130     0.003   16.4   5.2   1   2    0.0002     0.075   11.8   1.4     9    95   231   322   217   338 0.67 RNA-binding protein, putative [Plasmodium vivax]
SCO70690.1           -            531 13164at5820          -            130     0.003   16.4   5.2   2   2      0.03        11    4.8   0.1    53   101   413   461   393   466 0.85 RNA-binding protein, putative [Plasmodium vivax]
SCO71354.1           -            269 13164at5820          -            130    0.0031   16.3   2.0   1   2       2.8     1e+03   -1.6   0.1    51    65    63    77    41   105 0.66 eukaryotic translation initiation factor 3 subunit G, putative [Plasmodium vivax]
SCO71354.1           -            269 13164at5820          -            130    0.0031   16.3   2.0   2   2   1.2e-05    0.0043   15.9   0.2    27    95   188   256   167   262 0.75 eukaryotic translation initiation factor 3 subunit G, putative [Plasmodium vivax]
SCO74458.1           -            786 13164at5820          -            130     0.012   14.4   1.9   1   2   5.3e-05      0.02   13.7   0.2    26   101    28   103     8   114 0.73 RNA-binding protein, putative [Plasmodium vivax]
SCO74458.1           -            786 13164at5820          -            130     0.012   14.4   1.9   2   2       3.6   1.3e+03   -1.9   0.1    42    85   443   485   436   496 0.71 RNA-binding protein, putative [Plasmodium vivax]
SCO73733.1           -            234 13164at5820          -            130     0.023   13.5   0.5   1   2       2.5   9.2e+02   -1.4   0.1    88   107    31    50    20    72 0.63 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73733.1           -            234 13164at5820          -            130     0.023   13.5   0.5   2   2   6.2e-05     0.023   13.5   0.5    39   101   167   229   155   234 0.85 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO73567.1           -            670 13164at5820          -            130     0.061   12.1   6.5   1   3      0.66   2.5e+02    0.5   0.3    53    97    54    98    35   120 0.72 RNA binding function, putative [Plasmodium vivax]
SCO73567.1           -            670 13164at5820          -            130     0.061   12.1   6.5   2   3    0.0002     0.073   11.9   0.1    30    89   134   194   122   205 0.84 RNA binding function, putative [Plasmodium vivax]
SCO73567.1           -            670 13164at5820          -            130     0.061   12.1   6.5   3   3      0.52   1.9e+02    0.8   0.1   104   126   454   476   445   480 0.84 RNA binding function, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/13164at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/13164at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/13164at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:31:32 2026
# [ok]
