#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO71299.1           -           1807 1041at5820           -           1351         0 2575.9  24.4   1   2         0         0 1501.5   9.6     2   737     6   906     5   959 0.90 helicase SRCAP, putative [Plasmodium vivax]
SCO75747.1           -           1589 1041at5820           -           1351   2.5e-44  149.7  28.5   4   5   7.1e-13   4.5e-10   36.2   0.1   506   567   957  1019   949  1047 0.84 DNA repair protein rhp16, putative [Plasmodium vivax]
SCO75747.1           -           1589 1041at5820           -           1351   2.5e-44  149.7  28.5   5   5   1.8e-31   1.1e-28   97.8   4.2  1026  1188  1400  1563  1373  1583 0.88 DNA repair protein rhp16, putative [Plasmodium vivax]
SCO73511.1           -            877 1041at5820           -           1351   1.1e-38  131.0  19.0   1   2   1.1e-21   7.2e-19   65.3   7.7   387   630   310   541   126   551 0.76 DNA helicase, putative [Plasmodium vivax]
SCO73511.1           -            877 1041at5820           -           1351   1.1e-38  131.0  19.0   2   2     2e-23   1.3e-20   71.2   3.3  1048  1215   619   795   611   843 0.80 DNA helicase, putative [Plasmodium vivax]
SCO73963.1           -           1529 1041at5820           -           1351   1.8e-29  100.5  25.7   1   6       0.2   1.3e+02   -1.8   2.8   777   836   120   182    65   217 0.71 DNA repair protein RAD5, putative [Plasmodium vivax]
SCO73963.1           -           1529 1041at5820           -           1351   1.8e-29  100.5  25.7   2   6   1.4e-05    0.0088   12.0   0.0   413   433   725   745   711   753 0.91 DNA repair protein RAD5, putative [Plasmodium vivax]
SCO73963.1           -           1529 1041at5820           -           1351   1.8e-29  100.5  25.7   3   6       0.9   5.6e+02   -3.9   0.0   442   505   781   841   777   847 0.71 DNA repair protein RAD5, putative [Plasmodium vivax]
SCO73963.1           -           1529 1041at5820           -           1351   1.8e-29  100.5  25.7   4   6   9.2e-15   5.8e-12   42.5   3.3   511   682   960  1136   950  1143 0.84 DNA repair protein RAD5, putative [Plasmodium vivax]
SCO73963.1           -           1529 1041at5820           -           1351   1.8e-29  100.5  25.7   5   6      0.17     1e+02   -1.5   0.1   825   861  1299  1335  1279  1345 0.74 DNA repair protein RAD5, putative [Plasmodium vivax]
SCO73963.1           -           1529 1041at5820           -           1351   1.8e-29  100.5  25.7   6   6   1.9e-19   1.2e-16   58.0   1.1  1115  1204  1417  1507  1313  1527 0.84 DNA repair protein RAD5, putative [Plasmodium vivax]
SCO75518.1           -            717 1041at5820           -           1351    0.0016   14.5   0.3   1   1   5.3e-06    0.0033   13.4   0.3  1051  1160   562   665   543   686 0.80 DNA helicase 60, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1041at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1041at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1041at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:29:09 2026
# [ok]
