#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO70477.1           -           1250 4306at5820           -            703  1.9e-276  917.3  59.1   1  10   2.4e-33   4.2e-31  106.4   0.1     2    89     7    95     6   100 0.94 RNA helicase, putative [Plasmodium vivax]
SCO73552.1           -            599 4306at5820           -            703   2.1e-30  104.1  15.2   2   2   4.8e-14   8.5e-12   42.6   5.6   323   479   381   538   343   556 0.78 ATP-dependent RNA helicase HAS1, putative [Plasmodium vivax]
SCO75363.1           -            923 4306at5820           -            703   2.8e-30  103.7   4.5   1   2   2.1e-18   3.7e-16   57.0   0.0    26   200   345   528   336   534 0.79 DEAD/DEAH box helicase, putative [Plasmodium vivax]
SCO75363.1           -            923 4306at5820           -            703   2.8e-30  103.7   4.5   2   2   3.1e-15   5.5e-13   46.5   2.1   317   438   609   730   594   738 0.87 DEAD/DEAH box helicase, putative [Plasmodium vivax]
SCO74323.1           -            787 4306at5820           -            703   7.1e-30  102.4   7.8   1   2     6e-20     1e-17   62.1   0.9    18   227   369   563   348   598 0.78 ATP-dependent RNA helicase DBP5, putative [Plasmodium vivax]
SCO74323.1           -            787 4306at5820           -            703   7.1e-30  102.4   7.8   2   2     1e-13   1.8e-11   41.6   0.8   368   436   665   752   610   762 0.83 ATP-dependent RNA helicase DBP5, putative [Plasmodium vivax]
SCO73062.1           -            667 4306at5820           -            703   1.5e-29  101.3   0.1   1   2   1.7e-16     3e-14   50.7   0.0    21   228   218   425   215   467 0.84 RNA helicase 1, putative [Plasmodium vivax]
SCO73062.1           -            667 4306at5820           -            703   1.5e-29  101.3   0.1   2   2   6.7e-16   1.2e-13   48.8   0.1   333   436   471   574   422   582 0.78 RNA helicase 1, putative [Plasmodium vivax]
SCO75149.1           -            626 4306at5820           -            703   5.3e-29   99.5  12.4   1   2   6.6e-21   1.2e-18   65.3   6.7    43   255   169   377   142   390 0.77 DEAD box helicase, putative [Plasmodium vivax]
SCO75149.1           -            626 4306at5820           -            703   5.3e-29   99.5  12.4   2   2     2e-12   3.6e-10   37.2   0.1   354   455   426   526   419   542 0.86 DEAD box helicase, putative [Plasmodium vivax]
SCO73265.1           -           1435 4306at5820           -            703   9.5e-29   98.6   2.5   1   2   9.7e-19   1.7e-16   58.1   0.1    21   248   668   889   655   907 0.84 pre-mRNA-processing ATP-dependent RNA helicase PRP5, putative [Plasmodium vivax]
SCO73265.1           -           1435 4306at5820           -            703   9.5e-29   98.6   2.5   2   2   3.3e-13   5.8e-11   39.9   0.5   322   431   905  1015   885  1054 0.86 pre-mRNA-processing ATP-dependent RNA helicase PRP5, putative [Plasmodium vivax]
SCO73308.1           -            720 4306at5820           -            703     3e-27   93.7   2.3   1   3    0.0046      0.81    6.3   0.0    27    85   132   190   117   196 0.87 ATP-dependent helicase, putative [Plasmodium vivax]
SCO73308.1           -            720 4306at5820           -            703     3e-27   93.7   2.3   2   3   5.8e-14     1e-11   42.4   1.1    96   235   228   353   225   418 0.75 ATP-dependent helicase, putative [Plasmodium vivax]
SCO73308.1           -            720 4306at5820           -            703     3e-27   93.7   2.3   3   3   8.9e-14   1.5e-11   41.7   0.0   365   439   433   507   424   517 0.91 ATP-dependent helicase, putative [Plasmodium vivax]
SCO75754.1           -            731 4306at5820           -            703   4.5e-27   93.1  16.4   1   2   1.7e-18   2.9e-16   57.4   3.0    19   279   102   375    93   378 0.76 DEAD/DEAH box ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO75754.1           -            731 4306at5820           -            703   4.5e-27   93.1  16.4   2   2   6.6e-15   1.1e-12   45.5   3.1   315   432   363   480   351   492 0.91 DEAD/DEAH box ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO75658.1           -            850 4306at5820           -            703   9.1e-26   88.8   9.0   1   2   6.2e-21   1.1e-18   65.4   2.1    35   225   106   295    80   312 0.81 ATP-dependent RNA helicase DBP9, putative [Plasmodium vivax]
SCO75658.1           -            850 4306at5820           -            703   9.1e-26   88.8   9.0   2   2     2e-09   3.6e-07   27.3   0.2   392   437   516   561   512   565 0.92 ATP-dependent RNA helicase DBP9, putative [Plasmodium vivax]
SCO74879.1           -            995 4306at5820           -            703   4.3e-25   86.5  31.8   1   3     9e-05     0.016   12.0   0.0    18    85    45   112    30   120 0.90 ATP-dependent rRNA helicase SPB4, putative [Plasmodium vivax]
SCO74879.1           -            995 4306at5820           -            703   4.3e-25   86.5  31.8   2   3   7.1e-07   0.00012   18.9   1.8    86   218   234   385   226   396 0.70 ATP-dependent rRNA helicase SPB4, putative [Plasmodium vivax]
SCO74879.1           -            995 4306at5820           -            703   4.3e-25   86.5  31.8   3   3     1e-21   1.8e-19   68.0   9.4   349   457   547   657   542   666 0.88 ATP-dependent rRNA helicase SPB4, putative [Plasmodium vivax]
SCO71586.1           -            606 4306at5820           -            703   1.1e-17   62.1   8.4   1   3    0.0035      0.61    6.7   0.1    31    84   141   195   132   198 0.83 ATP-dependent RNA helicase ROK1, putative [Plasmodium vivax]
SCO71586.1           -            606 4306at5820           -            703   1.1e-17   62.1   8.4   2   3     0.001      0.18    8.5   1.1    93   229   233   355   225   393 0.70 ATP-dependent RNA helicase ROK1, putative [Plasmodium vivax]
SCO71586.1           -            606 4306at5820           -            703   1.1e-17   62.1   8.4   3   3   2.9e-16   5.1e-14   49.9   0.2   364   427   441   504   431   518 0.89 ATP-dependent RNA helicase ROK1, putative [Plasmodium vivax]
SCO73134.1           -            816 4306at5820           -            703   1.4e-17   61.7  24.1   1   2   0.00013     0.022   11.5   0.0    22    87     3    67     1    76 0.85 DEAD/DEAH box ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO73134.1           -            816 4306at5820           -            703   1.4e-17   61.7  24.1   2   2   2.8e-14   4.8e-12   43.4  24.5    92   439   329   689   322   701 0.65 DEAD/DEAH box ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO73310.1           -            522 4306at5820           -            703     2e-17   61.2  22.0   1   2   1.2e-13   2.2e-11   41.3   8.1    19   235    90   311    87   333 0.73 ATP-dependent helicase, putative [Plasmodium vivax]
SCO73310.1           -            522 4306at5820           -            703     2e-17   61.2  22.0   2   2   1.4e-08   2.5e-06   24.5   6.3   317   471   342   494   328   502 0.87 ATP-dependent helicase, putative [Plasmodium vivax]
SCO70895.1           -            850 4306at5820           -            703   2.2e-17   61.1   1.0   1   2   5.5e-12   9.7e-10   35.8   0.6    28   203   143   317   134   321 0.81 ATP-dependent RNA helicase DBP7, putative [Plasmodium vivax]
SCO70895.1           -            850 4306at5820           -            703   2.2e-17   61.1   1.0   2   2     3e-08   5.3e-06   23.5   0.0   364   430   614   683   603   700 0.82 ATP-dependent RNA helicase DBP7, putative [Plasmodium vivax]
SCO72559.1           -           1329 4306at5820           -            703   1.6e-15   55.0   6.0   1   3    0.0057         1    6.0   0.0    16    83   137   204   131   219 0.88 DEAD/DEAH box helicase, putative [Plasmodium vivax]
SCO72559.1           -           1329 4306at5820           -            703   1.6e-15   55.0   6.0   2   3       5.7   9.9e+02   -3.9   0.1   172   201   524   554   497   560 0.63 DEAD/DEAH box helicase, putative [Plasmodium vivax]
SCO72559.1           -           1329 4306at5820           -            703   1.6e-15   55.0   6.0   3   3   1.8e-16   3.1e-14   50.7   1.4   330   426   884   980   876   983 0.93 DEAD/DEAH box helicase, putative [Plasmodium vivax]
SCO74598.1           -            869 4306at5820           -            703   4.8e-15   53.3  20.9   1   4   1.4e-05    0.0025   14.6   4.3    17   138   153   275   146   283 0.78 ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO74598.1           -            869 4306at5820           -            703   4.8e-15   53.3  20.9   2   4      0.34        60    0.1   0.1   145   190   305   352   287   365 0.78 ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO74598.1           -            869 4306at5820           -            703   4.8e-15   53.3  20.9   3   4      0.49        85   -0.4   0.2    55    88   438   471   390   485 0.80 ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO74598.1           -            869 4306at5820           -            703   4.8e-15   53.3  20.9   4   4   1.9e-15   3.3e-13   47.3   1.3   327   443   530   645   528   672 0.81 ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO70833.1           -           1175 4306at5820           -            703   5.8e-12   43.2   9.8   1   2   7.6e-13   1.3e-10   38.7   3.0    20   211   216   416   198   453 0.75 DEAD box ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO70833.1           -           1175 4306at5820           -            703   5.8e-12   43.2   9.8   2   2     0.001      0.18    8.5   0.6   358   461   833   938   823   949 0.79 DEAD box ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO70404.1           -           1051 4306at5820           -            703   1.8e-07   28.3  24.3   1   3    0.0033      0.58    6.8   0.0    16    56    69   109    62   115 0.87 RNA helicase, putative [Plasmodium vivax]
SCO70404.1           -           1051 4306at5820           -            703   1.8e-07   28.3  24.3   2   3      0.66   1.2e+02   -0.8   0.0    87   114   320   347   312   368 0.76 RNA helicase, putative [Plasmodium vivax]
SCO70404.1           -           1051 4306at5820           -            703   1.8e-07   28.3  24.3   3   3   2.6e-09   4.5e-07   27.0  13.5   340   494   768   915   758   930 0.69 RNA helicase, putative [Plasmodium vivax]
SCO70655.1           -           1393 4306at5820           -            703   4.2e-07   27.1   2.2   1   1     4e-09     7e-07   26.3   2.2   373   436  1204  1267  1187  1294 0.89 ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO70772.1           -            548 4306at5820           -            703   1.7e-06   25.0  10.0   1   3    0.0015      0.27    7.9   4.0    59   149   136   220    71   286 0.67 ATP-dependent RNA helicase protein, putative [Plasmodium vivax]
SCO70772.1           -            548 4306at5820           -            703   1.7e-06   25.0  10.0   2   3     1e-08   1.7e-06   25.0  10.0   363   428   401   466   279   475 0.74 ATP-dependent RNA helicase protein, putative [Plasmodium vivax]
SCO70772.1           -            548 4306at5820           -            703   1.7e-06   25.0  10.0   3   3       1.1     2e+02   -1.6   0.8   238   283   476   522   469   530 0.74 ATP-dependent RNA helicase protein, putative [Plasmodium vivax]
SCO71941.1           -            731 4306at5820           -            703   2.1e-05   21.4   7.4   1   2       4.7   8.2e+02   -3.6   0.5   348   385    99   139    96   164 0.64 ATP-dependent DNA helicase Q1, putative [Plasmodium vivax]
SCO71941.1           -            731 4306at5820           -            703   2.1e-05   21.4   7.4   2   2   1.2e-07   2.1e-05   21.4   7.4   334   446   389   499   362   544 0.72 ATP-dependent DNA helicase Q1, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/4306at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/4306at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/4306at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:47:05 2026
# [ok]
