#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO72196.1           -           1539 1130at5820           -           1077         0 2103.7  35.1   1   2   5.8e-11   6.1e-08   29.4   1.3     1    71     1    77     1   123 0.47 regulator of nonsense transcripts, putative [Plasmodium vivax]
SCO72247.1           -           1761 1130at5820           -           1077   4.5e-25   86.2  38.4   2   6   1.9e-06     0.002   14.5   0.0   493   534   631   673   623   686 0.81 DNA2/NAM7 helicase, putative [Plasmodium vivax]
SCO72247.1           -           1761 1130at5820           -           1077   4.5e-25   86.2  38.4   3   6         6   6.3e+03   -7.5  12.2     5   106   726   849   722   856 0.51 DNA2/NAM7 helicase, putative [Plasmodium vivax]
SCO72247.1           -           1761 1130at5820           -           1077   4.5e-25   86.2  38.4   4   6   2.3e-19   2.4e-16   57.3   0.1   595   744   967  1114   907  1120 0.74 DNA2/NAM7 helicase, putative [Plasmodium vivax]
SCO72247.1           -           1761 1130at5820           -           1077   4.5e-25   86.2  38.4   5   6   1.1e-08   1.2e-05   21.9   0.1   813   869  1249  1310  1205  1317 0.75 DNA2/NAM7 helicase, putative [Plasmodium vivax]
SCO72247.1           -           1761 1130at5820           -           1077   4.5e-25   86.2  38.4   6   6     4e-06    0.0042   13.4   0.1   876   905  1367  1396  1364  1419 0.82 DNA2/NAM7 helicase, putative [Plasmodium vivax]
SCO74050.1           -           1256 1130at5820           -           1077   7.2e-23   78.9   3.8   1   4     0.003       3.2    3.9   0.0   509   557   656   704   645   719 0.87 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74050.1           -           1256 1130at5820           -           1077   7.2e-23   78.9   3.8   2   4    0.0046       4.8    3.3   0.0   650   747   737   836   722   842 0.80 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74050.1           -           1256 1130at5820           -           1077   7.2e-23   78.9   3.8   3   4   8.1e-05     0.085    9.1   0.1   788   834   933   977   906   983 0.84 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74050.1           -           1256 1130at5820           -           1077   7.2e-23   78.9   3.8   4   4   3.6e-20   3.8e-17   59.9   0.1   843   910  1164  1230  1159  1240 0.89 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75589.1           -           1872 1130at5820           -           1077   1.6e-18   64.5   0.4   1   3     0.081        85   -0.8   0.0   656   715  1451  1507  1416  1511 0.75 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75589.1           -           1872 1130at5820           -           1077   1.6e-18   64.5   0.4   2   3   2.9e-20   3.1e-17   60.2   0.1   725   867  1633  1774  1625  1783 0.90 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75589.1           -           1872 1130at5820           -           1077   1.6e-18   64.5   0.4   3   3     0.073        76   -0.7   0.0   876   901  1826  1851  1824  1866 0.83 conserved Plasmodium protein, unknown function [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1130at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1130at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1130at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:32:42 2026
# [ok]
