#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO75373.1           -           5321 59at5820             -           3393         0 4918.8 541.3   1  26   1.8e-86   1.2e-82  276.3  30.5     1   195     1   224     1   231 0.88 peptidase family C50, putative [Plasmodium vivax]
SCO75373.1           -           5321 59at5820             -           3393         0 4918.8 541.3  17  26   2.2e-60   1.4e-56  189.7   1.3  2214  2335  3225  3356  3213  3361 0.90 peptidase family C50, putative [Plasmodium vivax]
SCO75373.1           -           5321 59at5820             -           3393         0 4918.8 541.3  18  26   3.6e-51   2.2e-47  159.2   7.5  2333  2432  3388  3496  3384  3503 0.92 peptidase family C50, putative [Plasmodium vivax]
SCO75373.1           -           5321 59at5820             -           3393         0 4918.8 541.3  19  26  6.9e-121  4.3e-117  390.5  28.8  2468  2686  3731  3969  3691  3980 0.91 peptidase family C50, putative [Plasmodium vivax]
SCO75373.1           -           5321 59at5820             -           3393         0 4918.8 541.3  20  26   1.5e-11   9.3e-08   27.7   0.0  2690  2725  4025  4060  4005  4094 0.88 peptidase family C50, putative [Plasmodium vivax]
SCO75373.1           -           5321 59at5820             -           3393         0 4918.8 541.3  21  26   5.6e-85   3.5e-81  271.3  18.1  2732  2918  4189  4407  4164  4445 0.83 peptidase family C50, putative [Plasmodium vivax]
SCO75373.1           -           5321 59at5820             -           3393         0 4918.8 541.3  22  26   9.5e-07     0.006   11.7   1.5  2909  2947  4447  4485  4441  4495 0.88 peptidase family C50, putative [Plasmodium vivax]
SCO75373.1           -           5321 59at5820             -           3393         0 4918.8 541.3  23  26   1.2e-08   7.6e-05   18.0   1.9  2971  3002  4667  4698  4661  4710 0.87 peptidase family C50, putative [Plasmodium vivax]
SCO75373.1           -           5321 59at5820             -           3393         0 4918.8 541.3  24  26  6.6e-104  4.1e-100  334.2  20.5  2946  3182  4714  4981  4701  5017 0.76 peptidase family C50, putative [Plasmodium vivax]
SCO75373.1           -           5321 59at5820             -           3393         0 4918.8 541.3  25  26   7.7e-57   4.9e-53  178.0  14.9  3202  3305  5080  5193  5023  5198 0.83 peptidase family C50, putative [Plasmodium vivax]
SCO75373.1           -           5321 59at5820             -           3393         0 4918.8 541.3  26  26     2e-51   1.3e-47  160.0   2.6  3306  3393  5234  5321  5232  5321 0.98 peptidase family C50, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/59at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/59at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/59at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:58:26 2026
# [ok]
