#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO71073.1           -           1029 2944at5820           -            483  2.5e-250  829.9  35.1   1   3   3.5e-69   4.6e-67  225.5   9.8     4   131     9   141     4   157 0.93 tyrosine kinase-like protein, putative [Plasmodium vivax]
SCO70874.1           -            310 2944at5820           -            483   5.9e-22   76.7   2.8   1   1   5.6e-24   7.4e-22   76.4   2.8   254   457     7   219     1   236 0.79 serine/threonine-protein kinase NEK4, putative [Plasmodium vivax]
SCO75638.1           -            508 2944at5820           -            483     3e-21   74.4   3.8   1   1   3.5e-23   4.6e-21   73.8   3.8   247   439   106   307    71   343 0.84 protein kinase 2, putative [Plasmodium vivax]
SCO75708.1           -            755 2944at5820           -            483   6.7e-21   73.3   0.7   1   1   9.8e-23   1.3e-20   72.3   0.7   243   440   421   629   381   645 0.80 rac-beta serine/threonine protein kinase, putative [Plasmodium vivax]
SCO73091.1           -            288 2944at5820           -            483   1.3e-20   72.3   0.9   1   1   1.5e-22   1.9e-20   71.7   0.9   254   440    15   214     8   225 0.77 NIMA related kinase 2, putative [Plasmodium vivax]
SCO74716.1           -            854 2944at5820           -            483   1.9e-19   68.5   2.5   1   2       1.3   1.7e+02   -0.7   0.2   275   337   398   465   363   470 0.77 cGMP-dependent protein kinase, putative [Plasmodium vivax]
SCO74716.1           -            854 2944at5820           -            483   1.9e-19   68.5   2.5   2   2   1.8e-21   2.4e-19   68.1   0.2   239   447   530   747   505   754 0.81 cGMP-dependent protein kinase, putative [Plasmodium vivax]
SCO73518.1           -           4012 2944at5820           -            483   2.2e-19   68.2   2.0   1   1     3e-21   3.9e-19   67.4   2.0   256   444  1192  1392  1168  1402 0.83 aurora-related kinase 3, putative [Plasmodium vivax]
SCO72109.1           -            341 2944at5820           -            483   2.5e-19   68.1   2.1   1   1   2.4e-21   3.1e-19   67.8   2.1   238   457    20   247     1   266 0.79 cAMP-dependent protein kinase catalytic subunit, putative [Plasmodium vivax]
SCO71161.1           -           2125 2944at5820           -            483   2.9e-19   67.8   2.2   1   1   3.7e-21   4.8e-19   67.1   2.2   287   450  1743  1912  1721  1937 0.84 protein kinase, putative [Plasmodium vivax]
SCO74835.1           -            284 2944at5820           -            483   3.4e-19   67.6  11.0   1   1   3.3e-21   4.3e-19   67.3  11.0   242   444    13   227     5   268 0.83 calcium-dependent protein kinase, putative [Plasmodium vivax]
SCO74019.1           -            305 2944at5820           -            483   3.1e-18   64.5   2.6   1   1   3.6e-20   4.7e-18   63.9   2.6   250   449     8   229     4   235 0.72 CDK-related protein kinase 6, putative [Plasmodium vivax]
SCO73624.1           -           2244 2944at5820           -            483     4e-18   64.1   4.0   1   2       4.7   6.1e+02   -2.5   0.2   241   272   920   951   916   955 0.88 tyrosine kinase-like protein, putative [Plasmodium vivax]
SCO73624.1           -           2244 2944at5820           -            483     4e-18   64.1   4.0   2   2     3e-20     4e-18   64.1   4.0   279   447  2019  2191  2006  2201 0.82 tyrosine kinase-like protein, putative [Plasmodium vivax]
SCO72411.1           -            602 2944at5820           -            483   1.2e-17   62.5   0.4   1   1   1.5e-19     2e-17   61.8   0.4   256   438   163   355   133   371 0.81 calcium-dependent protein kinase 3, putative [Plasmodium vivax]
SCO71430.1           -            612 2944at5820           -            483   2.3e-17   61.6   4.2   1   1     3e-19   3.9e-17   60.8   4.2   252   452   268   487   261   491 0.76 cdc2-related protein kinase 1, putative [Plasmodium vivax]
SCO72561.1           -           1330 2944at5820           -            483   1.9e-16   58.6  17.5   1   5    0.0013      0.17    9.2   1.0     7    44    37    74    16    84 0.71 protein kinase, putative [Plasmodium vivax]
SCO72561.1           -           1330 2944at5820           -            483   1.9e-16   58.6  17.5   2   5      0.64        84    0.4   1.1   161   215   281   336   249   384 0.70 protein kinase, putative [Plasmodium vivax]
SCO72561.1           -           1330 2944at5820           -            483   1.9e-16   58.6  17.5   3   5    0.0025      0.33    8.3   0.1   275   332   797   860   781   864 0.78 protein kinase, putative [Plasmodium vivax]
SCO72561.1           -           1330 2944at5820           -            483   1.9e-16   58.6  17.5   4   5   3.9e-05    0.0051   14.3   0.1   335   391  1079  1135  1049  1150 0.89 protein kinase, putative [Plasmodium vivax]
SCO72561.1           -           1330 2944at5820           -            483   1.9e-16   58.6  17.5   5   5   4.7e-11   6.2e-09   33.8   0.0   403   473  1219  1301  1215  1307 0.79 protein kinase, putative [Plasmodium vivax]
SCO72016.1           -           1177 2944at5820           -            483   5.3e-16   57.1  19.7   1   5    0.0065      0.85    7.0  11.7    10   118    41   144    36   174 0.78 protein kinase, putative [Plasmodium vivax]
SCO72016.1           -           1177 2944at5820           -            483   5.3e-16   57.1  19.7   2   5     0.016       2.1    5.7   0.1   152   217   517   585   513   654 0.84 protein kinase, putative [Plasmodium vivax]
SCO72016.1           -           1177 2944at5820           -            483   5.3e-16   57.1  19.7   3   5   0.00095      0.12    9.7   0.0   285   329   820   868   807   875 0.71 protein kinase, putative [Plasmodium vivax]
SCO72016.1           -           1177 2944at5820           -            483   5.3e-16   57.1  19.7   4   5     7e-06   0.00092   16.7   0.0   341   386   904   950   898   961 0.87 protein kinase, putative [Plasmodium vivax]
SCO72016.1           -           1177 2944at5820           -            483   5.3e-16   57.1  19.7   5   5   1.9e-06   0.00025   18.6   0.0   404   438  1061  1095  1044  1136 0.84 protein kinase, putative [Plasmodium vivax]
SCO73517.1           -            288 2944at5820           -            483   4.3e-15   54.1   0.1   1   1   4.3e-17   5.6e-15   53.7   0.1   250   435     3   198     1   212 0.78 protein kinase 5 [Plasmodium vivax]
SCO75714.1           -            730 2944at5820           -            483   5.8e-15   53.7  11.5   1   1   1.1e-16   1.5e-14   52.3  11.5   242   457    15   261     1   300 0.71 cyclin g-associated kinase, putative [Plasmodium vivax]
SCO70370.1           -            483 2944at5820           -            483   1.3e-14   52.5   2.3   1   1   1.3e-16   1.7e-14   52.1   2.3   252   433   109   306    92   328 0.74 glycogen synthase kinase 3, putative [Plasmodium vivax]
SCO75228.1           -            368 2944at5820           -            483   2.6e-14   51.5   7.5   1   2       3.2   4.1e+02   -1.9   0.0   257   283    14    40     7    51 0.69 serine/threonine protein kinase, putative [Plasmodium vivax]
SCO75228.1           -            368 2944at5820           -            483   2.6e-14   51.5   7.5   2   2     2e-16   2.6e-14   51.5   7.5   241   443   100   314    76   325 0.81 serine/threonine protein kinase, putative [Plasmodium vivax]
SCO74484.1           -           1309 2944at5820           -            483   4.3e-14   50.8   4.9   1   2   1.8e-06   0.00024   18.7   0.8   314   379   933   997   919  1012 0.83 serine/threonine protein kinase, putative [Plasmodium vivax]
SCO74484.1           -           1309 2944at5820           -            483   4.3e-14   50.8   4.9   2   2   6.6e-11   8.6e-09   33.3   0.2   378   442  1083  1147  1073  1175 0.82 serine/threonine protein kinase, putative [Plasmodium vivax]
SCO72699.1           -           1553 2944at5820           -            483   7.3e-14   50.0  14.2   1   3   1.2e-05    0.0016   16.0   3.4   234   335   177   276   153   287 0.77 tyrosine kinase-like protein, putative [Plasmodium vivax]
SCO72699.1           -           1553 2944at5820           -            483   7.3e-14   50.0  14.2   2   3     1e-12   1.3e-10   39.3   0.1   346   446   360   465   345   490 0.84 tyrosine kinase-like protein, putative [Plasmodium vivax]
SCO72699.1           -           1553 2944at5820           -            483   7.3e-14   50.0  14.2   3   3      0.63        83    0.4   0.5   101   129  1471  1502  1459  1517 0.77 tyrosine kinase-like protein, putative [Plasmodium vivax]
SCO74469.1           -           1528 2944at5820           -            483   1.3e-13   49.2   7.4   1   2     1e-15   1.3e-13   49.2   7.4   269   441   549   726   411   735 0.79 serine/threonine protein kinase, putative [Plasmodium vivax]
SCO74469.1           -           1528 2944at5820           -            483   1.3e-13   49.2   7.4   2   2       6.9     9e+02   -3.0   1.2   234   293  1459  1515  1428  1521 0.66 serine/threonine protein kinase, putative [Plasmodium vivax]
SCO74767.1           -            722 2944at5820           -            483   1.7e-13   48.8   0.8   1   1     2e-15   2.6e-13   48.2   0.8   247   438    18   224     5   245 0.67 mitogen-activated protein kinase 1, putative [Plasmodium vivax]
SCO72419.1           -           1600 2944at5820           -            483   1.9e-13   48.7   0.6   1   1   2.1e-15   2.8e-13   48.1   0.6   254   440  1335  1544  1308  1553 0.81 aurora-related kinase 2, putative [Plasmodium vivax]
SCO75310.1           -            517 2944at5820           -            483   1.2e-12   46.0   4.7   1   2   8.7e-08   1.1e-05   23.0   2.1   285   375   254   344   239   353 0.72 calcium-dependent protein kinase 3, putative [Plasmodium vivax]
SCO75310.1           -            517 2944at5820           -            483   1.2e-12   46.0   4.7   2   2   7.6e-08   9.9e-06   23.2   0.0   380   438   397   459   391   468 0.85 calcium-dependent protein kinase 3, putative [Plasmodium vivax]
SCO73802.1           -            354 2944at5820           -            483     7e-12   43.5   0.1   1   1   8.2e-14   1.1e-11   42.9   0.1   285   441    73   243    15   296 0.75 serine/threonine protein kinase, putative [Plasmodium vivax]
SCO72626.1           -            575 2944at5820           -            483   1.4e-11   42.5   6.2   1   2   2.5e-10   3.3e-08   31.4   5.9   249   388   170   320   153   333 0.69 mitogen-activated protein kinase 2, putative [Plasmodium vivax]
SCO72626.1           -            575 2944at5820           -            483   1.4e-11   42.5   6.2   2   2    0.0015      0.19    9.1   0.0   398   433   358   394   347   406 0.81 mitogen-activated protein kinase 2, putative [Plasmodium vivax]
SCO71375.1           -           1590 2944at5820           -            483   1.1e-10   39.6   2.5   1   2    0.0011      0.14    9.5   0.4   246   311   647   718   609   723 0.85 CDK-related kinase 3, putative [Plasmodium vivax]
SCO71375.1           -           1590 2944at5820           -            483   1.1e-10   39.6   2.5   2   2   8.4e-10   1.1e-07   29.7   0.1   353   439   919  1010   903  1026 0.79 CDK-related kinase 3, putative [Plasmodium vivax]
SCO72289.1           -            325 2944at5820           -            483   3.7e-10   37.8  11.2   1   1   1.1e-11   1.4e-09   35.9  11.2   251   438    10   226     4   241 0.67 MO15-related protein kinase, putative [Plasmodium vivax]
SCO72705.1           -            561 2944at5820           -            483   5.8e-10   37.2   9.1   1   2   9.8e-10   1.3e-07   29.4   7.7   223   388     6   184     1   193 0.78 3-phosphoinositide dependent protein kinase-1, putative [Plasmodium vivax]
SCO72705.1           -            561 2944at5820           -            483   5.8e-10   37.2   9.1   2   2    0.0078         1    6.7   0.0   392   439   340   387   319   394 0.90 3-phosphoinositide dependent protein kinase-1, putative [Plasmodium vivax]
SCO71288.1           -            807 2944at5820           -            483     7e-10   36.9   9.7   1   3   3.8e-07     5e-05   20.9   0.9   249   308    33    92    14   113 0.83 protein kinase 1, putative [Plasmodium vivax]
SCO71288.1           -            807 2944at5820           -            483     7e-10   36.9   9.7   2   3      0.57        74    0.5   0.2   353   378   247   272   215   297 0.81 protein kinase 1, putative [Plasmodium vivax]
SCO71288.1           -            807 2944at5820           -            483     7e-10   36.9   9.7   3   3   9.9e-07   0.00013   19.5   0.1   378   435   578   638   560   658 0.83 protein kinase 1, putative [Plasmodium vivax]
SCO72017.1           -           3241 2944at5820           -            483   7.4e-10   36.8   1.5   1   1     9e-12   1.2e-09   36.2   1.5   240   440  2933  3168  2925  3198 0.65 protein kinase, putative [Plasmodium vivax]
SCO71682.1           -            369 2944at5820           -            483   2.5e-09   35.1  41.7   1   5     0.016       2.1    5.7   0.4    10    45     9    44     2    51 0.82 MORN repeat-containing protein 1, putative [Plasmodium vivax]
SCO71682.1           -            369 2944at5820           -            483   2.5e-09   35.1  41.7   2   5     0.025       3.2    5.0   9.6    12   101    57   143    48   153 0.72 MORN repeat-containing protein 1, putative [Plasmodium vivax]
SCO71682.1           -            369 2944at5820           -            483   2.5e-09   35.1  41.7   3   5   7.5e-06   0.00098   16.6   7.9     2   102   167   264   166   269 0.81 MORN repeat-containing protein 1, putative [Plasmodium vivax]
SCO71682.1           -            369 2944at5820           -            483   2.5e-09   35.1  41.7   4   5   1.8e-06   0.00024   18.7   2.9    13    51   270   308   264   340 0.87 MORN repeat-containing protein 1, putative [Plasmodium vivax]
SCO71682.1           -            369 2944at5820           -            483   2.5e-09   35.1  41.7   5   5      0.76        99    0.1   0.0     9    41   313   345   308   349 0.86 MORN repeat-containing protein 1, putative [Plasmodium vivax]
SCO75530.1           -            978 2944at5820           -            483   2.7e-09   35.0   1.4   1   1   5.5e-11   7.2e-09   33.6   1.4   276   449    47   254    11   259 0.70 NIMA related kinase 1, putative [Plasmodium vivax]
SCO74460.1           -            877 2944at5820           -            483   1.2e-07   29.5   0.0   1   2   0.00019     0.024   12.0   4.8   246   375   544   682   518   687 0.77 protein serine/threonine kinase-1, putative [Plasmodium vivax]
SCO74460.1           -            877 2944at5820           -            483   1.2e-07   29.5   0.0   2   2   9.5e-10   1.2e-07   29.5   0.0   366   443   698   775   694   800 0.87 protein serine/threonine kinase-1, putative [Plasmodium vivax]
SCO72484.1           -           1375 2944at5820           -            483   8.2e-06   23.5   0.0   1   2      0.15        20    2.4   0.1   331   376   169   215   147   221 0.76 serine/threonine protein kinase, putative [Plasmodium vivax]
SCO72484.1           -           1375 2944at5820           -            483   8.2e-06   23.5   0.0   2   2   6.3e-08   8.2e-06   23.5   0.0   380   441   700   761   690   776 0.88 serine/threonine protein kinase, putative [Plasmodium vivax]
SCO71044.1           -           1622 2944at5820           -            483   1.1e-05   23.1  10.2   1   2   1.2e-06   0.00015   19.3   4.3   252   377  1099  1233  1090  1247 0.77 serine/threonine protein kinase, putative [Plasmodium vivax]
SCO71044.1           -           1622 2944at5820           -            483   1.1e-05   23.1  10.2   2   2    0.0071      0.93    6.8   0.0   393   439  1513  1558  1495  1573 0.83 serine/threonine protein kinase, putative [Plasmodium vivax]
SCO74298.1           -            326 2944at5820           -            483   1.2e-05   22.9  20.5   1   2   0.00017     0.023   12.1   5.3    12   117    47   148    40   158 0.77 phosphatidylinositol-4-phosphate 5-kinase, putative [Plasmodium vivax]
SCO74298.1           -            326 2944at5820           -            483   1.2e-05   22.9  20.5   2   2     0.003      0.39    8.1  14.9     8   167   111   295    83   308 0.64 phosphatidylinositol-4-phosphate 5-kinase, putative [Plasmodium vivax]
SCO72935.1           -           1984 2944at5820           -            483   2.7e-05   21.8   0.2   1   1   3.5e-07   4.5e-05   21.0   0.2   253   428    79   266    66   280 0.69 serine/threonine protein kinase, putative [Plasmodium vivax]
SCO72542.1           -           1272 2944at5820           -            483   3.2e-05   21.5   7.4   1   2     0.041       5.4    4.3   3.7   294   375   318   400   265   407 0.74 calcium/calmodulin-dependent protein kinase, putative [Plasmodium vivax]
SCO72542.1           -           1272 2944at5820           -            483   3.2e-05   21.5   7.4   2   2   2.2e-06   0.00028   18.4   0.1   393   437   527   571   521   592 0.83 calcium/calmodulin-dependent protein kinase, putative [Plasmodium vivax]
SCO72783.1           -           1002 2944at5820           -            483   0.00067   17.2  25.0   1   3     0.011       1.5    6.2   0.0    11    50   156   196   143   197 0.81 phosphatidylinositol-4-phosphate 5-kinase, putative [Plasmodium vivax]
SCO72783.1           -           1002 2944at5820           -            483   0.00067   17.2  25.0   2   3   0.00016     0.021   12.2  12.2     6   116   198   304   194   307 0.79 phosphatidylinositol-4-phosphate 5-kinase, putative [Plasmodium vivax]
SCO72783.1           -           1002 2944at5820           -            483   0.00067   17.2  25.0   3   3      0.41        53    1.0  10.5     6   103   267   362   265   371 0.76 phosphatidylinositol-4-phosphate 5-kinase, putative [Plasmodium vivax]
SCO72851.1           -            323 2944at5820           -            483   0.00082   16.9   0.1   1   1   9.1e-06    0.0012   16.4   0.1   325   442    87   217    52   229 0.76 casein kinase 1, putative [Plasmodium vivax]
SCO71141.1           -            191 2944at5820           -            483      0.13    9.6   4.7   1   1    0.0025      0.33    8.3   4.6     7    53    41    87    35   141 0.80 conserved Plasmodium protein, unknown function [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2944at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/2944at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2944at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:47:05 2026
# [ok]
