#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO75444.1           -           1519 1005at5820           -           1159         0 2226.8 100.7   1   6   4.9e-67   5.1e-64  215.0   7.5     4   115    20   131    17   155 0.90 aminophospholipid-transporting P-ATPase, putative [Plasmodium vivax]
SCO75481.1           -           1592 1005at5820           -           1159   2.2e-62  209.6  83.1   4   5   6.4e-09   6.7e-06   22.5   0.2   413   448   735   770   722   778 0.86 phospholipid-transporting ATPase, putative [Plasmodium vivax]
SCO75481.1           -           1592 1005at5820           -           1159   2.2e-62  209.6  83.1   5   5   3.6e-55   3.7e-52  175.7  24.9   527   995  1121  1561  1114  1581 0.88 phospholipid-transporting ATPase, putative [Plasmodium vivax]
SCO70630.1           -           1196 1005at5820           -           1159     2e-15   54.1   4.6   1   3   3.7e-05     0.039   10.1   0.1   407   444   332   369   321   374 0.90 calcium-transporting ATPase, putative [Plasmodium vivax]
SCO70630.1           -           1196 1005at5820           -           1159     2e-15   54.1   4.6   2   3   1.4e-11   1.4e-08   31.4   0.2   567   737   632   787   625   795 0.85 calcium-transporting ATPase, putative [Plasmodium vivax]
SCO70630.1           -           1196 1005at5820           -           1159     2e-15   54.1   4.6   3   3     6e-06    0.0062   12.7   0.1   816   921   854   959   847   969 0.80 calcium-transporting ATPase, putative [Plasmodium vivax]
SCO74697.1           -           1351 1005at5820           -           1159   1.3e-08   31.5   1.3   1   3   0.00011      0.12    8.5   0.2   318   464   417   553   408   599 0.66 non-SERCA-type Ca2+-transporting P-ATPase, putative [Plasmodium vivax]
SCO74697.1           -           1351 1005at5820           -           1159   1.3e-08   31.5   1.3   2   3   0.00015      0.15    8.1   0.0   668   739   797   868   763   875 0.89 non-SERCA-type Ca2+-transporting P-ATPase, putative [Plasmodium vivax]
SCO74697.1           -           1351 1005at5820           -           1159   1.3e-08   31.5   1.3   3   3     1e-05      0.01   12.0   0.1   816   920   923  1027   913  1054 0.80 non-SERCA-type Ca2+-transporting P-ATPase, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1005at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1005at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1005at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:27:36 2026
# [ok]
