#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO72577.1           -            335 8091at5820           -            238  1.4e-169  560.0  12.3   1   1  1.6e-171  1.9e-169  559.6  12.3     1   238    96   333    96   333 1.00 casein kinase 2, alpha subunit, putative [Plasmodium vivax]
SCO73517.1           -            288 8091at5820           -            238   1.9e-34  117.7   0.0   1   1     2e-36   2.4e-34  117.4   0.0     2   235    61   286    60   288 0.89 protein kinase 5 [Plasmodium vivax]
SCO70370.1           -            483 8091at5820           -            238   8.8e-32  109.0   0.1   1   1   3.6e-33   4.2e-31  106.8   0.1    42   238   212   399   184   399 0.89 glycogen synthase kinase 3, putative [Plasmodium vivax]
SCO72289.1           -            325 8091at5820           -            238   6.5e-20   70.1   7.7   1   2       4.2   4.8e+02   -1.5   0.2    46    73    40    67    23    92 0.49 MO15-related protein kinase, putative [Plasmodium vivax]
SCO72289.1           -            325 8091at5820           -            238   6.5e-20   70.1   7.7   2   2   7.5e-22   8.7e-20   69.7   4.4    31   233   100   308    72   311 0.79 MO15-related protein kinase, putative [Plasmodium vivax]
SCO73702.1           -            791 8091at5820           -            238   1.2e-18   65.9   0.1   1   2   3.9e-08   4.6e-06   24.8   0.0    22   113   163   266   147   271 0.76 cdc2-related protein kinase 5, putative [Plasmodium vivax]
SCO73702.1           -            791 8091at5820           -            238   1.2e-18   65.9   0.1   2   2   2.8e-12   3.2e-10   38.4   0.1   118   237   465   582   456   583 0.88 cdc2-related protein kinase 5, putative [Plasmodium vivax]
SCO72377.1           -           1391 8091at5820           -            238   1.3e-18   65.9   5.3   1   1   3.5e-20   4.1e-18   64.3   5.3    20   236  1144  1371  1127  1373 0.77 cdc2-related protein kinase 4, putative [Plasmodium vivax]
SCO75237.1           -            341 8091at5820           -            238   1.8e-18   65.4   0.2   1   1     2e-20   2.4e-18   65.0   0.2    36   234   131   340    83   341 0.83 protein kinase, putative [Plasmodium vivax]
SCO72626.1           -            575 8091at5820           -            238   1.8e-18   65.4   2.4   1   3   1.2e-08   1.4e-06   26.5   0.9    18    91   248   323   229   334 0.77 mitogen-activated protein kinase 2, putative [Plasmodium vivax]
SCO72626.1           -            575 8091at5820           -            238   1.8e-18   65.4   2.4   2   3   5.6e-07   6.5e-05   21.0   0.0    99   137   357   395   349   406 0.87 mitogen-activated protein kinase 2, putative [Plasmodium vivax]
SCO72626.1           -            575 8091at5820           -            238   1.8e-18   65.4   2.4   3   3   3.2e-05    0.0037   15.3   0.0   202   237   481   516   425   517 0.80 mitogen-activated protein kinase 2, putative [Plasmodium vivax]
SCO72411.1           -            602 8091at5820           -            238   5.9e-18   63.7   0.4   1   2   1.8e-16   2.1e-14   52.1   0.3     1   148   213   361   213   381 0.80 calcium-dependent protein kinase 3, putative [Plasmodium vivax]
SCO72411.1           -            602 8091at5820           -            238   5.9e-18   63.7   0.4   2   2    0.0021      0.24    9.4   0.0   203   235   383   415   368   417 0.91 calcium-dependent protein kinase 3, putative [Plasmodium vivax]
SCO75228.1           -            368 8091at5820           -            238   4.7e-17   60.8   7.7   1   2   6.6e-19   7.7e-17   60.1   6.1     2   143   167   311   166   324 0.85 serine/threonine protein kinase, putative [Plasmodium vivax]
SCO75228.1           -            368 8091at5820           -            238   4.7e-17   60.8   7.7   2   2       1.9   2.2e+02   -0.3   0.0   203   233   331   361   317   365 0.84 serine/threonine protein kinase, putative [Plasmodium vivax]
SCO70874.1           -            310 8091at5820           -            238   5.7e-17   60.5   0.8   1   1   7.5e-19   8.7e-17   59.9   0.8    23   145    89   208    75   243 0.82 serine/threonine-protein kinase NEK4, putative [Plasmodium vivax]
SCO74835.1           -            284 8091at5820           -            238   1.4e-16   59.3   1.5   1   2   1.4e-16   1.7e-14   52.4   0.4    44   141   126   221    82   234 0.81 calcium-dependent protein kinase, putative [Plasmodium vivax]
SCO74835.1           -            284 8091at5820           -            238   1.4e-16   59.3   1.5   2   2     0.028       3.3    5.6   0.0   205   235   251   281   235   284 0.89 calcium-dependent protein kinase, putative [Plasmodium vivax]
SCO72717.1           -           1966 8091at5820           -            238   4.1e-16   57.7   0.3   1   2     4e-16   4.6e-14   51.0   0.1     1   145  1569  1715  1569  1735 0.79 calcium-dependent protein kinase 7, putative [Plasmodium vivax]
SCO72717.1           -           1966 8091at5820           -            238   4.1e-16   57.7   0.3   2   2     0.076       8.9    4.2   0.0   207   234  1742  1769  1735  1772 0.90 calcium-dependent protein kinase 7, putative [Plasmodium vivax]
SCO74414.1           -            377 8091at5820           -            238     1e-15   56.4   3.7   1   2   2.3e-17   2.7e-15   55.0   3.5     1   153   100   263   100   300 0.75 protein kinase, putative [Plasmodium vivax]
SCO74414.1           -            377 8091at5820           -            238     1e-15   56.4   3.7   2   2         3   3.5e+02   -1.0   0.0   208   234   284   310   270   312 0.87 protein kinase, putative [Plasmodium vivax]
SCO74460.1           -            877 8091at5820           -            238   9.9e-15   53.2   0.7   1   2     2e-07   2.3e-05   22.5   0.1    27    75   635   683   620   696 0.87 protein serine/threonine kinase-1, putative [Plasmodium vivax]
SCO74460.1           -            877 8091at5820           -            238   9.9e-15   53.2   0.7   2   2     6e-09     7e-07   27.5   0.0    76   152   708   780   693   874 0.78 protein serine/threonine kinase-1, putative [Plasmodium vivax]
SCO72633.1           -            708 8091at5820           -            238   2.3e-14   52.0   0.6   1   2   7.4e-12   8.7e-10   37.0   0.1    40   138   476   572   434   600 0.83 serine/threonine-protein kinase PRP4K, putative [Plasmodium vivax]
SCO72633.1           -            708 8091at5820           -            238   2.3e-14   52.0   0.6   2   2   0.00016     0.018   13.0   0.0   205   235   668   698   621   701 0.88 serine/threonine-protein kinase PRP4K, putative [Plasmodium vivax]
SCO73091.1           -            288 8091at5820           -            238   3.5e-14   51.4   0.1   1   1   4.3e-16   5.1e-14   50.9   0.1    35   148   108   219    82   251 0.88 NIMA related kinase 2, putative [Plasmodium vivax]
SCO72714.1           -           1628 8091at5820           -            238   3.6e-14   51.3   2.2   1   1   8.6e-16     1e-13   49.9   1.9     1   150  1243  1391  1243  1406 0.75 calcium-dependent protein kinase 6, putative [Plasmodium vivax]
SCO75638.1           -            508 8091at5820           -            238   6.5e-14   50.5   1.1   1   1     6e-16     7e-14   50.4   0.1    22   144   193   308   159   364 0.83 protein kinase 2, putative [Plasmodium vivax]
SCO74484.1           -           1309 8091at5820           -            238   1.2e-12   46.4   1.5   1   3   0.00011     0.012   13.6   0.0    47    84   966  1005   936  1011 0.81 serine/threonine protein kinase, putative [Plasmodium vivax]
SCO74484.1           -           1309 8091at5820           -            238   1.2e-12   46.4   1.5   2   3   4.5e-09   5.3e-07   27.9   0.1    75   157  1080  1158  1065  1166 0.76 serine/threonine protein kinase, putative [Plasmodium vivax]
SCO74484.1           -           1309 8091at5820           -            238   1.2e-12   46.4   1.5   3   3      0.47        54    1.7   0.0   191   234  1258  1301  1245  1304 0.88 serine/threonine protein kinase, putative [Plasmodium vivax]
SCO74716.1           -            854 8091at5820           -            238   1.3e-12   46.2   0.4   1   2   4.6e-14   5.3e-12   44.2   0.1    42   158   642   752   628   775 0.86 cGMP-dependent protein kinase, putative [Plasmodium vivax]
SCO74716.1           -            854 8091at5820           -            238   1.3e-12   46.2   0.4   2   2         7   8.1e+02   -2.2   0.0   127   151   783   807   777   810 0.89 cGMP-dependent protein kinase, putative [Plasmodium vivax]
SCO75708.1           -            755 8091at5820           -            238   8.4e-12   43.6   0.1   1   1     2e-13   2.3e-11   42.2   0.0    16   142   500   628   487   635 0.77 rac-beta serine/threonine protein kinase, putative [Plasmodium vivax]
SCO73802.1           -            354 8091at5820           -            238   3.7e-11   41.5   0.1   1   1     5e-13   5.8e-11   40.8   0.1    20   150   107   249    99   304 0.78 serine/threonine protein kinase, putative [Plasmodium vivax]
SCO72419.1           -           1600 8091at5820           -            238     5e-11   41.1   0.3   1   1   7.5e-13   8.7e-11   40.3   0.3    37   141  1428  1542  1391  1557 0.76 aurora-related kinase 2, putative [Plasmodium vivax]
SCO71161.1           -           2125 8091at5820           -            238   7.2e-10   37.3   0.3   1   1   1.3e-11   1.5e-09   36.2   0.3    36   140  1795  1899  1759  1916 0.79 protein kinase, putative [Plasmodium vivax]
SCO73518.1           -           4012 8091at5820           -            238   8.5e-10   37.0   1.6   1   2   1.9e-11   2.2e-09   35.7   0.7    43   141  1290  1386  1246  1397 0.86 aurora-related kinase 3, putative [Plasmodium vivax]
SCO73518.1           -           4012 8091at5820           -            238   8.5e-10   37.0   1.6   2   2       3.4   3.9e+02   -1.1   0.0   206   235  1412  1441  1401  1443 0.86 aurora-related kinase 3, putative [Plasmodium vivax]
SCO75530.1           -            978 8091at5820           -            238     1e-09   36.8   0.2   1   1   3.3e-11   3.8e-09   34.9   0.2    32   156   110   257    72   286 0.71 NIMA related kinase 1, putative [Plasmodium vivax]
SCO74002.1           -            897 8091at5820           -            238   3.4e-09   35.0   0.0   1   2   3.3e-07   3.8e-05   21.8   0.0    41    94   531   585   523   654 0.78 serine/threonine protein kinase, putative [Plasmodium vivax]
SCO74002.1           -            897 8091at5820           -            238   3.4e-09   35.0   0.0   2   2   0.00078     0.091   10.7   0.0   205   235   866   896   855   897 0.87 serine/threonine protein kinase, putative [Plasmodium vivax]
SCO72851.1           -            323 8091at5820           -            238   3.5e-09   35.0   0.6   1   2       0.6        70    1.3   0.0    94   119    32    57    20    60 0.86 casein kinase 1, putative [Plasmodium vivax]
SCO72851.1           -            323 8091at5820           -            238   3.5e-09   35.0   0.6   2   2   3.6e-10   4.1e-08   31.5   0.1    34    95    97   160    88   174 0.86 casein kinase 1, putative [Plasmodium vivax]
SCO72705.1           -            561 8091at5820           -            238   5.3e-09   34.4   4.7   1   3   4.1e-09   4.8e-07   28.0   2.4     2    88    98   184    97   192 0.81 3-phosphoinositide dependent protein kinase-1, putative [Plasmodium vivax]
SCO72705.1           -            561 8091at5820           -            238   5.3e-09   34.4   4.7   2   3       0.3        35    2.3   0.0   106   141   352   386   332   404 0.70 3-phosphoinositide dependent protein kinase-1, putative [Plasmodium vivax]
SCO72705.1           -            561 8091at5820           -            238   5.3e-09   34.4   4.7   3   3      0.35        40    2.1   0.0   204   235   411   446   400   448 0.81 3-phosphoinositide dependent protein kinase-1, putative [Plasmodium vivax]
SCO74469.1           -           1528 8091at5820           -            238   6.2e-09   34.2   0.1   1   2   5.3e-11   6.2e-09   34.2   0.1    45   141   627   723   608   752 0.83 serine/threonine protein kinase, putative [Plasmodium vivax]
SCO74469.1           -           1528 8091at5820           -            238   6.2e-09   34.2   0.1   2   2       1.6   1.8e+02   -0.1   0.0     2    28   912   938   911   963 0.74 serine/threonine protein kinase, putative [Plasmodium vivax]
SCO72017.1           -           3241 8091at5820           -            238   4.1e-08   31.5   0.8   1   1   7.4e-10   8.6e-08   30.5   0.8    48   151  3055  3179  3002  3192 0.64 protein kinase, putative [Plasmodium vivax]
SCO72109.1           -            341 8091at5820           -            238   4.4e-08   31.4   2.1   1   2       2.4   2.8e+02   -0.7   0.0    19    47    83   111    65   119 0.73 cAMP-dependent protein kinase catalytic subunit, putative [Plasmodium vivax]
SCO72109.1           -            341 8091at5820           -            238   4.4e-08   31.4   2.1   2   2   6.1e-10     7e-08   30.7   0.6    36   145   128   233   104   303 0.70 cAMP-dependent protein kinase catalytic subunit, putative [Plasmodium vivax]
SCO73872.1           -            423 8091at5820           -            238   7.5e-07   27.4   1.8   1   2   3.2e-07   3.7e-05   21.9   1.5    20    97    97   179    80   201 0.69 protein kinase, putative [Plasmodium vivax]
SCO73872.1           -            423 8091at5820           -            238   7.5e-07   27.4   1.8   2   2      0.17        20    3.1   0.0   209   235   230   256   222   259 0.91 protein kinase, putative [Plasmodium vivax]
SCO75714.1           -            730 8091at5820           -            238   1.1e-06   26.9   3.5   1   1   1.1e-08   1.2e-06   26.7   1.9    12   143    93   244    81   267 0.70 cyclin g-associated kinase, putative [Plasmodium vivax]
SCO70533.1           -            721 8091at5820           -            238   2.7e-06   25.6   0.5   1   1   3.5e-08   4.1e-06   25.0   0.5    30   152   540   667   514   692 0.74 protein kinase, putative [Plasmodium vivax]
SCO75310.1           -            517 8091at5820           -            238   3.4e-06   25.2   2.2   1   3   7.5e-07   8.8e-05   20.6   0.3    36    76   306   346   241   359 0.87 calcium-dependent protein kinase 3, putative [Plasmodium vivax]
SCO75310.1           -            517 8091at5820           -            238   3.4e-06   25.2   2.2   2   3      0.59        69    1.3   0.1   103   142   422   460   386   470 0.71 calcium-dependent protein kinase 3, putative [Plasmodium vivax]
SCO75310.1           -            517 8091at5820           -            238   3.4e-06   25.2   2.2   3   3       1.2   1.4e+02    0.4   0.0   205   234   482   511   470   513 0.87 calcium-dependent protein kinase 3, putative [Plasmodium vivax]
SCO71073.1           -           1029 8091at5820           -            238   7.2e-06   24.2   0.1   1   1   1.9e-07   2.2e-05   22.6   0.1    20   141   840   964   826   977 0.76 tyrosine kinase-like protein, putative [Plasmodium vivax]
SCO73904.1           -           1730 8091at5820           -            238   2.7e-05   22.3   1.6   1   2      0.69        81    1.1   0.3    14    61   283   333   271   338 0.79 tyrosine kinase-like protein, putative [Plasmodium vivax]
SCO73904.1           -           1730 8091at5820           -            238   2.7e-05   22.3   1.6   2   2   1.7e-06    0.0002   19.5   0.0    32   138  1545  1652  1529  1671 0.74 tyrosine kinase-like protein, putative [Plasmodium vivax]
SCO72542.1           -           1272 8091at5820           -            238   2.9e-05   22.2   4.2   1   3   2.5e-07   2.9e-05   22.2   4.2     2    79   327   405   326   430 0.75 calcium/calmodulin-dependent protein kinase, putative [Plasmodium vivax]
SCO72542.1           -           1272 8091at5820           -            238   2.9e-05   22.2   4.2   2   3       2.2   2.5e+02   -0.5   0.1   106   149   538   581   524   603 0.69 calcium/calmodulin-dependent protein kinase, putative [Plasmodium vivax]
SCO72542.1           -           1272 8091at5820           -            238   2.9e-05   22.2   4.2   3   3       8.3   9.6e+02   -2.4   0.0   208   234   610   637   585   640 0.81 calcium/calmodulin-dependent protein kinase, putative [Plasmodium vivax]
SCO72935.1           -           1984 8091at5820           -            238   8.9e-05   20.6   0.0   1   1   1.6e-06   0.00018   19.6   0.0    42    93   177   227   138   291 0.76 serine/threonine protein kinase, putative [Plasmodium vivax]
SCO70492.1           -           1415 8091at5820           -            238   0.00011   20.3   0.7   1   1   2.6e-06    0.0003   18.9   0.7    24    88  1193  1255  1179  1274 0.82 serine/threonine protein kinase, FIKK family [Plasmodium vivax]
SCO71044.1           -           1622 8091at5820           -            238   0.00019   19.5   0.1   1   1   3.6e-06   0.00042   18.4   0.1    30    78  1186  1235  1158  1244 0.83 serine/threonine protein kinase, putative [Plasmodium vivax]
SCO70360.1           -           2994 8091at5820           -            238   0.00062   17.8   0.1   1   2   1.7e-05     0.002   16.2   0.1    36   144   267   385   258   400 0.78 protein kinase, putative [Plasmodium vivax]
SCO70360.1           -           2994 8091at5820           -            238   0.00062   17.8   0.1   2   2       5.7   6.7e+02   -1.9   0.0   206   234   416   444   396   446 0.88 protein kinase, putative [Plasmodium vivax]
SCO72047.1           -            590 8091at5820           -            238    0.0016   16.5   0.4   1   2    0.0001     0.012   13.6   0.4    45    78   390   423   373   439 0.81 serine/threonine protein kinase, putative [Plasmodium vivax]
SCO72047.1           -            590 8091at5820           -            238    0.0016   16.5   0.4   2   2       2.1   2.5e+02   -0.5   0.0   206   232   547   573   542   575 0.89 serine/threonine protein kinase, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/8091at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/8091at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/8091at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 19:06:20 2026
# [ok]
