#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO72943.1           -            660 4853at5820           -            513  1.9e-304 1008.1  28.4   1   2  1.1e-137    2e-135  450.5   5.1     5   230    10   241     2   258 0.93 ribosome assembly protein 4, putative [Plasmodium vivax]
SCO73788.1           -           1399 4853at5820           -            513   1.4e-21   74.9   4.7   1   4   0.00042     0.074    9.8   0.0   392   465    10    82     3    86 0.91 coatomer alpha subunit, putative [Plasmodium vivax]
SCO73788.1           -           1399 4853at5820           -            513   1.4e-21   74.9   4.7   2   4   3.2e-10   5.6e-08   30.0   0.4   385   481    87   184    80   198 0.75 coatomer alpha subunit, putative [Plasmodium vivax]
SCO73788.1           -           1399 4853at5820           -            513   1.4e-21   74.9   4.7   3   4    0.0039      0.67    6.7   0.0   106   145   240   279   231   284 0.85 coatomer alpha subunit, putative [Plasmodium vivax]
SCO73788.1           -           1399 4853at5820           -            513   1.4e-21   74.9   4.7   4   4   2.4e-09   4.2e-07   27.1   0.1   109   186   287   364   281   369 0.85 coatomer alpha subunit, putative [Plasmodium vivax]
SCO73958.1           -            644 4853at5820           -            513   1.6e-20   71.4   8.2   1   3     2e-05    0.0035   14.2   0.3   384   458   236   309   199   333 0.71 U4/U6 small nuclear ribonucleoprotein PRP4, putative [Plasmodium vivax]
SCO73958.1           -            644 4853at5820           -            513   1.6e-20   71.4   8.2   2   3   7.8e-09   1.4e-06   25.4   0.0   112   209   428   526   423   528 0.88 U4/U6 small nuclear ribonucleoprotein PRP4, putative [Plasmodium vivax]
SCO73958.1           -            644 4853at5820           -            513   1.6e-20   71.4   8.2   3   3   1.4e-11   2.5e-09   34.5   1.8   353   468   523   637   511   640 0.88 U4/U6 small nuclear ribonucleoprotein PRP4, putative [Plasmodium vivax]
SCO73245.1           -            646 4853at5820           -            513     4e-20   70.1   7.7   1   5       1.4   2.4e+02   -1.8   1.5   342   392   235   286   211   311 0.66 WD repeat-containing protein, putative [Plasmodium vivax]
SCO73245.1           -            646 4853at5820           -            513     4e-20   70.1   7.7   2   5   1.8e-07   3.1e-05   21.0   0.1   111   179   361   429   349   430 0.92 WD repeat-containing protein, putative [Plasmodium vivax]
SCO73245.1           -            646 4853at5820           -            513     4e-20   70.1   7.7   3   5   1.3e-12   2.2e-10   37.9   0.1   122   210   414   502   413   504 0.95 WD repeat-containing protein, putative [Plasmodium vivax]
SCO73245.1           -            646 4853at5820           -            513     4e-20   70.1   7.7   4   5   2.1e-10   3.6e-08   30.6   1.0   386   463   486   563   479   570 0.94 WD repeat-containing protein, putative [Plasmodium vivax]
SCO73245.1           -            646 4853at5820           -            513     4e-20   70.1   7.7   5   5     0.035         6    3.5   0.0   279   314   583   617   577   638 0.77 WD repeat-containing protein, putative [Plasmodium vivax]
SCO72425.1           -            498 4853at5820           -            513   6.6e-20   69.4  10.8   1   4   3.7e-05    0.0064   13.3   0.5   357   419   223   283    70   291 0.76 pre-mRNA-processing factor 19, putative [Plasmodium vivax]
SCO72425.1           -            498 4853at5820           -            513   6.6e-20   69.4  10.8   2   4     4e-08   7.1e-06   23.1   0.5   354   468   220   333   209   356 0.76 pre-mRNA-processing factor 19, putative [Plasmodium vivax]
SCO72425.1           -            498 4853at5820           -            513   6.6e-20   69.4  10.8   3   4   1.8e-06   0.00031   17.7   0.0   110   198   296   384   289   384 0.95 pre-mRNA-processing factor 19, putative [Plasmodium vivax]
SCO72425.1           -            498 4853at5820           -            513   6.6e-20   69.4  10.8   4   4   3.9e-15   6.9e-13   46.2   2.1    98   209   369   480   367   498 0.84 pre-mRNA-processing factor 19, putative [Plasmodium vivax]
SCO72485.1           -            595 4853at5820           -            513   1.2e-18   65.3  11.7   1   4       2.3     4e+02   -2.5   0.3   213   239   156   179   125   201 0.57 pre-mRNA-splicing factor PRP46, putative [Plasmodium vivax]
SCO72485.1           -            595 4853at5820           -            513   1.2e-18   65.3  11.7   2   4   5.5e-08   9.6e-06   22.6   2.0   107   198   273   364   188   365 0.77 pre-mRNA-splicing factor PRP46, putative [Plasmodium vivax]
SCO72485.1           -            595 4853at5820           -            513   1.2e-18   65.3  11.7   3   4   1.8e-13   3.1e-11   40.8   0.0   112   210   362   460   359   473 0.94 pre-mRNA-splicing factor PRP46, putative [Plasmodium vivax]
SCO72485.1           -            595 4853at5820           -            513   1.2e-18   65.3  11.7   4   4    0.0018      0.31    7.8   0.0   115   146   545   576   528   584 0.72 pre-mRNA-splicing factor PRP46, putative [Plasmodium vivax]
SCO70813.1           -            499 4853at5820           -            513   1.8e-18   64.7   4.5   1   3     8e-10   1.4e-07   28.7   0.0    95   181    44   133    31   145 0.85 protein SOF1, putative [Plasmodium vivax]
SCO70813.1           -            499 4853at5820           -            513   1.8e-18   64.7   4.5   2   3      0.32        55    0.4   0.0   135   177   229   271   210   289 0.62 protein SOF1, putative [Plasmodium vivax]
SCO70813.1           -            499 4853at5820           -            513   1.8e-18   64.7   4.5   3   3   3.3e-11   5.7e-09   33.3   2.8   354   463   301   410   232   435 0.78 protein SOF1, putative [Plasmodium vivax]
SCO74671.1           -            694 4853at5820           -            513   8.3e-17   59.2  19.7   1   4   3.5e-06    0.0006   16.7   0.1   476   512     5    41     2    42 0.92 cytosolic iron-sulfur protein assembly protein 1, putative [Plasmodium vivax]
SCO74671.1           -            694 4853at5820           -            513   8.3e-17   59.2  19.7   2   4   4.8e-07   8.3e-05   19.6   0.5   388   460    84   159    46   182 0.79 cytosolic iron-sulfur protein assembly protein 1, putative [Plasmodium vivax]
SCO74671.1           -            694 4853at5820           -            513   8.3e-17   59.2  19.7   3   4   8.6e-08   1.5e-05   22.0   1.7   390   463   247   323   223   336 0.61 cytosolic iron-sulfur protein assembly protein 1, putative [Plasmodium vivax]
SCO74671.1           -            694 4853at5820           -            513   8.3e-17   59.2  19.7   4   4   0.00042     0.073    9.9   1.1   382   462   602   691   588   694 0.69 cytosolic iron-sulfur protein assembly protein 1, putative [Plasmodium vivax]
SCO73165.1           -           1236 4853at5820           -            513   2.6e-16   57.5  27.5   1   3         3   5.2e+02   -2.9   1.3   218   248   166   197   162   199 0.61 WD repeat-containing protein 26, putative [Plasmodium vivax]
SCO73165.1           -           1236 4853at5820           -            513   2.6e-16   57.5  27.5   2   3   4.2e-15   7.3e-13   46.1   6.8   382   506   901  1017   875  1023 0.78 WD repeat-containing protein 26, putative [Plasmodium vivax]
SCO73165.1           -           1236 4853at5820           -            513   2.6e-16   57.5  27.5   3   3   4.4e-08   7.7e-06   23.0   8.2   259   464   986  1204   983  1222 0.70 WD repeat-containing protein 26, putative [Plasmodium vivax]
SCO71813.1           -           1013 4853at5820           -            513   3.4e-16   57.1   9.9   1   2   5.6e-07   9.8e-05   19.3   1.8   284   423    39   175     5   183 0.73 coatomer subunit beta, putative [Plasmodium vivax]
SCO71813.1           -           1013 4853at5820           -            513   3.4e-16   57.1   9.9   2   2   1.3e-13   2.2e-11   41.3   1.5   108   206   183   283   175   289 0.90 coatomer subunit beta, putative [Plasmodium vivax]
SCO70513.1           -            365 4853at5820           -            513   5.1e-16   56.6  10.0   1   4   4.7e-14   8.3e-12   42.7   2.3   109   200    11   103     3   139 0.82 mitogen-activated protein kinase organizer 1, putative [Plasmodium vivax]
SCO70513.1           -            365 4853at5820           -            513   5.1e-16   56.6  10.0   2   4     0.044       7.7    3.2   0.0   146   193   137   182   106   187 0.77 mitogen-activated protein kinase organizer 1, putative [Plasmodium vivax]
SCO70513.1           -            365 4853at5820           -            513   5.1e-16   56.6  10.0   3   4   2.3e-05     0.004   14.0   0.3   394   463   189   260   184   278 0.83 mitogen-activated protein kinase organizer 1, putative [Plasmodium vivax]
SCO70513.1           -            365 4853at5820           -            513   5.1e-16   56.6  10.0   4   4       2.8   4.9e+02   -2.8   0.0   358   374   344   360   339   362 0.83 mitogen-activated protein kinase organizer 1, putative [Plasmodium vivax]
SCO71635.1           -            642 4853at5820           -            513   1.3e-15   55.2  15.3   1   3   0.00045     0.078    9.8   0.1   118   204   345   430   342   432 0.80 cell division cycle protein 20 homolog, putative [Plasmodium vivax]
SCO71635.1           -            642 4853at5820           -            513   1.3e-15   55.2  15.3   2   3   8.7e-12   1.5e-09   35.2   0.2   108   197   418   510   409   519 0.88 cell division cycle protein 20 homolog, putative [Plasmodium vivax]
SCO71635.1           -            642 4853at5820           -            513   1.3e-15   55.2  15.3   3   3   1.1e-06   0.00018   18.4   0.0   103   145   544   585   519   589 0.78 cell division cycle protein 20 homolog, putative [Plasmodium vivax]
SCO75449.1           -            612 4853at5820           -            513   3.5e-14   50.5  10.6   1   4     6e-10     1e-07   29.1   0.1   388   466   320   400   298   426 0.76 pre-mRNA-processing factor 17, putative [Plasmodium vivax]
SCO75449.1           -            612 4853at5820           -            513   3.5e-14   50.5  10.6   2   4   3.9e-05    0.0068   13.3   0.3   113   191   449   527   432   540 0.86 pre-mRNA-processing factor 17, putative [Plasmodium vivax]
SCO75449.1           -            612 4853at5820           -            513   3.5e-14   50.5  10.6   3   4    0.0017      0.29    7.9   0.2   481   512   536   569   530   570 0.84 pre-mRNA-processing factor 17, putative [Plasmodium vivax]
SCO75449.1           -            612 4853at5820           -            513   3.5e-14   50.5  10.6   4   4   0.00032     0.055   10.2   1.7   362   418   556   611   539   612 0.87 pre-mRNA-processing factor 17, putative [Plasmodium vivax]
SCO70524.1           -           1071 4853at5820           -            513   2.6e-13   47.6   1.4   1   3    0.0018      0.31    7.8   0.1   426   513   153   236   114   236 0.73 periodic tryptophan protein 2, putative [Plasmodium vivax]
SCO70524.1           -           1071 4853at5820           -            513   2.6e-13   47.6   1.4   2   3   1.3e-08   2.3e-06   24.7   0.1   334   421   392   481   342   493 0.76 periodic tryptophan protein 2, putative [Plasmodium vivax]
SCO70524.1           -           1071 4853at5820           -            513   2.6e-13   47.6   1.4   3   3   8.1e-05     0.014   12.2   0.0   104   198   557   658   530   713 0.73 periodic tryptophan protein 2, putative [Plasmodium vivax]
SCO74435.1           -           1215 4853at5820           -            513   6.4e-13   46.3  25.1   1   7       1.4   2.5e+02   -1.8   0.0   229   265    19    55    16    60 0.78 U3 small nucleolar RNA-associated protein 12, putative [Plasmodium vivax]
SCO74435.1           -           1215 4853at5820           -            513   6.4e-13   46.3  25.1   2   7   7.9e-08   1.4e-05   22.1   0.3    96   165    91   159    67   174 0.68 U3 small nucleolar RNA-associated protein 12, putative [Plasmodium vivax]
SCO74435.1           -           1215 4853at5820           -            513   6.4e-13   46.3  25.1   3   7   0.00038     0.066   10.0   0.2   126   185   176   234   169   272 0.83 U3 small nucleolar RNA-associated protein 12, putative [Plasmodium vivax]
SCO74435.1           -           1215 4853at5820           -            513   6.4e-13   46.3  25.1   4   7      0.33        57    0.3   1.0   444   474   360   394   352   413 0.62 U3 small nucleolar RNA-associated protein 12, putative [Plasmodium vivax]
SCO74435.1           -           1215 4853at5820           -            513   6.4e-13   46.3  25.1   5   7       0.2        35    1.0   0.1   111   187   608   681   582   703 0.60 U3 small nucleolar RNA-associated protein 12, putative [Plasmodium vivax]
SCO74435.1           -           1215 4853at5820           -            513   6.4e-13   46.3  25.1   6   7   3.1e-06   0.00054   16.9   0.2   394   465   816   887   804   901 0.84 U3 small nucleolar RNA-associated protein 12, putative [Plasmodium vivax]
SCO74435.1           -           1215 4853at5820           -            513   6.4e-13   46.3  25.1   7   7   0.00057     0.099    9.4   0.2   120   181   902   963   887   986 0.56 U3 small nucleolar RNA-associated protein 12, putative [Plasmodium vivax]
SCO74096.1           -           1983 4853at5820           -            513   3.1e-12   44.1   9.3   1   2   5.9e-13     1e-10   39.1   0.7   264   409  1717  1867  1709  1896 0.77 myosin C, putative [Plasmodium vivax]
SCO74096.1           -           1983 4853at5820           -            513   3.1e-12   44.1   9.3   2   2   0.00027     0.047   10.5   0.0   341   418  1901  1978  1889  1981 0.81 myosin C, putative [Plasmodium vivax]
SCO75650.1           -            472 4853at5820           -            513   1.6e-11   41.7  14.7   1   4       1.4   2.4e+02   -1.7   0.0   487   512    89   114    80   115 0.85 polyadenylation factor subunit 2, putative [Plasmodium vivax]
SCO75650.1           -            472 4853at5820           -            513   1.6e-11   41.7  14.7   2   4     0.052       9.1    2.9   0.0   111   154   168   211   161   216 0.85 polyadenylation factor subunit 2, putative [Plasmodium vivax]
SCO75650.1           -            472 4853at5820           -            513   1.6e-11   41.7  14.7   3   4   7.1e-07   0.00012   19.0   0.3   114   159   216   261   205   263 0.91 polyadenylation factor subunit 2, putative [Plasmodium vivax]
SCO75650.1           -            472 4853at5820           -            513   1.6e-11   41.7  14.7   4   4   7.7e-08   1.4e-05   22.2   3.8   432   512   258   386   257   387 0.63 polyadenylation factor subunit 2, putative [Plasmodium vivax]
SCO70588.1           -            447 4853at5820           -            513   7.4e-11   39.5   0.3   1   3   0.00017     0.029   11.2   0.0   432   512   152   234   142   235 0.83 chromatin assembly factor 1 protein WD40 domain, putative [Plasmodium vivax]
SCO70588.1           -            447 4853at5820           -            513   7.4e-11   39.5   0.3   2   3   1.8e-07   3.2e-05   20.9   0.0   112   190   293   374   275   382 0.85 chromatin assembly factor 1 protein WD40 domain, putative [Plasmodium vivax]
SCO70588.1           -            447 4853at5820           -            513   7.4e-11   39.5   0.3   3   3      0.04         7    3.3   0.0   265   301   393   429   381   436 0.81 chromatin assembly factor 1 protein WD40 domain, putative [Plasmodium vivax]
SCO72276.1           -           1145 4853at5820           -            513   2.3e-10   37.9  10.2   1   3      0.59     1e+02   -0.5   0.0   170   205   249   284   236   290 0.82 U3 small nucleolar RNA-associated protein 13, putative [Plasmodium vivax]
SCO72276.1           -           1145 4853at5820           -            513   2.3e-10   37.9  10.2   2   3   1.3e-12   2.3e-10   37.9  10.2   240   465   542   756   477   772 0.83 U3 small nucleolar RNA-associated protein 13, putative [Plasmodium vivax]
SCO72276.1           -           1145 4853at5820           -            513   2.3e-10   37.9  10.2   3   3      0.59     1e+02   -0.5   5.2   292   386   786   885   774   892 0.71 U3 small nucleolar RNA-associated protein 13, putative [Plasmodium vivax]
SCO70851.1           -            327 4853at5820           -            513     1e-09   35.7   0.2   1   3   3.6e-05    0.0062   13.4   0.0   383   452     2    70     1    82 0.86 eukaryotic translation initiation factor 3 subunit I, putative [Plasmodium vivax]
SCO70851.1           -            327 4853at5820           -            513     1e-09   35.7   0.2   2   3     1e-05    0.0017   15.2   0.1   139   209   125   194   118   204 0.90 eukaryotic translation initiation factor 3 subunit I, putative [Plasmodium vivax]
SCO70851.1           -            327 4853at5820           -            513     1e-09   35.7   0.2   3   3     0.064        11    2.6   0.0   129   185   260   316   239   325 0.78 eukaryotic translation initiation factor 3 subunit I, putative [Plasmodium vivax]
SCO72700.1           -            555 4853at5820           -            513     2e-09   34.8  12.4   1   3     2e-09   3.5e-07   27.4   0.2   113   187    48   125    45   156 0.83 WD repeat-containing protein, putative [Plasmodium vivax]
SCO72700.1           -            555 4853at5820           -            513     2e-09   34.8  12.4   2   3   7.9e-05     0.014   12.2   2.9   105   206   161   261   133   357 0.61 WD repeat-containing protein, putative [Plasmodium vivax]
SCO72700.1           -            555 4853at5820           -            513     2e-09   34.8  12.4   3   3      0.49        86   -0.3   0.3   424   468   363   409   343   430 0.69 WD repeat-containing protein, putative [Plasmodium vivax]
SCO73349.1           -            944 4853at5820           -            513   4.4e-09   33.7   5.8   1   3   3.5e-07   6.1e-05   20.0   0.1   448   512   174   234   166   235 0.85 chromosome assembly factor 1, putative [Plasmodium vivax]
SCO73349.1           -            944 4853at5820           -            513   4.4e-09   33.7   5.8   2   3     8e-06    0.0014   15.5   0.3   365   463   283   339   253   368 0.61 chromosome assembly factor 1, putative [Plasmodium vivax]
SCO73349.1           -            944 4853at5820           -            513   4.4e-09   33.7   5.8   3   3       3.2   5.5e+02   -3.0   0.1   402   456   790   847   781   866 0.68 chromosome assembly factor 1, putative [Plasmodium vivax]
SCO75623.1           -            503 4853at5820           -            513   8.3e-08   29.5   0.9   1   2       2.4   4.2e+02   -2.5   0.9    35   259    91   116    66   167 0.49 periodic tryptophan protein 1, putative [Plasmodium vivax]
SCO75623.1           -            503 4853at5820           -            513   8.3e-08   29.5   0.9   2   2   4.8e-10   8.3e-08   29.5   0.9   261   411   273   428   251   452 0.68 periodic tryptophan protein 1, putative [Plasmodium vivax]
SCO71350.1           -            458 4853at5820           -            513   1.2e-07   29.0   2.9   1   3       1.6   2.8e+02   -2.0   0.0   470   493   192   215   160   237 0.54 ribosome assembly protein RRB1, putative [Plasmodium vivax]
SCO71350.1           -            458 4853at5820           -            513   1.2e-07   29.0   2.9   2   3   7.3e-06    0.0013   15.6   0.1   447   512   287   356   269   357 0.76 ribosome assembly protein RRB1, putative [Plasmodium vivax]
SCO71350.1           -            458 4853at5820           -            513   1.2e-07   29.0   2.9   3   3   1.1e-07   1.9e-05   21.7   0.4   113   188   325   403   314   435 0.76 ribosome assembly protein RRB1, putative [Plasmodium vivax]
SCO73876.1           -            466 4853at5820           -            513   1.8e-07   28.3   4.3   1   1   4.9e-08   8.6e-06   22.8   4.3   169   383    45   276    38   297 0.64 U3 small nucleolar RNA-associated protein 15, putative [Plasmodium vivax]
SCO74749.1           -            509 4853at5820           -            513   2.5e-07   27.9  13.6   1   3   1.3e-07   2.2e-05   21.5   1.9   381   465   126   224    13   236 0.73 chromatin assembly factor 1 P55 subunit, putative [Plasmodium vivax]
SCO74749.1           -            509 4853at5820           -            513   2.5e-07   27.9  13.6   2   3   0.00016     0.028   11.2   1.2   132   207   335   412   327   428 0.87 chromatin assembly factor 1 P55 subunit, putative [Plasmodium vivax]
SCO74749.1           -            509 4853at5820           -            513   2.5e-07   27.9  13.6   3   3     0.052       9.1    2.9   0.2   426   462   454   491   399   502 0.48 chromatin assembly factor 1 P55 subunit, putative [Plasmodium vivax]
SCO75189.1           -            524 4853at5820           -            513   3.9e-07   27.3   2.8   1   3       1.9   3.3e+02   -2.2   0.4    62    80   123   141   103   157 0.57 alternative splicing regulator, putative [Plasmodium vivax]
SCO75189.1           -            524 4853at5820           -            513   3.9e-07   27.3   2.8   2   3    0.0077       1.3    5.7   0.1   398   463   227   300   203   303 0.60 alternative splicing regulator, putative [Plasmodium vivax]
SCO75189.1           -            524 4853at5820           -            513   3.9e-07   27.3   2.8   3   3   2.2e-09   3.9e-07   27.3   2.8    83   195   278   392   271   418 0.82 alternative splicing regulator, putative [Plasmodium vivax]
SCO74094.1           -            533 4853at5820           -            513   3.6e-06   24.1   7.7   1   2      0.48        84   -0.3   0.0   151   190    79   120    28   200 0.70 chromatin assembly factor 1 P55 subunit, putative [Plasmodium vivax]
SCO74094.1           -            533 4853at5820           -            513   3.6e-06   24.1   7.7   2   2   5.8e-08     1e-05   22.6   5.2   278   512   270   525   267   526 0.73 chromatin assembly factor 1 P55 subunit, putative [Plasmodium vivax]
SCO72650.1           -            468 4853at5820           -            513   3.6e-06   24.1   0.7   1   3    0.0034      0.59    6.9   0.0   120   462   115   139    88   150 0.63 guanine nucleotide-exchange factor SEC12, putative [Plasmodium vivax]
SCO72650.1           -            468 4853at5820           -            513   3.6e-06   24.1   0.7   2   3    0.0013      0.23    8.2   0.0   426   465   211   250   196   270 0.66 guanine nucleotide-exchange factor SEC12, putative [Plasmodium vivax]
SCO72650.1           -            468 4853at5820           -            513   3.6e-06   24.1   0.7   3   3     0.007       1.2    5.8   0.1   391   466   328   402   290   434 0.80 guanine nucleotide-exchange factor SEC12, putative [Plasmodium vivax]
SCO73776.1           -            361 4853at5820           -            513   0.00025   18.0   0.1   1   1   2.2e-06   0.00039   17.4   0.1   114   187   191   266   176   298 0.88 diphthine methyltransferase, putative [Plasmodium vivax]
SCO72674.1           -            401 4853at5820           -            513   0.00062   16.7   1.1   1   2   4.8e-05    0.0084   12.9   0.1   365   419   127   181   122   193 0.88 actin-related protein 2/3 complex subunit 1, putative [Plasmodium vivax]
SCO72674.1           -            401 4853at5820           -            513   0.00062   16.7   1.1   2   2      0.14        24    1.6   0.0   381   413   213   251   191   266 0.69 actin-related protein 2/3 complex subunit 1, putative [Plasmodium vivax]
SCO71574.1           -            720 4853at5820           -            513    0.0013   15.6   1.6   1   2      0.79   1.4e+02   -1.0   0.0   127   185   436   502   423   531 0.45 cytoplasmic dynein intermediate chain, putative [Plasmodium vivax]
SCO71574.1           -            720 4853at5820           -            513    0.0013   15.6   1.6   2   2   1.5e-05    0.0025   14.7   0.4   361   512   536   690   517   691 0.81 cytoplasmic dynein intermediate chain, putative [Plasmodium vivax]
SCO73910.1           -            720 4853at5820           -            513      0.22    8.3  45.1   1   4      0.71   1.2e+02   -0.8   4.9   194   246    22    76     9   143 0.71 WD repeat-containing protein 16, putative [Plasmodium vivax]
SCO73910.1           -            720 4853at5820           -            513      0.22    8.3  45.1   2   4      0.38        66    0.1   0.0   123   192   163   233   150   254 0.67 WD repeat-containing protein 16, putative [Plasmodium vivax]
SCO73910.1           -            720 4853at5820           -            513      0.22    8.3  45.1   3   4    0.0055      0.95    6.2   4.0   337   461   277   398   270   420 0.77 WD repeat-containing protein 16, putative [Plasmodium vivax]
SCO73910.1           -            720 4853at5820           -            513      0.22    8.3  45.1   4   4   0.00013     0.023   11.5  25.0   126   463   339   706   338   718 0.69 WD repeat-containing protein 16, putative [Plasmodium vivax]
SCO70909.1           -            644 4853at5820           -            513       1.3    5.7   7.9   1   1   0.00018     0.031   11.1   0.1   415   473   331   387   316   408 0.77 U3 small nucleolar RNA-associated protein 7, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/4853at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/4853at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/4853at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:48:17 2026
# [ok]
