#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO73700.1           -            153 14675at5820          -            104   3.5e-60  199.4   4.5   1   2       1.3   2.9e+02    0.5   0.5     1     9     1     9     1    59 0.74 RNA and export factor binding protein, putative [Plasmodium vivax]
SCO75006.1           -           1020 14675at5820          -            104   0.00011   21.1   1.6   1   4   4.9e-07   0.00011   21.1   1.6    22    96    21    95     3   101 0.89 RNA-binding protein, putative [Plasmodium vivax]
SCO75006.1           -           1020 14675at5820          -            104   0.00011   21.1   1.6   2   4    0.0011      0.26   10.3   0.3     3    79   310   384   308   393 0.83 RNA-binding protein, putative [Plasmodium vivax]
SCO75006.1           -           1020 14675at5820          -            104   0.00011   21.1   1.6   3   4         5   1.1e+03   -1.4   0.9    40    65   524   549   503   611 0.54 RNA-binding protein, putative [Plasmodium vivax]
SCO75006.1           -           1020 14675at5820          -            104   0.00011   21.1   1.6   4   4       5.2   1.2e+03   -1.5   0.6     5    28   819   842   814   848 0.83 RNA-binding protein, putative [Plasmodium vivax]
SCO72166.1           -            318 14675at5820          -            104   0.00024   20.0   0.3   1   2   1.1e-06   0.00024   20.0   0.3    13    90    87   165    75   169 0.87 RNA-binding protein, putative [Plasmodium vivax]
SCO72166.1           -            318 14675at5820          -            104   0.00024   20.0   0.3   2   2       3.3   7.5e+02   -0.9   0.7     2    21   281   300   280   309 0.81 RNA-binding protein, putative [Plasmodium vivax]
SCO72795.1           -            156 14675at5820          -            104    0.0006   18.7   0.5   1   1     4e-06    0.0009   18.2   0.5    15    86     7    85     2   105 0.76 RNA-binding protein s1, putative [Plasmodium vivax]
SCO71571.1           -            497 14675at5820          -            104   0.00075   18.4   0.0   1   1   3.3e-06   0.00075   18.4   0.0    11    76   336   402   326   417 0.86 large subunit rRNA processing RRM protein, putative [Plasmodium vivax]
SCO75608.1           -            499 14675at5820          -            104   0.00076   18.4   0.1   1   2         4     9e+02   -1.1   0.0    11    44    15    48    12    70 0.72 clustered-asparagine-rich protein, putative [Plasmodium vivax]
SCO75608.1           -            499 14675at5820          -            104   0.00076   18.4   0.1   2   2     2e-05    0.0045   15.9   0.0    27    86   431   490   417   496 0.87 clustered-asparagine-rich protein, putative [Plasmodium vivax]
SCO73179.1           -            316 14675at5820          -            104    0.0012   17.7   0.1   1   2    0.0012      0.26   10.3   0.0    47    88    41    82     4    95 0.67 serine/arginine-rich splicing factor 1, putative [Plasmodium vivax]
SCO73179.1           -            316 14675at5820          -            104    0.0012   17.7   0.1   2   2     0.062        14    4.7   0.0    52    90   144   185   135   195 0.73 serine/arginine-rich splicing factor 1, putative [Plasmodium vivax]
SCO71267.1           -            292 14675at5820          -            104    0.0025   16.8   0.0   1   2       7.8   1.8e+03   -2.0   0.0    53    74    48    69    12    92 0.73 RNA-binding protein, putative [Plasmodium vivax]
SCO71267.1           -            292 14675at5820          -            104    0.0025   16.8   0.0   2   2   3.1e-05    0.0069   15.3   0.0    26    88   169   231   156   240 0.88 RNA-binding protein, putative [Plasmodium vivax]
SCO71382.1           -            480 14675at5820          -            104    0.0031   16.5   0.0   1   1   3.7e-05    0.0082   15.1   0.0    13    85   406   478   397   480 0.93 RNA-binding protein, putative [Plasmodium vivax]
SCO74171.1           -           1033 14675at5820          -            104    0.0049   15.8   0.1   1   2     0.031       6.9    5.7   0.1     9    83   639   714   629   732 0.75 splicing factor 1, putative [Plasmodium vivax]
SCO74171.1           -           1033 14675at5820          -            104    0.0049   15.8   0.1   2   2    0.0093       2.1    7.4   0.0    23    94   755   827   752   837 0.88 splicing factor 1, putative [Plasmodium vivax]
SCO72875.1           -           1832 14675at5820          -            104    0.0068   15.3   0.0   1   1   0.00018     0.041   12.8   0.0    17    77  1023  1083  1017  1107 0.82 RNA-binding protein, putative [Plasmodium vivax]
SCO75286.1           -            124 14675at5820          -            104     0.014   14.3   0.5   1   1   8.2e-05     0.018   14.0   0.5    16    91    12    88     4    97 0.84 RNA-binding protein, putative [Plasmodium vivax]
SCO72051.1           -            287 14675at5820          -            104      0.02   13.9   3.3   1   2      0.38        85    2.2   0.3    52    86    81   115    33   130 0.71 RNA-binding protein, putative [Plasmodium vivax]
SCO72051.1           -            287 14675at5820          -            104      0.02   13.9   3.3   2   2    0.0003     0.068   12.1   0.2    10    82   208   280   201   284 0.90 RNA-binding protein, putative [Plasmodium vivax]
SCO74652.1           -            182 14675at5820          -            104     0.022   13.7   0.2   1   1   0.00015     0.033   13.1   0.2    15    98    86   172    66   176 0.79 RNA-binding protein, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/14675at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/14675at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/14675at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:35:55 2026
# [ok]
