#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO75103.1           -           1608 1667at5820           -           1065         0 1935.2 147.4   1   6   5.8e-16   5.2e-13   46.4   7.8     1    50    29    79    29    87 0.95 DEAD/DEAH box ATP-dependent RNA helicase, putative [Plasmodium vivax]
SCO75563.1           -           1081 1667at5820           -           1065   2.8e-49  166.4   5.8   2   3   3.2e-52   2.8e-49  166.4   5.8   139   545   373   776   357   838 0.80 pre-mRNA-splicing factor ATP-dependent RNA helicase PRP2, putative [Plasmodium vivax]
SCO75563.1           -           1081 1667at5820           -           1065   2.8e-49  166.4   5.8   3   3      0.86   7.8e+02   -3.9   1.6   717   718   997   998   947  1062 0.38 pre-mRNA-splicing factor ATP-dependent RNA helicase PRP2, putative [Plasmodium vivax]
SCO71286.1           -            824 1667at5820           -           1065   2.1e-48  163.6   8.6   1   4   2.2e-09   1.9e-06   24.6   0.0   157   200     3    46     1    52 0.93 ATP-dependent RNA helicase prh1, putative [Plasmodium vivax]
SCO71286.1           -            824 1667at5820           -           1065   2.1e-48  163.6   8.6   2   4   1.5e-23   1.4e-20   71.5   0.3   209   374    77   231    70   236 0.85 ATP-dependent RNA helicase prh1, putative [Plasmodium vivax]
SCO71286.1           -            824 1667at5820           -           1065   2.1e-48  163.6   8.6   3   4   8.1e-23   7.3e-20   69.1   1.0   454   545   359   450   269   540 0.76 ATP-dependent RNA helicase prh1, putative [Plasmodium vivax]
SCO71286.1           -            824 1667at5820           -           1065   2.1e-48  163.6   8.6   4   4      0.41   3.7e+02   -2.8   0.1   868   907   747   786   736   788 0.83 ATP-dependent RNA helicase prh1, putative [Plasmodium vivax]
SCO72407.1           -           2105 1667at5820           -           1065   1.9e-30  104.1  17.1   1   2   1.8e-24   1.6e-21   74.5   6.7   155   334   422   598   407   627 0.82 DEAD box helicase, putative [Plasmodium vivax]
SCO72407.1           -           2105 1667at5820           -           1065   1.9e-30  104.1  17.1   2   2   2.1e-12   1.9e-09   34.6   2.7   461   572   782   893   772   910 0.79 DEAD box helicase, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1667at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1667at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1667at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:35:15 2026
# [ok]
