#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO74252.1           -           6395 17at5820             -           4792         0 9054.9 781.0   1  13         0         0 2378.6 212.7     1  1268     4  1330     4  1339 0.97 dynein beta chain, putative [Plasmodium vivax]
SCO71602.1           -           5238 17at5820             -           4792  2.3e-166  553.5 280.5   8  10   6.8e-43   7.1e-40  133.6  49.2  3310  3794  3550  4039  3516  4069 0.92 dynein heavy chain, putative [Plasmodium vivax]
SCO71602.1           -           5238 17at5820             -           4792  2.3e-166  553.5 280.5   9  10   6.6e-11     7e-08   27.4  12.4  3859  4006  4229  4377  4213  4384 0.84 dynein heavy chain, putative [Plasmodium vivax]
SCO71602.1           -           5238 17at5820             -           4792  2.3e-166  553.5 280.5  10  10   8.6e-61     9e-58  193.0  39.1  4055  4758  4477  5205  4463  5234 0.82 dynein heavy chain, putative [Plasmodium vivax]
SCO71807.1           -           5866 17at5820             -           4792  7.5e-162  538.5 245.1   1  11         6   6.3e+03  -14.5  10.4     9   151    15   156    13   169 0.62 dynein heavy chain, putative [Plasmodium vivax]
SCO71807.1           -           5866 17at5820             -           4792  7.5e-162  538.5 245.1   2  11    0.0026       2.7    2.2  20.1   157   325   244   418   225   429 0.68 dynein heavy chain, putative [Plasmodium vivax]
SCO71807.1           -           5866 17at5820             -           4792  7.5e-162  538.5 245.1   3  11         6   6.3e+03   -9.8  18.8   356   506   617   777   574   842 0.74 dynein heavy chain, putative [Plasmodium vivax]
SCO71807.1           -           5866 17at5820             -           4792  7.5e-162  538.5 245.1   4  11         6   6.3e+03  -39.3  43.9   611   855  1043  1286   978  1481 0.44 dynein heavy chain, putative [Plasmodium vivax]
SCO71807.1           -           5866 17at5820             -           4792  7.5e-162  538.5 245.1   5  11         6   6.3e+03  -37.1  48.4   958  1195  1600  1847  1556  1992 0.45 dynein heavy chain, putative [Plasmodium vivax]
SCO71807.1           -           5866 17at5820             -           4792  7.5e-162  538.5 245.1   6  11   3.9e-57   4.1e-54  180.8  62.3  1351  2139  2078  2857  2059  2865 0.81 dynein heavy chain, putative [Plasmodium vivax]
SCO71807.1           -           5866 17at5820             -           4792  7.5e-162  538.5 245.1   7  11   1.2e-26   1.3e-23   79.6   9.2  2211  2408  2868  3075  2856  3081 0.85 dynein heavy chain, putative [Plasmodium vivax]
SCO71807.1           -           5866 17at5820             -           4792  7.5e-162  538.5 245.1   8  11   3.5e-13   3.7e-10   34.9  15.1  2662  2955  3394  3694  3363  3706 0.75 dynein heavy chain, putative [Plasmodium vivax]
SCO71807.1           -           5866 17at5820             -           4792  7.5e-162  538.5 245.1   9  11   9.2e-56   9.6e-53  176.3  76.7  3311  4068  4137  4913  4021  4919 0.82 dynein heavy chain, putative [Plasmodium vivax]
SCO71807.1           -           5866 17at5820             -           4792  7.5e-162  538.5 245.1  10  11   1.5e-33   1.6e-30  102.6  30.4  4129  4548  5071  5494  5050  5511 0.85 dynein heavy chain, putative [Plasmodium vivax]
SCO71807.1           -           5866 17at5820             -           4792  7.5e-162  538.5 245.1  11  11   1.9e-18     2e-15   52.4  11.5  4551  4757  5608  5833  5601  5866 0.78 dynein heavy chain, putative [Plasmodium vivax]
SCO72715.1           -           5298 17at5820             -           4792    3e-140  466.8 313.8   1  11         6   6.3e+03  -11.0  21.3   736   881  1044  1192  1040  1209 0.86 dynein heavy chain, putative [Plasmodium vivax]
SCO72715.1           -           5298 17at5820             -           4792    3e-140  466.8 313.8   2  11   1.6e-09   1.7e-06   22.8  43.5  1294  1574  1204  1507  1182  1513 0.73 dynein heavy chain, putative [Plasmodium vivax]
SCO72715.1           -           5298 17at5820             -           4792    3e-140  466.8 313.8   3  11   2.1e-43   2.2e-40  135.2  23.1  1601  2071  1590  2074  1575  2089 0.82 dynein heavy chain, putative [Plasmodium vivax]
SCO72715.1           -           5298 17at5820             -           4792    3e-140  466.8 313.8   4  11   6.2e-18   6.5e-15   50.7  13.6  2193  2457  2169  2436  2144  2446 0.76 dynein heavy chain, putative [Plasmodium vivax]
SCO72715.1           -           5298 17at5820             -           4792    3e-140  466.8 313.8   5  11   1.8e-29   1.8e-26   89.0  29.3  2639  2994  2459  2805  2456  2805 0.89 dynein heavy chain, putative [Plasmodium vivax]
SCO72715.1           -           5298 17at5820             -           4792    3e-140  466.8 313.8   6  11   7.4e-09   7.7e-06   20.6  25.5  3017  3240  2786  3005  2776  3017 0.82 dynein heavy chain, putative [Plasmodium vivax]
SCO72715.1           -           5298 17at5820             -           4792    3e-140  466.8 313.8   7  11     8e-14   8.4e-11   37.1  31.5  3322  3698  3114  3508  3106  3515 0.81 dynein heavy chain, putative [Plasmodium vivax]
SCO72715.1           -           5298 17at5820             -           4792    3e-140  466.8 313.8   8  11   4.9e-12   5.1e-09   31.1  31.2  3718  4011  3610  3887  3581  3893 0.80 dynein heavy chain, putative [Plasmodium vivax]
SCO72715.1           -           5298 17at5820             -           4792    3e-140  466.8 313.8   9  11   1.1e-13   1.1e-10   36.7   8.6  4019  4229  4305  4507  4292  4514 0.80 dynein heavy chain, putative [Plasmodium vivax]
SCO72715.1           -           5298 17at5820             -           4792    3e-140  466.8 313.8  10  11   1.2e-13   1.2e-10   36.5   8.2  4246  4443  4568  4761  4552  4769 0.80 dynein heavy chain, putative [Plasmodium vivax]
SCO72715.1           -           5298 17at5820             -           4792    3e-140  466.8 313.8  11  11   3.5e-26   3.7e-23   78.1   5.6  4522  4791  4998  5297  4988  5298 0.81 dynein heavy chain, putative [Plasmodium vivax]
SCO70700.1           -           5031 17at5820             -           4792    5e-123  409.6 153.0   1   7         6   6.3e+03  -28.8  39.0   148   777   295   940   234   971 0.65 dynein heavy chain, putative [Plasmodium vivax]
SCO70700.1           -           5031 17at5820             -           4792    5e-123  409.6 153.0   2   7   6.9e-55   7.2e-52  173.4  25.1  1299  2026  1450  2175  1402  2181 0.82 dynein heavy chain, putative [Plasmodium vivax]
SCO70700.1           -           5031 17at5820             -           4792    5e-123  409.6 153.0   3   7   1.1e-06    0.0012   13.3   0.0  2037  2147  2229  2336  2224  2343 0.86 dynein heavy chain, putative [Plasmodium vivax]
SCO70700.1           -           5031 17at5820             -           4792    5e-123  409.6 153.0   4   7   3.1e-16   3.3e-13   45.1   0.0  2217  2327  2346  2461  2340  2479 0.86 dynein heavy chain, putative [Plasmodium vivax]
SCO70700.1           -           5031 17at5820             -           4792    5e-123  409.6 153.0   5   7     7e-05     0.073    7.4   0.1  2812  2935  2899  3021  2723  3027 0.76 dynein heavy chain, putative [Plasmodium vivax]
SCO70700.1           -           5031 17at5820             -           4792    5e-123  409.6 153.0   6   7   6.9e-50   7.2e-47  156.8  53.0  3019  4007  3051  4003  3036  4022 0.84 dynein heavy chain, putative [Plasmodium vivax]
SCO70700.1           -           5031 17at5820             -           4792    5e-123  409.6 153.0   7   7   3.8e-20     4e-17   58.1   2.9  4156  4472  4220  4552  4213  4589 0.77 dynein heavy chain, putative [Plasmodium vivax]
SCO70863.1           -           5196 17at5820             -           4792   2.6e-56  188.1 214.6   1  11         6   6.3e+03  -70.7 174.3   717  1640   347  1263   324  1292 0.63 dynein heavy chain, putative [Plasmodium vivax]
SCO70863.1           -           5196 17at5820             -           4792   2.6e-56  188.1 214.6   2  11   0.00055      0.57    4.4  14.1  1647  1750  1351  1447  1343  1451 0.86 dynein heavy chain, putative [Plasmodium vivax]
SCO70863.1           -           5196 17at5820             -           4792   2.6e-56  188.1 214.6   3  11   9.9e-18     1e-14   50.0  13.7  1783  1902  1451  1570  1447  1578 0.96 dynein heavy chain, putative [Plasmodium vivax]
SCO70863.1           -           5196 17at5820             -           4792   2.6e-56  188.1 214.6   4  11   9.6e-13     1e-09   33.5  17.1  1926  2070  1649  1802  1645  1811 0.82 dynein heavy chain, putative [Plasmodium vivax]
SCO70863.1           -           5196 17at5820             -           4792   2.6e-56  188.1 214.6   5  11   1.2e-06    0.0012   13.3   9.6  2201  2341  2032  2169  1960  2195 0.85 dynein heavy chain, putative [Plasmodium vivax]
SCO70863.1           -           5196 17at5820             -           4792   2.6e-56  188.1 214.6   6  11    0.0012       1.2    3.3  46.7  2639  2938  2618  2924  2585  2959 0.78 dynein heavy chain, putative [Plasmodium vivax]
SCO70863.1           -           5196 17at5820             -           4792   2.6e-56  188.1 214.6   7  11   2.3e-09   2.4e-06   22.3  26.6  3037  3242  2976  3176  2927  3185 0.80 dynein heavy chain, putative [Plasmodium vivax]
SCO70863.1           -           5196 17at5820             -           4792   2.6e-56  188.1 214.6   8  11   1.1e-29   1.2e-26   89.7  53.6  3307  3785  3283  3779  3276  3798 0.86 dynein heavy chain, putative [Plasmodium vivax]
SCO70863.1           -           5196 17at5820             -           4792   2.6e-56  188.1 214.6   9  11   7.7e-10     8e-07   23.8  29.6  3859  4072  3954  4172  3930  4198 0.75 dynein heavy chain, putative [Plasmodium vivax]
SCO70863.1           -           5196 17at5820             -           4792   2.6e-56  188.1 214.6  10  11   8.2e-08   8.6e-05   17.1  18.2  4108  4339  4374  4604  4367  4610 0.82 dynein heavy chain, putative [Plasmodium vivax]
SCO70863.1           -           5196 17at5820             -           4792   2.6e-56  188.1 214.6  11  11   1.5e-19   1.6e-16   56.1  34.0  4348  4738  4719  5101  4707  5108 0.85 dynein heavy chain, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/17at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/17at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/17at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:36:09 2026
# [ok]
