#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO73773.1           -           1215 3276at5820           -            743  4.9e-295  979.1  51.4   1   8   3.6e-35   2.8e-32  110.3   0.5     1    74    71   144    71   150 0.98 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO75462.1           -            839 3276at5820           -            743   8.8e-13   45.9  46.6   4   4   1.1e-08   8.5e-06   22.8  13.2   166   279   379   489   370   506 0.89 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO70365.1           -            643 3276at5820           -            743   1.3e-12   45.3  19.6   1   3   1.2e-07   9.2e-05   19.4   0.2    20   111   158   240   146   253 0.80 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO70365.1           -            643 3276at5820           -            743   1.3e-12   45.3  19.6   2   3   3.2e-06    0.0025   14.6   0.4   342   402   252   312   240   320 0.68 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO70365.1           -            643 3276at5820           -            743   1.3e-12   45.3  19.6   3   3   2.4e-06    0.0019   15.0   8.0   336   509   320   490   318   515 0.81 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74715.1           -            857 3276at5820           -            743     3e-07   27.6   5.9   1   5      0.67   5.3e+02   -3.0   0.1   449   480   200   231   198   246 0.71 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74715.1           -            857 3276at5820           -            743     3e-07   27.6   5.9   2   5     0.021        16    2.0   2.7   334   392   277   340   268   359 0.79 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74715.1           -            857 3276at5820           -            743     3e-07   27.6   5.9   3   5      0.85   6.7e+02   -3.3   4.3    60   120   569   631   518   652 0.49 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74715.1           -            857 3276at5820           -            743     3e-07   27.6   5.9   4   5      0.33   2.6e+02   -1.9   5.2   313   388   639   716   633   738 0.75 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74715.1           -            857 3276at5820           -            743     3e-07   27.6   5.9   5   5   3.8e-10     3e-07   27.6   5.9   342   409   774   841   752   847 0.91 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71909.1           -            719 3276at5820           -            743   0.00019   18.4   2.5   1   4   2.4e-07   0.00019   18.4   2.5   331   408    70   148    60   190 0.87 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71909.1           -            719 3276at5820           -            743   0.00019   18.4   2.5   2   4     0.012       9.3    2.8   0.1   166   193   386   413   379   434 0.74 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71909.1           -            719 3276at5820           -            743   0.00019   18.4   2.5   3   4     0.073        57    0.2   0.0   452   500   432   480   417   488 0.79 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71909.1           -            719 3276at5820           -            743   0.00019   18.4   2.5   4   4     0.011       8.8    2.9   3.9   441   530   526   616   523   633 0.85 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74089.1           -           1043 3276at5820           -            743    0.0081   13.0   3.9   1   4      0.17   1.4e+02   -1.0   0.2   471   525    89   145    82   160 0.79 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74089.1           -           1043 3276at5820           -            743    0.0081   13.0   3.9   2   4     0.091        72   -0.1   0.0    79   114   145   180   124   184 0.83 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74089.1           -           1043 3276at5820           -            743    0.0081   13.0   3.9   3   4   0.00029      0.23    8.2   0.0   344   392   267   316   248   325 0.86 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO74089.1           -           1043 3276at5820           -            743    0.0081   13.0   3.9   4   4      0.01       8.2    3.0   0.2   210   286   448   524   432   531 0.81 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71548.1           -            950 3276at5820           -            743     0.012   12.3   1.8   1   3   0.00087      0.69    6.6   0.0    34    63    87   117    71   143 0.75 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71548.1           -            950 3276at5820           -            743     0.012   12.3   1.8   2   3     0.079        62    0.1   0.1    24    51   200   227   184   241 0.65 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71548.1           -            950 3276at5820           -            743     0.012   12.3   1.8   3   3     0.012       9.4    2.8   0.1   343   390   295   342   283   376 0.72 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71559.1           -            719 3276at5820           -            743       0.9    6.2   8.0   1   3      0.38     3e+02   -2.1   0.1   358   407   140   189   131   193 0.88 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71559.1           -            719 3276at5820           -            743       0.9    6.2   8.0   2   3   0.00011     0.088    9.5   0.6    77   133   261   316   233   352 0.76 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71559.1           -            719 3276at5820           -            743       0.9    6.2   8.0   3   3     0.061        48    0.5   0.3   427   479   503   552   445   592 0.64 conserved Plasmodium protein, unknown function [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3276at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/3276at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3276at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:38:11 2026
# [ok]
