#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO75496.1           -            110 14892at5820          -             86   7.8e-60  197.7   1.7   1   1   4.3e-62   9.2e-60  197.5   1.7     1    86    20   105    20   105 0.99 splicing factor 3B subunit 6, putative [Plasmodium vivax]
SCO73492.1           -            513 14892at5820          -             86   2.8e-08   32.5   0.0   1   3     0.016       3.5    6.6   0.0     3    53    96   149    94   155 0.83 CUGBP Elav-like family member 1, putative [Plasmodium vivax]
SCO73492.1           -            513 14892at5820          -             86   2.8e-08   32.5   0.0   2   3   0.00017     0.036   12.9   0.0     2    56   194   251   193   278 0.77 CUGBP Elav-like family member 1, putative [Plasmodium vivax]
SCO73492.1           -            513 14892at5820          -             86   2.8e-08   32.5   0.0   3   3    0.0027       0.6    9.0   0.0    22    65   402   445   379   462 0.70 CUGBP Elav-like family member 1, putative [Plasmodium vivax]
SCO75286.1           -            124 14892at5820          -             86   6.4e-08   31.4   1.4   1   1   4.5e-10   9.7e-08   30.8   1.4     6    77    19    93    15   111 0.83 RNA-binding protein, putative [Plasmodium vivax]
SCO71595.1           -            544 14892at5820          -             86   2.2e-07   29.7   2.6   1   2   1.2e-08   2.7e-06   26.2   1.1     1    74    19    95    19   104 0.85 serine/arginine-rich splicing factor 4, putative [Plasmodium vivax]
SCO71595.1           -            544 14892at5820          -             86   2.2e-07   29.7   2.6   2   2      0.41        89    2.1   0.0    30    51   164   185   126   194 0.86 serine/arginine-rich splicing factor 4, putative [Plasmodium vivax]
SCO75145.1           -            505 14892at5820          -             86   4.9e-07   28.6   0.7   1   2     3e-08   6.4e-06   25.0   0.1     9    69   245   305   233   324 0.84 U1 small nuclear ribonucleoprotein A, putative [Plasmodium vivax]
SCO75145.1           -            505 14892at5820          -             86   4.9e-07   28.6   0.7   2   2      0.59   1.3e+02    1.6   0.0    32    67   467   502   439   504 0.79 U1 small nuclear ribonucleoprotein A, putative [Plasmodium vivax]
SCO75608.1           -            499 14892at5820          -             86   2.2e-05   23.2   0.1   1   2       5.3   1.2e+03   -1.5   0.0     1    44    22    66    22    70 0.65 clustered-asparagine-rich protein, putative [Plasmodium vivax]
SCO75608.1           -            499 14892at5820          -             86   2.2e-05   23.2   0.1   2   2   4.6e-07   9.9e-05   21.2   0.0    10    66   431   489   422   498 0.85 clustered-asparagine-rich protein, putative [Plasmodium vivax]
SCO73700.1           -            153 14892at5820          -             86   8.3e-05   21.4   0.5   1   1   7.3e-07   0.00016   20.5   0.3     1    61    67   129    67   147 0.89 RNA and export factor binding protein, putative [Plasmodium vivax]
SCO72090.1           -            725 14892at5820          -             86   0.00011   21.0   0.0   1   1   1.1e-06   0.00023   20.0   0.0     1    66    13    81    13    91 0.86 mRNA processing protein, putative [Plasmodium vivax]
SCO73790.1           -            754 14892at5820          -             86   0.00016   20.5   0.2   1   3    0.0053       1.2    8.1   0.0     1    58   416   473   416   493 0.88 polypyrimidine tract binding protein, putative [Plasmodium vivax]
SCO73790.1           -            754 14892at5820          -             86   0.00016   20.5   0.2   2   3       3.5   7.7e+02   -0.9   0.0     8    25   571   588   563   596 0.82 polypyrimidine tract binding protein, putative [Plasmodium vivax]
SCO73790.1           -            754 14892at5820          -             86   0.00016   20.5   0.2   3   3    0.0076       1.6    7.6   0.0     5    67   685   749   681   752 0.80 polypyrimidine tract binding protein, putative [Plasmodium vivax]
SCO72166.1           -            318 14892at5820          -             86   0.00018   20.4   0.0   1   1   1.7e-06   0.00036   19.4   0.0     1    65    92   159    92   167 0.86 RNA-binding protein, putative [Plasmodium vivax]
SCO72795.1           -            156 14892at5820          -             86   0.00018   20.3   0.2   1   1   1.2e-06   0.00026   19.8   0.2     1    77    10    95    10   107 0.78 RNA-binding protein s1, putative [Plasmodium vivax]
SCO74870.1           -            475 14892at5820          -             86   0.00053   18.8   0.3   1   2       2.3   5.1e+02   -0.3   0.0     3    49    28    77    26    91 0.68 splicing factor 3B subunit 4, putative [Plasmodium vivax]
SCO74870.1           -            475 14892at5820          -             86   0.00053   18.8   0.3   2   2   1.5e-05    0.0033   16.3   0.1     5    62   117   176   113   193 0.75 splicing factor 3B subunit 4, putative [Plasmodium vivax]
SCO75004.1           -            119 14892at5820          -             86   0.00098   18.0   0.1   1   1   4.5e-06   0.00098   18.0   0.1     9    58    49   101    41   118 0.81 RNA-binding protein, putative [Plasmodium vivax]
SCO72111.1           -            192 14892at5820          -             86    0.0011   17.8   0.0   1   2   3.8e-05    0.0082   15.0   0.1     9    67    28    86    16   110 0.81 U2 small nuclear ribonucleoprotein B'', putative [Plasmodium vivax]
SCO72111.1           -            192 14892at5820          -             86    0.0011   17.8   0.0   2   2       1.2   2.6e+02    0.6   0.0     1    56   126   178   126   186 0.63 U2 small nuclear ribonucleoprotein B'', putative [Plasmodium vivax]
SCO71354.1           -            269 14892at5820          -             86    0.0012   17.7   0.4   1   2      0.81   1.8e+02    1.1   0.7    53    83    51    84    23    87 0.71 eukaryotic translation initiation factor 3 subunit G, putative [Plasmodium vivax]
SCO71354.1           -            269 14892at5820          -             86    0.0012   17.7   0.4   2   2    0.0001     0.022   13.6   0.0     1    55   194   251   194   267 0.81 eukaryotic translation initiation factor 3 subunit G, putative [Plasmodium vivax]
SCO72051.1           -            287 14892at5820          -             86    0.0054   15.6   0.6   1   2   0.00017     0.038   12.9   0.1    10    68    60   116    52   135 0.81 RNA-binding protein, putative [Plasmodium vivax]
SCO72051.1           -            287 14892at5820          -             86    0.0054   15.6   0.6   2   2       1.4   3.1e+02    0.4   0.0     1    38   216   253   216   283 0.72 RNA-binding protein, putative [Plasmodium vivax]
SCO75424.1           -           1120 14892at5820          -             86    0.0066   15.3   0.0   1   2       4.4   9.6e+02   -1.2   0.1    33    82   918   968   900   973 0.77 RNA-binding protein, putative [Plasmodium vivax]
SCO75424.1           -           1120 14892at5820          -             86    0.0066   15.3   0.0   2   2     3e-05    0.0066   15.3   0.0     1    77   985  1063   985  1072 0.85 RNA-binding protein, putative [Plasmodium vivax]
SCO75038.1           -            661 14892at5820          -             86    0.0066   15.3   0.0   1   1   0.00013     0.028   13.3   0.0     1    64   172   241   172   255 0.76 U2 snRNP-associated SURP motif-containing protein, putative [Plasmodium vivax]
SCO74171.1           -           1033 14892at5820          -             86    0.0083   15.0   0.1   1   2      0.86   1.9e+02    1.0   0.0     2    47   649   695   648   719 0.56 splicing factor 1, putative [Plasmodium vivax]
SCO74171.1           -           1033 14892at5820          -             86    0.0083   15.0   0.1   2   2   0.00093       0.2   10.6   0.0     9    83   761   837   753   840 0.76 splicing factor 1, putative [Plasmodium vivax]
SCO73485.1           -            181 14892at5820          -             86     0.019   13.8   0.1   1   1   0.00016     0.035   13.0   0.1     1    66    56   124    56   148 0.78 RNA-binding protein, putative [Plasmodium vivax]
SCO72353.1           -            299 14892at5820          -             86     0.021   13.7   0.1   1   1   0.00027     0.058   12.3   0.1    13    66    54   110    42   127 0.80 RNA-binding protein, putative [Plasmodium vivax]
SCO71591.1           -           1539 14892at5820          -             86     0.026   13.4   0.0   1   1   0.00037     0.081   11.8   0.0     3    65   443   512   441   518 0.79 RNA-binding protein, putative [Plasmodium vivax]
SCO73179.1           -            316 14892at5820          -             86     0.027   13.4   0.0   1   1   0.00027     0.059   12.3   0.0     1    64    14    77    14    86 0.88 serine/arginine-rich splicing factor 1, putative [Plasmodium vivax]
SCO70922.1           -           1342 14892at5820          -             86     0.039   12.8   0.8   1   2       2.5   5.5e+02   -0.5   0.1     7    67   165   221   159   246 0.76 RNA-binding protein, putative [Plasmodium vivax]
SCO70922.1           -           1342 14892at5820          -             86     0.039   12.8   0.8   2   2    0.0012      0.25   10.2   0.1     7    70   911   971   907   987 0.85 RNA-binding protein, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/14892at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/14892at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/14892at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:36:22 2026
# [ok]
