#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO71426.1           -           5457 86at5820             -           2862         0 2989.6 214.0   1  34     4e-15   1.3e-11   40.5   0.3     1    47     3    49     3    55 0.95 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71426.1           -           5457 86at5820             -           2862         0 2989.6 214.0  12  34   2.2e-12   6.8e-09   31.5   0.0   576   642  1123  1201  1119  1204 0.82 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71426.1           -           5457 86at5820             -           2862         0 2989.6 214.0  13  34   1.5e-12   4.7e-09   32.0   0.0   642   691  1239  1293  1236  1299 0.85 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71426.1           -           5457 86at5820             -           2862         0 2989.6 214.0  14  34   4.9e-12   1.5e-08   30.3   0.1   683   742  1332  1406  1330  1410 0.82 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71426.1           -           5457 86at5820             -           2862         0 2989.6 214.0  15  34     7e-22   2.2e-18   63.0   0.0   762   833  1589  1661  1585  1671 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71426.1           -           5457 86at5820             -           2862         0 2989.6 214.0  16  34   6.6e-09   2.1e-05   19.9   0.5   854   920  1798  1880  1781  1888 0.70 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71426.1           -           5457 86at5820             -           2862         0 2989.6 214.0  17  34   3.2e-09     1e-05   21.0   0.0   920   962  1986  2038  1981  2044 0.79 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71426.1           -           5457 86at5820             -           2862         0 2989.6 214.0  18  34   6.3e-28     2e-24   83.0   3.3   962  1051  2188  2296  2185  2302 0.87 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71426.1           -           5457 86at5820             -           2862         0 2989.6 214.0  19  34   2.6e-25     8e-22   74.4   0.1  1050  1144  2496  2614  2491  2636 0.83 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71426.1           -           5457 86at5820             -           2862         0 2989.6 214.0  20  34   7.5e-23   2.4e-19   66.2   0.0  1155  1262  2807  2954  2801  2963 0.76 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71426.1           -           5457 86at5820             -           2862         0 2989.6 214.0  21  34  2.7e-105  8.5e-102  339.7  12.3  1261  1532  3085  3403  3072  3409 0.89 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71426.1           -           5457 86at5820             -           2862         0 2989.6 214.0  22  34   1.1e-20   3.5e-17   59.0   0.4  1532  1577  3436  3481  3433  3487 0.95 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71426.1           -           5457 86at5820             -           2862         0 2989.6 214.0  23  34     1e-42   3.2e-39  132.1   8.3  1571  1666  3503  3599  3499  3604 0.94 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71426.1           -           5457 86at5820             -           2862         0 2989.6 214.0  24  34   7.7e-58   2.4e-54  182.3   4.0  1663  1767  3649  3753  3646  3755 0.97 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71426.1           -           5457 86at5820             -           2862         0 2989.6 214.0  25  34   1.5e-16   4.7e-13   45.3   0.2  1773  1830  3851  3908  3811  3918 0.82 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71426.1           -           5457 86at5820             -           2862         0 2989.6 214.0  26  34   1.5e-63   4.8e-60  201.2   0.3  1830  1990  3943  4144  3938  4149 0.84 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71426.1           -           5457 86at5820             -           2862         0 2989.6 214.0  27  34   1.3e-35   4.1e-32  108.5   0.6  1986  2078  4176  4276  4169  4283 0.87 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71426.1           -           5457 86at5820             -           2862         0 2989.6 214.0  28  34   4.2e-99   1.3e-95  319.2  13.6  2078  2289  4316  4537  4313  4544 0.95 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71426.1           -           5457 86at5820             -           2862         0 2989.6 214.0  29  34   2.4e-36   7.7e-33  110.9   0.0  2285  2374  4559  4651  4555  4665 0.87 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71426.1           -           5457 86at5820             -           2862         0 2989.6 214.0  30  34   3.9e-63   1.2e-59  199.9   8.2  2372  2506  4748  4892  4744  4911 0.91 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71426.1           -           5457 86at5820             -           2862         0 2989.6 214.0  31  34   1.4e-10   4.3e-07   25.5   0.3  2500  2533  4932  4965  4926  4969 0.89 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71426.1           -           5457 86at5820             -           2862         0 2989.6 214.0  32  34   3.6e-32   1.1e-28   97.1   0.0  2533  2609  5001  5079  4996  5084 0.90 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71426.1           -           5457 86at5820             -           2862         0 2989.6 214.0  33  34  5.6e-108  1.8e-104  348.6  24.9  2612  2823  5112  5341  5101  5350 0.92 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71426.1           -           5457 86at5820             -           2862         0 2989.6 214.0  34  34   4.4e-11   1.4e-07   27.1   2.4  2829  2862  5424  5457  5419  5457 0.92 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCA60683.1           -            154 86at5820             -           2862   7.5e-23   77.8   0.1   1   2   4.5e-17   1.4e-13   47.0   0.3     1    47     3    49     3    55 0.95 hypothetical protein PVC01_000102200, partial [Plasmodium vivax]
SCA60683.1           -            154 86at5820             -           2862   7.5e-23   77.8   0.1   2   2   1.5e-11   4.7e-08   28.7   0.0    48    84    80   117    74   121 0.90 hypothetical protein PVC01_000102200, partial [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/86at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/86at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/86at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 19:06:58 2026
# [ok]
