#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO74818.1           -            148 13254at5820          -            127   2.7e-61  203.7  13.2   1   1   2.5e-63   2.3e-60  200.7  13.2     1   127     6   148     6   148 0.93 MORN repeat protein, putative [Plasmodium vivax]
SCO72783.1           -           1002 13254at5820          -            127      0.31    9.5  25.2   3   5      0.29   2.6e+02    0.1   3.2     8    42   218   237   196   259 0.49 phosphatidylinositol-4-phosphate 5-kinase, putative [Plasmodium vivax]
SCO72783.1           -           1002 13254at5820          -            127      0.31    9.5  25.2   4   5    0.0024       2.2    6.8   0.8     4    34   260   290   256   303 0.85 phosphatidylinositol-4-phosphate 5-kinase, putative [Plasmodium vivax]
SCO72783.1           -           1002 13254at5820          -            127      0.31    9.5  25.2   5   5   0.00014      0.12   10.8   0.8     4    34   330   360   326   403 0.85 phosphatidylinositol-4-phosphate 5-kinase, putative [Plasmodium vivax]
SCO71141.1           -            191 13254at5820          -            127      0.37    9.3  17.5   1   2    0.0079       7.1    5.1   0.3     4    33    33    62    30    63 0.86 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO71141.1           -            191 13254at5820          -            127      0.37    9.3  17.5   2   2     0.029        26    3.3  13.8     5    55    57   117    52   169 0.80 conserved Plasmodium protein, unknown function [Plasmodium vivax]
SCO72016.1           -           1177 13254at5820          -            127       2.9    6.4  11.0   1   1     0.018        16    4.0  11.0    13    60    39    90    34   164 0.71 protein kinase, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/13254at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/13254at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/13254at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:31:50 2026
# [ok]
