#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO74680.1           -           1010 5114at5820           -            599  5.7e-238  790.0  86.0   1   6  1.1e-131    7e-129  429.7  30.1     1   205     1   210     1   227 0.93 zinc finger protein, putative [Plasmodium vivax]
SCO73100.1           -            964 5114at5820           -            599   9.5e-19   66.0  22.0   1   4   1.5e-21   9.5e-19   66.0  22.0     1   128     2   131     2   222 0.70 zinc finger protein, putative [Plasmodium vivax]
SCO73100.1           -            964 5114at5820           -            599   9.5e-19   66.0  22.0   2   4        10   6.3e+03  -38.2  52.9   295   446   230   385   194   530 0.51 zinc finger protein, putative [Plasmodium vivax]
SCO73100.1           -            964 5114at5820           -            599   9.5e-19   66.0  22.0   3   4        10   6.3e+03   -9.0  24.1   330   519   605   798   590   853 0.45 zinc finger protein, putative [Plasmodium vivax]
SCO73100.1           -            964 5114at5820           -            599   9.5e-19   66.0  22.0   4   4     0.069        43    1.1   4.2   498   561   873   943   862   961 0.69 zinc finger protein, putative [Plasmodium vivax]
SCO71821.1           -            839 5114at5820           -            599   3.1e-18   64.3  19.3   1   5     5e-21   3.1e-18   64.3  19.3    23   150    49   175    24   192 0.83 zinc finger protein, putative [Plasmodium vivax]
SCO71821.1           -            839 5114at5820           -            599   3.1e-18   64.3  19.3   2   5      0.23   1.4e+02   -0.6   3.4   473   544   166   239   154   258 0.67 zinc finger protein, putative [Plasmodium vivax]
SCO71821.1           -            839 5114at5820           -            599   3.1e-18   64.3  19.3   3   5        10   6.3e+03  -13.9  16.5   494   590   392   494   301   502 0.57 zinc finger protein, putative [Plasmodium vivax]
SCO71821.1           -            839 5114at5820           -            599   3.1e-18   64.3  19.3   4   5        10   6.3e+03  -11.8   9.3   535   553   639   656   589   703 0.53 zinc finger protein, putative [Plasmodium vivax]
SCO71821.1           -            839 5114at5820           -            599   3.1e-18   64.3  19.3   5   5      0.22   1.4e+02   -0.6   4.1   326   393   767   835   716   837 0.79 zinc finger protein, putative [Plasmodium vivax]
SCO73122.1           -           1940 5114at5820           -            599   2.1e-17   61.6  23.5   1   6        10   6.3e+03   -6.7   9.1   341   565    17   108     5   130 0.42 zinc finger protein, putative [Plasmodium vivax]
SCO73122.1           -           1940 5114at5820           -            599   2.1e-17   61.6  23.5   2   6   3.3e-20   2.1e-17   61.6  23.5    12   134   373   495   359   515 0.81 zinc finger protein, putative [Plasmodium vivax]
SCO73122.1           -           1940 5114at5820           -            599   2.1e-17   61.6  23.5   3   6       1.6   9.9e+02   -3.4   7.4   443   524   656   738   601   785 0.77 zinc finger protein, putative [Plasmodium vivax]
SCO73122.1           -           1940 5114at5820           -            599   2.1e-17   61.6  23.5   4   6        10   6.3e+03   -9.9   7.6   467   486  1132  1151  1102  1237 0.50 zinc finger protein, putative [Plasmodium vivax]
SCO73122.1           -           1940 5114at5820           -            599   2.1e-17   61.6  23.5   5   6       4.1   2.6e+03   -4.8   2.8   397   463  1656  1727  1642  1746 0.48 zinc finger protein, putative [Plasmodium vivax]
SCO73122.1           -           1940 5114at5820           -            599   2.1e-17   61.6  23.5   6   6         2   1.3e+03   -3.8   1.6   382   461  1779  1860  1767  1872 0.54 zinc finger protein, putative [Plasmodium vivax]
SCO71563.1           -           1463 5114at5820           -            599   6.7e-17   59.9   7.7   1   1   1.6e-19     1e-16   59.3   7.7    37   129     8    94     1   109 0.90 zinc finger protein, putative [Plasmodium vivax]
SCO72831.1           -           2193 5114at5820           -            599   6.8e-17   59.9  12.0   1   4       4.6   2.9e+03   -5.0   4.5   403   462   189   250   153   318 0.62 zinc finger protein, putative [Plasmodium vivax]
SCO72831.1           -           2193 5114at5820           -            599   6.8e-17   59.9  12.0   2   4   1.1e-19   6.8e-17   59.9  12.0    20   156   484   622   480   641 0.82 zinc finger protein, putative [Plasmodium vivax]
SCO72831.1           -           2193 5114at5820           -            599   6.8e-17   59.9  12.0   3   4        10   6.3e+03  -10.2  10.6   494   589  1356  1460  1347  1470 0.71 zinc finger protein, putative [Plasmodium vivax]
SCO72831.1           -           2193 5114at5820           -            599   6.8e-17   59.9  12.0   4   4        10   6.3e+03   -7.2   3.1   334   354  1823  1843  1808  1874 0.44 zinc finger protein, putative [Plasmodium vivax]
SCO74826.1           -           1285 5114at5820           -            599   2.1e-09   35.2   4.3   1   1   5.2e-12   3.3e-09   34.5   4.3    56   138   181   262   178   271 0.83 zinc finger protein, putative [Plasmodium vivax]
SCO72029.1           -           1234 5114at5820           -            599   2.4e-08   31.7  19.8   1   3   8.6e-09   5.4e-06   23.9   0.7    98   127     3    32     1    35 0.94 zinc finger protein, putative [Plasmodium vivax]
SCO72029.1           -           1234 5114at5820           -            599   2.4e-08   31.7  19.8   2   3   1.5e-07   9.6e-05   19.8   1.5    23    95    36   106    33   110 0.89 zinc finger protein, putative [Plasmodium vivax]
SCO72029.1           -           1234 5114at5820           -            599   2.4e-08   31.7  19.8   3   3      0.49   3.1e+02   -1.7   3.4   334   563   343   417   324   440 0.46 zinc finger protein, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/5114at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/5114at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/5114at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:49:39 2026
# [ok]
