#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO75286.1           -            124 14208at5820          -            105   2.9e-67  222.3   5.0   1   1   2.3e-69   3.3e-67  222.1   5.0     1   105     7   111     7   111 0.99 RNA-binding protein, putative [Plasmodium vivax]
SCO72755.1           -           1054 14208at5820          -            105   2.9e-11   42.3   0.0   1   1   4.4e-13   6.3e-11   41.2   0.0    18    82    22    86    12    96 0.91 RNA-binding protein, putative [Plasmodium vivax]
SCO73318.1           -            328 14208at5820          -            105   1.1e-10   40.4   0.0   1   1   2.5e-12   3.6e-10   38.8   0.0    20    80    30    90    19   101 0.91 serine/arginine-rich splicing factor 12, putative [Plasmodium vivax]
SCO72166.1           -            318 14208at5820          -            105   1.3e-10   40.2   0.1   1   1   1.8e-12   2.5e-10   39.3   0.1     3    82    87   166    85   188 0.92 RNA-binding protein, putative [Plasmodium vivax]
SCO74967.1           -            503 14208at5820          -            105   2.4e-10   39.4  23.5   1   5       5.4   7.7e+02   -0.9   1.0    60    75    19    35     4    66 0.54 CUGBP Elav-like family member 2, putative [Plasmodium vivax]
SCO74967.1           -            503 14208at5820          -            105   2.4e-10   39.4  23.5   2   5     0.063       8.9    5.4   0.1     4    61    84   141    82   151 0.86 CUGBP Elav-like family member 2, putative [Plasmodium vivax]
SCO74967.1           -            503 14208at5820          -            105   2.4e-10   39.4  23.5   3   5   2.8e-06    0.0004   19.3   0.9     4    89   182   269   179   282 0.86 CUGBP Elav-like family member 2, putative [Plasmodium vivax]
SCO74967.1           -            503 14208at5820          -            105   2.4e-10   39.4  23.5   4   5       7.8   1.1e+03   -1.4   0.5    57    86   271   300   264   336 0.67 CUGBP Elav-like family member 2, putative [Plasmodium vivax]
SCO74967.1           -            503 14208at5820          -            105   2.4e-10   39.4  23.5   5   5   1.6e-09   2.3e-07   29.8   0.2    15    80   407   472   394   487 0.85 CUGBP Elav-like family member 2, putative [Plasmodium vivax]
SCO75145.1           -            505 14208at5820          -            105   3.2e-10   38.9   4.8   1   2   7.3e-08     1e-05   24.4   0.8     2    82   227   308   226   323 0.84 U1 small nuclear ribonucleoprotein A, putative [Plasmodium vivax]
SCO75145.1           -            505 14208at5820          -            105   3.2e-10   38.9   4.8   2   2   7.3e-08     1e-05   24.4   0.2     2    79   433   504   432   505 0.87 U1 small nuclear ribonucleoprotein A, putative [Plasmodium vivax]
SCO71595.1           -            544 14208at5820          -            105   1.4e-09   36.9   5.8   1   2   3.7e-11   5.3e-09   35.0   0.1     3    82    14    93    12   101 0.92 serine/arginine-rich splicing factor 4, putative [Plasmodium vivax]
SCO71595.1           -            544 14208at5820          -            105   1.4e-09   36.9   5.8   2   2      0.18        26    3.9   0.1    40    95   143   200   115   210 0.64 serine/arginine-rich splicing factor 4, putative [Plasmodium vivax]
SCO75343.1           -           1075 14208at5820          -            105   3.8e-09   35.5   0.7   1   1   2.7e-11   3.8e-09   35.5   0.7     2    80   221   299   220   324 0.91 RNA-binding protein, putative [Plasmodium vivax]
SCO75496.1           -            110 14208at5820          -            105   4.5e-09   35.3   0.3   1   1   3.7e-11   5.2e-09   35.0   0.3     2    89    14    98    13   110 0.87 splicing factor 3B subunit 6, putative [Plasmodium vivax]
SCO75424.1           -           1120 14208at5820          -            105     1e-08   34.1  19.6   1   5         7     1e+03   -1.2   0.2    49    89    48    87    34    90 0.72 RNA-binding protein, putative [Plasmodium vivax]
SCO75424.1           -           1120 14208at5820          -            105     1e-08   34.1  19.6   2   5      0.82   1.2e+02    1.8   0.8    41    76    89   124    68   140 0.83 RNA-binding protein, putative [Plasmodium vivax]
SCO75424.1           -           1120 14208at5820          -            105     1e-08   34.1  19.6   3   5     0.024       3.4    6.7   0.4    40    84   497   541   472   550 0.84 RNA-binding protein, putative [Plasmodium vivax]
SCO75424.1           -           1120 14208at5820          -            105     1e-08   34.1  19.6   4   5     0.045       6.5    5.8   0.2    42    84   917   959   910   976 0.86 RNA-binding protein, putative [Plasmodium vivax]
SCO75424.1           -           1120 14208at5820          -            105     1e-08   34.1  19.6   5   5     2e-09   2.8e-07   29.5   0.3     4    78   981  1054   978  1071 0.88 RNA-binding protein, putative [Plasmodium vivax]
SCO72684.1           -            208 14208at5820          -            105   1.8e-08   33.3   1.6   1   1   2.4e-10   3.4e-08   32.4   1.6     4    83    10    88     7    94 0.94 alternative splicing factor ASF-1, putative [Plasmodium vivax]
SCO73790.1           -            754 14208at5820          -            105   1.9e-08   33.3   5.5   1   3      0.49        70    2.5   0.1     9    80   417   487   409   494 0.73 polypyrimidine tract binding protein, putative [Plasmodium vivax]
SCO73790.1           -            754 14208at5820          -            105   1.9e-08   33.3   5.5   2   3         1   1.5e+02    1.5   0.1    13    88   569   648   558   659 0.66 polypyrimidine tract binding protein, putative [Plasmodium vivax]
SCO73790.1           -            754 14208at5820          -            105   1.9e-08   33.3   5.5   3   3   1.3e-09   1.9e-07   30.0   0.2     1    81   674   753   674   754 0.89 polypyrimidine tract binding protein, putative [Plasmodium vivax]
SCO73567.1           -            670 14208at5820          -            105   2.5e-08   32.8   8.7   1   2   0.00012     0.017   14.1   1.1     2    79    23   107    22   117 0.66 RNA binding function, putative [Plasmodium vivax]
SCO73567.1           -            670 14208at5820          -            105   2.5e-08   32.8   8.7   2   2   4.5e-07   6.5e-05   21.9   1.3     4    83   133   213   130   235 0.92 RNA binding function, putative [Plasmodium vivax]
SCO72090.1           -            725 14208at5820          -            105   5.8e-08   31.7   0.1   1   1   7.7e-10   1.1e-07   30.8   0.1     4    79     9    84     6    93 0.93 mRNA processing protein, putative [Plasmodium vivax]
SCO75004.1           -            119 14208at5820          -            105   6.8e-08   31.5   0.3   1   1   6.7e-10   9.5e-08   31.0   0.3     3    79    36   112    34   119 0.90 RNA-binding protein, putative [Plasmodium vivax]
SCO71267.1           -            292 14208at5820          -            105   1.6e-07   30.3   0.1   1   2   0.00054     0.077   12.0   0.0     3    63     8    67     6   104 0.88 RNA-binding protein, putative [Plasmodium vivax]
SCO71267.1           -            292 14208at5820          -            105   1.6e-07   30.3   0.1   2   2   2.6e-05    0.0038   16.2   0.1    15    80   168   232   156   240 0.86 RNA-binding protein, putative [Plasmodium vivax]
SCO71377.1           -            236 14208at5820          -            105   9.7e-07   27.7   0.0   1   2   3.1e-08   4.5e-06   25.6   0.1     2    76    34   108    33   112 0.96 nuclear cap-binding protein, putative [Plasmodium vivax]
SCO71377.1           -            236 14208at5820          -            105   9.7e-07   27.7   0.0   2   2       8.3   1.2e+03   -1.5   0.0    15    30   177   192   171   203 0.76 nuclear cap-binding protein, putative [Plasmodium vivax]
SCO71354.1           -            269 14208at5820          -            105   2.6e-06   26.4   8.0   1   3       1.6   2.4e+02    0.8   2.4    56    88    40    71    12    94 0.69 eukaryotic translation initiation factor 3 subunit G, putative [Plasmodium vivax]
SCO71354.1           -            269 14208at5820          -            105   2.6e-06   26.4   8.0   2   3      0.47        68    2.5   0.1    26    59   110   142    95   159 0.69 eukaryotic translation initiation factor 3 subunit G, putative [Plasmodium vivax]
SCO71354.1           -            269 14208at5820          -            105   2.6e-06   26.4   8.0   3   3   6.1e-08   8.8e-06   24.7   0.0     6    79   192   265   188   268 0.90 eukaryotic translation initiation factor 3 subunit G, putative [Plasmodium vivax]
SCO74458.1           -            786 14208at5820          -            105   3.8e-06   25.8   0.3   1   1   6.9e-08   9.9e-06   24.5   0.3     3    85    30   113    28   126 0.90 RNA-binding protein, putative [Plasmodium vivax]
SCO72795.1           -            156 14208at5820          -            105   1.4e-05   24.0   0.7   1   1   1.3e-07   1.9e-05   23.6   0.7     2    83     4    91     3   108 0.82 RNA-binding protein s1, putative [Plasmodium vivax]
SCO71995.1           -            202 14208at5820          -            105   2.2e-05   23.4   0.1   1   1   3.3e-07   4.7e-05   22.3   0.0     4    76    73   144    70   157 0.87 RNA-binding protein, putative [Plasmodium vivax]
SCO72111.1           -            192 14208at5820          -            105   4.3e-05   22.4   1.5   1   2   2.7e-06   0.00039   19.4   0.9     2    82    10    91     9   105 0.79 U2 small nuclear ribonucleoprotein B'', putative [Plasmodium vivax]
SCO72111.1           -            192 14208at5820          -            105   4.3e-05   22.4   1.5   2   2       1.1   1.6e+02    1.4   0.0     4    66   122   178   119   190 0.56 U2 small nuclear ribonucleoprotein B'', putative [Plasmodium vivax]
SCO72209.1           -            250 14208at5820          -            105   4.6e-05   22.4   1.1   1   2   0.00013     0.018   14.0   0.1     5    87    24   105    22   127 0.76 RNA-binding protein, putative [Plasmodium vivax]
SCO72209.1           -            250 14208at5820          -            105   4.6e-05   22.4   1.1   2   2     0.016       2.3    7.3   0.1    16    80   186   249   174   250 0.81 RNA-binding protein, putative [Plasmodium vivax]
SCO75608.1           -            499 14208at5820          -            105   7.1e-05   21.8   0.1   1   1   4.9e-07   7.1e-05   21.8   0.1    15    83   429   496   416   499 0.84 clustered-asparagine-rich protein, putative [Plasmodium vivax]
SCO72353.1           -            299 14208at5820          -            105    0.0001   21.2   0.8   1   1   1.4e-06    0.0002   20.3   0.1     3    79    37   113    35   132 0.90 RNA-binding protein, putative [Plasmodium vivax]
SCO75038.1           -            661 14208at5820          -            105   0.00014   20.8   0.3   1   1   4.1e-06   0.00058   18.8   0.3     4    80   168   247   165   271 0.86 U2 snRNP-associated SURP motif-containing protein, putative [Plasmodium vivax]
SCO74222.1           -            911 14208at5820          -            105   0.00016   20.6   0.4   1   2   4.3e-05    0.0062   15.5   0.1     4    76   676   748   673   761 0.85 splicing factor U2AF large subunit, putative [Plasmodium vivax]
SCO74222.1           -            911 14208at5820          -            105   0.00016   20.6   0.4   2   2      0.44        63    2.6   0.0    24    73   841   892   824   908 0.72 splicing factor U2AF large subunit, putative [Plasmodium vivax]
SCO71964.1           -            475 14208at5820          -            105   0.00023   20.1   6.8   1   2     0.016       2.3    7.3   1.2     3    59    96   151    94   196 0.74 U4/U6 snRNA-associated-splicing factor, putative [Plasmodium vivax]
SCO71964.1           -            475 14208at5820          -            105   0.00023   20.1   6.8   2   2   4.9e-05    0.0069   15.4   0.4    18    75   319   378   304   384 0.82 U4/U6 snRNA-associated-splicing factor, putative [Plasmodium vivax]
SCO73485.1           -            181 14208at5820          -            105   0.00038   19.4   1.6   1   1   3.5e-06    0.0005   19.0   1.1     4    87    52   137    50   156 0.82 RNA-binding protein, putative [Plasmodium vivax]
SCO75721.1           -            390 14208at5820          -            105    0.0016   17.4   1.0   1   2       5.8   8.3e+02   -1.0   0.1    40    68   114   143    80   166 0.63 RNA-binding protein, putative [Plasmodium vivax]
SCO75721.1           -            390 14208at5820          -            105    0.0016   17.4   1.0   2   2   3.9e-05    0.0056   15.7   0.1     4    75   226   292   223   297 0.84 RNA-binding protein, putative [Plasmodium vivax]
SCO73415.1           -            448 14208at5820          -            105    0.0018   17.2   1.3   1   1   1.3e-05    0.0018   17.2   1.3     3    88    99   183    97   187 0.85 U1 small nuclear ribonucleoprotein, putative [Plasmodium vivax]
SCO71591.1           -           1539 14208at5820          -            105    0.0036   16.3   4.9   1   2      0.27        39    3.3   0.4     4    65   333   391   330   412 0.82 RNA-binding protein, putative [Plasmodium vivax]
SCO71591.1           -           1539 14208at5820          -            105    0.0036   16.3   4.9   2   2   0.00012     0.017   14.1   0.0     4    77   437   514   435   531 0.83 RNA-binding protein, putative [Plasmodium vivax]
SCO72051.1           -            287 14208at5820          -            105     0.011   14.8   6.3   1   2     0.021       3.1    6.9   1.3    36    80    74   118    50   141 0.83 RNA-binding protein, putative [Plasmodium vivax]
SCO72051.1           -            287 14208at5820          -            105     0.011   14.8   6.3   2   2    0.0021       0.3   10.1   0.3    20    75   225   282   210   285 0.74 RNA-binding protein, putative [Plasmodium vivax]
SCO70883.1           -            315 14208at5820          -            105     0.014   14.3   0.3   1   1    0.0011      0.16   11.0   0.3    46    73   133   160    71   186 0.80 small subunit rRNA processing protein, putative [Plasmodium vivax]
SCO73507.1           -            260 14208at5820          -            105     0.026   13.5   0.0   1   1   0.00032     0.046   12.7   0.0    11    40   133   163   124   197 0.80 pyrroline carboxylate reductase, putative [Plasmodium vivax]
SCO72185.1           -            870 14208at5820          -            105     0.029   13.4   3.0   1   2      0.21        30    3.7   0.1     5    74   321   382   319   397 0.69 RNA-binding protein, putative [Plasmodium vivax]
SCO72185.1           -            870 14208at5820          -            105     0.029   13.4   3.0   2   2    0.0039      0.56    9.2   0.5    11    75   428   493   423   502 0.83 RNA-binding protein, putative [Plasmodium vivax]
SCO73794.1           -            614 14208at5820          -            105       3.3    6.8   6.9   1   2       3.6   5.2e+02   -0.3   0.0     2    51     9    56     8    73 0.77 RNA-binding protein, putative [Plasmodium vivax]
SCO73794.1           -            614 14208at5820          -            105       3.3    6.8   6.9   2   2    0.0048      0.68    9.0   0.9     2    87   166   250   165   255 0.78 RNA-binding protein, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/14208at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/14208at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/14208at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:34:40 2026
# [ok]
