#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO74962.1           -           4098 2224at5820           -           2255         0 2798.9 397.1   1  22   3.8e-40     4e-37  125.5   3.1     1    73     9    81     9    94 0.93 WD repeat-containing protein, putative [Plasmodium vivax]
SCO72943.1           -            660 2224at5820           -           2255   1.5e-05   20.9  20.2   3   5   0.00085      0.89    5.0   1.9  1324  1418   357   451   352   469 0.64 ribosome assembly protein 4, putative [Plasmodium vivax]
SCO72943.1           -            660 2224at5820           -           2255   1.5e-05   20.9  20.2   4   5   6.3e-06    0.0066   12.0   0.1  1333  1363   493   523   475   532 0.87 ribosome assembly protein 4, putative [Plasmodium vivax]
SCO72943.1           -            660 2224at5820           -           2255   1.5e-05   20.9  20.2   5   5    0.0017       1.7    4.0   0.6  1336  1365   538   567   528   578 0.80 ribosome assembly protein 4, putative [Plasmodium vivax]
SCO75650.1           -            472 2224at5820           -           2255   0.00043   16.0   0.6   1   1   5.8e-07    0.0006   15.5   0.6  1331  1368   255   292   242   304 0.87 polyadenylation factor subunit 2, putative [Plasmodium vivax]
SCO71271.1           -            324 2224at5820           -           2255    0.0018   13.9   2.8   1   4   2.6e-05     0.027   10.0   0.1  1326  1366    28    68    23    74 0.92 U5 snrnp-specific protein, putative [Plasmodium vivax]
SCO71271.1           -            324 2224at5820           -           2255    0.0018   13.9   2.8   2   4      0.13   1.3e+02   -2.2   0.0  1330  1367    75   112    70   119 0.87 U5 snrnp-specific protein, putative [Plasmodium vivax]
SCO71271.1           -            324 2224at5820           -           2255    0.0018   13.9   2.8   3   4      0.19     2e+02   -2.8   0.0  1334  1364   203   233   200   238 0.93 U5 snrnp-specific protein, putative [Plasmodium vivax]
SCO71271.1           -            324 2224at5820           -           2255    0.0018   13.9   2.8   4   4     0.003       3.1    3.2   0.0  1319  1361   279   321   275   324 0.87 U5 snrnp-specific protein, putative [Plasmodium vivax]
SCO72650.1           -            468 2224at5820           -           2255      0.11    7.9   7.1   1   3   0.00021      0.22    7.0   0.0  1340  1368   115   143    98   148 0.83 guanine nucleotide-exchange factor SEC12, putative [Plasmodium vivax]
SCO72650.1           -            468 2224at5820           -           2255      0.11    7.9   7.1   2   3    0.0031       3.2    3.1   1.1  1317  1374   198   257   197   283 0.82 guanine nucleotide-exchange factor SEC12, putative [Plasmodium vivax]
SCO72650.1           -            468 2224at5820           -           2255      0.11    7.9   7.1   3   3     0.043        45   -0.7   0.2  1328  1376   360   410   353   417 0.75 guanine nucleotide-exchange factor SEC12, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2224at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/2224at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2224at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:38:56 2026
# [ok]
