#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
SCO75747.1           -           1589 1046at5820           -           1126         0 2175.9  73.4   1   5  3.8e-137  2.7e-134  447.5  15.0     1   259     5   284     5   315 0.92 DNA repair protein rhp16, putative [Plasmodium vivax]
SCO70512.1           -           1076 1046at5820           -           1126   1.5e-41  140.4   4.9   1   3   1.3e-09   9.3e-07   25.1   0.0   189   327   115   250    93   255 0.76 DNA repair and recombination protein RAD54, putative [Plasmodium vivax]
SCO70512.1           -           1076 1046at5820           -           1126   1.5e-41  140.4   4.9   2   3   5.1e-11   3.5e-08   29.8   0.0   584   643   253   311   248   326 0.89 DNA repair and recombination protein RAD54, putative [Plasmodium vivax]
SCO70512.1           -           1076 1046at5820           -           1126   1.5e-41  140.4   4.9   3   3   1.3e-27   9.3e-25   84.8   2.0   952  1124   529   701   520   703 0.96 DNA repair and recombination protein RAD54, putative [Plasmodium vivax]
SCO72535.1           -           1396 1046at5820           -           1126   3.7e-40  135.8  12.8   1   3   7.2e-12     5e-09   32.6   1.5   171   325   280   423   237   426 0.70 chromatin remodeling protein, putative [Plasmodium vivax]
SCO72535.1           -           1396 1046at5820           -           1126   3.7e-40  135.8  12.8   2   3   4.8e-13   3.4e-10   36.5   0.1   580   644   424   487   423   495 0.92 chromatin remodeling protein, putative [Plasmodium vivax]
SCO72535.1           -           1396 1046at5820           -           1126   3.7e-40  135.8  12.8   3   3   8.5e-24   5.9e-21   72.2   0.8   969  1109   630   770   612   785 0.88 chromatin remodeling protein, putative [Plasmodium vivax]
SCO71610.1           -           3266 1046at5820           -           1126   4.2e-36  122.3   7.4   1   3   7.3e-07   0.00051   16.1   0.0   201   241  1386  1425  1376  1435 0.86 chromodomain-helicase-DNA-binding protein 1 homolog, putative [Plasmodium vivax]
SCO71610.1           -           3266 1046at5820           -           1126   4.2e-36  122.3   7.4   2   3   2.8e-10     2e-07   27.4   0.1   568   654  1496  1581  1461  1593 0.78 chromodomain-helicase-DNA-binding protein 1 homolog, putative [Plasmodium vivax]
SCO71610.1           -           3266 1046at5820           -           1126   4.2e-36  122.3   7.4   3   3   2.7e-26   1.9e-23   80.4   1.5   930  1107  1670  1853  1601  1864 0.83 chromodomain-helicase-DNA-binding protein 1 homolog, putative [Plasmodium vivax]
SCO73616.1           -           2948 1046at5820           -           1126   2.8e-30  103.0  22.9   1   5      0.68   4.7e+02   -3.7   2.9   830   857     8    37     4    64 0.81 SNF2 helicase, putative [Plasmodium vivax]
SCO73616.1           -           2948 1046at5820           -           1126   2.8e-30  103.0  22.9   2   5   7.3e-08   5.1e-05   19.4   0.1   200   250   349   397   338   460 0.86 SNF2 helicase, putative [Plasmodium vivax]
SCO73616.1           -           2948 1046at5820           -           1126   2.8e-30  103.0  22.9   3   5   3.4e-12   2.4e-09   33.7   0.0   572   644   457   525   426   531 0.76 SNF2 helicase, putative [Plasmodium vivax]
SCO73616.1           -           2948 1046at5820           -           1126   2.8e-30  103.0  22.9   4   5     1e-21   7.2e-19   65.3   0.2   974  1102  1220  1348  1211  1371 0.89 SNF2 helicase, putative [Plasmodium vivax]
SCO73616.1           -           2948 1046at5820           -           1126   2.8e-30  103.0  22.9   5   5       1.2   8.7e+02   -4.6   2.7    95   177  1723  1801  1711  1825 0.80 SNF2 helicase, putative [Plasmodium vivax]
SCO71322.1           -           1096 1046at5820           -           1126   3.5e-29   99.4  23.5   1   5       2.2   1.5e+03   -5.4   1.2   556   582    30    57    18    61 0.51 DNA helicase, putative [Plasmodium vivax]
SCO71322.1           -           1096 1046at5820           -           1126   3.5e-29   99.4  23.5   2   5   6.7e-09   4.7e-06   22.8   1.2   198   242   221   264   150   341 0.66 DNA helicase, putative [Plasmodium vivax]
SCO71322.1           -           1096 1046at5820           -           1126   3.5e-29   99.4  23.5   3   5   1.1e-06    0.0008   15.4   0.2   582   644   343   406   326   413 0.87 DNA helicase, putative [Plasmodium vivax]
SCO71322.1           -           1096 1046at5820           -           1126   3.5e-29   99.4  23.5   4   5   0.00033      0.23    7.3   0.5   949   993   813   856   787   862 0.83 DNA helicase, putative [Plasmodium vivax]
SCO71322.1           -           1096 1046at5820           -           1126   3.5e-29   99.4  23.5   5   5   1.3e-22   9.3e-20   68.2   0.1   997  1119   967  1089   941  1093 0.87 DNA helicase, putative [Plasmodium vivax]
SCO73511.1           -            877 1046at5820           -           1126   7.1e-25   85.1  15.0   1   3   2.8e-06     0.002   14.1   0.1   125   242   239   352   210   357 0.72 DNA helicase, putative [Plasmodium vivax]
SCO73511.1           -            877 1046at5820           -           1126   7.1e-25   85.1  15.0   2   3   2.4e-06    0.0016   14.4   2.2   579   689   411   520   384   570 0.77 DNA helicase, putative [Plasmodium vivax]
SCO73511.1           -            877 1046at5820           -           1126   7.1e-25   85.1  15.0   3   3   2.5e-21   1.8e-18   64.0   1.5   956  1102   616   762   606   782 0.91 DNA helicase, putative [Plasmodium vivax]
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1046at5820.hmm
# Target file:     /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvC01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1046at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1046at5820.hmm /v3/inputs/annotations/ncbi-datasets/PvC01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 18:29:16 2026
# [ok]
