#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVP01_1262900.1-p1   -           6848 19at5820             -           4334         0 6677.0 610.9   1  26   0.00069       4.5    1.7   8.0   591   704   198   305   173   321 0.80 | transcript=PVP01_1262900.1 | gene=PVP01_1262900 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:2584052-2606717(+) | protein_length=6848 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1262900.1-p1   -           6848 19at5820             -           4334         0 6677.0 610.9  12  26   1.5e-47   9.9e-44  146.6   9.2  1748  1866  2963  3082  2952  3098 0.85 | transcript=PVP01_1262900.1 | gene=PVP01_1262900 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:2584052-2606717(+) | protein_length=6848 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1262900.1-p1   -           6848 19at5820             -           4334         0 6677.0 610.9  13  26         1   6.5e+03  -23.0  21.3  1839  1865  3193  3220  3162  3227 0.39 | transcript=PVP01_1262900.1 | gene=PVP01_1262900 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:2584052-2606717(+) | protein_length=6848 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1262900.1-p1   -           6848 19at5820             -           4334         0 6677.0 610.9  14  26  3.5e-108  2.3e-104  347.9  37.5  1848  2112  3261  3596  3234  3613 0.80 | transcript=PVP01_1262900.1 | gene=PVP01_1262900 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:2584052-2606717(+) | protein_length=6848 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1262900.1-p1   -           6848 19at5820             -           4334         0 6677.0 610.9  15  26   2.8e-73   1.9e-69  232.0   7.1  2111  2267  3636  3796  3629  3805 0.94 | transcript=PVP01_1262900.1 | gene=PVP01_1262900 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:2584052-2606717(+) | protein_length=6848 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1262900.1-p1   -           6848 19at5820             -           4334         0 6677.0 610.9  16  26  3.4e-152  2.2e-148  494.0  32.6  2256  2560  3833  4179  3826  4200 0.90 | transcript=PVP01_1262900.1 | gene=PVP01_1262900 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:2584052-2606717(+) | protein_length=6848 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1262900.1-p1   -           6848 19at5820             -           4334         0 6677.0 610.9  17  26   2.2e-56   1.4e-52  176.0  10.3  2557  2678  4208  4359  4197  4367 0.82 | transcript=PVP01_1262900.1 | gene=PVP01_1262900 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:2584052-2606717(+) | protein_length=6848 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1262900.1-p1   -           6848 19at5820             -           4334         0 6677.0 610.9  18  26   7.2e-24   4.7e-20   68.1   4.3  2685  2755  4463  4538  4438  4544 0.82 | transcript=PVP01_1262900.1 | gene=PVP01_1262900 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:2584052-2606717(+) | protein_length=6848 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1262900.1-p1   -           6848 19at5820             -           4334         0 6677.0 610.9  19  26  6.9e-113  4.5e-109  363.5  13.7  2746  2977  4617  4859  4593  4868 0.93 | transcript=PVP01_1262900.1 | gene=PVP01_1262900 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:2584052-2606717(+) | protein_length=6848 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1262900.1-p1   -           6848 19at5820             -           4334         0 6677.0 610.9  20  26   1.1e-05     0.069    7.8   0.0  2978  3000  4914  4936  4910  4939 0.90 | transcript=PVP01_1262900.1 | gene=PVP01_1262900 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:2584052-2606717(+) | protein_length=6848 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1262900.1-p1   -           6848 19at5820             -           4334         0 6677.0 610.9  21  26   1.5e-33   9.7e-30  100.2  10.1  2998  3102  4975  5099  4969  5108 0.81 | transcript=PVP01_1262900.1 | gene=PVP01_1262900 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:2584052-2606717(+) | protein_length=6848 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1262900.1-p1   -           6848 19at5820             -           4334         0 6677.0 610.9  22  26   3.4e-58   2.2e-54  182.0  12.2  3098  3231  5123  5260  5109  5268 0.92 | transcript=PVP01_1262900.1 | gene=PVP01_1262900 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:2584052-2606717(+) | protein_length=6848 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1262900.1-p1   -           6848 19at5820             -           4334         0 6677.0 610.9  23  26   1.1e-89   6.9e-86  286.6  11.7  3225  3466  5438  5726  5421  5736 0.85 | transcript=PVP01_1262900.1 | gene=PVP01_1262900 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:2584052-2606717(+) | protein_length=6848 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1262900.1-p1   -           6848 19at5820             -           4334         0 6677.0 610.9  24  26  9.3e-127  6.1e-123  409.6  21.5  3451  3691  5860  6102  5840  6105 0.94 | transcript=PVP01_1262900.1 | gene=PVP01_1262900 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:2584052-2606717(+) | protein_length=6848 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1262900.1-p1   -           6848 19at5820             -           4334         0 6677.0 610.9  25  26   5.7e-61   3.7e-57  191.2   8.7  3688  3802  6133  6250  6126  6259 0.95 | transcript=PVP01_1262900.1 | gene=PVP01_1262900 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:2584052-2606717(+) | protein_length=6848 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1262900.1-p1   -           6848 19at5820             -           4334         0 6677.0 610.9  26  26         0         0 1072.7  58.1  3801  4334  6312  6848  6304  6848 0.99 | transcript=PVP01_1262900.1 | gene=PVP01_1262900 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:2584052-2606717(+) | protein_length=6848 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/19at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvP01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvP01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/19at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/19at5820.hmm /v3/inputs/annotations/plasmodb-68/PvP01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:33:45 2026
# [ok]
