#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVP01_0215600.1-p1   -           5023 25at5820             -           4225         0 8510.5 198.4   1   9   2.2e-30   2.4e-27   92.3   0.9     1    55     1    55     1    63 0.97 | transcript=PVP01_0215600.1 | gene=PVP01_0215600 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_02_v2:653472-668753(+) | protein_length=5023 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0703700.1-p1   -           5866 25at5820             -           4225  2.6e-276  918.6 146.2   3   9         6   6.5e+03  -22.9  25.4  1059  1288  1740  1973  1600  1990 0.76 | transcript=PVP01_0703700.1 | gene=PVP01_0703700 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_07_v2:213691-231291(-) | protein_length=5866 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0703700.1-p1   -           5866 25at5820             -           4225  2.6e-276  918.6 146.2   4   9  2.3e-169  2.5e-166  553.5  44.1  1279  2204  2065  3060  2051  3076 0.82 | transcript=PVP01_0703700.1 | gene=PVP01_0703700 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_07_v2:213691-231291(-) | protein_length=5866 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0703700.1-p1   -           5866 25at5820             -           4225  2.6e-276  918.6 146.2   5   9   1.2e-16   1.3e-13   46.7   6.0  2306  2594  3390  3686  3346  3700 0.77 | transcript=PVP01_0703700.1 | gene=PVP01_0703700 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_07_v2:213691-231291(-) | protein_length=5866 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0703700.1-p1   -           5866 25at5820             -           4225  2.6e-276  918.6 146.2   6   9   2.1e-21   2.3e-18   62.4   0.8  2600  2743  3815  3960  3789  3977 0.89 | transcript=PVP01_0703700.1 | gene=PVP01_0703700 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_07_v2:213691-231291(-) | protein_length=5866 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0703700.1-p1   -           5866 25at5820             -           4225  2.6e-276  918.6 146.2   7   9   1.4e-72   1.5e-69  232.4  55.3  2748  3564  4043  4891  4029  4911 0.81 | transcript=PVP01_0703700.1 | gene=PVP01_0703700 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_07_v2:213691-231291(-) | protein_length=5866 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0703700.1-p1   -           5866 25at5820             -           4225  2.6e-276  918.6 146.2   8   9   1.4e-30   1.5e-27   92.9   9.3  3621  3972  5098  5443  5067  5459 0.81 | transcript=PVP01_0703700.1 | gene=PVP01_0703700 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_07_v2:213691-231291(-) | protein_length=5866 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0703700.1-p1   -           5866 25at5820             -           4225  2.6e-276  918.6 146.2   9   9   6.3e-07   0.00068   14.4   2.8  4018  4145  5619  5746  5599  5761 0.80 | transcript=PVP01_0703700.1 | gene=PVP01_0703700 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_07_v2:213691-231291(-) | protein_length=5866 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0608300.1-p1   -           5267 25at5820             -           4225  2.4e-274  912.1 161.1   1   8    0.0018         2    2.9  11.3  1179  1285  1438  1550  1318  1552 0.70 | transcript=PVP01_0608300.1 | gene=PVP01_0608300 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_06_v2:366178-381981(-) | protein_length=5267 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0608300.1-p1   -           5267 25at5820             -           4225  2.4e-274  912.1 161.1   2   8   6.7e-24   7.3e-21   70.7  14.2  1284  1527  1599  1845  1590  1851 0.92 | transcript=PVP01_0608300.1 | gene=PVP01_0608300 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_06_v2:366178-381981(-) | protein_length=5267 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0608300.1-p1   -           5267 25at5820             -           4225  2.4e-274  912.1 161.1   3   8   1.2e-91   1.3e-88  295.6   8.7  1587  1949  1978  2376  1916  2387 0.81 | transcript=PVP01_0608300.1 | gene=PVP01_0608300 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_06_v2:366178-381981(-) | protein_length=5267 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0608300.1-p1   -           5267 25at5820             -           4225  2.4e-274  912.1 161.1   4   8   1.6e-36   1.7e-33  112.6   1.0  1966  2136  2460  2635  2447  2686 0.87 | transcript=PVP01_0608300.1 | gene=PVP01_0608300 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_06_v2:366178-381981(-) | protein_length=5267 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0608300.1-p1   -           5267 25at5820             -           4225  2.4e-274  912.1 161.1   5   8   1.2e-05     0.013   10.2   5.4  2289  2523  2946  3176  2941  3230 0.77 | transcript=PVP01_0608300.1 | gene=PVP01_0608300 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_06_v2:366178-381981(-) | protein_length=5267 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0608300.1-p1   -           5267 25at5820             -           4225  2.4e-274  912.1 161.1   6   8   1.8e-89     2e-86  288.4  38.9  2594  3364  3329  4095  3308  4108 0.90 | transcript=PVP01_0608300.1 | gene=PVP01_0608300 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_06_v2:366178-381981(-) | protein_length=5267 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0608300.1-p1   -           5267 25at5820             -           4225  2.4e-274  912.1 161.1   7   8   7.4e-24     8e-21   70.6   5.2  3365  3527  4242  4406  4233  4413 0.91 | transcript=PVP01_0608300.1 | gene=PVP01_0608300 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_06_v2:366178-381981(-) | protein_length=5267 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0608300.1-p1   -           5267 25at5820             -           4225  2.4e-274  912.1 161.1   8   8   1.7e-33   1.9e-30  102.6  21.4  3626  4086  4613  5106  4505  5168 0.72 | transcript=PVP01_0608300.1 | gene=PVP01_0608300 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_06_v2:366178-381981(-) | protein_length=5267 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0923500.1-p1   -           5361 25at5820             -           4225  3.2e-216  719.2 183.6   1   9      0.16   1.7e+02   -3.5  16.1  1113  1283  1084  1263  1067  1271 0.79 | transcript=PVP01_0923500.1 | gene=PVP01_0923500 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_09_v2:1028442-1044763(+) | protein_length=5361 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0923500.1-p1   -           5361 25at5820             -           4225  3.2e-216  719.2 183.6   2   9   5.5e-24   5.9e-21   71.0  42.7  1163  1532  1198  1559  1128  1572 0.80 | transcript=PVP01_0923500.1 | gene=PVP01_0923500 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_09_v2:1028442-1044763(+) | protein_length=5361 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0923500.1-p1   -           5361 25at5820             -           4225  3.2e-216  719.2 183.6   3   9         6   6.5e+03   -9.7   5.0  1581  1672  1679  1768  1620  1784 0.46 | transcript=PVP01_0923500.1 | gene=PVP01_0923500 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_09_v2:1028442-1044763(+) | protein_length=5361 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0923500.1-p1   -           5361 25at5820             -           4225  3.2e-216  719.2 183.6   4   9     1e-68   1.1e-65  219.5   1.1  1665  1943  1838  2119  1805  2129 0.93 | transcript=PVP01_0923500.1 | gene=PVP01_0923500 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_09_v2:1028442-1044763(+) | protein_length=5361 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0923500.1-p1   -           5361 25at5820             -           4225  3.2e-216  719.2 183.6   5   9   3.8e-68   4.2e-65  217.6  28.9  1952  2815  2169  3059  2156  3071 0.76 | transcript=PVP01_0923500.1 | gene=PVP01_0923500 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_09_v2:1028442-1044763(+) | protein_length=5361 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0923500.1-p1   -           5361 25at5820             -           4225  3.2e-216  719.2 183.6   6   9   4.9e-27   5.3e-24   81.1  24.6  2860  3246  3157  3559  3133  3579 0.80 | transcript=PVP01_0923500.1 | gene=PVP01_0923500 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_09_v2:1028442-1044763(+) | protein_length=5361 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0923500.1-p1   -           5361 25at5820             -           4225  3.2e-216  719.2 183.6   7   9   2.8e-37   3.1e-34  115.1  17.6  3259  3528  3656  3929  3636  3937 0.94 | transcript=PVP01_0923500.1 | gene=PVP01_0923500 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_09_v2:1028442-1044763(+) | protein_length=5361 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0923500.1-p1   -           5361 25at5820             -           4225  3.2e-216  719.2 183.6   8   9   4.9e-18   5.3e-15   51.3   0.4  3706  3912  4610  4811  4602  4818 0.83 | transcript=PVP01_0923500.1 | gene=PVP01_0923500 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_09_v2:1028442-1044763(+) | protein_length=5361 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0923500.1-p1   -           5361 25at5820             -           4225  3.2e-216  719.2 183.6   9   9   3.5e-06    0.0038   11.9   7.3  3991  4143  5068  5224  5060  5245 0.78 | transcript=PVP01_0923500.1 | gene=PVP01_0923500 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_09_v2:1028442-1044763(+) | protein_length=5361 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0313800.1-p1   -           5197 25at5820             -           4225  4.3e-114  380.2 289.8   1  10      0.29   3.1e+02   -4.4   4.8  3998  4097   389   493   361   538 0.68 | transcript=PVP01_0313800.1 | gene=PVP01_0313800 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_03_v2:594688-612316(-) | protein_length=5197 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0313800.1-p1   -           5197 25at5820             -           4225  4.3e-114  380.2 289.8   2  10   5.4e-17   5.9e-14   47.8  95.0   901  1588   576  1262   534  1273 0.78 | transcript=PVP01_0313800.1 | gene=PVP01_0313800 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_03_v2:594688-612316(-) | protein_length=5197 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0313800.1-p1   -           5197 25at5820             -           4225  4.3e-114  380.2 289.8   3  10   1.3e-30   1.4e-27   93.0   2.8  1605  1791  1378  1574  1337  1585 0.80 | transcript=PVP01_0313800.1 | gene=PVP01_0313800 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_03_v2:594688-612316(-) | protein_length=5197 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0313800.1-p1   -           5197 25at5820             -           4225  4.3e-114  380.2 289.8   4  10   4.5e-27   4.9e-24   81.3   3.0  1797  1946  1650  1810  1646  1818 0.86 | transcript=PVP01_0313800.1 | gene=PVP01_0313800 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_03_v2:594688-612316(-) | protein_length=5197 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0313800.1-p1   -           5197 25at5820             -           4225  4.3e-114  380.2 289.8   5  10   1.1e-25   1.2e-22   76.7  15.5  1957  2247  1984  2281  1967  2296 0.76 | transcript=PVP01_0313800.1 | gene=PVP01_0313800 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_03_v2:594688-612316(-) | protein_length=5197 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0313800.1-p1   -           5197 25at5820             -           4225  4.3e-114  380.2 289.8   6  10   5.2e-07   0.00057   14.7  19.7  2303  2775  2631  3142  2581  3179 0.64 | transcript=PVP01_0313800.1 | gene=PVP01_0313800 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_03_v2:594688-612316(-) | protein_length=5197 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0313800.1-p1   -           5197 25at5820             -           4225  4.3e-114  380.2 289.8   7  10   8.2e-31   8.9e-28   93.7  41.5  2838  3343  3267  3789  3261  3799 0.84 | transcript=PVP01_0313800.1 | gene=PVP01_0313800 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_03_v2:594688-612316(-) | protein_length=5197 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0313800.1-p1   -           5197 25at5820             -           4225  4.3e-114  380.2 289.8   8  10      0.01        11    0.4  11.2  3379  3566  3960  4156  3936  4213 0.66 | transcript=PVP01_0313800.1 | gene=PVP01_0313800 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_03_v2:594688-612316(-) | protein_length=5197 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0313800.1-p1   -           5197 25at5820             -           4225  4.3e-114  380.2 289.8   9  10   3.1e-06    0.0034   12.1   4.7  3625  3799  4430  4607  4395  4620 0.76 | transcript=PVP01_0313800.1 | gene=PVP01_0313800 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_03_v2:594688-612316(-) | protein_length=5197 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0313800.1-p1   -           5197 25at5820             -           4225  4.3e-114  380.2 289.8  10  10   2.3e-08   2.5e-05   19.2  20.3  3807  4137  4715  5040  4710  5056 0.74 | transcript=PVP01_0313800.1 | gene=PVP01_0313800 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_03_v2:594688-612316(-) | protein_length=5197 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1241000.1-p1   -           6376 25at5820             -           4225     1e-91  305.9 259.0   1  10         6   6.5e+03  -44.5  67.0   148   829   131   837    70   872 0.62 | transcript=PVP01_1241000.1 | gene=PVP01_1241000 | organism=Plasmodium_vivax_P01 | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=PvP01_12_v2:1654365-1674545(-) | protein_length=6376 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1241000.1-p1   -           6376 25at5820             -           4225     1e-91  305.9 259.0   2  10   4.7e-23   5.1e-20   67.9  41.6  1097  1528  1278  1713  1226  1724 0.80 | transcript=PVP01_1241000.1 | gene=PVP01_1241000 | organism=Plasmodium_vivax_P01 | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=PvP01_12_v2:1654365-1674545(-) | protein_length=6376 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1241000.1-p1   -           6376 25at5820             -           4225     1e-91  305.9 259.0   3  10   1.3e-20   1.4e-17   59.8   0.7  1667  1792  2277  2402  2256  2410 0.89 | transcript=PVP01_1241000.1 | gene=PVP01_1241000 | organism=Plasmodium_vivax_P01 | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=PvP01_12_v2:1654365-1674545(-) | protein_length=6376 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1241000.1-p1   -           6376 25at5820             -           4225     1e-91  305.9 259.0   4  10     1e-17   1.1e-14   50.2   8.2  1807  2010  2573  2788  2569  2809 0.86 | transcript=PVP01_1241000.1 | gene=PVP01_1241000 | organism=Plasmodium_vivax_P01 | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=PvP01_12_v2:1654365-1674545(-) | protein_length=6376 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1241000.1-p1   -           6376 25at5820             -           4225     1e-91  305.9 259.0   5  10   4.3e-18   4.6e-15   51.5  11.4  2012  2275  2944  3214  2925  3308 0.87 | transcript=PVP01_1241000.1 | gene=PVP01_1241000 | organism=Plasmodium_vivax_P01 | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=PvP01_12_v2:1654365-1674545(-) | protein_length=6376 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1241000.1-p1   -           6376 25at5820             -           4225     1e-91  305.9 259.0   6  10     0.013        14    0.1   2.5  2471  2576  3671  3785  3646  3796 0.70 | transcript=PVP01_1241000.1 | gene=PVP01_1241000 | organism=Plasmodium_vivax_P01 | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=PvP01_12_v2:1654365-1674545(-) | protein_length=6376 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1241000.1-p1   -           6376 25at5820             -           4225     1e-91  305.9 259.0   7  10   1.4e-36   1.5e-33  112.8  36.2  2850  3337  4485  4975  4475  4984 0.89 | transcript=PVP01_1241000.1 | gene=PVP01_1241000 | organism=Plasmodium_vivax_P01 | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=PvP01_12_v2:1654365-1674545(-) | protein_length=6376 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1241000.1-p1   -           6376 25at5820             -           4225     1e-91  305.9 259.0   8  10   5.2e-11   5.7e-08   27.9  14.6  3363  3528  5081  5247  5072  5309 0.89 | transcript=PVP01_1241000.1 | gene=PVP01_1241000 | organism=Plasmodium_vivax_P01 | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=PvP01_12_v2:1654365-1674545(-) | protein_length=6376 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1241000.1-p1   -           6376 25at5820             -           4225     1e-91  305.9 259.0   9  10    0.0011       1.2    3.6   0.4  3627  3753  5623  5747  5614  5753 0.81 | transcript=PVP01_1241000.1 | gene=PVP01_1241000 | organism=Plasmodium_vivax_P01 | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=PvP01_12_v2:1654365-1674545(-) | protein_length=6376 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1241000.1-p1   -           6376 25at5820             -           4225     1e-91  305.9 259.0  10  10   7.9e-11   8.6e-08   27.3   8.0  3753  3944  5856  6042  5847  6249 0.77 | transcript=PVP01_1241000.1 | gene=PVP01_1241000 | organism=Plasmodium_vivax_P01 | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=PvP01_12_v2:1654365-1674545(-) | protein_length=6376 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/25at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvP01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvP01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/25at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/25at5820.hmm /v3/inputs/annotations/plasmodb-68/PvP01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:36:53 2026
# [ok]
