#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVP01_1337900.1-p1   -           2170 484at5820            -           1555         0 2492.3 125.2   1   4    7e-122  5.1e-119  397.2   8.5     1   223     1   278     1   283 0.96 | transcript=PVP01_1337900.1 | gene=PVP01_1337900 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_13_v2:1633185-1641048(-) | protein_length=2170 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0421400.1-p1   -            385 484at5820            -           1555       7.7    2.2  26.1   1   1     0.014       9.9    1.9  26.1   165   440    82   354    74   383 0.50 | transcript=PVP01_0421400.1 | gene=PVP01_0421400 | organism=Plasmodium_vivax_P01 | gene_product=protein MAK16, putative | transcript_product=protein MAK16, putative | location=PvP01_04_v2:869293-870692(+) | protein_length=385 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0512900.1-p1   -            130 484at5820            -           1555         8    2.2   9.8   1   1     0.012       8.6    2.1   9.8   373   461    17   104     2   117 0.62 | transcript=PVP01_0512900.1 | gene=PVP01_0512900 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_05_v2:535863-536843(-) | protein_length=130 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/484at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvP01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvP01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/484at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/484at5820.hmm /v3/inputs/annotations/plasmodb-68/PvP01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:39:19 2026
# [ok]
