#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVP01_1105700.1-p1   -           3851 258at5820            -           2240         0 3458.4 298.1   1  15  8.1e-123  5.3e-119  397.0  35.0     5   283    21   349    19   353 0.88 | transcript=PVP01_1105700.1 | gene=PVP01_1105700 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_11_v2:228094-241201(+) | protein_length=3851 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1105700.1-p1   -           3851 258at5820            -           2240         0 3458.4 298.1  12  15   1.8e-06     0.012   11.1   0.2  1869  1896  2982  3009  2973  3015 0.87 | transcript=PVP01_1105700.1 | gene=PVP01_1105700 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_11_v2:228094-241201(+) | protein_length=3851 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1105700.1-p1   -           3851 258at5820            -           2240         0 3458.4 298.1  13  15   9.1e-27     6e-23   78.5   0.0  1890  1961  3068  3139  3061  3144 0.93 | transcript=PVP01_1105700.1 | gene=PVP01_1105700 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_11_v2:228094-241201(+) | protein_length=3851 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1105700.1-p1   -           3851 258at5820            -           2240         0 3458.4 298.1  14  15  7.9e-105  5.2e-101  337.4  11.0  1956  2163  3238  3447  3225  3461 0.95 | transcript=PVP01_1105700.1 | gene=PVP01_1105700 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_11_v2:228094-241201(+) | protein_length=3851 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1105700.1-p1   -           3851 258at5820            -           2240         0 3458.4 298.1  15  15   4.4e-54   2.9e-50  169.1   6.3  2137  2240  3748  3851  3697  3851 0.80 | transcript=PVP01_1105700.1 | gene=PVP01_1105700 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_11_v2:228094-241201(+) | protein_length=3851 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/258at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvP01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvP01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/258at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/258at5820.hmm /v3/inputs/annotations/plasmodb-68/PvP01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:36:47 2026
# [ok]
