#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVP01_1220800.1-p1   -           1256 3047at5820           -            724         0 1139.5  70.2   1   6   1.4e-27   1.6e-24   85.0   7.9     1    76    33   123    33   126 0.90 | transcript=PVP01_1220800.1 | gene=PVP01_1220800 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:830978-834945(-) | protein_length=1256 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0103700.1-p1   -           2328 3047at5820           -            724   7.5e-33  112.5   0.1   4   5      0.52   5.7e+02   -2.8   0.0   383   427  1837  1882  1832  1903 0.71 | transcript=PVP01_0103700.1 | gene=PVP01_0103700 | organism=Plasmodium_vivax_P01 | gene_product=erythrocyte membrane-associated antigen, putative | transcript_product=erythrocyte membrane-associated antigen, putative | location=PvP01_01_v2:168176-175162(+) | protein_length=2328 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0103700.1-p1   -           2328 3047at5820           -            724   7.5e-33  112.5   0.1   5   5   6.9e-36   7.5e-33  112.5   0.1   429   720  1930  2237  1919  2241 0.84 | transcript=PVP01_0103700.1 | gene=PVP01_0103700 | organism=Plasmodium_vivax_P01 | gene_product=erythrocyte membrane-associated antigen, putative | transcript_product=erythrocyte membrane-associated antigen, putative | location=PvP01_01_v2:168176-175162(+) | protein_length=2328 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0907500.1-p1   -           1087 3047at5820           -            724   7.2e-27   92.8  40.9   1   4       2.8     3e+03   -5.2   6.1   281   358   106   193    60   225 0.60 | transcript=PVP01_0907500.1 | gene=PVP01_0907500 | organism=Plasmodium_vivax_P01 | gene_product=DNA replication ATP-dependent helicase/nuclease DNA2, putative | transcript_product=DNA replication ATP-dependent helicase/nuclease DNA2, putative | location=PvP01_09_v2:398603-401866(-) | protein_length=1087 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0907500.1-p1   -           1087 3047at5820           -            724   7.2e-27   92.8  40.9   2   4   8.2e-09   8.9e-06   23.0   0.4   368   436   396   463   390   495 0.81 | transcript=PVP01_0907500.1 | gene=PVP01_0907500 | organism=Plasmodium_vivax_P01 | gene_product=DNA replication ATP-dependent helicase/nuclease DNA2, putative | transcript_product=DNA replication ATP-dependent helicase/nuclease DNA2, putative | location=PvP01_09_v2:398603-401866(-) | protein_length=1087 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0907500.1-p1   -           1087 3047at5820           -            724   7.2e-27   92.8  40.9   3   4   1.3e-08   1.4e-05   22.3   3.3   464   557   587   679   573   692 0.85 | transcript=PVP01_0907500.1 | gene=PVP01_0907500 | organism=Plasmodium_vivax_P01 | gene_product=DNA replication ATP-dependent helicase/nuclease DNA2, putative | transcript_product=DNA replication ATP-dependent helicase/nuclease DNA2, putative | location=PvP01_09_v2:398603-401866(-) | protein_length=1087 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0907500.1-p1   -           1087 3047at5820           -            724   7.2e-27   92.8  40.9   4   4   1.5e-23   1.6e-20   71.8   5.3   586   707   930  1061   920  1067 0.86 | transcript=PVP01_0907500.1 | gene=PVP01_0907500 | organism=Plasmodium_vivax_P01 | gene_product=DNA replication ATP-dependent helicase/nuclease DNA2, putative | transcript_product=DNA replication ATP-dependent helicase/nuclease DNA2, putative | location=PvP01_09_v2:398603-401866(-) | protein_length=1087 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0810300.1-p1   -           1751 3047at5820           -            724     4e-16   57.3  31.5   1   5         1   1.1e+03   -3.7   1.5   347   381   324   361   302   378 0.68 | transcript=PVP01_0810300.1 | gene=PVP01_0810300 | organism=Plasmodium_vivax_P01 | gene_product=DNA2/NAM7 helicase, putative | transcript_product=DNA2/NAM7 helicase, putative | location=PvP01_08_v2:454507-459762(-) | protein_length=1751 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0810300.1-p1   -           1751 3047at5820           -            724     4e-16   57.3  31.5   2   5   0.00023      0.25    8.3   0.0   365   405   622   662   608   671 0.79 | transcript=PVP01_0810300.1 | gene=PVP01_0810300 | organism=Plasmodium_vivax_P01 | gene_product=DNA2/NAM7 helicase, putative | transcript_product=DNA2/NAM7 helicase, putative | location=PvP01_08_v2:454507-459762(-) | protein_length=1751 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0810300.1-p1   -           1751 3047at5820           -            724     4e-16   57.3  31.5   3   5   3.5e-10   3.8e-07   27.6   6.8   462   567  1013  1120   954  1126 0.77 | transcript=PVP01_0810300.1 | gene=PVP01_0810300 | organism=Plasmodium_vivax_P01 | gene_product=DNA2/NAM7 helicase, putative | transcript_product=DNA2/NAM7 helicase, putative | location=PvP01_08_v2:454507-459762(-) | protein_length=1751 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0810300.1-p1   -           1751 3047at5820           -            724     4e-16   57.3  31.5   4   5   5.6e-10     6e-07   26.9   0.6   582   664  1203  1300  1178  1313 0.74 | transcript=PVP01_0810300.1 | gene=PVP01_0810300 | organism=Plasmodium_vivax_P01 | gene_product=DNA2/NAM7 helicase, putative | transcript_product=DNA2/NAM7 helicase, putative | location=PvP01_08_v2:454507-459762(-) | protein_length=1751 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0810300.1-p1   -           1751 3047at5820           -            724     4e-16   57.3  31.5   5   5   6.6e-05     0.071   10.1   0.4   670   711  1356  1397  1346  1407 0.86 | transcript=PVP01_0810300.1 | gene=PVP01_0810300 | organism=Plasmodium_vivax_P01 | gene_product=DNA2/NAM7 helicase, putative | transcript_product=DNA2/NAM7 helicase, putative | location=PvP01_08_v2:454507-459762(-) | protein_length=1751 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1452300.1-p1   -           1884 3047at5820           -            724   8.2e-07   26.5   2.0   1   4      0.27   2.9e+02   -1.8   0.0   385   405  1210  1230  1208  1238 0.84 | transcript=PVP01_1452300.1 | gene=PVP01_1452300 | organism=Plasmodium_vivax_P01 | gene_product=helicase, putative | transcript_product=helicase, putative | location=PvP01_14_v2:2288506-2294160(+) | protein_length=1884 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1452300.1-p1   -           1884 3047at5820           -            724   8.2e-07   26.5   2.0   2   4      0.16   1.8e+02   -1.1   0.4   452   499  1448  1496  1436  1500 0.83 | transcript=PVP01_1452300.1 | gene=PVP01_1452300 | organism=Plasmodium_vivax_P01 | gene_product=helicase, putative | transcript_product=helicase, putative | location=PvP01_14_v2:2288506-2294160(+) | protein_length=1884 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1452300.1-p1   -           1884 3047at5820           -            724   8.2e-07   26.5   2.0   3   4   2.4e-08   2.7e-05   21.5   0.0   587   662  1707  1786  1659  1793 0.86 | transcript=PVP01_1452300.1 | gene=PVP01_1452300 | organism=Plasmodium_vivax_P01 | gene_product=helicase, putative | transcript_product=helicase, putative | location=PvP01_14_v2:2288506-2294160(+) | protein_length=1884 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1452300.1-p1   -           1884 3047at5820           -            724   8.2e-07   26.5   2.0   4   4     0.034        37    1.2   0.0   668   705  1835  1872  1827  1881 0.85 | transcript=PVP01_1452300.1 | gene=PVP01_1452300 | organism=Plasmodium_vivax_P01 | gene_product=helicase, putative | transcript_product=helicase, putative | location=PvP01_14_v2:2288506-2294160(+) | protein_length=1884 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3047at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvP01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvP01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/3047at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3047at5820.hmm /v3/inputs/annotations/plasmodb-68/PvP01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:39:05 2026
# [ok]
