#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVP01_0508200.1-p1   -           8558 24at5820             -           4512         0 7726.2 826.2   1  39   1.6e-49   1.1e-46  156.3   2.1     1    81     1    81     1    88 0.98 | transcript=PVP01_0508200.1 | gene=PVP01_0508200 | organism=Plasmodium_vivax_P01 | gene_product=HECT-like E3 ubiquitin ligase, putative | transcript_product=HECT-like E3 ubiquitin ligase, putative | location=PvP01_05_v2:359975-385651(+) | protein_length=8558 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0508200.1-p1   -           8558 24at5820             -           4512         0 7726.2 826.2  12  39     0.047        31   -1.2   0.5  1908  1925  3083  3101  3078  3106 0.89 | transcript=PVP01_0508200.1 | gene=PVP01_0508200 | organism=Plasmodium_vivax_P01 | gene_product=HECT-like E3 ubiquitin ligase, putative | transcript_product=HECT-like E3 ubiquitin ligase, putative | location=PvP01_05_v2:359975-385651(+) | protein_length=8558 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0508200.1-p1   -           8558 24at5820             -           4512         0 7726.2 826.2  13  39   8.6e-52   5.6e-49  163.9   8.8  1899  2017  3118  3233  3101  3238 0.83 | transcript=PVP01_0508200.1 | gene=PVP01_0508200 | organism=Plasmodium_vivax_P01 | gene_product=HECT-like E3 ubiquitin ligase, putative | transcript_product=HECT-like E3 ubiquitin ligase, putative | location=PvP01_05_v2:359975-385651(+) | protein_length=8558 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0508200.1-p1   -           8558 24at5820             -           4512         0 7726.2 826.2  14  39     0.007       4.6    1.5   0.2  2008  2032  3262  3286  3256  3296 0.83 | transcript=PVP01_0508200.1 | gene=PVP01_0508200 | organism=Plasmodium_vivax_P01 | gene_product=HECT-like E3 ubiquitin ligase, putative | transcript_product=HECT-like E3 ubiquitin ligase, putative | location=PvP01_05_v2:359975-385651(+) | protein_length=8558 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0508200.1-p1   -           8558 24at5820             -           4512         0 7726.2 826.2  15  39   1.4e-48   9.5e-46  153.2   5.6  2030  2129  3390  3496  3377  3511 0.91 | transcript=PVP01_0508200.1 | gene=PVP01_0508200 | organism=Plasmodium_vivax_P01 | gene_product=HECT-like E3 ubiquitin ligase, putative | transcript_product=HECT-like E3 ubiquitin ligase, putative | location=PvP01_05_v2:359975-385651(+) | protein_length=8558 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0508200.1-p1   -           8558 24at5820             -           4512         0 7726.2 826.2  16  39   6.2e-45   4.1e-42  141.1   2.4  2123  2205  3560  3642  3550  3645 0.94 | transcript=PVP01_0508200.1 | gene=PVP01_0508200 | organism=Plasmodium_vivax_P01 | gene_product=HECT-like E3 ubiquitin ligase, putative | transcript_product=HECT-like E3 ubiquitin ligase, putative | location=PvP01_05_v2:359975-385651(+) | protein_length=8558 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0508200.1-p1   -           8558 24at5820             -           4512         0 7726.2 826.2  17  39   3.1e-81     2e-78  261.6   3.4  2202  2335  3734  3867  3710  3875 0.91 | transcript=PVP01_0508200.1 | gene=PVP01_0508200 | organism=Plasmodium_vivax_P01 | gene_product=HECT-like E3 ubiquitin ligase, putative | transcript_product=HECT-like E3 ubiquitin ligase, putative | location=PvP01_05_v2:359975-385651(+) | protein_length=8558 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0508200.1-p1   -           8558 24at5820             -           4512         0 7726.2 826.2  18  39   1.5e-86   9.9e-84  279.2   9.5  2335  2483  4016  4165  4012  4179 0.96 | transcript=PVP01_0508200.1 | gene=PVP01_0508200 | organism=Plasmodium_vivax_P01 | gene_product=HECT-like E3 ubiquitin ligase, putative | transcript_product=HECT-like E3 ubiquitin ligase, putative | location=PvP01_05_v2:359975-385651(+) | protein_length=8558 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0508200.1-p1   -           8558 24at5820             -           4512         0 7726.2 826.2  19  39   2.8e-17   1.8e-14   49.3   0.6  2478  2516  4287  4325  4279  4329 0.94 | transcript=PVP01_0508200.1 | gene=PVP01_0508200 | organism=Plasmodium_vivax_P01 | gene_product=HECT-like E3 ubiquitin ligase, putative | transcript_product=HECT-like E3 ubiquitin ligase, putative | location=PvP01_05_v2:359975-385651(+) | protein_length=8558 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0508200.1-p1   -           8558 24at5820             -           4512         0 7726.2 826.2  20  39   4.9e-52   3.2e-49  164.7  13.8  2516  2647  4384  4553  4378  4563 0.82 | transcript=PVP01_0508200.1 | gene=PVP01_0508200 | organism=Plasmodium_vivax_P01 | gene_product=HECT-like E3 ubiquitin ligase, putative | transcript_product=HECT-like E3 ubiquitin ligase, putative | location=PvP01_05_v2:359975-385651(+) | protein_length=8558 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0508200.1-p1   -           8558 24at5820             -           4512         0 7726.2 826.2  21  39   6.6e-92   4.3e-89  297.0  17.9  2646  2821  4679  4857  4671  4862 0.95 | transcript=PVP01_0508200.1 | gene=PVP01_0508200 | organism=Plasmodium_vivax_P01 | gene_product=HECT-like E3 ubiquitin ligase, putative | transcript_product=HECT-like E3 ubiquitin ligase, putative | location=PvP01_05_v2:359975-385651(+) | protein_length=8558 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0508200.1-p1   -           8558 24at5820             -           4512         0 7726.2 826.2  22  39        10   6.5e+03  -46.5  61.2  2881  2917  4870  4906  4853  4958 0.46 | transcript=PVP01_0508200.1 | gene=PVP01_0508200 | organism=Plasmodium_vivax_P01 | gene_product=HECT-like E3 ubiquitin ligase, putative | transcript_product=HECT-like E3 ubiquitin ligase, putative | location=PvP01_05_v2:359975-385651(+) | protein_length=8558 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0508200.1-p1   -           8558 24at5820             -           4512         0 7726.2 826.2  23  39        10   6.5e+03  -41.6  70.0  2787  2937  4900  5055  4897  5063 0.63 | transcript=PVP01_0508200.1 | gene=PVP01_0508200 | organism=Plasmodium_vivax_P01 | gene_product=HECT-like E3 ubiquitin ligase, putative | transcript_product=HECT-like E3 ubiquitin ligase, putative | location=PvP01_05_v2:359975-385651(+) | protein_length=8558 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0508200.1-p1   -           8558 24at5820             -           4512         0 7726.2 826.2  24  39        10   6.5e+03  -26.4  42.5  2897  2932  5065  5102  5056  5104 0.36 | transcript=PVP01_0508200.1 | gene=PVP01_0508200 | organism=Plasmodium_vivax_P01 | gene_product=HECT-like E3 ubiquitin ligase, putative | transcript_product=HECT-like E3 ubiquitin ligase, putative | location=PvP01_05_v2:359975-385651(+) | protein_length=8558 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0508200.1-p1   -           8558 24at5820             -           4512         0 7726.2 826.2  25  39     2e-48   1.3e-45  152.7  64.3  2787  2930  5095  5241  5093  5242 0.91 | transcript=PVP01_0508200.1 | gene=PVP01_0508200 | organism=Plasmodium_vivax_P01 | gene_product=HECT-like E3 ubiquitin ligase, putative | transcript_product=HECT-like E3 ubiquitin ligase, putative | location=PvP01_05_v2:359975-385651(+) | protein_length=8558 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0508200.1-p1   -           8558 24at5820             -           4512         0 7726.2 826.2  26  39   1.2e-43   7.9e-41  136.8  53.0  2899  3015  5234  5350  5234  5356 0.94 | transcript=PVP01_0508200.1 | gene=PVP01_0508200 | organism=Plasmodium_vivax_P01 | gene_product=HECT-like E3 ubiquitin ligase, putative | transcript_product=HECT-like E3 ubiquitin ligase, putative | location=PvP01_05_v2:359975-385651(+) | protein_length=8558 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0508200.1-p1   -           8558 24at5820             -           4512         0 7726.2 826.2  27  39   5.6e-20   3.7e-17   58.3   0.8  3011  3060  5650  5699  5642  5707 0.88 | transcript=PVP01_0508200.1 | gene=PVP01_0508200 | organism=Plasmodium_vivax_P01 | gene_product=HECT-like E3 ubiquitin ligase, putative | transcript_product=HECT-like E3 ubiquitin ligase, putative | location=PvP01_05_v2:359975-385651(+) | protein_length=8558 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0508200.1-p1   -           8558 24at5820             -           4512         0 7726.2 826.2  28  39   3.4e-07   0.00022   15.9   2.0  3059  3104  5805  5850  5784  5899 0.82 | transcript=PVP01_0508200.1 | gene=PVP01_0508200 | organism=Plasmodium_vivax_P01 | gene_product=HECT-like E3 ubiquitin ligase, putative | transcript_product=HECT-like E3 ubiquitin ligase, putative | location=PvP01_05_v2:359975-385651(+) | protein_length=8558 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0508200.1-p1   -           8558 24at5820             -           4512         0 7726.2 826.2  29  39   8.3e-05     0.054    7.9   8.0  3109  3140  5916  5947  5891  5958 0.86 | transcript=PVP01_0508200.1 | gene=PVP01_0508200 | organism=Plasmodium_vivax_P01 | gene_product=HECT-like E3 ubiquitin ligase, putative | transcript_product=HECT-like E3 ubiquitin ligase, putative | location=PvP01_05_v2:359975-385651(+) | protein_length=8558 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0508200.1-p1   -           8558 24at5820             -           4512         0 7726.2 826.2  30  39   1.4e-33     9e-31  103.5   2.8  3120  3206  6019  6109  5996  6117 0.84 | transcript=PVP01_0508200.1 | gene=PVP01_0508200 | organism=Plasmodium_vivax_P01 | gene_product=HECT-like E3 ubiquitin ligase, putative | transcript_product=HECT-like E3 ubiquitin ligase, putative | location=PvP01_05_v2:359975-385651(+) | protein_length=8558 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0508200.1-p1   -           8558 24at5820             -           4512         0 7726.2 826.2  31  39   6.3e-51   4.1e-48  161.0   1.2  3203  3303  6256  6360  6241  6370 0.93 | transcript=PVP01_0508200.1 | gene=PVP01_0508200 | organism=Plasmodium_vivax_P01 | gene_product=HECT-like E3 ubiquitin ligase, putative | transcript_product=HECT-like E3 ubiquitin ligase, putative | location=PvP01_05_v2:359975-385651(+) | protein_length=8558 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0508200.1-p1   -           8558 24at5820             -           4512         0 7726.2 826.2  32  39   1.8e-56   1.2e-53  179.4   4.0  3300  3425  6493  6617  6489  6627 0.91 | transcript=PVP01_0508200.1 | gene=PVP01_0508200 | organism=Plasmodium_vivax_P01 | gene_product=HECT-like E3 ubiquitin ligase, putative | transcript_product=HECT-like E3 ubiquitin ligase, putative | location=PvP01_05_v2:359975-385651(+) | protein_length=8558 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0508200.1-p1   -           8558 24at5820             -           4512         0 7726.2 826.2  33  39   6.7e-26   4.4e-23   77.9  29.2  3365  3499  6690  6839  6689  6847 0.72 | transcript=PVP01_0508200.1 | gene=PVP01_0508200 | organism=Plasmodium_vivax_P01 | gene_product=HECT-like E3 ubiquitin ligase, putative | transcript_product=HECT-like E3 ubiquitin ligase, putative | location=PvP01_05_v2:359975-385651(+) | protein_length=8558 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0508200.1-p1   -           8558 24at5820             -           4512         0 7726.2 826.2  34  39    6e-112  3.9e-109  363.5   1.3  3497  3708  6946  7170  6931  7175 0.92 | transcript=PVP01_0508200.1 | gene=PVP01_0508200 | organism=Plasmodium_vivax_P01 | gene_product=HECT-like E3 ubiquitin ligase, putative | transcript_product=HECT-like E3 ubiquitin ligase, putative | location=PvP01_05_v2:359975-385651(+) | protein_length=8558 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0508200.1-p1   -           8558 24at5820             -           4512         0 7726.2 826.2  35  39   6.5e-38   4.3e-35  117.8   8.8  3700  3795  7218  7337  7211  7343 0.84 | transcript=PVP01_0508200.1 | gene=PVP01_0508200 | organism=Plasmodium_vivax_P01 | gene_product=HECT-like E3 ubiquitin ligase, putative | transcript_product=HECT-like E3 ubiquitin ligase, putative | location=PvP01_05_v2:359975-385651(+) | protein_length=8558 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0508200.1-p1   -           8558 24at5820             -           4512         0 7726.2 826.2  36  39   3.3e-74   2.2e-71  238.3   7.5  3792  3942  7403  7587  7391  7594 0.85 | transcript=PVP01_0508200.1 | gene=PVP01_0508200 | organism=Plasmodium_vivax_P01 | gene_product=HECT-like E3 ubiquitin ligase, putative | transcript_product=HECT-like E3 ubiquitin ligase, putative | location=PvP01_05_v2:359975-385651(+) | protein_length=8558 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0508200.1-p1   -           8558 24at5820             -           4512         0 7726.2 826.2  37  39     1e-25   6.8e-23   77.3   2.0  3939  3990  7659  7710  7649  7719 0.88 | transcript=PVP01_0508200.1 | gene=PVP01_0508200 | organism=Plasmodium_vivax_P01 | gene_product=HECT-like E3 ubiquitin ligase, putative | transcript_product=HECT-like E3 ubiquitin ligase, putative | location=PvP01_05_v2:359975-385651(+) | protein_length=8558 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0508200.1-p1   -           8558 24at5820             -           4512         0 7726.2 826.2  38  39   1.5e-48   9.7e-46  153.1   3.3  3984  4074  7819  7909  7811  7927 0.92 | transcript=PVP01_0508200.1 | gene=PVP01_0508200 | organism=Plasmodium_vivax_P01 | gene_product=HECT-like E3 ubiquitin ligase, putative | transcript_product=HECT-like E3 ubiquitin ligase, putative | location=PvP01_05_v2:359975-385651(+) | protein_length=8558 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0508200.1-p1   -           8558 24at5820             -           4512         0 7726.2 826.2  39  39         0         0 1081.1  13.7  4067  4512  8113  8558  8103  8558 0.99 | transcript=PVP01_0508200.1 | gene=PVP01_0508200 | organism=Plasmodium_vivax_P01 | gene_product=HECT-like E3 ubiquitin ligase, putative | transcript_product=HECT-like E3 ubiquitin ligase, putative | location=PvP01_05_v2:359975-385651(+) | protein_length=8558 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0920000.1-p1   -           1953 24at5820             -           4512   3.1e-44  148.2  13.7   1   3      0.45     3e+02   -4.5   0.6  2535  2608   404   470   378   494 0.77 | transcript=PVP01_0920000.1 | gene=PVP01_0920000 | organism=Plasmodium_vivax_P01 | gene_product=ubiquitin-protein ligase, putative | transcript_product=ubiquitin-protein ligase, putative | location=PvP01_09_v2:867738-873599(+) | protein_length=1953 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0920000.1-p1   -           1953 24at5820             -           4512   3.1e-44  148.2  13.7   2   3   1.5e-09   9.9e-07   23.6   2.2  4159  4301  1345  1494  1294  1508 0.79 | transcript=PVP01_0920000.1 | gene=PVP01_0920000 | organism=Plasmodium_vivax_P01 | gene_product=ubiquitin-protein ligase, putative | transcript_product=ubiquitin-protein ligase, putative | location=PvP01_09_v2:867738-873599(+) | protein_length=1953 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0920000.1-p1   -           1953 24at5820             -           4512   3.1e-44  148.2  13.7   3   3   1.8e-42   1.2e-39  132.9   0.1  4325  4509  1770  1950  1764  1952 0.95 | transcript=PVP01_0920000.1 | gene=PVP01_0920000 | organism=Plasmodium_vivax_P01 | gene_product=ubiquitin-protein ligase, putative | transcript_product=ubiquitin-protein ligase, putative | location=PvP01_09_v2:867738-873599(+) | protein_length=1953 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0104800.1-p1   -           3833 24at5820             -           4512   1.2e-24   83.1   6.6   1   6        10   6.5e+03  -25.5  38.8  2897  2933   132   168   122   172 0.57 | transcript=PVP01_0104800.1 | gene=PVP01_0104800 | organism=Plasmodium_vivax_P01 | gene_product=HECT-type E3 ubiquitin ligase UT, putative | transcript_product=HECT-type E3 ubiquitin ligase UT, putative | location=PvP01_01_v2:248713-261673(-) | protein_length=3833 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0104800.1-p1   -           3833 24at5820             -           4512   1.2e-24   83.1   6.6   2   6        10   6.5e+03  -26.4  48.1  2899  2935   165   202   162   221 0.60 | transcript=PVP01_0104800.1 | gene=PVP01_0104800 | organism=Plasmodium_vivax_P01 | gene_product=HECT-type E3 ubiquitin ligase UT, putative | transcript_product=HECT-type E3 ubiquitin ligase UT, putative | location=PvP01_01_v2:248713-261673(-) | protein_length=3833 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0104800.1-p1   -           3833 24at5820             -           4512   1.2e-24   83.1   6.6   3   6        10   6.5e+03  -11.9   7.9  1740  1794   443   498   398   512 0.61 | transcript=PVP01_0104800.1 | gene=PVP01_0104800 | organism=Plasmodium_vivax_P01 | gene_product=HECT-type E3 ubiquitin ligase UT, putative | transcript_product=HECT-type E3 ubiquitin ligase UT, putative | location=PvP01_01_v2:248713-261673(-) | protein_length=3833 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0104800.1-p1   -           3833 24at5820             -           4512   1.2e-24   83.1   6.6   4   6        10   6.5e+03   -9.4  17.0  2880  2952  3070  3144  3048  3163 0.65 | transcript=PVP01_0104800.1 | gene=PVP01_0104800 | organism=Plasmodium_vivax_P01 | gene_product=HECT-type E3 ubiquitin ligase UT, putative | transcript_product=HECT-type E3 ubiquitin ligase UT, putative | location=PvP01_01_v2:248713-261673(-) | protein_length=3833 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0104800.1-p1   -           3833 24at5820             -           4512   1.2e-24   83.1   6.6   5   6        10   6.5e+03  -14.4  17.1  2785  2929  3388  3525  3366  3558 0.58 | transcript=PVP01_0104800.1 | gene=PVP01_0104800 | organism=Plasmodium_vivax_P01 | gene_product=HECT-type E3 ubiquitin ligase UT, putative | transcript_product=HECT-type E3 ubiquitin ligase UT, putative | location=PvP01_01_v2:248713-261673(-) | protein_length=3833 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0104800.1-p1   -           3833 24at5820             -           4512   1.2e-24   83.1   6.6   6   6   1.8e-27   1.2e-24   83.1   6.6  4243  4509  3559  3830  3552  3832 0.82 | transcript=PVP01_0104800.1 | gene=PVP01_0104800 | organism=Plasmodium_vivax_P01 | gene_product=HECT-type E3 ubiquitin ligase UT, putative | transcript_product=HECT-type E3 ubiquitin ligase UT, putative | location=PvP01_01_v2:248713-261673(-) | protein_length=3833 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0828900.1-p1   -           1030 24at5820             -           4512     0.016    9.7  25.1   1   1   5.9e-05     0.039    8.4  25.1  2899  3007   894  1003   884  1022 0.68 | transcript=PVP01_0828900.1 | gene=PVP01_0828900 | organism=Plasmodium_vivax_P01 | gene_product=phosphatidylinositol 3- and 4-kinase, putative | transcript_product=phosphatidylinositol 3- and 4-kinase, putative | location=PvP01_08_v2:1252206-1255849(+) | protein_length=1030 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0522700.1-p1   -            411 24at5820             -           4512     0.057    7.9  19.0   1   1   0.00011     0.073    7.5  19.0  2890  3032   128   280   116   299 0.52 | transcript=PVP01_0522700.1 | gene=PVP01_0522700 | organism=Plasmodium_vivax_P01 | gene_product=Plasmodium exported protein (PHIST), unknown function | transcript_product=Plasmodium exported protein (PHIST), unknown function | location=PvP01_05_v2:914875-916300(-) | protein_length=411 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0901800.1-p1   -            335 24at5820             -           4512      0.22    5.9   9.4   1   1   0.00055      0.36    5.2   9.4  2896  2928   132   164   105   190 0.63 | transcript=PVP01_0901800.1 | gene=PVP01_0901800 | organism=Plasmodium_vivax_P01 | gene_product=hypothetical protein | transcript_product=hypothetical protein | location=PvP01_09_v2:113304-114434(+) | protein_length=335 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0304700.1-p1   -           2519 24at5820             -           4512       2.3    2.5  30.1   1   2     0.014       9.3    0.5   8.4  2900  2962   458   520   440   550 0.58 | transcript=PVP01_0304700.1 | gene=PVP01_0304700 | organism=Plasmodium_vivax_P01 | gene_product=liver specific protein 2 | transcript_product=liver specific protein 2 | location=PvP01_03_v2:245783-253342(-) | protein_length=2519 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0304700.1-p1   -           2519 24at5820             -           4512       2.3    2.5  30.1   2   2   0.00014     0.091    7.2  13.7  2887  2951  1440  1502  1429  1531 0.64 | transcript=PVP01_0304700.1 | gene=PVP01_0304700 | organism=Plasmodium_vivax_P01 | gene_product=liver specific protein 2 | transcript_product=liver specific protein 2 | location=PvP01_03_v2:245783-253342(-) | protein_length=2519 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
