#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVP01_0412400.1-p1   -           3768 250at5820            -           2184         0 3461.4 263.1   1  18   0.00037       2.4    3.7   0.3    12    43   141   182   131   191 0.73 | transcript=PVP01_0412400.1 | gene=PVP01_0412400 | organism=Plasmodium_vivax_P01 | gene_product=nucleoporin NUP434, putative | transcript_product=nucleoporin NUP434, putative | location=PvP01_04_v2:491055-502361(-) | protein_length=3768 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0412400.1-p1   -           3768 250at5820            -           2184         0 3461.4 263.1  12  18  4.1e-142  2.7e-138  461.2  16.1  1024  1269  2254  2505  2238  2512 0.97 | transcript=PVP01_0412400.1 | gene=PVP01_0412400 | organism=Plasmodium_vivax_P01 | gene_product=nucleoporin NUP434, putative | transcript_product=nucleoporin NUP434, putative | location=PvP01_04_v2:491055-502361(-) | protein_length=3768 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0412400.1-p1   -           3768 250at5820            -           2184         0 3461.4 263.1  13  18   2.6e-34   1.7e-30  103.6   1.0  1260  1323  2542  2605  2536  2628 0.90 | transcript=PVP01_0412400.1 | gene=PVP01_0412400 | organism=Plasmodium_vivax_P01 | gene_product=nucleoporin NUP434, putative | transcript_product=nucleoporin NUP434, putative | location=PvP01_04_v2:491055-502361(-) | protein_length=3768 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0412400.1-p1   -           3768 250at5820            -           2184         0 3461.4 263.1  14  18   1.1e-75   7.1e-72  240.9  12.1  1319  1449  2647  2777  2643  2781 0.98 | transcript=PVP01_0412400.1 | gene=PVP01_0412400 | organism=Plasmodium_vivax_P01 | gene_product=nucleoporin NUP434, putative | transcript_product=nucleoporin NUP434, putative | location=PvP01_04_v2:491055-502361(-) | protein_length=3768 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0412400.1-p1   -           3768 250at5820            -           2184         0 3461.4 263.1  15  18   1.2e-37   7.6e-34  114.8   2.1  1450  1544  2879  2974  2874  2983 0.88 | transcript=PVP01_0412400.1 | gene=PVP01_0412400 | organism=Plasmodium_vivax_P01 | gene_product=nucleoporin NUP434, putative | transcript_product=nucleoporin NUP434, putative | location=PvP01_04_v2:491055-502361(-) | protein_length=3768 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0412400.1-p1   -           3768 250at5820            -           2184         0 3461.4 263.1  16  18  9.3e-226    6e-222  738.6  48.7  1529  1939  3012  3434  3008  3441 0.98 | transcript=PVP01_0412400.1 | gene=PVP01_0412400 | organism=Plasmodium_vivax_P01 | gene_product=nucleoporin NUP434, putative | transcript_product=nucleoporin NUP434, putative | location=PvP01_04_v2:491055-502361(-) | protein_length=3768 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0412400.1-p1   -           3768 250at5820            -           2184         0 3461.4 263.1  17  18   2.7e-10   1.8e-06   24.0   0.1  1943  1969  3478  3504  3470  3506 0.83 | transcript=PVP01_0412400.1 | gene=PVP01_0412400 | organism=Plasmodium_vivax_P01 | gene_product=nucleoporin NUP434, putative | transcript_product=nucleoporin NUP434, putative | location=PvP01_04_v2:491055-502361(-) | protein_length=3768 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0412400.1-p1   -           3768 250at5820            -           2184         0 3461.4 263.1  18  18  1.1e-125  7.5e-122  406.7  23.0  1970  2184  3536  3765  3529  3765 0.92 | transcript=PVP01_0412400.1 | gene=PVP01_0412400 | organism=Plasmodium_vivax_P01 | gene_product=nucleoporin NUP434, putative | transcript_product=nucleoporin NUP434, putative | location=PvP01_04_v2:491055-502361(-) | protein_length=3768 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/250at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvP01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvP01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/250at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/250at5820.hmm /v3/inputs/annotations/plasmodb-68/PvP01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:36:30 2026
# [ok]
