#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVP01_1226400.1-p1   -           2267 576at5820            -           1368         0 1852.8 276.5   1  12   1.6e-48   5.2e-45  152.0  19.1     1   160     1   190     1   209 0.81 | transcript=PVP01_1226400.1 | gene=PVP01_1226400 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:1037028-1043831(+) | protein_length=2267 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1226400.1-p1   -           2267 576at5820            -           1368         0 1852.8 276.5  12  12   4.3e-53   1.4e-49  167.2  26.0  1232  1368  2121  2267  2119  2267 0.87 | transcript=PVP01_1226400.1 | gene=PVP01_1226400 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:1037028-1043831(+) | protein_length=2267 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1214300.1-p1   -           1186 576at5820            -           1368   2.1e-28   97.0  16.0   1   5     0.073   2.4e+02   -2.6   6.1   218   310    52   143    40   160 0.73 | transcript=PVP01_1214300.1 | gene=PVP01_1214300 | organism=Plasmodium_vivax_P01 | gene_product=inner centromere protein, putative | transcript_product=inner centromere protein, putative | location=PvP01_12_v2:607851-611411(+) | protein_length=1186 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1214300.1-p1   -           1186 576at5820            -           1368   2.1e-28   97.0  16.0   2   5      0.33   1.1e+03   -4.8   1.6   292   330   265   303   211   320 0.55 | transcript=PVP01_1214300.1 | gene=PVP01_1214300 | organism=Plasmodium_vivax_P01 | gene_product=inner centromere protein, putative | transcript_product=inner centromere protein, putative | location=PvP01_12_v2:607851-611411(+) | protein_length=1186 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1214300.1-p1   -           1186 576at5820            -           1368   2.1e-28   97.0  16.0   3   5      0.27   8.8e+02   -4.4   0.9  1106  1141   555   590   534   622 0.60 | transcript=PVP01_1214300.1 | gene=PVP01_1214300 | organism=Plasmodium_vivax_P01 | gene_product=inner centromere protein, putative | transcript_product=inner centromere protein, putative | location=PvP01_12_v2:607851-611411(+) | protein_length=1186 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1214300.1-p1   -           1186 576at5820            -           1368   2.1e-28   97.0  16.0   4   5     0.004        13    1.6   0.6   672   730   716   769   710   784 0.85 | transcript=PVP01_1214300.1 | gene=PVP01_1214300 | organism=Plasmodium_vivax_P01 | gene_product=inner centromere protein, putative | transcript_product=inner centromere protein, putative | location=PvP01_12_v2:607851-611411(+) | protein_length=1186 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1214300.1-p1   -           1186 576at5820            -           1368   2.1e-28   97.0  16.0   5   5   6.6e-32   2.1e-28   97.0  16.0   738   898   878  1039   843  1076 0.93 | transcript=PVP01_1214300.1 | gene=PVP01_1214300 | organism=Plasmodium_vivax_P01 | gene_product=inner centromere protein, putative | transcript_product=inner centromere protein, putative | location=PvP01_12_v2:607851-611411(+) | protein_length=1186 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/576at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvP01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvP01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/576at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/576at5820.hmm /v3/inputs/annotations/plasmodb-68/PvP01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:43:14 2026
# [ok]
