#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVP01_1225400.1-p1   -           1992 538at5820            -           1455         0 2666.6  69.3   1   7  1.6e-168  8.8e-166  552.0   0.3     1   265     1   278     1   286 0.97 | transcript=PVP01_1225400.1 | gene=PVP01_1225400 | organism=Plasmodium_vivax_P01 | gene_product=myosin F, putative | transcript_product=myosin F, putative | location=PvP01_12_v2:985781-992295(+) | protein_length=1992 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0941200.1-p1   -           1716 538at5820            -           1455   3.9e-77  258.2  74.0   3   6   1.7e-06   0.00094   15.1   1.4   310   373   542   607   535   686 0.76 | transcript=PVP01_0941200.1 | gene=PVP01_0941200 | organism=Plasmodium_vivax_P01 | gene_product=myosin K, putative | transcript_product=myosin K, putative | location=PvP01_09_v2:1802551-1808175(+) | protein_length=1716 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0941200.1-p1   -           1716 538at5820            -           1455   3.9e-77  258.2  74.0   4   6   2.2e-24   1.2e-21   74.4   8.0   435   590   745   917   740   936 0.78 | transcript=PVP01_0941200.1 | gene=PVP01_0941200 | organism=Plasmodium_vivax_P01 | gene_product=myosin K, putative | transcript_product=myosin K, putative | location=PvP01_09_v2:1802551-1808175(+) | protein_length=1716 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0941200.1-p1   -           1716 538at5820            -           1455   3.9e-77  258.2  74.0   5   6   5.2e-18   2.8e-15   53.2  16.3   599   821  1023  1245  1014  1249 0.83 | transcript=PVP01_0941200.1 | gene=PVP01_0941200 | organism=Plasmodium_vivax_P01 | gene_product=myosin K, putative | transcript_product=myosin K, putative | location=PvP01_09_v2:1802551-1808175(+) | protein_length=1716 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0941200.1-p1   -           1716 538at5820            -           1455   3.9e-77  258.2  74.0   6   6      0.26   1.4e+02   -2.1  15.7   734   821  1249  1342  1244  1399 0.77 | transcript=PVP01_0941200.1 | gene=PVP01_0941200 | organism=Plasmodium_vivax_P01 | gene_product=myosin K, putative | transcript_product=myosin K, putative | location=PvP01_09_v2:1802551-1808175(+) | protein_length=1716 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1448000.1-p1   -           1872 538at5820            -           1455     2e-48  163.1  19.4   1   3   1.2e-16   6.6e-14   48.7   0.1    70   171   110   222   102   228 0.84 | transcript=PVP01_1448000.1 | gene=PVP01_1448000 | organism=Plasmodium_vivax_P01 | gene_product=myosin J, putative | transcript_product=myosin J, putative | location=PvP01_14_v2:2078986-2085183(-) | protein_length=1872 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1448000.1-p1   -           1872 538at5820            -           1455     2e-48  163.1  19.4   2   3   3.7e-29     2e-26   90.2   1.7   188   589   264   718   247   721 0.73 | transcript=PVP01_1448000.1 | gene=PVP01_1448000 | organism=Plasmodium_vivax_P01 | gene_product=myosin J, putative | transcript_product=myosin J, putative | location=PvP01_14_v2:2078986-2085183(-) | protein_length=1872 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1448000.1-p1   -           1872 538at5820            -           1455     2e-48  163.1  19.4   3   3   1.7e-11     9e-09   31.7   5.7   600   790   776   986   771  1028 0.74 | transcript=PVP01_1448000.1 | gene=PVP01_1448000 | organism=Plasmodium_vivax_P01 | gene_product=myosin J, putative | transcript_product=myosin J, putative | location=PvP01_14_v2:2078986-2085183(-) | protein_length=1872 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1135200.1-p1   -           1986 538at5820            -           1455   9.3e-27   91.3  11.4   1   3   5.5e-18     3e-15   53.1   0.4    30   173    37   188    31   197 0.86 | transcript=PVP01_1135200.1 | gene=PVP01_1135200 | organism=Plasmodium_vivax_P01 | gene_product=myosin E, putative | transcript_product=myosin E, putative | location=PvP01_11_v2:1496584-1502544(+) | protein_length=1986 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1135200.1-p1   -           1986 538at5820            -           1455   9.3e-27   91.3  11.4   2   3   2.5e-07   0.00014   17.8   0.0   190   250   293   352   279   357 0.85 | transcript=PVP01_1135200.1 | gene=PVP01_1135200 | organism=Plasmodium_vivax_P01 | gene_product=myosin E, putative | transcript_product=myosin E, putative | location=PvP01_11_v2:1496584-1502544(+) | protein_length=1986 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1135200.1-p1   -           1986 538at5820            -           1455   9.3e-27   91.3  11.4   3   3   9.4e-09   5.1e-06   22.5   3.2   436   591   727   900   721   994 0.76 | transcript=PVP01_1135200.1 | gene=PVP01_1135200 | organism=Plasmodium_vivax_P01 | gene_product=myosin E, putative | transcript_product=myosin E, putative | location=PvP01_11_v2:1496584-1502544(+) | protein_length=1986 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0946700.1-p1   -            660 538at5820            -           1455     1e-16   58.0   9.9   1   5   1.7e-06   0.00093   15.1   0.0  1184  1254   106   177    66   183 0.85 | transcript=PVP01_0946700.1 | gene=PVP01_0946700 | organism=Plasmodium_vivax_P01 | gene_product=ribosome assembly protein 4, putative | transcript_product=ribosome assembly protein 4, putative | location=PvP01_09_v2:2037475-2039457(-) | protein_length=660 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0946700.1-p1   -            660 538at5820            -           1455     1e-16   58.0   9.9   2   5    0.0021       1.1    4.8   0.0  1169  1209   179   215   175   225 0.81 | transcript=PVP01_0946700.1 | gene=PVP01_0946700 | organism=Plasmodium_vivax_P01 | gene_product=ribosome assembly protein 4, putative | transcript_product=ribosome assembly protein 4, putative | location=PvP01_09_v2:2037475-2039457(-) | protein_length=660 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0946700.1-p1   -            660 538at5820            -           1455     1e-16   58.0   9.9   3   5   1.1e-12     6e-10   35.6   0.9  1169  1350   341   518   334   527 0.78 | transcript=PVP01_0946700.1 | gene=PVP01_0946700 | organism=Plasmodium_vivax_P01 | gene_product=ribosome assembly protein 4, putative | transcript_product=ribosome assembly protein 4, putative | location=PvP01_09_v2:2037475-2039457(-) | protein_length=660 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0946700.1-p1   -            660 538at5820            -           1455     1e-16   58.0   9.9   4   5    0.0011      0.58    5.8   0.0  1188  1231   525   568   520   575 0.91 | transcript=PVP01_0946700.1 | gene=PVP01_0946700 | organism=Plasmodium_vivax_P01 | gene_product=ribosome assembly protein 4, putative | transcript_product=ribosome assembly protein 4, putative | location=PvP01_09_v2:2037475-2039457(-) | protein_length=660 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0946700.1-p1   -            660 538at5820            -           1455     1e-16   58.0   9.9   5   5      0.89   4.9e+02   -3.9   0.0  1191  1227   622   658   619   659 0.90 | transcript=PVP01_0946700.1 | gene=PVP01_0946700 | organism=Plasmodium_vivax_P01 | gene_product=ribosome assembly protein 4, putative | transcript_product=ribosome assembly protein 4, putative | location=PvP01_09_v2:2037475-2039457(-) | protein_length=660 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0831600.1-p1   -            498 538at5820            -           1455   1.2e-12   44.6   2.4   1   3   9.2e-06     0.005   12.6   0.1  1174  1228   233   283   209   309 0.80 | transcript=PVP01_0831600.1 | gene=PVP01_0831600 | organism=Plasmodium_vivax_P01 | gene_product=pre-mRNA-processing factor 19, putative | transcript_product=pre-mRNA-processing factor 19, putative | location=PvP01_08_v2:1360571-1362067(-) | protein_length=498 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0831600.1-p1   -            498 538at5820            -           1455   1.2e-12   44.6   2.4   2   3   3.8e-07    0.0002   17.2   0.1  1119  1230   311   415   294   424 0.85 | transcript=PVP01_0831600.1 | gene=PVP01_0831600 | organism=Plasmodium_vivax_P01 | gene_product=pre-mRNA-processing factor 19, putative | transcript_product=pre-mRNA-processing factor 19, putative | location=PvP01_08_v2:1360571-1362067(-) | protein_length=498 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0831600.1-p1   -            498 538at5820            -           1455   1.2e-12   44.6   2.4   3   3   5.8e-06    0.0032   13.3   0.1  1184  1227   454   497   439   498 0.90 | transcript=PVP01_0831600.1 | gene=PVP01_0831600 | organism=Plasmodium_vivax_P01 | gene_product=pre-mRNA-processing factor 19, putative | transcript_product=pre-mRNA-processing factor 19, putative | location=PvP01_08_v2:1360571-1362067(-) | protein_length=498 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0116900.1-p1   -            365 538at5820            -           1455   1.8e-10   37.3   5.4   1   2   1.3e-11     7e-09   32.0   0.8  1187  1291     4   109     1   127 0.82 | transcript=PVP01_0116900.1 | gene=PVP01_0116900 | organism=Plasmodium_vivax_P01 | gene_product=mitogen-activated protein kinase organizer 1, putative | transcript_product=mitogen-activated protein kinase organizer 1, putative | location=PvP01_01_v2:767750-769801(-) | protein_length=365 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0116900.1-p1   -            365 538at5820            -           1455   1.8e-10   37.3   5.4   2   2   0.00024      0.13    7.9   0.3  1210  1318   156   265   134   325 0.81 | transcript=PVP01_0116900.1 | gene=PVP01_0116900 | organism=Plasmodium_vivax_P01 | gene_product=mitogen-activated protein kinase organizer 1, putative | transcript_product=mitogen-activated protein kinase organizer 1, putative | location=PvP01_01_v2:767750-769801(-) | protein_length=365 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1015300.1-p1   -           1230 538at5820            -           1455   1.8e-05   20.8   5.2   1   3      0.18        99   -1.6   0.1  1181  1228   885   932   880   937 0.89 | transcript=PVP01_1015300.1 | gene=PVP01_1015300 | organism=Plasmodium_vivax_P01 | gene_product=WD repeat-containing protein 26, putative | transcript_product=WD repeat-containing protein 26, putative | location=PvP01_10_v2:689400-693092(-) | protein_length=1230 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1015300.1-p1   -           1230 538at5820            -           1455   1.8e-05   20.8   5.2   2   3   0.00015     0.083    8.6   0.3  1391  1442   959  1008   950  1017 0.87 | transcript=PVP01_1015300.1 | gene=PVP01_1015300 | organism=Plasmodium_vivax_P01 | gene_product=WD repeat-containing protein 26, putative | transcript_product=WD repeat-containing protein 26, putative | location=PvP01_10_v2:689400-693092(-) | protein_length=1230 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1015300.1-p1   -           1230 538at5820            -           1455   1.8e-05   20.8   5.2   3   3   5.6e-06    0.0031   13.4   0.0  1195  1252  1114  1174  1103  1195 0.83 | transcript=PVP01_1015300.1 | gene=PVP01_1015300 | organism=Plasmodium_vivax_P01 | gene_product=WD repeat-containing protein 26, putative | transcript_product=WD repeat-containing protein 26, putative | location=PvP01_10_v2:689400-693092(-) | protein_length=1230 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0507600.1-p1   -            322 538at5820            -           1455     4e-05   19.6   4.5   1   3   0.00049      0.26    6.9   0.1  1195  1259    66   131    59   134 0.85 | transcript=PVP01_0507600.1 | gene=PVP01_0507600 | organism=Plasmodium_vivax_P01 | gene_product=receptor for activated c kinase, putative | transcript_product=receptor for activated c kinase, putative | location=PvP01_05_v2:335035-336445(+) | protein_length=322 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0507600.1-p1   -            322 538at5820            -           1455     4e-05   19.6   4.5   2   3    0.0062       3.4    3.3   0.1  1198  1238   154   196   144   211 0.76 | transcript=PVP01_0507600.1 | gene=PVP01_0507600 | organism=Plasmodium_vivax_P01 | gene_product=receptor for activated c kinase, putative | transcript_product=receptor for activated c kinase, putative | location=PvP01_05_v2:335035-336445(+) | protein_length=322 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0507600.1-p1   -            322 538at5820            -           1455     4e-05   19.6   4.5   3   3   0.00026      0.14    7.8   0.0  1217  1312   217   317   192   321 0.73 | transcript=PVP01_0507600.1 | gene=PVP01_0507600 | organism=Plasmodium_vivax_P01 | gene_product=receptor for activated c kinase, putative | transcript_product=receptor for activated c kinase, putative | location=PvP01_05_v2:335035-336445(+) | protein_length=322 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0511500.1-p1   -            324 538at5820            -           1455    0.0083   11.9   1.1   1   3    0.0087       4.7    2.8   0.2  1189  1238    69   118    42   186 0.72 | transcript=PVP01_0511500.1 | gene=PVP01_0511500 | organism=Plasmodium_vivax_P01 | gene_product=U5 small nuclear ribonucleoprotein 40 kDa protein, putative | transcript_product=U5 small nuclear ribonucleoprotein 40 kDa protein, putative | location=PvP01_05_v2:497899-498873(-) | protein_length=324 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0511500.1-p1   -            324 538at5820            -           1455    0.0083   11.9   1.1   2   3       0.1        56   -0.8   0.0  1195  1229   199   233   159   235 0.83 | transcript=PVP01_0511500.1 | gene=PVP01_0511500 | organism=Plasmodium_vivax_P01 | gene_product=U5 small nuclear ribonucleoprotein 40 kDa protein, putative | transcript_product=U5 small nuclear ribonucleoprotein 40 kDa protein, putative | location=PvP01_05_v2:497899-498873(-) | protein_length=324 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0511500.1-p1   -            324 538at5820            -           1455    0.0083   11.9   1.1   3   3   0.00052      0.28    6.8   0.0  1166  1226   265   321   251   324 0.85 | transcript=PVP01_0511500.1 | gene=PVP01_0511500 | organism=Plasmodium_vivax_P01 | gene_product=U5 small nuclear ribonucleoprotein 40 kDa protein, putative | transcript_product=U5 small nuclear ribonucleoprotein 40 kDa protein, putative | location=PvP01_05_v2:497899-498873(-) | protein_length=324 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/538at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvP01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvP01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/538at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/538at5820.hmm /v3/inputs/annotations/plasmodb-68/PvP01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:41:39 2026
# [ok]
