#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVP01_1414700.1-p1   -           3314 286at5820            -           2124         0 2910.3 266.7   1  14  1.6e-121    1e-117  393.0  24.7     2   270    13   292    12   300 0.96 | transcript=PVP01_1414700.1 | gene=PVP01_1414700 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_14_v2:651629-661709(-) | protein_length=3314 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1414700.1-p1   -           3314 286at5820            -           2124         0 2910.3 266.7  12  14   5.9e-17   3.9e-13   46.2   0.0  1731  1814  2757  2876  2754  2885 0.79 | transcript=PVP01_1414700.1 | gene=PVP01_1414700 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_14_v2:651629-661709(-) | protein_length=3314 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1414700.1-p1   -           3314 286at5820            -           2124         0 2910.3 266.7  13  14     1e-91   6.7e-88  294.1  13.7  1813  2054  2928  3196  2922  3204 0.90 | transcript=PVP01_1414700.1 | gene=PVP01_1414700 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_14_v2:651629-661709(-) | protein_length=3314 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1414700.1-p1   -           3314 286at5820            -           2124         0 2910.3 266.7  14  14   7.2e-36   4.7e-32  108.9   2.8  2052  2124  3242  3314  3236  3314 0.96 | transcript=PVP01_1414700.1 | gene=PVP01_1414700 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_14_v2:651629-661709(-) | protein_length=3314 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/286at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvP01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvP01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/286at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/286at5820.hmm /v3/inputs/annotations/plasmodb-68/PvP01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:38:14 2026
# [ok]
