#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVP01_1238700.1-p1   -           3088 518at5820            -           2167         0 3488.1 347.8   1   7  2.9e-248    4e-246  818.5  78.5     1   537     1   725     1   741 0.91 | transcript=PVP01_1238700.1 | gene=PVP01_1238700 | organism=Plasmodium_vivax_P01 | gene_product=MORC family protein, putative | transcript_product=MORC family protein, putative | location=PvP01_12_v2:1539628-1548894(+) | protein_length=3088 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1432200.1-p1   -            586 518at5820            -           2167   8.9e-05   18.1  11.1   3   3      0.15        20    0.3   5.2   753   873   341   449   327   556 0.62 | transcript=PVP01_1432200.1 | gene=PVP01_1432200 | organism=Plasmodium_vivax_P01 | gene_product=kelch domain-containing protein, putative | transcript_product=kelch domain-containing protein, putative | location=PvP01_14_v2:1405386-1407146(-) | protein_length=586 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1033200.1-p1   -            940 518at5820            -           2167   0.00011   17.8  35.3   1   3       4.7   6.4e+02   -4.7  12.2   177   243    99   163     8   181 0.35 | transcript=PVP01_1033200.1 | gene=PVP01_1033200 | organism=Plasmodium_vivax_P01 | gene_product=chromatin assembly factor 1 subunit A, putative | transcript_product=chromatin assembly factor 1 subunit A, putative | location=PvP01_10_v2:1408959-1411781(-) | protein_length=940 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1033200.1-p1   -            940 518at5820            -           2167   0.00011   17.8  35.3   2   3      0.74     1e+02   -2.0  36.5  2017  2156   339   479   318   490 0.35 | transcript=PVP01_1033200.1 | gene=PVP01_1033200 | organism=Plasmodium_vivax_P01 | gene_product=chromatin assembly factor 1 subunit A, putative | transcript_product=chromatin assembly factor 1 subunit A, putative | location=PvP01_10_v2:1408959-1411781(-) | protein_length=940 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1033200.1-p1   -            940 518at5820            -           2167   0.00011   17.8  35.3   3   3   7.8e-07   0.00011   17.8  35.3  1612  1757   641   786   547   794 0.53 | transcript=PVP01_1033200.1 | gene=PVP01_1033200 | organism=Plasmodium_vivax_P01 | gene_product=chromatin assembly factor 1 subunit A, putative | transcript_product=chromatin assembly factor 1 subunit A, putative | location=PvP01_10_v2:1408959-1411781(-) | protein_length=940 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0810500.1-p1   -            381 518at5820            -           2167   0.00015   17.3  34.8   1   1   1.2e-06   0.00016   17.2  34.8  1643  1807    88   251     3   275 0.55 | transcript=PVP01_0810500.1 | gene=PVP01_0810500 | organism=Plasmodium_vivax_P01 | gene_product=MORN repeat protein, putative | transcript_product=MORN repeat protein, putative | location=PvP01_08_v2:465010-467095(-) | protein_length=381 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0421400.1-p1   -            385 518at5820            -           2167   0.00018   17.0  90.7   1   2   1.8e-06   0.00025   16.6  42.5  1552  1718   102   273    94   276 0.46 | transcript=PVP01_0421400.1 | gene=PVP01_0421400 | organism=Plasmodium_vivax_P01 | gene_product=protein MAK16, putative | transcript_product=protein MAK16, putative | location=PvP01_04_v2:869293-870692(+) | protein_length=385 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0421400.1-p1   -            385 518at5820            -           2167   0.00018   17.0  90.7   2   2     0.012       1.6    3.9  54.3  1663  1770   264   370   261   385 0.38 | transcript=PVP01_0421400.1 | gene=PVP01_0421400 | organism=Plasmodium_vivax_P01 | gene_product=protein MAK16, putative | transcript_product=protein MAK16, putative | location=PvP01_04_v2:869293-870692(+) | protein_length=385 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0532200.1-p1   -            289 518at5820            -           2167   0.00026   16.5  19.5   1   1   2.3e-06   0.00031   16.3  19.5  1646  1773    35   159    20   205 0.56 | transcript=PVP01_0532200.1 | gene=PVP01_0532200 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_05_v2:1356103-1357108(-) | protein_length=289 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0931900.1-p1   -            759 518at5820            -           2167   0.00056   15.4  42.3   1   2   2.7e-05    0.0036   12.7  35.7  1665  1780   196   317   181   351 0.46 | transcript=PVP01_0931900.1 | gene=PVP01_0931900 | organism=Plasmodium_vivax_P01 | gene_product=serpentine receptor 1, putative | transcript_product=serpentine receptor 1, putative | location=PvP01_09_v2:1365243-1367522(-) | protein_length=759 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0931900.1-p1   -            759 518at5820            -           2167   0.00056   15.4  42.3   2   2    0.0023      0.32    6.3   0.5  1451  1542   376   474   363   479 0.66 | transcript=PVP01_0931900.1 | gene=PVP01_0931900 | organism=Plasmodium_vivax_P01 | gene_product=serpentine receptor 1, putative | transcript_product=serpentine receptor 1, putative | location=PvP01_09_v2:1365243-1367522(-) | protein_length=759 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0717400.1-p1   -            287 518at5820            -           2167   0.00079   14.9  30.8   1   1   6.8e-06   0.00092   14.7  30.8  1660  1716   227   284   111   287 0.54 | transcript=PVP01_0717400.1 | gene=PVP01_0717400 | organism=Plasmodium_vivax_P01 | gene_product=nucleosome assembly protein 1, putative | transcript_product=nucleosome assembly protein 1, putative | location=PvP01_07_v2:774154-775434(-) | protein_length=287 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1147800.1-p1   -            331 518at5820            -           2167     0.001   14.5  14.2   1   1   8.2e-06    0.0011   14.4  14.2  1923  2084     2   176     1   254 0.58 | transcript=PVP01_1147800.1 | gene=PVP01_1147800 | organism=Plasmodium_vivax_P01 | gene_product=Plasmodium exported protein, unknown function | transcript_product=Plasmodium exported protein, unknown function | location=PvP01_11_v2:2049906-2051114(+) | protein_length=331 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0217200.1-p1   -            354 518at5820            -           2167    0.0013   14.2  12.8   1   1   1.1e-05    0.0015   14.0  12.8  1594  1756    80   238    35   259 0.56 | transcript=PVP01_0217200.1 | gene=PVP01_0217200 | organism=Plasmodium_vivax_P01 | gene_product=Plasmodium exported protein, unknown function | transcript_product=Plasmodium exported protein, unknown function | location=PvP01_02_v2:744399-745643(-) | protein_length=354 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0523900.1-p1   -            334 518at5820            -           2167    0.0016   13.9  12.2   1   1   1.7e-05    0.0023   13.4  12.2  1952  2091    23   160     2   188 0.55 | transcript=PVP01_0523900.1 | gene=PVP01_0523900 | organism=Plasmodium_vivax_P01 | gene_product=Plasmodium exported protein (PHIST), unknown function | transcript_product=Plasmodium exported protein (PHIST), unknown function | location=PvP01_05_v2:972045-973222(-) | protein_length=334 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1246700.1-p1   -            647 518at5820            -           2167    0.0021   13.5   6.5   1   3     0.019       2.5    3.3   1.9   677   774    86   176    82   180 0.73 | transcript=PVP01_1246700.1 | gene=PVP01_1246700 | organism=Plasmodium_vivax_P01 | gene_product=kelch domain-containing protein, putative | transcript_product=kelch domain-containing protein, putative | location=PvP01_12_v2:1912137-1914080(-) | protein_length=647 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1246700.1-p1   -            647 518at5820            -           2167    0.0021   13.5   6.5   2   3   5.7e-05    0.0077   11.6   0.0   743   782   201   240   194   248 0.93 | transcript=PVP01_1246700.1 | gene=PVP01_1246700 | organism=Plasmodium_vivax_P01 | gene_product=kelch domain-containing protein, putative | transcript_product=kelch domain-containing protein, putative | location=PvP01_12_v2:1912137-1914080(-) | protein_length=647 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1246700.1-p1   -            647 518at5820            -           2167    0.0021   13.5   6.5   3   3       3.1   4.2e+02   -4.1   0.1   742   774   359   393   356   401 0.73 | transcript=PVP01_1246700.1 | gene=PVP01_1246700 | organism=Plasmodium_vivax_P01 | gene_product=kelch domain-containing protein, putative | transcript_product=kelch domain-containing protein, putative | location=PvP01_12_v2:1912137-1914080(-) | protein_length=647 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0620500.1-p1   -            435 518at5820            -           2167    0.0028   13.1  24.6   1   1   2.6e-05    0.0036   12.7  24.6  1630  1764   247   374   204   406 0.55 | transcript=PVP01_0620500.1 | gene=PVP01_0620500 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_06_v2:831839-833146(+) | protein_length=435 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1240700.1-p1   -            878 518at5820            -           2167     0.004   12.6   0.1   1   3    0.0028      0.37    6.0   0.0   721   785    19    83    16    90 0.66 | transcript=PVP01_1240700.1 | gene=PVP01_1240700 | organism=Plasmodium_vivax_P01 | gene_product=protein phosphatase containing kelch-like domains, putative | transcript_product=protein phosphatase containing kelch-like domains, putative | location=PvP01_12_v2:1642983-1645747(-) | protein_length=878 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1240700.1-p1   -            878 518at5820            -           2167     0.004   12.6   0.1   2   3     0.072       9.7    1.3   0.0   712   786   120   194   116   227 0.76 | transcript=PVP01_1240700.1 | gene=PVP01_1240700 | organism=Plasmodium_vivax_P01 | gene_product=protein phosphatase containing kelch-like domains, putative | transcript_product=protein phosphatase containing kelch-like domains, putative | location=PvP01_12_v2:1642983-1645747(-) | protein_length=878 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1240700.1-p1   -            878 518at5820            -           2167     0.004   12.6   0.1   3   3      0.13        17    0.5   0.0   659   705   232   280   228   284 0.81 | transcript=PVP01_1240700.1 | gene=PVP01_1240700 | organism=Plasmodium_vivax_P01 | gene_product=protein phosphatase containing kelch-like domains, putative | transcript_product=protein phosphatase containing kelch-like domains, putative | location=PvP01_12_v2:1642983-1645747(-) | protein_length=878 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0116700.1-p1   -           1178 518at5820            -           2167    0.0083   11.5   9.3   1   1   9.7e-05     0.013   10.9   9.3  1663  1797   223   359   199   388 0.45 | transcript=PVP01_0116700.1 | gene=PVP01_0116700 | organism=Plasmodium_vivax_P01 | gene_product=AAA family ATPase, putative | transcript_product=AAA family ATPase, putative | location=PvP01_01_v2:758026-761562(-) | protein_length=1178 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1005900.1-p1   -            667 518at5820            -           2167     0.021   10.2  25.9   1   1   0.00021     0.028    9.8  25.9  1637  1791    31   180     5   198 0.52 | transcript=PVP01_1005900.1 | gene=PVP01_1005900 | organism=Plasmodium_vivax_P01 | gene_product=ATP-dependent RNA helicase DDX41, putative | transcript_product=ATP-dependent RNA helicase DDX41, putative | location=PvP01_10_v2:267076-269079(-) | protein_length=667 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0529000.1-p1   -            278 518at5820            -           2167     0.021   10.2  58.8   1   1   0.00017     0.023   10.1  58.8  2049  2160   165   272    92   278 0.33 | transcript=PVP01_0529000.1 | gene=PVP01_0529000 | organism=Plasmodium_vivax_P01 | gene_product=ran-specific GTPase-activating protein 1, putative | transcript_product=ran-specific GTPase-activating protein 1, putative | location=PvP01_05_v2:1197705-1198913(+) | protein_length=278 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0116600.1-p1   -           1668 518at5820            -           2167     0.042    9.2  35.4   1   2    0.0014       0.2    7.0  10.1  1649  1759   989  1085   938  1141 0.44 | transcript=PVP01_0116600.1 | gene=PVP01_0116600 | organism=Plasmodium_vivax_P01 | gene_product=GRAM domain-containing protein, putative | transcript_product=GRAM domain-containing protein, putative | location=PvP01_01_v2:748606-756925(-) | protein_length=1668 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0116600.1-p1   -           1668 518at5820            -           2167     0.042    9.2  35.4   2   2    0.0008      0.11    7.8  17.3  1664  1727  1218  1284  1207  1381 0.47 | transcript=PVP01_0116600.1 | gene=PVP01_0116600 | organism=Plasmodium_vivax_P01 | gene_product=GRAM domain-containing protein, putative | transcript_product=GRAM domain-containing protein, putative | location=PvP01_01_v2:748606-756925(-) | protein_length=1668 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1306500.1-p1   -            352 518at5820            -           2167     0.044    9.1  43.5   1   1   0.00053     0.072    8.4  43.5  2034  2161    55   191    10   197 0.46 | transcript=PVP01_1306500.1 | gene=PVP01_1306500 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_13_v2:301120-302328(+) | protein_length=352 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1427000.1-p1   -            315 518at5820            -           2167      0.08    8.3  76.4   1   1    0.0014      0.19    7.0  76.4  1615  1779   104   282    73   303 0.38 | transcript=PVP01_1427000.1 | gene=PVP01_1427000 | organism=Plasmodium_vivax_P01 | gene_product=NPL domain-containing protein, putative | transcript_product=NPL domain-containing protein, putative | location=PvP01_14_v2:1151492-1152934(-) | protein_length=315 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1339800.1-p1   -            219 518at5820            -           2167     0.089    8.1   5.0   1   1   0.00078      0.11    7.9   5.0  1637  1756    42   161    28   170 0.48 | transcript=PVP01_1339800.1 | gene=PVP01_1339800 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_13_v2:1737455-1738473(+) | protein_length=219 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0309300.1-p1   -            862 518at5820            -           2167     0.089    8.1  20.8   1   1     0.001      0.14    7.4  20.8  1655  1737   100   180    91   241 0.37 | transcript=PVP01_0309300.1 | gene=PVP01_0309300 | organism=Plasmodium_vivax_P01 | gene_product=erythrocyte vesicle protein 1, putative | transcript_product=erythrocyte vesicle protein 1, putative | location=PvP01_03_v2:434117-436824(-) | protein_length=862 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0901800.1-p1   -            335 518at5820            -           2167     0.098    8.0  13.0   1   1    0.0011      0.15    7.4  13.0  1664  1700   128   164   106   200 0.40 | transcript=PVP01_0901800.1 | gene=PVP01_0901800 | organism=Plasmodium_vivax_P01 | gene_product=hypothetical protein | transcript_product=hypothetical protein | location=PvP01_09_v2:113304-114434(+) | protein_length=335 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0731600.1-p1   -            264 518at5820            -           2167      0.35    6.1  32.1   1   1     0.003      0.41    5.9  32.1  1657  2147    66   162    15   192 0.29 | transcript=PVP01_0731600.1 | gene=PVP01_0731600 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_07_v2:1327085-1327879(-) | protein_length=264 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0612100.1-p1   -           1745 518at5820            -           2167      0.75    5.0  22.2   1   1    0.0081       1.1    4.5  22.2  1589  1732  1137  1286  1104  1323 0.34 | transcript=PVP01_0612100.1 | gene=PVP01_0612100 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_06_v2:529128-534365(-) | protein_length=1745 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0106500.1-p1   -            162 518at5820            -           2167      0.96    4.7   8.7   1   1    0.0069      0.94    4.7   8.7  1660  1723     6    71     1   129 0.46 | transcript=PVP01_0106500.1 | gene=PVP01_0106500 | organism=Plasmodium_vivax_P01 | gene_product=apicomplexan kinetochore protein 11, putative | transcript_product=apicomplexan kinetochore protein 11, putative | location=PvP01_01_v2:338072-338769(+) | protein_length=162 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1025400.1-p1   -            276 518at5820            -           2167       1.1    4.5  21.6   1   1      0.01       1.4    4.1  21.6  2007  2100   169   265    85   275 0.41 | transcript=PVP01_1025400.1 | gene=PVP01_1025400 | organism=Plasmodium_vivax_P01 | gene_product=conserved protein, unknown function | transcript_product=conserved protein, unknown function | location=PvP01_10_v2:1110700-1111530(-) | protein_length=276 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0305800.1-p1   -            847 518at5820            -           2167       1.1    4.5  42.3   1   1     0.015         2    3.6  42.3  1635  2160   327   407   290   420 0.28 | transcript=PVP01_0305800.1 | gene=PVP01_0305800 | organism=Plasmodium_vivax_P01 | gene_product=NYN domain-containing protein, putative | transcript_product=NYN domain-containing protein, putative | location=PvP01_03_v2:300645-303365(-) | protein_length=847 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0702400.1-p1   -            443 518at5820            -           2167       1.2    4.4  29.7   1   1     0.011       1.6    4.0  29.7  1618  1771   260   416   216   435 0.52 | transcript=PVP01_0702400.1 | gene=PVP01_0702400 | organism=Plasmodium_vivax_P01 | gene_product=GTPase-activating protein, putative | transcript_product=GTPase-activating protein, putative | location=PvP01_07_v2:146997-148328(-) | protein_length=443 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1450600.1-p1   -            366 518at5820            -           2167       1.5    4.0  26.1   1   1     0.015       2.1    3.6  26.1  1570  1788    21   286     7   294 0.44 | transcript=PVP01_1450600.1 | gene=PVP01_1450600 | organism=Plasmodium_vivax_P01 | gene_product=CWC16 domain-containing protein, putative | transcript_product=CWC16 domain-containing protein, putative | location=PvP01_14_v2:2203748-2204848(-) | protein_length=366 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0927100.1-p1   -            310 518at5820            -           2167       2.2    3.5  41.4   1   1     0.021       2.9    3.1  41.4  2014  2158    62   212    14   220 0.48 | transcript=PVP01_0927100.1 | gene=PVP01_0927100 | organism=Plasmodium_vivax_P01 | gene_product=mediator of RNA polymerase II transcription subunit 21, putative | transcript_product=mediator of RNA polymerase II transcription subunit 21, putative | location=PvP01_09_v2:1190888-1192226(+) | protein_length=310 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1024700.1-p1   -            143 518at5820            -           2167       2.3    3.5  20.6   1   1     0.017       2.3    3.4  20.6  1638  1703    55   117     2   136 0.40 | transcript=PVP01_1024700.1 | gene=PVP01_1024700 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_10_v2:1078491-1079181(+) | protein_length=143 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1219600.1-p1   -            383 518at5820            -           2167       2.3    3.4  14.8   1   1     0.018       2.5    3.3  14.8  1570  1724    29   177    18   300 0.46 | transcript=PVP01_1219600.1 | gene=PVP01_1219600 | organism=Plasmodium_vivax_P01 | gene_product=MSP7-like protein | transcript_product=MSP7-like protein | location=PvP01_12_v2:799393-800544(+) | protein_length=383 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1301200.1-p1   -            251 518at5820            -           2167       2.4    3.4  20.3   1   1     0.023       3.1    3.0  20.3  1578  1691    26   138     4   164 0.33 | transcript=PVP01_1301200.1 | gene=PVP01_1301200 | organism=Plasmodium_vivax_P01 | gene_product=conserved protein, unknown function | transcript_product=conserved protein, unknown function | location=PvP01_13_v2:48693-49870(-) | protein_length=251 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0734700.1-p1   -            266 518at5820            -           2167       3.5    2.8  28.7   1   1     0.035       4.7    2.4  28.7  1588  1746    87   242    45   261 0.48 | transcript=PVP01_0734700.1 | gene=PVP01_0734700 | organism=Plasmodium_vivax_P01 | gene_product=hypothetical protein | transcript_product=hypothetical protein | location=PvP01_07_v2:1439481-1440535(-) | protein_length=266 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
