#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVP01_1329800.1-p1   -            995 2959at5820           -            696         0 1094.9 109.9   1   6   4.7e-33   9.5e-31  105.5   0.1     3    71    45   114    43   124 0.92 | transcript=PVP01_1329800.1 | gene=PVP01_1329800 | organism=Plasmodium_vivax_P01 | gene_product=ATP-dependent RNA helicase DDX55, putative | transcript_product=ATP-dependent RNA helicase DDX55, putative | location=PvP01_13_v2:1260717-1263704(-) | protein_length=995 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0317000.1-p1   -            838 2959at5820           -            696   7.7e-30  102.5  26.9   4   6   1.1e-05    0.0023   15.0   0.0   268   327   434   493   425   518 0.86 | transcript=PVP01_0317000.1 | gene=PVP01_0317000 | organism=Plasmodium_vivax_P01 | gene_product=ATP-dependent RNA helicase DDX31, putative | transcript_product=ATP-dependent RNA helicase DDX31, putative | location=PvP01_03_v2:738869-741385(+) | protein_length=838 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0317000.1-p1   -            838 2959at5820           -            696   7.7e-30  102.5  26.9   5   6   9.6e-19     2e-16   58.2   0.0   364   467   603   707   591   715 0.91 | transcript=PVP01_0317000.1 | gene=PVP01_0317000 | organism=Plasmodium_vivax_P01 | gene_product=ATP-dependent RNA helicase DDX31, putative | transcript_product=ATP-dependent RNA helicase DDX31, putative | location=PvP01_03_v2:738869-741385(+) | protein_length=838 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0317000.1-p1   -            838 2959at5820           -            696   7.7e-30  102.5  26.9   6   6     0.015       3.2    4.7   0.3   524   569   748   795   729   815 0.76 | transcript=PVP01_0317000.1 | gene=PVP01_0317000 | organism=Plasmodium_vivax_P01 | gene_product=ATP-dependent RNA helicase DDX31, putative | transcript_product=ATP-dependent RNA helicase DDX31, putative | location=PvP01_03_v2:738869-741385(+) | protein_length=838 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1330000.1-p1   -            877 2959at5820           -            696     5e-29   99.8  74.4   1   5   2.8e-10   5.8e-08   30.2   0.2     6    78   134   207   127   211 0.89 | transcript=PVP01_1330000.1 | gene=PVP01_1330000 | organism=Plasmodium_vivax_P01 | gene_product=ATP-dependent RNA helicase DBP4, putative | transcript_product=ATP-dependent RNA helicase DBP4, putative | location=PvP01_13_v2:1271625-1274418(+) | protein_length=877 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1330000.1-p1   -            877 2959at5820           -            696     5e-29   99.8  74.4   2   5   0.00053      0.11    9.5   0.3   108   133   210   235   203   243 0.80 | transcript=PVP01_1330000.1 | gene=PVP01_1330000 | organism=Plasmodium_vivax_P01 | gene_product=ATP-dependent RNA helicase DBP4, putative | transcript_product=ATP-dependent RNA helicase DBP4, putative | location=PvP01_13_v2:1271625-1274418(+) | protein_length=877 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1330000.1-p1   -            877 2959at5820           -            696     5e-29   99.8  74.4   3   5   5.3e-12   1.1e-09   35.9  22.1   177   325   255   404   244   410 0.88 | transcript=PVP01_1330000.1 | gene=PVP01_1330000 | organism=Plasmodium_vivax_P01 | gene_product=ATP-dependent RNA helicase DBP4, putative | transcript_product=ATP-dependent RNA helicase DBP4, putative | location=PvP01_13_v2:1271625-1274418(+) | protein_length=877 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1330000.1-p1   -            877 2959at5820           -            696     5e-29   99.8  74.4   4   5   8.5e-18   1.7e-15   55.1   9.1   363   472   409   522   402   559 0.76 | transcript=PVP01_1330000.1 | gene=PVP01_1330000 | organism=Plasmodium_vivax_P01 | gene_product=ATP-dependent RNA helicase DBP4, putative | transcript_product=ATP-dependent RNA helicase DBP4, putative | location=PvP01_13_v2:1271625-1274418(+) | protein_length=877 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1330000.1-p1   -            877 2959at5820           -            696     5e-29   99.8  74.4   5   5      0.16        32    1.3   3.9   526   593   539   605   530   635 0.72 | transcript=PVP01_1330000.1 | gene=PVP01_1330000 | organism=Plasmodium_vivax_P01 | gene_product=ATP-dependent RNA helicase DBP4, putative | transcript_product=ATP-dependent RNA helicase DBP4, putative | location=PvP01_13_v2:1271625-1274418(+) | protein_length=877 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1222000.1-p1   -            489 2959at5820           -            696   1.3e-28   98.5   0.2   1   4   3.2e-07   6.6e-05   20.1   0.0    26    68    78   121    57   125 0.77 | transcript=PVP01_1222000.1 | gene=PVP01_1222000 | organism=Plasmodium_vivax_P01 | gene_product=ATP-dependent RNA helicase DBP8, putative | transcript_product=ATP-dependent RNA helicase DBP8, putative | location=PvP01_12_v2:871025-872494(+) | protein_length=489 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1222000.1-p1   -            489 2959at5820           -            696   1.3e-28   98.5   0.2   2   4      0.63   1.3e+02   -0.7   0.0   107   128   128   146   121   158 0.80 | transcript=PVP01_1222000.1 | gene=PVP01_1222000 | organism=Plasmodium_vivax_P01 | gene_product=ATP-dependent RNA helicase DBP8, putative | transcript_product=ATP-dependent RNA helicase DBP8, putative | location=PvP01_12_v2:871025-872494(+) | protein_length=489 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1222000.1-p1   -            489 2959at5820           -            696   1.3e-28   98.5   0.2   3   4   0.00015     0.032   11.3   0.0   172   230   170   231   155   236 0.80 | transcript=PVP01_1222000.1 | gene=PVP01_1222000 | organism=Plasmodium_vivax_P01 | gene_product=ATP-dependent RNA helicase DBP8, putative | transcript_product=ATP-dependent RNA helicase DBP8, putative | location=PvP01_12_v2:871025-872494(+) | protein_length=489 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1222000.1-p1   -            489 2959at5820           -            696   1.3e-28   98.5   0.2   4   4   7.1e-20   1.4e-17   62.0   0.1   326   492   308   472   292   481 0.79 | transcript=PVP01_1222000.1 | gene=PVP01_1222000 | organism=Plasmodium_vivax_P01 | gene_product=ATP-dependent RNA helicase DBP8, putative | transcript_product=ATP-dependent RNA helicase DBP8, putative | location=PvP01_12_v2:871025-872494(+) | protein_length=489 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0531200.1-p1   -            388 2959at5820           -            696   6.2e-27   92.9   3.9   1   3   4.9e-06     0.001   16.2   0.0     6    66    15    76     9    88 0.85 | transcript=PVP01_0531200.1 | gene=PVP01_0531200 | organism=Plasmodium_vivax_P01 | gene_product=eukaryotic initiation factor 4A-III, putative | transcript_product=eukaryotic initiation factor 4A-III, putative | location=PvP01_05_v2:1327415-1328581(+) | protein_length=388 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0531200.1-p1   -            388 2959at5820           -            696   6.2e-27   92.9   3.9   2   3   3.6e-08   7.3e-06   23.3   0.5   154   264   115   219    79   237 0.82 | transcript=PVP01_0531200.1 | gene=PVP01_0531200 | organism=Plasmodium_vivax_P01 | gene_product=eukaryotic initiation factor 4A-III, putative | transcript_product=eukaryotic initiation factor 4A-III, putative | location=PvP01_05_v2:1327415-1328581(+) | protein_length=388 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0531200.1-p1   -            388 2959at5820           -            696   6.2e-27   92.9   3.9   3   3     5e-17     1e-14   52.5   0.5   317   447   231   361   224   369 0.84 | transcript=PVP01_0531200.1 | gene=PVP01_0531200 | organism=Plasmodium_vivax_P01 | gene_product=eukaryotic initiation factor 4A-III, putative | transcript_product=eukaryotic initiation factor 4A-III, putative | location=PvP01_05_v2:1327415-1328581(+) | protein_length=388 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1261100.1-p1   -            528 2959at5820           -            696   1.1e-26   92.1   0.7   1   4    0.0014      0.28    8.1   0.0    33    68   140   176   116   188 0.78 | transcript=PVP01_1261100.1 | gene=PVP01_1261100 | organism=Plasmodium_vivax_P01 | gene_product=ATP-dependent RNA helicase DDX17, putative | transcript_product=ATP-dependent RNA helicase DDX17, putative | location=PvP01_12_v2:2514922-2518356(-) | protein_length=528 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1261100.1-p1   -            528 2959at5820           -            696   1.1e-26   92.1   0.7   2   4      0.73   1.5e+02   -0.9   0.0   107   127   188   208   180   213 0.82 | transcript=PVP01_1261100.1 | gene=PVP01_1261100 | organism=Plasmodium_vivax_P01 | gene_product=ATP-dependent RNA helicase DDX17, putative | transcript_product=ATP-dependent RNA helicase DDX17, putative | location=PvP01_12_v2:2514922-2518356(-) | protein_length=528 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1261100.1-p1   -            528 2959at5820           -            696   1.1e-26   92.1   0.7   3   4   1.5e-13     3e-11   41.1   0.0   177   318   235   376   230   382 0.86 | transcript=PVP01_1261100.1 | gene=PVP01_1261100 | organism=Plasmodium_vivax_P01 | gene_product=ATP-dependent RNA helicase DDX17, putative | transcript_product=ATP-dependent RNA helicase DDX17, putative | location=PvP01_12_v2:2514922-2518356(-) | protein_length=528 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1261100.1-p1   -            528 2959at5820           -            696   1.1e-26   92.1   0.7   4   4   1.1e-12   2.3e-10   38.1   0.0   383   445   402   465   385   472 0.83 | transcript=PVP01_1261100.1 | gene=PVP01_1261100 | organism=Plasmodium_vivax_P01 | gene_product=ATP-dependent RNA helicase DDX17, putative | transcript_product=ATP-dependent RNA helicase DDX17, putative | location=PvP01_12_v2:2514922-2518356(-) | protein_length=528 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1238100.1-p1   -            398 2959at5820           -            696   2.2e-26   91.1   0.9   1   4   7.7e-05     0.016   12.3   0.0     6    71    23    88    18    95 0.86 | transcript=PVP01_1238100.1 | gene=PVP01_1238100 | organism=Plasmodium_vivax_P01 | gene_product=eukaryotic initiation factor 4a, putative | transcript_product=eukaryotic initiation factor 4a, putative | location=PvP01_12_v2:1503914-1505456(-) | protein_length=398 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1238100.1-p1   -            398 2959at5820           -            696   2.2e-26   91.1   0.9   2   4      0.11        22    1.9   0.0   108   125    94   111    90   120 0.87 | transcript=PVP01_1238100.1 | gene=PVP01_1238100 | organism=Plasmodium_vivax_P01 | gene_product=eukaryotic initiation factor 4a, putative | transcript_product=eukaryotic initiation factor 4a, putative | location=PvP01_12_v2:1503914-1505456(-) | protein_length=398 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1238100.1-p1   -            398 2959at5820           -            696   2.2e-26   91.1   0.9   3   4   4.6e-08   9.4e-06   22.9   0.0   173   247   136   209   127   245 0.77 | transcript=PVP01_1238100.1 | gene=PVP01_1238100 | organism=Plasmodium_vivax_P01 | gene_product=eukaryotic initiation factor 4a, putative | transcript_product=eukaryotic initiation factor 4a, putative | location=PvP01_12_v2:1503914-1505456(-) | protein_length=398 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1238100.1-p1   -            398 2959at5820           -            696   2.2e-26   91.1   0.9   4   4   3.7e-16   7.5e-14   49.7   0.3   331   450   252   372   236   387 0.82 | transcript=PVP01_1238100.1 | gene=PVP01_1238100 | organism=Plasmodium_vivax_P01 | gene_product=eukaryotic initiation factor 4a, putative | transcript_product=eukaryotic initiation factor 4a, putative | location=PvP01_12_v2:1503914-1505456(-) | protein_length=398 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1445300.1-p1   -            717 2959at5820           -            696   5.9e-26   89.7   2.3   1   4   4.5e-06   0.00092   16.3   0.0     7    73   279   345   274   358 0.86 | transcript=PVP01_1445300.1 | gene=PVP01_1445300 | organism=Plasmodium_vivax_P01 | gene_product=DNA helicase 60, putative | transcript_product=DNA helicase 60, putative | location=PvP01_14_v2:1956382-1958535(-) | protein_length=717 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1445300.1-p1   -            717 2959at5820           -            696   5.9e-26   89.7   2.3   2   4    0.0024      0.49    7.3   0.0   103   128   399   424   394   435 0.85 | transcript=PVP01_1445300.1 | gene=PVP01_1445300 | organism=Plasmodium_vivax_P01 | gene_product=DNA helicase 60, putative | transcript_product=DNA helicase 60, putative | location=PvP01_14_v2:1956382-1958535(-) | protein_length=717 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1445300.1-p1   -            717 2959at5820           -            696   5.9e-26   89.7   2.3   3   4   3.5e-07   7.2e-05   20.0   0.4   177   311   450   583   441   602 0.77 | transcript=PVP01_1445300.1 | gene=PVP01_1445300 | organism=Plasmodium_vivax_P01 | gene_product=DNA helicase 60, putative | transcript_product=DNA helicase 60, putative | location=PvP01_14_v2:1956382-1958535(-) | protein_length=717 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1445300.1-p1   -            717 2959at5820           -            696   5.9e-26   89.7   2.3   4   4   6.3e-14   1.3e-11   42.3   1.2   358   444   594   678   553   683 0.75 | transcript=PVP01_1445300.1 | gene=PVP01_1445300 | organism=Plasmodium_vivax_P01 | gene_product=DNA helicase 60, putative | transcript_product=DNA helicase 60, putative | location=PvP01_14_v2:1956382-1958535(-) | protein_length=717 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0818600.1-p1   -            762 2959at5820           -            696   7.5e-25   86.0  23.6   1   4   1.3e-05    0.0026   14.9   0.1    14    74   262   323   248   336 0.76 | transcript=PVP01_0818600.1 | gene=PVP01_0818600 | organism=Plasmodium_vivax_P01 | gene_product=ATP-dependent RNA helicase DDX42, putative | transcript_product=ATP-dependent RNA helicase DDX42, putative | location=PvP01_08_v2:816280-818806(-) | protein_length=762 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0818600.1-p1   -            762 2959at5820           -            696   7.5e-25   86.0  23.6   2   4   0.00032     0.065   10.2   0.0   106   128   379   401   368   408 0.85 | transcript=PVP01_0818600.1 | gene=PVP01_0818600 | organism=Plasmodium_vivax_P01 | gene_product=ATP-dependent RNA helicase DDX42, putative | transcript_product=ATP-dependent RNA helicase DDX42, putative | location=PvP01_08_v2:816280-818806(-) | protein_length=762 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0818600.1-p1   -            762 2959at5820           -            696   7.5e-25   86.0  23.6   3   4   1.7e-06   0.00035   17.7   6.5   179   283   428   528   415   570 0.79 | transcript=PVP01_0818600.1 | gene=PVP01_0818600 | organism=Plasmodium_vivax_P01 | gene_product=ATP-dependent RNA helicase DDX42, putative | transcript_product=ATP-dependent RNA helicase DDX42, putative | location=PvP01_08_v2:816280-818806(-) | protein_length=762 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0818600.1-p1   -            762 2959at5820           -            696   7.5e-25   86.0  23.6   4   4   1.5e-15   3.1e-13   47.7   6.9   383   498   592   712   550   716 0.76 | transcript=PVP01_0818600.1 | gene=PVP01_0818600 | organism=Plasmodium_vivax_P01 | gene_product=ATP-dependent RNA helicase DDX42, putative | transcript_product=ATP-dependent RNA helicase DDX42, putative | location=PvP01_08_v2:816280-818806(-) | protein_length=762 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0616600.1-p1   -           1015 2959at5820           -            696   2.6e-24   84.3   5.6   1   3   6.2e-08   1.3e-05   22.5   0.1    29    72   648   692   636   696 0.86 | transcript=PVP01_0616600.1 | gene=PVP01_0616600 | organism=Plasmodium_vivax_P01 | gene_product=ATP-dependent DNA helicase DDX3X, putative | transcript_product=ATP-dependent DNA helicase DDX3X, putative | location=PvP01_06_v2:688120-692213(+) | protein_length=1015 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0616600.1-p1   -           1015 2959at5820           -            696   2.6e-24   84.3   5.6   2   3   2.9e-06   0.00059   17.0   0.5   116   227   717   806   704   861 0.72 | transcript=PVP01_0616600.1 | gene=PVP01_0616600 | organism=Plasmodium_vivax_P01 | gene_product=ATP-dependent DNA helicase DDX3X, putative | transcript_product=ATP-dependent DNA helicase DDX3X, putative | location=PvP01_06_v2:688120-692213(+) | protein_length=1015 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0616600.1-p1   -           1015 2959at5820           -            696   2.6e-24   84.3   5.6   3   3   7.3e-14   1.5e-11   42.1   0.1   347   452   887   993   869  1004 0.86 | transcript=PVP01_0616600.1 | gene=PVP01_0616600 | organism=Plasmodium_vivax_P01 | gene_product=ATP-dependent DNA helicase DDX3X, putative | transcript_product=ATP-dependent DNA helicase DDX3X, putative | location=PvP01_06_v2:688120-692213(+) | protein_length=1015 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
