#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVP01_1230300.1-p1   -           4446 175at5820            -           2707         0 2782.3 124.4   1  25   9.7e-64   6.3e-60  201.1   3.7     1   161     5   182     5   188 0.89 | transcript=PVP01_1230300.1 | gene=PVP01_1230300 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:1203735-1217388(+) | protein_length=4446 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1230300.1-p1   -           4446 175at5820            -           2707         0 2782.3 124.4  19  25   9.2e-16     6e-12   41.9   0.0  2134  2189  3517  3572  3513  3576 0.94 | transcript=PVP01_1230300.1 | gene=PVP01_1230300 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:1203735-1217388(+) | protein_length=4446 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1230300.1-p1   -           4446 175at5820            -           2707         0 2782.3 124.4  20  25   3.5e-17   2.3e-13   46.6   0.0  2187  2247  3606  3668  3603  3672 0.89 | transcript=PVP01_1230300.1 | gene=PVP01_1230300 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:1203735-1217388(+) | protein_length=4446 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1230300.1-p1   -           4446 175at5820            -           2707         0 2782.3 124.4  21  25   2.5e-14   1.6e-10   37.1   0.1  2253  2294  3710  3751  3692  3756 0.92 | transcript=PVP01_1230300.1 | gene=PVP01_1230300 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:1203735-1217388(+) | protein_length=4446 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1230300.1-p1   -           4446 175at5820            -           2707         0 2782.3 124.4  22  25   3.1e-52     2e-48  162.9   0.0  2287  2413  3825  3957  3819  3964 0.93 | transcript=PVP01_1230300.1 | gene=PVP01_1230300 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:1203735-1217388(+) | protein_length=4446 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1230300.1-p1   -           4446 175at5820            -           2707         0 2782.3 124.4  23  25   3.1e-13     2e-09   33.5   0.1  2423  2466  4009  4052  4000  4060 0.90 | transcript=PVP01_1230300.1 | gene=PVP01_1230300 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:1203735-1217388(+) | protein_length=4446 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1230300.1-p1   -           4446 175at5820            -           2707         0 2782.3 124.4  24  25   4.1e-13   2.6e-09   33.1   0.0  2464  2494  4082  4112  4073  4116 0.89 | transcript=PVP01_1230300.1 | gene=PVP01_1230300 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:1203735-1217388(+) | protein_length=4446 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1230300.1-p1   -           4446 175at5820            -           2707         0 2782.3 124.4  25  25     7e-98   4.6e-94  314.3   9.5  2494  2707  4195  4439  4191  4439 0.90 | transcript=PVP01_1230300.1 | gene=PVP01_1230300 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:1203735-1217388(+) | protein_length=4446 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/175at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvP01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvP01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/175at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/175at5820.hmm /v3/inputs/annotations/plasmodb-68/PvP01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:32:31 2026
# [ok]
