#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVP01_1261600.1-p1   -            877 4429at5820           -            496  4.1e-264  875.4 114.8   1   3   3.7e-06    0.0006   17.3  29.7     2   107    10   123     9   134 0.71 | transcript=PVP01_1261600.1 | gene=PVP01_1261600 | organism=Plasmodium_vivax_P01 | gene_product=protein serine/threonine kinase-1, putative | transcript_product=protein serine/threonine kinase-1, putative | location=PvP01_12_v2:2542000-2544633(+) | protein_length=877 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1312900.1-p1   -            854 4429at5820           -            496   1.6e-17   62.0   3.2   1   3       2.5     4e+02   -1.9   0.0   122   179   218   276   102   298 0.65 | transcript=PVP01_1312900.1 | gene=PVP01_1312900 | organism=Plasmodium_vivax_P01 | gene_product=cGMP-dependent protein kinase | transcript_product=cGMP-dependent protein kinase | location=PvP01_13_v2:580904-584724(+) | protein_length=854 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1312900.1-p1   -            854 4429at5820           -            496   1.6e-17   62.0   3.2   2   3   1.7e-09   2.8e-07   28.3   0.5   168   302   543   675   523   678 0.73 | transcript=PVP01_1312900.1 | gene=PVP01_1312900 | organism=Plasmodium_vivax_P01 | gene_product=cGMP-dependent protein kinase | transcript_product=cGMP-dependent protein kinase | location=PvP01_13_v2:580904-584724(+) | protein_length=854 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1312900.1-p1   -            854 4429at5820           -            496   1.6e-17   62.0   3.2   3   3   4.3e-11     7e-09   33.5   0.0   330   391   678   739   675   754 0.90 | transcript=PVP01_1312900.1 | gene=PVP01_1312900 | organism=Plasmodium_vivax_P01 | gene_product=cGMP-dependent protein kinase | transcript_product=cGMP-dependent protein kinase | location=PvP01_13_v2:580904-584724(+) | protein_length=854 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1464000.1-p1   -            755 4429at5820           -            496   3.3e-17   61.0   7.8   1   2   1.3e-15   2.2e-13   48.4   7.0   132   302   391   562   358   565 0.75 | transcript=PVP01_1464000.1 | gene=PVP01_1464000 | organism=Plasmodium_vivax_P01 | gene_product=rac-beta serine/threonine protein kinase, putative | transcript_product=rac-beta serine/threonine protein kinase, putative | location=PvP01_14_v2:2748927-2751327(-) | protein_length=755 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1464000.1-p1   -            755 4429at5820           -            496   3.3e-17   61.0   7.8   2   2   5.4e-07   8.9e-05   20.0   0.0   331   391   566   629   562   645 0.84 | transcript=PVP01_1464000.1 | gene=PVP01_1464000 | organism=Plasmodium_vivax_P01 | gene_product=rac-beta serine/threonine protein kinase, putative | transcript_product=rac-beta serine/threonine protein kinase, putative | location=PvP01_14_v2:2748927-2751327(-) | protein_length=755 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0909200.1-p1   -            335 4429at5820           -            496     3e-16   57.9  13.1   1   3   3.3e-10   5.4e-08   30.6   7.9   162   302    38   170    10   173 0.81 | transcript=PVP01_0909200.1 | gene=PVP01_0909200 | organism=Plasmodium_vivax_P01 | gene_product=casein kinase 2, alpha subunit, putative | transcript_product=casein kinase 2, alpha subunit, putative | location=PvP01_09_v2:493076-494083(+) | protein_length=335 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0909200.1-p1   -            335 4429at5820           -            496     3e-16   57.9  13.1   2   3     2e-09   3.3e-07   28.0   0.0   328   401   172   249   169   258 0.80 | transcript=PVP01_0909200.1 | gene=PVP01_0909200 | organism=Plasmodium_vivax_P01 | gene_product=casein kinase 2, alpha subunit, putative | transcript_product=casein kinase 2, alpha subunit, putative | location=PvP01_09_v2:493076-494083(+) | protein_length=335 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0909200.1-p1   -            335 4429at5820           -            496     3e-16   57.9  13.1   3   3      0.39        63    0.7   0.0   457   491   296   330   281   334 0.86 | transcript=PVP01_0909200.1 | gene=PVP01_0909200 | organism=Plasmodium_vivax_P01 | gene_product=casein kinase 2, alpha subunit, putative | transcript_product=casein kinase 2, alpha subunit, putative | location=PvP01_09_v2:493076-494083(+) | protein_length=335 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1115000.1-p1   -            288 4429at5820           -            496     4e-16   57.4   1.9   1   3   4.4e-09   7.1e-07   26.9   0.9   170   301     7   134     2   137 0.83 | transcript=PVP01_1115000.1 | gene=PVP01_1115000 | organism=Plasmodium_vivax_P01 | gene_product=protein kinase 5 | transcript_product=protein kinase 5 | location=PvP01_11_v2:636610-638342(+) | protein_length=288 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1115000.1-p1   -            288 4429at5820           -            496     4e-16   57.4   1.9   2   3   1.3e-07   2.2e-05   22.0   0.0   331   392   139   204   134   219 0.73 | transcript=PVP01_1115000.1 | gene=PVP01_1115000 | organism=Plasmodium_vivax_P01 | gene_product=protein kinase 5 | transcript_product=protein kinase 5 | location=PvP01_11_v2:636610-638342(+) | protein_length=288 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1115000.1-p1   -            288 4429at5820           -            496     4e-16   57.4   1.9   3   3    0.0083       1.4    6.2   0.0   460   492   255   287   236   288 0.85 | transcript=PVP01_1115000.1 | gene=PVP01_1115000 | organism=Plasmodium_vivax_P01 | gene_product=protein kinase 5 | transcript_product=protein kinase 5 | location=PvP01_11_v2:636610-638342(+) | protein_length=288 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0831000.1-p1   -           1602 4429at5820           -            496   1.5e-15   55.5   0.7   1   1   2.1e-17   3.4e-15   54.4   0.7   167   385  1332  1540  1314  1567 0.81 | transcript=PVP01_0831000.1 | gene=PVP01_0831000 | organism=Plasmodium_vivax_P01 | gene_product=aurora-related kinase ARK2, putative | transcript_product=aurora-related kinase ARK2, putative | location=PvP01_08_v2:1339289-1344608(+) | protein_length=1602 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0827800.1-p1   -            488 4429at5820           -            496   1.5e-15   55.5   4.5   1   2   5.5e-06    0.0009   16.7   5.5   156   301   102   249    95   253 0.76 | transcript=PVP01_0827800.1 | gene=PVP01_0827800 | organism=Plasmodium_vivax_P01 | gene_product=glycogen synthase kinase-3 beta, putative | transcript_product=glycogen synthase kinase-3 beta, putative | location=PvP01_08_v2:1206811-1209248(+) | protein_length=488 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0827800.1-p1   -            488 4429at5820           -            496   1.5e-15   55.5   4.5   2   2   8.3e-12   1.4e-09   35.9   0.0   329   456   253   388   250   416 0.77 | transcript=PVP01_0827800.1 | gene=PVP01_0827800 | organism=Plasmodium_vivax_P01 | gene_product=glycogen synthase kinase-3 beta, putative | transcript_product=glycogen synthase kinase-3 beta, putative | location=PvP01_08_v2:1206811-1209248(+) | protein_length=488 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1217600.1-p1   -            305 4429at5820           -            496   3.1e-15   54.5  12.8   1   3   1.3e-05    0.0021   15.5  10.7   172   300    14   151     8   156 0.82 | transcript=PVP01_1217600.1 | gene=PVP01_1217600 | organism=Plasmodium_vivax_P01 | gene_product=CDK-related protein kinase 6, putative | transcript_product=CDK-related protein kinase 6, putative | location=PvP01_12_v2:734765-736876(-) | protein_length=305 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1217600.1-p1   -            305 4429at5820           -            496   3.1e-15   54.5  12.8   2   3     1e-10   1.7e-08   32.3   0.0   324   400   150   227   149   239 0.87 | transcript=PVP01_1217600.1 | gene=PVP01_1217600 | organism=Plasmodium_vivax_P01 | gene_product=CDK-related protein kinase 6, putative | transcript_product=CDK-related protein kinase 6, putative | location=PvP01_12_v2:734765-736876(-) | protein_length=305 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1217600.1-p1   -            305 4429at5820           -            496   3.1e-15   54.5  12.8   3   3     0.005      0.82    6.9   0.0   453   489   257   293   245   298 0.91 | transcript=PVP01_1217600.1 | gene=PVP01_1217600 | organism=Plasmodium_vivax_P01 | gene_product=CDK-related protein kinase 6, putative | transcript_product=CDK-related protein kinase 6, putative | location=PvP01_12_v2:734765-736876(-) | protein_length=305 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1252700.1-p1   -            861 4429at5820           -            496   8.4e-15   53.1  14.5   1   2   2.2e-13   3.6e-11   41.1  12.3   149   302   463   615   453   618 0.80 | transcript=PVP01_1252700.1 | gene=PVP01_1252700 | organism=Plasmodium_vivax_P01 | gene_product=SNF1-related serine/threonine protein kinase KIN, putative | transcript_product=SNF1-related serine/threonine protein kinase KIN, putative | location=PvP01_12_v2:2152503-2155088(-) | protein_length=861 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1252700.1-p1   -            861 4429at5820           -            496   8.4e-15   53.1  14.5   2   2   0.00014     0.023   12.1   0.0   330   433   618   718   616   735 0.71 | transcript=PVP01_1252700.1 | gene=PVP01_1252700 | organism=Plasmodium_vivax_P01 | gene_product=SNF1-related serine/threonine protein kinase KIN, putative | transcript_product=SNF1-related serine/threonine protein kinase KIN, putative | location=PvP01_12_v2:2152503-2155088(-) | protein_length=861 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1325400.1-p1   -            284 4429at5820           -            496   1.5e-14   52.3  15.1   1   2   1.5e-10   2.5e-08   31.7  11.6   158   301    16   156     4   159 0.83 | transcript=PVP01_1325400.1 | gene=PVP01_1325400 | organism=Plasmodium_vivax_P01 | gene_product=calcium-dependent protein kinase, putative | transcript_product=calcium-dependent protein kinase, putative | location=PvP01_13_v2:1101101-1103359(-) | protein_length=284 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1325400.1-p1   -            284 4429at5820           -            496   1.5e-14   52.3  15.1   2   2   7.8e-08   1.3e-05   22.8   0.0   326   391   157   223   154   239 0.86 | transcript=PVP01_1325400.1 | gene=PVP01_1325400 | organism=Plasmodium_vivax_P01 | gene_product=calcium-dependent protein kinase, putative | transcript_product=calcium-dependent protein kinase, putative | location=PvP01_13_v2:1101101-1103359(-) | protein_length=284 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0814500.1-p1   -            325 4429at5820           -            496   4.8e-14   50.6  18.2   1   2   6.5e-14   1.1e-11   42.8  13.7   173   398    16   235     2   242 0.80 | transcript=PVP01_0814500.1 | gene=PVP01_0814500 | organism=Plasmodium_vivax_P01 | gene_product=MO15-related protein kinase, putative | transcript_product=MO15-related protein kinase, putative | location=PvP01_08_v2:635589-636566(+) | protein_length=325 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0814500.1-p1   -            325 4429at5820           -            496   4.8e-14   50.6  18.2   2   2     0.011       1.8    5.8   0.1   452   489   272   308   249   312 0.80 | transcript=PVP01_0814500.1 | gene=PVP01_0814500 | organism=Plasmodium_vivax_P01 | gene_product=MO15-related protein kinase, putative | transcript_product=MO15-related protein kinase, putative | location=PvP01_08_v2:635589-636566(+) | protein_length=325 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1257000.1-p1   -            377 4429at5820           -            496   1.5e-13   48.9  30.0   1   4   5.5e-13   8.9e-11   39.8  16.4   160   307    35   184     4   191 0.73 | transcript=PVP01_1257000.1 | gene=PVP01_1257000 | organism=Plasmodium_vivax_P01 | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=PvP01_12_v2:2340182-2342802(-) | protein_length=377 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1257000.1-p1   -            377 4429at5820           -            496   1.5e-13   48.9  30.0   2   4   2.3e-05    0.0038   14.6   0.0   330   394   185   254   178   274 0.74 | transcript=PVP01_1257000.1 | gene=PVP01_1257000 | organism=Plasmodium_vivax_P01 | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=PvP01_12_v2:2340182-2342802(-) | protein_length=377 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1257000.1-p1   -            377 4429at5820           -            496   1.5e-13   48.9  30.0   3   4     0.072        12    3.1   0.0   464   491   284   311   277   318 0.89 | transcript=PVP01_1257000.1 | gene=PVP01_1257000 | organism=Plasmodium_vivax_P01 | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=PvP01_12_v2:2340182-2342802(-) | protein_length=377 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1257000.1-p1   -            377 4429at5820           -            496   1.5e-13   48.9  30.0   4   4       4.1   6.7e+02   -2.7   3.2    64   111   323   366   311   376 0.42 | transcript=PVP01_1257000.1 | gene=PVP01_1257000 | organism=Plasmodium_vivax_P01 | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=PvP01_12_v2:2340182-2342802(-) | protein_length=377 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1446500.1-p1   -           1026 4429at5820           -            496   1.6e-13   48.9   0.8   1   1   9.7e-16   1.6e-13   48.9   0.8   167   394    15   248     7   256 0.74 | transcript=PVP01_1446500.1 | gene=PVP01_1446500 | organism=Plasmodium_vivax_P01 | gene_product=NIMA related kinase 1, putative | transcript_product=NIMA related kinase 1, putative | location=PvP01_14_v2:2007901-2011200(+) | protein_length=1026 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0313300.1-p1   -            529 4429at5820           -            496   4.3e-13   47.4  11.3   1   2   9.4e-12   1.5e-09   35.7   6.3   145   307    51   209    35   212 0.69 | transcript=PVP01_0313300.1 | gene=PVP01_0313300 | organism=Plasmodium_vivax_P01 | gene_product=calcium-dependent protein kinase 4, putative | transcript_product=calcium-dependent protein kinase 4, putative | location=PvP01_03_v2:573121-574875(+) | protein_length=529 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0313300.1-p1   -            529 4429at5820           -            496   4.3e-13   47.4  11.3   2   2   2.1e-05    0.0035   14.8   0.2   330   386   211   268   204   285 0.78 | transcript=PVP01_0313300.1 | gene=PVP01_0313300 | organism=Plasmodium_vivax_P01 | gene_product=calcium-dependent protein kinase 4, putative | transcript_product=calcium-dependent protein kinase 4, putative | location=PvP01_03_v2:573121-574875(+) | protein_length=529 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0407500.1-p1   -            526 4429at5820           -            496   1.1e-12   46.1   8.2   1   2   1.9e-11   3.1e-09   34.7   4.5   168   302    57   203    42   206 0.75 | transcript=PVP01_0407500.1 | gene=PVP01_0407500 | organism=Plasmodium_vivax_P01 | gene_product=calcium-dependent protein kinase 1, putative | transcript_product=calcium-dependent protein kinase 1, putative | location=PvP01_04_v2:307075-309539(-) | protein_length=526 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0407500.1-p1   -            526 4429at5820           -            496   1.1e-12   46.1   8.2   2   2   8.4e-05     0.014   12.8   0.1   330   385   209   265   203   273 0.82 | transcript=PVP01_0407500.1 | gene=PVP01_0407500 | organism=Plasmodium_vivax_P01 | gene_product=calcium-dependent protein kinase 1, putative | transcript_product=calcium-dependent protein kinase 1, putative | location=PvP01_04_v2:307075-309539(-) | protein_length=526 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1416000.1-p1   -            368 4429at5820           -            496   1.2e-11   42.7  14.4   1   3   1.2e-10     2e-08   32.1   8.7   165   303   106   243    53   247 0.77 | transcript=PVP01_1416000.1 | gene=PVP01_1416000 | organism=Plasmodium_vivax_P01 | gene_product=serine/threonine protein kinase PK9, putative | transcript_product=serine/threonine protein kinase PK9, putative | location=PvP01_14_v2:704450-705556(+) | protein_length=368 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1416000.1-p1   -            368 4429at5820           -            496   1.2e-11   42.7  14.4   2   3   0.00021     0.035   11.5   0.1   327   385   242   305   241   318 0.75 | transcript=PVP01_1416000.1 | gene=PVP01_1416000 | organism=Plasmodium_vivax_P01 | gene_product=serine/threonine protein kinase PK9, putative | transcript_product=serine/threonine protein kinase PK9, putative | location=PvP01_14_v2:704450-705556(+) | protein_length=368 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1416000.1-p1   -            368 4429at5820           -            496   1.2e-11   42.7  14.4   3   3     0.087        14    2.8   0.0   458   489   331   361   306   366 0.74 | transcript=PVP01_1416000.1 | gene=PVP01_1416000 | organism=Plasmodium_vivax_P01 | gene_product=serine/threonine protein kinase PK9, putative | transcript_product=serine/threonine protein kinase PK9, putative | location=PvP01_14_v2:704450-705556(+) | protein_length=368 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1115100.1-p1   -           4009 4429at5820           -            496   1.3e-11   42.5   7.7   1   2   2.7e-08   4.4e-06   24.3   4.6   172   302  1192  1322  1187  1326 0.80 | transcript=PVP01_1115100.1 | gene=PVP01_1115100 | organism=Plasmodium_vivax_P01 | gene_product=aurora-related kinase ARK3, putative | transcript_product=aurora-related kinase ARK3, putative | location=PvP01_11_v2:639663-651692(-) | protein_length=4009 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1115100.1-p1   -           4009 4429at5820           -            496   1.3e-11   42.5   7.7   2   2   2.1e-06   0.00035   18.1   0.1   331   390  1326  1387  1321  1429 0.86 | transcript=PVP01_1115100.1 | gene=PVP01_1115100 | organism=Plasmodium_vivax_P01 | gene_product=aurora-related kinase ARK3, putative | transcript_product=aurora-related kinase ARK3, putative | location=PvP01_11_v2:639663-651692(-) | protein_length=4009 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0314900.1-p1   -            310 4429at5820           -            496   1.6e-11   42.2   9.2   1   2   3.1e-08   5.1e-06   24.1   7.9   168   302     5   139     1   142 0.81 | transcript=PVP01_0314900.1 | gene=PVP01_0314900 | organism=Plasmodium_vivax_P01 | gene_product=serine/threonine-protein kinase NEK4, putative | transcript_product=serine/threonine-protein kinase NEK4, putative | location=PvP01_03_v2:667448-669370(+) | protein_length=310 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0314900.1-p1   -            310 4429at5820           -            496   1.6e-11   42.2   9.2   2   2   2.2e-06   0.00037   18.0   0.0   330   399   142   214   139   240 0.84 | transcript=PVP01_0314900.1 | gene=PVP01_0314900 | organism=Plasmodium_vivax_P01 | gene_product=serine/threonine-protein kinase NEK4, putative | transcript_product=serine/threonine-protein kinase NEK4, putative | location=PvP01_03_v2:667448-669370(+) | protein_length=310 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1416900.1-p1   -            341 4429at5820           -            496   4.8e-11   40.7   9.9   1   2   7.4e-09   1.2e-06   26.2   6.3   161   302    24   170     6   179 0.80 | transcript=PVP01_1416900.1 | gene=PVP01_1416900 | organism=Plasmodium_vivax_P01 | gene_product=glycogen synthase kinase-3 alpha, putative | transcript_product=glycogen synthase kinase-3 alpha, putative | location=PvP01_14_v2:737461-740374(-) | protein_length=341 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1416900.1-p1   -            341 4429at5820           -            496   4.8e-11   40.7   9.9   2   2   6.4e-06     0.001   16.5   0.1   331   388   177   237   170   283 0.74 | transcript=PVP01_1416900.1 | gene=PVP01_1416900 | organism=Plasmodium_vivax_P01 | gene_product=glycogen synthase kinase-3 alpha, putative | transcript_product=glycogen synthase kinase-3 alpha, putative | location=PvP01_14_v2:737461-740374(-) | protein_length=341 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
