#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVP01_0114500.1-p1   -            984 2942at5820           -            685  1.7e-275  914.5  10.8   1   6   1.3e-18   5.1e-16   57.0   0.3     2    67     7    80     6    93 0.79 | transcript=PVP01_0114500.1 | gene=PVP01_0114500 | organism=Plasmodium_vivax_P01 | gene_product=AAA family ATPase, putative | transcript_product=AAA family ATPase, putative | location=PvP01_01_v2:645674-648801(+) | protein_length=984 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1130100.1-p1   -            822 2942at5820           -            685   6.3e-26   89.7   0.0   2   3   2.4e-13   9.4e-11   39.6   0.0   480   558   511   588   504   648 0.84 | transcript=PVP01_1130100.1 | gene=PVP01_1130100 | organism=Plasmodium_vivax_P01 | gene_product=cell division cycle protein 48 homologue, putative | transcript_product=cell division cycle protein 48 homologue, putative | location=PvP01_11_v2:1289155-1291792(+) | protein_length=822 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1130100.1-p1   -            822 2942at5820           -            685   6.3e-26   89.7   0.0   3   3      0.49   1.9e+02   -1.1   0.0   369   424   656   710   645   720 0.78 | transcript=PVP01_1130100.1 | gene=PVP01_1130100 | organism=Plasmodium_vivax_P01 | gene_product=cell division cycle protein 48 homologue, putative | transcript_product=cell division cycle protein 48 homologue, putative | location=PvP01_11_v2:1289155-1291792(+) | protein_length=822 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1336200.1-p1   -           1177 2942at5820           -            685   7.6e-22   76.2  22.1   1   5   0.00018     0.069   10.3   0.1   475   506   371   403   330   411 0.64 | transcript=PVP01_1336200.1 | gene=PVP01_1336200 | organism=Plasmodium_vivax_P01 | gene_product=AAA family ATPase, putative | transcript_product=AAA family ATPase, putative | location=PvP01_13_v2:1560749-1564282(-) | protein_length=1177 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1336200.1-p1   -           1177 2942at5820           -            685   7.6e-22   76.2  22.1   2   5    0.0062       2.4    5.2   2.2   530   605   482   559   476   566 0.72 | transcript=PVP01_1336200.1 | gene=PVP01_1336200 | organism=Plasmodium_vivax_P01 | gene_product=AAA family ATPase, putative | transcript_product=AAA family ATPase, putative | location=PvP01_13_v2:1560749-1564282(-) | protein_length=1177 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1336200.1-p1   -           1177 2942at5820           -            685   7.6e-22   76.2  22.1   3   5      0.11        41    1.1   0.1   367   408   574   615   567   622 0.87 | transcript=PVP01_1336200.1 | gene=PVP01_1336200 | organism=Plasmodium_vivax_P01 | gene_product=AAA family ATPase, putative | transcript_product=AAA family ATPase, putative | location=PvP01_13_v2:1560749-1564282(-) | protein_length=1177 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1336200.1-p1   -           1177 2942at5820           -            685   7.6e-22   76.2  22.1   4   5   6.7e-23   2.6e-20   71.2   1.4   480   612   801   933   778   961 0.86 | transcript=PVP01_1336200.1 | gene=PVP01_1336200 | organism=Plasmodium_vivax_P01 | gene_product=AAA family ATPase, putative | transcript_product=AAA family ATPase, putative | location=PvP01_13_v2:1560749-1564282(-) | protein_length=1177 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1336200.1-p1   -           1177 2942at5820           -            685   7.6e-22   76.2  22.1   5   5       2.7     1e+03   -3.5   0.1   657   684  1095  1122  1087  1123 0.80 | transcript=PVP01_1336200.1 | gene=PVP01_1336200 | organism=Plasmodium_vivax_P01 | gene_product=AAA family ATPase, putative | transcript_product=AAA family ATPase, putative | location=PvP01_13_v2:1560749-1564282(-) | protein_length=1177 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0307200.1-p1   -            700 2942at5820           -            685   1.1e-18   65.8   2.0   1   3       6.3   2.4e+03   -4.7   9.7    14   102   289   378   285   382 0.89 | transcript=PVP01_0307200.1 | gene=PVP01_0307200 | organism=Plasmodium_vivax_P01 | gene_product=AAA family ATPase, putative | transcript_product=AAA family ATPase, putative | location=PvP01_03_v2:356440-358542(-) | protein_length=700 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0307200.1-p1   -            700 2942at5820           -            685   1.1e-18   65.8   2.0   2   3   2.9e-21   1.1e-18   65.8   2.0   412   606   390   582   379   588 0.86 | transcript=PVP01_0307200.1 | gene=PVP01_0307200 | organism=Plasmodium_vivax_P01 | gene_product=AAA family ATPase, putative | transcript_product=AAA family ATPase, putative | location=PvP01_03_v2:356440-358542(-) | protein_length=700 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0307200.1-p1   -            700 2942at5820           -            685   1.1e-18   65.8   2.0   3   3     0.055        21    2.1   0.1   360   412   590   642   580   662 0.73 | transcript=PVP01_0307200.1 | gene=PVP01_0307200 | organism=Plasmodium_vivax_P01 | gene_product=AAA family ATPase, putative | transcript_product=AAA family ATPase, putative | location=PvP01_03_v2:356440-358542(-) | protein_length=700 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1407300.1-p1   -            393 2942at5820           -            685   1.6e-17   62.0   0.0   1   1   7.1e-20   2.7e-17   61.2   0.0   479   558   167   245   124   301 0.81 | transcript=PVP01_1407300.1 | gene=PVP01_1407300 | organism=Plasmodium_vivax_P01 | gene_product=26S protease regulatory subunit 10B, putative | transcript_product=26S protease regulatory subunit 10B, putative | location=PvP01_14_v2:344749-345930(-) | protein_length=393 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1249400.1-p1   -            439 2942at5820           -            685   1.1e-16   59.2   0.8   1   3      0.28   1.1e+02   -0.3   3.0   197   255    12    70     4    83 0.81 | transcript=PVP01_1249400.1 | gene=PVP01_1249400 | organism=Plasmodium_vivax_P01 | gene_product=vacuolar protein sorting-associated protein 4, putative | transcript_product=vacuolar protein sorting-associated protein 4, putative | location=PvP01_12_v2:2010911-2012230(+) | protein_length=439 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1249400.1-p1   -            439 2942at5820           -            685   1.1e-16   59.2   0.8   2   3   2.9e-19   1.1e-16   59.2   0.8   482   599   150   268    95   281 0.83 | transcript=PVP01_1249400.1 | gene=PVP01_1249400 | organism=Plasmodium_vivax_P01 | gene_product=vacuolar protein sorting-associated protein 4, putative | transcript_product=vacuolar protein sorting-associated protein 4, putative | location=PvP01_12_v2:2010911-2012230(+) | protein_length=439 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1249400.1-p1   -            439 2942at5820           -            685   1.1e-16   59.2   0.8   3   3     0.066        25    1.8   0.0   385   412   322   349   318   372 0.77 | transcript=PVP01_1249400.1 | gene=PVP01_1249400 | organism=Plasmodium_vivax_P01 | gene_product=vacuolar protein sorting-associated protein 4, putative | transcript_product=vacuolar protein sorting-associated protein 4, putative | location=PvP01_12_v2:2010911-2012230(+) | protein_length=439 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0837200.1-p1   -            785 2942at5820           -            685   2.6e-15   54.7   3.1   1   2   5.3e-13     2e-10   38.5   0.0   480   608   286   426   278   455 0.76 | transcript=PVP01_0837200.1 | gene=PVP01_0837200 | organism=Plasmodium_vivax_P01 | gene_product=N-ethylmaleimide-sensitive fusion protein, putative | transcript_product=N-ethylmaleimide-sensitive fusion protein, putative | location=PvP01_08_v2:1569150-1571507(+) | protein_length=785 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0837200.1-p1   -            785 2942at5820           -            685   2.6e-15   54.7   3.1   2   2   1.4e-05    0.0053   14.0   2.1   470   599   557   688   433   712 0.77 | transcript=PVP01_0837200.1 | gene=PVP01_0837200 | organism=Plasmodium_vivax_P01 | gene_product=N-ethylmaleimide-sensitive fusion protein, putative | transcript_product=N-ethylmaleimide-sensitive fusion protein, putative | location=PvP01_08_v2:1569150-1571507(+) | protein_length=785 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1466000.1-p1   -            424 2942at5820           -            685   2.4e-13   48.1   0.0   1   1   9.8e-16   3.7e-13   47.5   0.0   480   608   199   329   153   360 0.82 | transcript=PVP01_1466000.1 | gene=PVP01_1466000 | organism=Plasmodium_vivax_P01 | gene_product=26S protease regulatory subunit 8, putative | transcript_product=26S protease regulatory subunit 8, putative | location=PvP01_14_v2:2814369-2815643(-) | protein_length=424 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0520100.1-p1   -            392 2942at5820           -            685   1.8e-12   45.3   0.0   1   2       2.7     1e+03   -3.5   0.5   627   650    18    40     6    59 0.46 | transcript=PVP01_0520100.1 | gene=PVP01_0520100 | organism=Plasmodium_vivax_P01 | gene_product=26S protease regulatory subunit 6B, putative | transcript_product=26S protease regulatory subunit 6B, putative | location=PvP01_05_v2:816808-818171(-) | protein_length=392 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0520100.1-p1   -            392 2942at5820           -            685   1.8e-12   45.3   0.0   2   2   9.9e-15   3.8e-12   44.2   0.0   480   640   169   329   160   361 0.82 | transcript=PVP01_0520100.1 | gene=PVP01_0520100 | organism=Plasmodium_vivax_P01 | gene_product=26S protease regulatory subunit 6B, putative | transcript_product=26S protease regulatory subunit 6B, putative | location=PvP01_05_v2:816808-818171(-) | protein_length=392 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0808100.1-p1   -            447 2942at5820           -            685   1.2e-10   39.2   0.0   1   1   4.5e-13   1.7e-10   38.7   0.0   480   610   223   356   205   407 0.81 | transcript=PVP01_0808100.1 | gene=PVP01_0808100 | organism=Plasmodium_vivax_P01 | gene_product=26S protease regulatory subunit 4, putative | transcript_product=26S protease regulatory subunit 4, putative | location=PvP01_08_v2:362144-363776(-) | protein_length=447 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1241900.1-p1   -            702 2942at5820           -            685   4.3e-10   37.4   0.0   1   2       7.3   2.8e+03   -4.9   4.6    43   125    19    98     5   114 0.50 | transcript=PVP01_1241900.1 | gene=PVP01_1241900 | organism=Plasmodium_vivax_P01 | gene_product=ATP-dependent zinc metalloprotease FTSH, putative | transcript_product=ATP-dependent zinc metalloprotease FTSH, putative | location=PvP01_12_v2:1709552-1711660(+) | protein_length=702 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1241900.1-p1   -            702 2942at5820           -            685   4.3e-10   37.4   0.0   2   2   1.1e-12   4.3e-10   37.4   0.0   480   608   280   408   234   441 0.79 | transcript=PVP01_1241900.1 | gene=PVP01_1241900 | organism=Plasmodium_vivax_P01 | gene_product=ATP-dependent zinc metalloprotease FTSH, putative | transcript_product=ATP-dependent zinc metalloprotease FTSH, putative | location=PvP01_12_v2:1709552-1711660(+) | protein_length=702 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0931200.1-p1   -            441 2942at5820           -            685     9e-10   36.3   0.0   1   2     1e-11     4e-09   34.2   0.0   479   608   218   350   201   381 0.85 | transcript=PVP01_0931200.1 | gene=PVP01_0931200 | organism=Plasmodium_vivax_P01 | gene_product=26S protease regulatory subunit 6A, putative | transcript_product=26S protease regulatory subunit 6A, putative | location=PvP01_09_v2:1338910-1340235(+) | protein_length=441 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0931200.1-p1   -            441 2942at5820           -            685     9e-10   36.3   0.0   2   2      0.74   2.8e+02   -1.7   0.0   365   408   360   402   353   405 0.79 | transcript=PVP01_0931200.1 | gene=PVP01_0931200 | organism=Plasmodium_vivax_P01 | gene_product=26S protease regulatory subunit 6A, putative | transcript_product=26S protease regulatory subunit 6A, putative | location=PvP01_09_v2:1338910-1340235(+) | protein_length=441 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1412500.1-p1   -            420 2942at5820           -            685   9.3e-10   36.3   0.0   1   1   3.1e-12   1.2e-09   35.9   0.0   480   556   193   268   176   354 0.86 | transcript=PVP01_1412500.1 | gene=PVP01_1412500 | organism=Plasmodium_vivax_P01 | gene_product=26S protease regulatory subunit 7, putative | transcript_product=26S protease regulatory subunit 7, putative | location=PvP01_14_v2:550653-552145(-) | protein_length=420 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1457800.1-p1   -            906 2942at5820           -            685   1.4e-08   32.4   0.0   1   2     2e-09   7.6e-07   26.7   0.0   482   611   193   327   176   331 0.83 | transcript=PVP01_1457800.1 | gene=PVP01_1457800 | organism=Plasmodium_vivax_P01 | gene_product=ATP-dependent zinc metalloprotease FTSH 1, putative | transcript_product=ATP-dependent zinc metalloprotease FTSH 1, putative | location=PvP01_14_v2:2508067-2510787(+) | protein_length=906 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1457800.1-p1   -            906 2942at5820           -            685   1.4e-08   32.4   0.0   2   2      0.03        12    2.9   0.0   368   409   337   378   331   390 0.90 | transcript=PVP01_1457800.1 | gene=PVP01_1457800 | organism=Plasmodium_vivax_P01 | gene_product=ATP-dependent zinc metalloprotease FTSH 1, putative | transcript_product=ATP-dependent zinc metalloprotease FTSH 1, putative | location=PvP01_14_v2:2508067-2510787(+) | protein_length=906 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0920200.1-p1   -            950 2942at5820           -            685   1.4e-05   22.5   0.0   1   1   6.4e-08   2.4e-05   21.7   0.0   483   635   435   593   411   610 0.86 | transcript=PVP01_0920200.1 | gene=PVP01_0920200 | organism=Plasmodium_vivax_P01 | gene_product=ATP-dependent zinc metalloprotease FTSH, putative | transcript_product=ATP-dependent zinc metalloprotease FTSH, putative | location=PvP01_09_v2:877371-880223(-) | protein_length=950 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2942at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvP01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvP01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/2942at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2942at5820.hmm /v3/inputs/annotations/plasmodb-68/PvP01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:38:41 2026
# [ok]
