#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVP01_0703700.1-p1   -           5866 27at5820             -           4874         0 10225.8 464.4   1   8   2.6e-74   2.8e-71  237.9  14.0     6   162    13   175     1   181 0.92 | transcript=PVP01_0703700.1 | gene=PVP01_0703700 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_07_v2:213691-231291(-) | protein_length=5866 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0608300.1-p1   -           5267 27at5820             -           4874         0 1128.0 308.6   4  12  8.2e-105  8.9e-102  339.2  17.0  1746  2203  1927  2380  1920  2391 0.89 | transcript=PVP01_0608300.1 | gene=PVP01_0608300 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_06_v2:366178-381981(-) | protein_length=5267 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0608300.1-p1   -           5267 27at5820             -           4874         0 1128.0 308.6   5  12   5.3e-46   5.7e-43  144.0   6.4  2208  2467  2447  2703  2443  2711 0.91 | transcript=PVP01_0608300.1 | gene=PVP01_0608300 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_06_v2:366178-381981(-) | protein_length=5267 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0608300.1-p1   -           5267 27at5820             -           4874         0 1128.0 308.6   6  12   5.8e-22   6.3e-19   64.2  14.7  2600  2893  2949  3240  2923  3253 0.86 | transcript=PVP01_0608300.1 | gene=PVP01_0608300 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_06_v2:366178-381981(-) | protein_length=5267 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0608300.1-p1   -           5267 27at5820             -           4874         0 1128.0 308.6   7  12   7.1e-19   7.8e-16   53.9   2.6  2936  3097  3318  3477  3305  3488 0.88 | transcript=PVP01_0608300.1 | gene=PVP01_0608300 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_06_v2:366178-381981(-) | protein_length=5267 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0608300.1-p1   -           5267 27at5820             -           4874         0 1128.0 308.6   8  12   1.8e-78   1.9e-75  251.8  45.7  3158  3797  3487  4095  3477  4103 0.90 | transcript=PVP01_0608300.1 | gene=PVP01_0608300 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_06_v2:366178-381981(-) | protein_length=5267 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0608300.1-p1   -           5267 27at5820             -           4874         0 1128.0 308.6   9  12   1.1e-30   1.2e-27   93.1   6.6  3800  3969  4244  4414  4241  4427 0.92 | transcript=PVP01_0608300.1 | gene=PVP01_0608300 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_06_v2:366178-381981(-) | protein_length=5267 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0608300.1-p1   -           5267 27at5820             -           4874         0 1128.0 308.6  10  12      0.23   2.5e+02   -4.2   0.2  3981  4031  4488  4542  4482  4564 0.74 | transcript=PVP01_0608300.1 | gene=PVP01_0608300 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_06_v2:366178-381981(-) | protein_length=5267 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0608300.1-p1   -           5267 27at5820             -           4874         0 1128.0 308.6  11  12   4.1e-47   4.5e-44  147.6  13.2  4155  4538  4613  5017  4574  5023 0.81 | transcript=PVP01_0608300.1 | gene=PVP01_0608300 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_06_v2:366178-381981(-) | protein_length=5267 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0608300.1-p1   -           5267 27at5820             -           4874         0 1128.0 308.6  12  12   1.7e-21   1.8e-18   62.6   4.8  4619  4870  5024  5261  5010  5265 0.89 | transcript=PVP01_0608300.1 | gene=PVP01_0608300 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_06_v2:366178-381981(-) | protein_length=5267 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0215600.1-p1   -           5023 27at5820             -           4874  6.8e-279  927.1 133.3   1   7         6   6.5e+03  -28.4  40.4   612  1086   701  1244   648  1384 0.61 | transcript=PVP01_0215600.1 | gene=PVP01_0215600 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_02_v2:653472-668753(+) | protein_length=5023 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0215600.1-p1   -           5023 27at5820             -           4874  6.8e-279  927.1 133.3   2   7  2.8e-121    3e-118  393.9  10.5  1491  2153  1511  2183  1476  2194 0.88 | transcript=PVP01_0215600.1 | gene=PVP01_0215600 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_02_v2:653472-668753(+) | protein_length=5023 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0215600.1-p1   -           5023 27at5820             -           4874  6.8e-279  927.1 133.3   3   7   2.9e-50   3.2e-47  158.1   0.3  2159  2401  2228  2475  2210  2493 0.88 | transcript=PVP01_0215600.1 | gene=PVP01_0215600 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_02_v2:653472-668753(+) | protein_length=5023 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0215600.1-p1   -           5023 27at5820             -           4874  6.8e-279  927.1 133.3   4   7   3.5e-15   3.8e-12   41.6   0.8  2619  2907  2751  3042  2728  3051 0.77 | transcript=PVP01_0215600.1 | gene=PVP01_0215600 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_02_v2:653472-668753(+) | protein_length=5023 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0215600.1-p1   -           5023 27at5820             -           4874  6.8e-279  927.1 133.3   5   7   9.4e-21     1e-17   60.1   0.1  2934  3100  3040  3203  3033  3210 0.93 | transcript=PVP01_0215600.1 | gene=PVP01_0215600 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_02_v2:653472-668753(+) | protein_length=5023 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0215600.1-p1   -           5023 27at5820             -           4874  6.8e-279  927.1 133.3   6   7   2.8e-97   3.1e-94  314.2  49.6  3159  4488  3210  4581  3203  4599 0.80 | transcript=PVP01_0215600.1 | gene=PVP01_0215600 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_02_v2:653472-668753(+) | protein_length=5023 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0215600.1-p1   -           5023 27at5820             -           4874  6.8e-279  927.1 133.3   7   7   1.1e-05     0.012   10.1   0.0  4718  4873  4873  5021  4856  5022 0.86 | transcript=PVP01_0215600.1 | gene=PVP01_0215600 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_02_v2:653472-668753(+) | protein_length=5023 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0923500.1-p1   -           5361 27at5820             -           4874    5e-266  884.4 283.3   1  13         6   6.5e+03  -12.5  28.5  1012  1192  1058  1235  1054  1242 0.73 | transcript=PVP01_0923500.1 | gene=PVP01_0923500 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_09_v2:1028442-1044763(+) | protein_length=5361 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0923500.1-p1   -           5361 27at5820             -           4874    5e-266  884.4 283.3   2  13   2.3e-21   2.4e-18   62.2  40.8  1385  1719  1206  1553  1200  1559 0.78 | transcript=PVP01_0923500.1 | gene=PVP01_0923500 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_09_v2:1028442-1044763(+) | protein_length=5361 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0923500.1-p1   -           5361 27at5820             -           4874    5e-266  884.4 283.3   3  13      0.04        44   -1.7   9.4  1760  1903  1648  1787  1632  1794 0.73 | transcript=PVP01_0923500.1 | gene=PVP01_0923500 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_09_v2:1028442-1044763(+) | protein_length=5361 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0923500.1-p1   -           5361 27at5820             -           4874    5e-266  884.4 283.3   4  13   2.4e-77   2.6e-74  248.0   4.2  1880  2194  1809  2120  1800  2128 0.91 | transcript=PVP01_0923500.1 | gene=PVP01_0923500 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_09_v2:1028442-1044763(+) | protein_length=5361 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0923500.1-p1   -           5361 27at5820             -           4874    5e-266  884.4 283.3   5  13   2.8e-38   3.1e-35  118.3   3.9  2204  2423  2167  2384  2160  2399 0.92 | transcript=PVP01_0923500.1 | gene=PVP01_0923500 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_09_v2:1028442-1044763(+) | protein_length=5361 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0923500.1-p1   -           5361 27at5820             -           4874    5e-266  884.4 283.3   6  13   2.2e-46   2.4e-43  145.2  37.1  2507  3098  2420  2982  2406  2994 0.85 | transcript=PVP01_0923500.1 | gene=PVP01_0923500 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_09_v2:1028442-1044763(+) | protein_length=5361 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0923500.1-p1   -           5361 27at5820             -           4874    5e-266  884.4 283.3   7  13   1.1e-10   1.1e-07   26.8   3.0  3159  3229  2992  3062  2986  3068 0.94 | transcript=PVP01_0923500.1 | gene=PVP01_0923500 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_09_v2:1028442-1044763(+) | protein_length=5361 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0923500.1-p1   -           5361 27at5820             -           4874    5e-266  884.4 283.3   8  13   2.6e-36   2.8e-33  111.8  28.9  3249  3650  3145  3541  3126  3563 0.85 | transcript=PVP01_0923500.1 | gene=PVP01_0923500 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_09_v2:1028442-1044763(+) | protein_length=5361 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0923500.1-p1   -           5361 27at5820             -           4874    5e-266  884.4 283.3   9  13   2.3e-40   2.5e-37  125.2  25.7  3679  3962  3648  3929  3633  3937 0.94 | transcript=PVP01_0923500.1 | gene=PVP01_0923500 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_09_v2:1028442-1044763(+) | protein_length=5361 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0923500.1-p1   -           5361 27at5820             -           4874    5e-266  884.4 283.3  10  13    0.0003      0.33    5.3   2.7  3972  4053  4350  4430  4338  4473 0.77 | transcript=PVP01_0923500.1 | gene=PVP01_0923500 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_09_v2:1028442-1044763(+) | protein_length=5361 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0923500.1-p1   -           5361 27at5820             -           4874    5e-266  884.4 283.3  11  13   8.2e-07   0.00089   13.9   1.4  4110  4232  4447  4564  4419  4578 0.78 | transcript=PVP01_0923500.1 | gene=PVP01_0923500 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_09_v2:1028442-1044763(+) | protein_length=5361 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0923500.1-p1   -           5361 27at5820             -           4874    5e-266  884.4 283.3  12  13   2.9e-23   3.2e-20   68.5   3.9  4236  4440  4611  4812  4606  4824 0.87 | transcript=PVP01_0923500.1 | gene=PVP01_0923500 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_09_v2:1028442-1044763(+) | protein_length=5361 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0923500.1-p1   -           5361 27at5820             -           4874    5e-266  884.4 283.3  13  13   9.4e-14     1e-10   36.9  11.4  4423  4874  4905  5361  4898  5361 0.68 | transcript=PVP01_0923500.1 | gene=PVP01_0923500 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_09_v2:1028442-1044763(+) | protein_length=5361 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1241000.1-p1   -           6376 27at5820             -           4874  4.6e-113  376.6 157.7   1  14         6   6.5e+03 -116.3 239.6    78  1727    90  1717    13  1736 0.66 | transcript=PVP01_1241000.1 | gene=PVP01_1241000 | organism=Plasmodium_vivax_P01 | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=PvP01_12_v2:1654365-1674545(-) | protein_length=6376 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1241000.1-p1   -           6376 27at5820             -           4874  4.6e-113  376.6 157.7   2  14         6   6.5e+03  -11.3  17.0  1751  1900  1804  1948  1792  1957 0.58 | transcript=PVP01_1241000.1 | gene=PVP01_1241000 | organism=Plasmodium_vivax_P01 | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=PvP01_12_v2:1654365-1674545(-) | protein_length=6376 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1241000.1-p1   -           6376 27at5820             -           4874  4.6e-113  376.6 157.7   3  14   7.4e-29   8.1e-26   87.0   1.8  1921  2040  2289  2409  2257  2434 0.85 | transcript=PVP01_1241000.1 | gene=PVP01_1241000 | organism=Plasmodium_vivax_P01 | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=PvP01_12_v2:1654365-1674545(-) | protein_length=6376 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1241000.1-p1   -           6376 27at5820             -           4874  4.6e-113  376.6 157.7   4  14   1.7e-18   1.9e-15   52.6  11.9  2072  2260  2594  2783  2566  2796 0.86 | transcript=PVP01_1241000.1 | gene=PVP01_1241000 | organism=Plasmodium_vivax_P01 | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=PvP01_12_v2:1654365-1674545(-) | protein_length=6376 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1241000.1-p1   -           6376 27at5820             -           4874  4.6e-113  376.6 157.7   5  14   1.7e-24   1.8e-21   72.6  12.3  2270  2457  2953  3135  2936  3162 0.85 | transcript=PVP01_1241000.1 | gene=PVP01_1241000 | organism=Plasmodium_vivax_P01 | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=PvP01_12_v2:1654365-1674545(-) | protein_length=6376 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1241000.1-p1   -           6376 27at5820             -           4874  4.6e-113  376.6 157.7   6  14         6   6.5e+03  -24.4  25.5   916  1072  3317  3454  3223  3464 0.43 | transcript=PVP01_1241000.1 | gene=PVP01_1241000 | organism=Plasmodium_vivax_P01 | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=PvP01_12_v2:1654365-1674545(-) | protein_length=6376 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1241000.1-p1   -           6376 27at5820             -           4874  4.6e-113  376.6 157.7   7  14   0.00081      0.88    3.9   2.7  2615  2691  3458  3538  3438  3551 0.79 | transcript=PVP01_1241000.1 | gene=PVP01_1241000 | organism=Plasmodium_vivax_P01 | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=PvP01_12_v2:1654365-1674545(-) | protein_length=6376 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1241000.1-p1   -           6376 27at5820             -           4874  4.6e-113  376.6 157.7   8  14   1.9e-06    0.0021   12.6  21.2  2701  2927  3603  3825  3597  3857 0.77 | transcript=PVP01_1241000.1 | gene=PVP01_1241000 | organism=Plasmodium_vivax_P01 | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=PvP01_12_v2:1654365-1674545(-) | protein_length=6376 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1241000.1-p1   -           6376 27at5820             -           4874  4.6e-113  376.6 157.7   9  14      0.26   2.8e+02   -4.4   9.7  3167  3256  4272  4363  4257  4464 0.79 | transcript=PVP01_1241000.1 | gene=PVP01_1241000 | organism=Plasmodium_vivax_P01 | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=PvP01_12_v2:1654365-1674545(-) | protein_length=6376 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1241000.1-p1   -           6376 27at5820             -           4874  4.6e-113  376.6 157.7  10  14   4.3e-39   4.7e-36  121.0  40.9  3256  3776  4490  4981  4481  5001 0.86 | transcript=PVP01_1241000.1 | gene=PVP01_1241000 | organism=Plasmodium_vivax_P01 | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=PvP01_12_v2:1654365-1674545(-) | protein_length=6376 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1241000.1-p1   -           6376 27at5820             -           4874  4.6e-113  376.6 157.7  11  14   1.6e-17   1.7e-14   49.4  20.1  3794  4029  5079  5319  5071  5369 0.92 | transcript=PVP01_1241000.1 | gene=PVP01_1241000 | organism=Plasmodium_vivax_P01 | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=PvP01_12_v2:1654365-1674545(-) | protein_length=6376 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1241000.1-p1   -           6376 27at5820             -           4874  4.6e-113  376.6 157.7  12  14   0.00046       0.5    4.7   5.5  4124  4286  5596  5752  5581  5770 0.82 | transcript=PVP01_1241000.1 | gene=PVP01_1241000 | organism=Plasmodium_vivax_P01 | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=PvP01_12_v2:1654365-1674545(-) | protein_length=6376 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1241000.1-p1   -           6376 27at5820             -           4874  4.6e-113  376.6 157.7  13  14   1.2e-22   1.3e-19   66.5  13.4  4287  4539  5858  6122  5853  6131 0.84 | transcript=PVP01_1241000.1 | gene=PVP01_1241000 | organism=Plasmodium_vivax_P01 | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=PvP01_12_v2:1654365-1674545(-) | protein_length=6376 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1241000.1-p1   -           6376 27at5820             -           4874  4.6e-113  376.6 157.7  14  14     1e-12   1.1e-09   33.5   9.9  4626  4869  6135  6370  6125  6375 0.84 | transcript=PVP01_1241000.1 | gene=PVP01_1241000 | organism=Plasmodium_vivax_P01 | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=PvP01_12_v2:1654365-1674545(-) | protein_length=6376 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0313800.1-p1   -           5197 27at5820             -           4874  3.5e-100  333.9 424.0   1  11         6   6.5e+03  -42.4  83.8   710  1164   207   740   183   750 0.68 | transcript=PVP01_0313800.1 | gene=PVP01_0313800 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_03_v2:594688-612316(-) | protein_length=5197 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0313800.1-p1   -           5197 27at5820             -           4874  3.5e-100  333.9 424.0   2  11   8.7e-08   9.4e-05   17.1  86.7  1207  1777   727  1254   711  1269 0.84 | transcript=PVP01_0313800.1 | gene=PVP01_0313800 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_03_v2:594688-612316(-) | protein_length=5197 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0313800.1-p1   -           5197 27at5820             -           4874  3.5e-100  333.9 424.0   3  11     3e-27   3.3e-24   81.7   8.7  1800  2038  1354  1579  1332  1585 0.84 | transcript=PVP01_0313800.1 | gene=PVP01_0313800 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_03_v2:594688-612316(-) | protein_length=5197 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
