#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVP01_1249500.1-p1   -           3133 376at5820            -           1789         0 2454.3 285.9   1  17   7.2e-05      0.47    6.3   0.3     1    16     1    16     1    20 0.93 | transcript=PVP01_1249500.1 | gene=PVP01_1249500 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:2012977-2022378(-) | protein_length=3133 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1249500.1-p1   -           3133 376at5820            -           1789         0 2454.3 285.9  15  17   7.2e-66   4.7e-62  208.5   7.4  1375  1541  2432  2647  2419  2665 0.81 | transcript=PVP01_1249500.1 | gene=PVP01_1249500 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:2012977-2022378(-) | protein_length=3133 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1249500.1-p1   -           3133 376at5820            -           1789         0 2454.3 285.9  16  17   2.2e-39   1.4e-35  120.7  29.7  1544  1665  2766  2922  2760  2937 0.79 | transcript=PVP01_1249500.1 | gene=PVP01_1249500 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:2012977-2022378(-) | protein_length=3133 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1249500.1-p1   -           3133 376at5820            -           1789         0 2454.3 285.9  17  17   3.1e-67     2e-63  213.1  14.8  1655  1789  2977  3133  2955  3133 0.86 | transcript=PVP01_1249500.1 | gene=PVP01_1249500 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:2012977-2022378(-) | protein_length=3133 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/376at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvP01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvP01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/376at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/376at5820.hmm /v3/inputs/annotations/plasmodb-68/PvP01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:38:33 2026
# [ok]
