#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVP01_1307300.1-p1   -           3294 177at5820            -           2232         0 3473.2 285.9   1  10   5.3e-19   8.6e-16   54.7   0.3    27   127   276   405   252   422 0.78 | transcript=PVP01_1307300.1 | gene=PVP01_1307300 | organism=Plasmodium_vivax_P01 | gene_product=cysteine repeat modular protein 3, putative | transcript_product=cysteine repeat modular protein 3, putative | location=PvP01_13_v2:332331-342481(+) | protein_length=3294 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1270300.1-p1   -           5528 177at5820            -           2232  7.1e-156  519.3 318.0   2  12         4   6.5e+03  -12.1   9.6  1852  1956   705   814   699   826 0.67 | transcript=PVP01_1270300.1 | gene=PVP01_1270300 | organism=Plasmodium_vivax_P01 | gene_product=cysteine repeat modular protein 4, putative | transcript_product=cysteine repeat modular protein 4, putative | location=PvP01_12_v2:2950237-2966968(-) | protein_length=5528 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1270300.1-p1   -           5528 177at5820            -           2232  7.1e-156  519.3 318.0   3  12         4   6.5e+03   -8.2  13.2   729   839  2322  2434  2282  2460 0.77 | transcript=PVP01_1270300.1 | gene=PVP01_1270300 | organism=Plasmodium_vivax_P01 | gene_product=cysteine repeat modular protein 4, putative | transcript_product=cysteine repeat modular protein 4, putative | location=PvP01_12_v2:2950237-2966968(-) | protein_length=5528 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1270300.1-p1   -           5528 177at5820            -           2232  7.1e-156  519.3 318.0   4  12     0.047        76   -1.5   0.1   151   183  2512  2544  2473  2560 0.62 | transcript=PVP01_1270300.1 | gene=PVP01_1270300 | organism=Plasmodium_vivax_P01 | gene_product=cysteine repeat modular protein 4, putative | transcript_product=cysteine repeat modular protein 4, putative | location=PvP01_12_v2:2950237-2966968(-) | protein_length=5528 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1270300.1-p1   -           5528 177at5820            -           2232  7.1e-156  519.3 318.0   5  12   2.7e-42   4.4e-39  132.0  42.2   215   593  2869  3279  2832  3300 0.79 | transcript=PVP01_1270300.1 | gene=PVP01_1270300 | organism=Plasmodium_vivax_P01 | gene_product=cysteine repeat modular protein 4, putative | transcript_product=cysteine repeat modular protein 4, putative | location=PvP01_12_v2:2950237-2966968(-) | protein_length=5528 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1270300.1-p1   -           5528 177at5820            -           2232  7.1e-156  519.3 318.0   6  12   2.9e-28   4.6e-25   85.5   9.2   648   787  3402  3543  3387  3578 0.84 | transcript=PVP01_1270300.1 | gene=PVP01_1270300 | organism=Plasmodium_vivax_P01 | gene_product=cysteine repeat modular protein 4, putative | transcript_product=cysteine repeat modular protein 4, putative | location=PvP01_12_v2:2950237-2966968(-) | protein_length=5528 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1270300.1-p1   -           5528 177at5820            -           2232  7.1e-156  519.3 318.0   7  12   8.8e-27   1.4e-23   80.5  29.4   863  1113  3682  3955  3660  3964 0.74 | transcript=PVP01_1270300.1 | gene=PVP01_1270300 | organism=Plasmodium_vivax_P01 | gene_product=cysteine repeat modular protein 4, putative | transcript_product=cysteine repeat modular protein 4, putative | location=PvP01_12_v2:2950237-2966968(-) | protein_length=5528 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1270300.1-p1   -           5528 177at5820            -           2232  7.1e-156  519.3 318.0   8  12   2.9e-29   4.7e-26   88.8  16.4  1088  1349  3965  4249  3959  4259 0.73 | transcript=PVP01_1270300.1 | gene=PVP01_1270300 | organism=Plasmodium_vivax_P01 | gene_product=cysteine repeat modular protein 4, putative | transcript_product=cysteine repeat modular protein 4, putative | location=PvP01_12_v2:2950237-2966968(-) | protein_length=5528 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1270300.1-p1   -           5528 177at5820            -           2232  7.1e-156  519.3 318.0   9  12   7.3e-47   1.2e-43  147.1  29.4  1343  1555  4348  4564  4332  4578 0.88 | transcript=PVP01_1270300.1 | gene=PVP01_1270300 | organism=Plasmodium_vivax_P01 | gene_product=cysteine repeat modular protein 4, putative | transcript_product=cysteine repeat modular protein 4, putative | location=PvP01_12_v2:2950237-2966968(-) | protein_length=5528 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1270300.1-p1   -           5528 177at5820            -           2232  7.1e-156  519.3 318.0  10  12     3e-23     5e-20   68.8  47.6  1616  1982  4701  5055  4677  5070 0.75 | transcript=PVP01_1270300.1 | gene=PVP01_1270300 | organism=Plasmodium_vivax_P01 | gene_product=cysteine repeat modular protein 4, putative | transcript_product=cysteine repeat modular protein 4, putative | location=PvP01_12_v2:2950237-2966968(-) | protein_length=5528 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1270300.1-p1   -           5528 177at5820            -           2232  7.1e-156  519.3 318.0  11  12   6.7e-06     0.011   11.3  21.5  1857  2070  4979  5202  4977  5240 0.66 | transcript=PVP01_1270300.1 | gene=PVP01_1270300 | organism=Plasmodium_vivax_P01 | gene_product=cysteine repeat modular protein 4, putative | transcript_product=cysteine repeat modular protein 4, putative | location=PvP01_12_v2:2950237-2966968(-) | protein_length=5528 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1270300.1-p1   -           5528 177at5820            -           2232  7.1e-156  519.3 318.0  12  12         4   6.5e+03   -9.3  22.3  2078  2221  5313  5466  5301  5477 0.70 | transcript=PVP01_1270300.1 | gene=PVP01_1270300 | organism=Plasmodium_vivax_P01 | gene_product=cysteine repeat modular protein 4, putative | transcript_product=cysteine repeat modular protein 4, putative | location=PvP01_12_v2:2950237-2966968(-) | protein_length=5528 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0314000.1-p1   -           2536 177at5820            -           2232     1e-59  200.4 214.2   1   7   2.1e-29   3.4e-26   89.2  48.7   313   744   875  1339   851  1340 0.76 | transcript=PVP01_0314000.1 | gene=PVP01_0314000 | organism=Plasmodium_vivax_P01 | gene_product=cysteine repeat modular protein 2, putative | transcript_product=cysteine repeat modular protein 2, putative | location=PvP01_03_v2:633899-642589(-) | protein_length=2536 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0314000.1-p1   -           2536 177at5820            -           2232     1e-59  200.4 214.2   2   7   2.2e-08   3.5e-05   19.5   6.4   455   491  1340  1378  1338  1392 0.91 | transcript=PVP01_0314000.1 | gene=PVP01_0314000 | organism=Plasmodium_vivax_P01 | gene_product=cysteine repeat modular protein 2, putative | transcript_product=cysteine repeat modular protein 2, putative | location=PvP01_03_v2:633899-642589(-) | protein_length=2536 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0314000.1-p1   -           2536 177at5820            -           2232     1e-59  200.4 214.2   3   7   1.7e-12   2.8e-09   33.1  13.0  1011  1092  1399  1485  1383  1486 0.86 | transcript=PVP01_0314000.1 | gene=PVP01_0314000 | organism=Plasmodium_vivax_P01 | gene_product=cysteine repeat modular protein 2, putative | transcript_product=cysteine repeat modular protein 2, putative | location=PvP01_03_v2:633899-642589(-) | protein_length=2536 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0314000.1-p1   -           2536 177at5820            -           2232     1e-59  200.4 214.2   4   7   4.2e-17   6.9e-14   48.4  21.0  1119  1283  1486  1651  1484  1666 0.88 | transcript=PVP01_0314000.1 | gene=PVP01_0314000 | organism=Plasmodium_vivax_P01 | gene_product=cysteine repeat modular protein 2, putative | transcript_product=cysteine repeat modular protein 2, putative | location=PvP01_03_v2:633899-642589(-) | protein_length=2536 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0314000.1-p1   -           2536 177at5820            -           2232     1e-59  200.4 214.2   5   7   2.8e-07   0.00046   15.8  28.0  1365  1558  1668  1866  1659  1882 0.82 | transcript=PVP01_0314000.1 | gene=PVP01_0314000 | organism=Plasmodium_vivax_P01 | gene_product=cysteine repeat modular protein 2, putative | transcript_product=cysteine repeat modular protein 2, putative | location=PvP01_03_v2:633899-642589(-) | protein_length=2536 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0314000.1-p1   -           2536 177at5820            -           2232     1e-59  200.4 214.2   6   7   1.2e-14   1.9e-11   40.3  39.6  1623  1899  1886  2164  1875  2252 0.73 | transcript=PVP01_0314000.1 | gene=PVP01_0314000 | organism=Plasmodium_vivax_P01 | gene_product=cysteine repeat modular protein 2, putative | transcript_product=cysteine repeat modular protein 2, putative | location=PvP01_03_v2:633899-642589(-) | protein_length=2536 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0314000.1-p1   -           2536 177at5820            -           2232     1e-59  200.4 214.2   7   7         4   6.5e+03  -17.4  19.0  1866  2206  2315  2423  2174  2448 0.56 | transcript=PVP01_0314000.1 | gene=PVP01_0314000 | organism=Plasmodium_vivax_P01 | gene_product=cysteine repeat modular protein 2, putative | transcript_product=cysteine repeat modular protein 2, putative | location=PvP01_03_v2:633899-642589(-) | protein_length=2536 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0709800.1-p1   -           3264 177at5820            -           2232   3.7e-48  162.1 215.7   1   8      0.23   3.7e+02   -3.8   1.5   573   614   447   488   442   522 0.71 | transcript=PVP01_0709800.1 | gene=PVP01_0709800 | organism=Plasmodium_vivax_P01 | gene_product=cysteine repeat modular protein 1, putative | transcript_product=cysteine repeat modular protein 1, putative | location=PvP01_07_v2:495347-505297(+) | protein_length=3264 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0709800.1-p1   -           3264 177at5820            -           2232   3.7e-48  162.1 215.7   2   8   1.5e-28   2.5e-25   86.3  64.1   247   766  1128  1707  1118  1709 0.71 | transcript=PVP01_0709800.1 | gene=PVP01_0709800 | organism=Plasmodium_vivax_P01 | gene_product=cysteine repeat modular protein 1, putative | transcript_product=cysteine repeat modular protein 1, putative | location=PvP01_07_v2:495347-505297(+) | protein_length=3264 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0709800.1-p1   -           3264 177at5820            -           2232   3.7e-48  162.1 215.7   3   8   3.1e-09     5e-06   22.3   8.6   456   532  1686  1765  1685  1784 0.83 | transcript=PVP01_0709800.1 | gene=PVP01_0709800 | organism=Plasmodium_vivax_P01 | gene_product=cysteine repeat modular protein 1, putative | transcript_product=cysteine repeat modular protein 1, putative | location=PvP01_07_v2:495347-505297(+) | protein_length=3264 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0709800.1-p1   -           3264 177at5820            -           2232   3.7e-48  162.1 215.7   4   8   1.2e-09   1.9e-06   23.7   7.8  1042  1091  1832  1882  1826  1897 0.89 | transcript=PVP01_0709800.1 | gene=PVP01_0709800 | organism=Plasmodium_vivax_P01 | gene_product=cysteine repeat modular protein 1, putative | transcript_product=cysteine repeat modular protein 1, putative | location=PvP01_07_v2:495347-505297(+) | protein_length=3264 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0709800.1-p1   -           3264 177at5820            -           2232   3.7e-48  162.1 215.7   5   8   8.3e-16   1.3e-12   44.1  10.1  1146  1283  2086  2223  2075  2238 0.87 | transcript=PVP01_0709800.1 | gene=PVP01_0709800 | organism=Plasmodium_vivax_P01 | gene_product=cysteine repeat modular protein 1, putative | transcript_product=cysteine repeat modular protein 1, putative | location=PvP01_07_v2:495347-505297(+) | protein_length=3264 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0709800.1-p1   -           3264 177at5820            -           2232   3.7e-48  162.1 215.7   6   8   1.2e-11     2e-08   30.3  25.7  1363  1547  2238  2425  2231  2442 0.84 | transcript=PVP01_0709800.1 | gene=PVP01_0709800 | organism=Plasmodium_vivax_P01 | gene_product=cysteine repeat modular protein 1, putative | transcript_product=cysteine repeat modular protein 1, putative | location=PvP01_07_v2:495347-505297(+) | protein_length=3264 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0709800.1-p1   -           3264 177at5820            -           2232   3.7e-48  162.1 215.7   7   8   4.8e-09   7.9e-06   21.7  36.6  1625  1868  2458  2702  2447  2770 0.77 | transcript=PVP01_0709800.1 | gene=PVP01_0709800 | organism=Plasmodium_vivax_P01 | gene_product=cysteine repeat modular protein 1, putative | transcript_product=cysteine repeat modular protein 1, putative | location=PvP01_07_v2:495347-505297(+) | protein_length=3264 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0709800.1-p1   -           3264 177at5820            -           2232   3.7e-48  162.1 215.7   8   8         4   6.5e+03   -8.9  10.0  2133  2222  3108  3204  3092  3212 0.74 | transcript=PVP01_0709800.1 | gene=PVP01_0709800 | organism=Plasmodium_vivax_P01 | gene_product=cysteine repeat modular protein 1, putative | transcript_product=cysteine repeat modular protein 1, putative | location=PvP01_07_v2:495347-505297(+) | protein_length=3264 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/177at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvP01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvP01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/177at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/177at5820.hmm /v3/inputs/annotations/plasmodb-68/PvP01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:32:39 2026
# [ok]
