#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVP01_1441700.1-p1   -           4603 137at5820            -           2426         0 2942.0 268.7   1  18  8.6e-131  5.6e-127  423.3  23.7     1   263     1   268     1   274 0.96 | transcript=PVP01_1441700.1 | gene=PVP01_1441700 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_14_v2:1808487-1822969(-) | protein_length=4603 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1441700.1-p1   -           4603 137at5820            -           2426         0 2942.0 268.7  12  18   8.7e-10   5.6e-06   21.9   0.1  1608  1651  2924  2968  2880  2980 0.78 | transcript=PVP01_1441700.1 | gene=PVP01_1441700 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_14_v2:1808487-1822969(-) | protein_length=4603 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1441700.1-p1   -           4603 137at5820            -           2426         0 2942.0 268.7  13  18   1.8e-35   1.1e-31  107.2   0.7  1651  1755  3041  3174  3039  3178 0.82 | transcript=PVP01_1441700.1 | gene=PVP01_1441700 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_14_v2:1808487-1822969(-) | protein_length=4603 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1441700.1-p1   -           4603 137at5820            -           2426         0 2942.0 268.7  14  18  6.6e-121  4.3e-117  390.5  19.4  1750  1983  3213  3451  3206  3461 0.94 | transcript=PVP01_1441700.1 | gene=PVP01_1441700 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_14_v2:1808487-1822969(-) | protein_length=4603 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1441700.1-p1   -           4603 137at5820            -           2426         0 2942.0 268.7  15  18   2.5e-08   0.00016   17.1   3.7  1984  2059  3579  3656  3566  3674 0.73 | transcript=PVP01_1441700.1 | gene=PVP01_1441700 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_14_v2:1808487-1822969(-) | protein_length=4603 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1441700.1-p1   -           4603 137at5820            -           2426         0 2942.0 268.7  16  18   6.6e-56   4.3e-52  174.9   0.2  2039  2156  3932  4052  3922  4066 0.92 | transcript=PVP01_1441700.1 | gene=PVP01_1441700 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_14_v2:1808487-1822969(-) | protein_length=4603 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1441700.1-p1   -           4603 137at5820            -           2426         0 2942.0 268.7  17  18   1.6e-17     1e-13   47.6   0.9  2162  2214  4245  4298  4220  4307 0.83 | transcript=PVP01_1441700.1 | gene=PVP01_1441700 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_14_v2:1808487-1822969(-) | protein_length=4603 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1441700.1-p1   -           4603 137at5820            -           2426         0 2942.0 268.7  18  18  1.5e-110  9.6e-107  356.2  21.0  2211  2426  4376  4599  4372  4599 0.95 | transcript=PVP01_1441700.1 | gene=PVP01_1441700 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_14_v2:1808487-1822969(-) | protein_length=4603 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/137at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvP01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvP01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/137at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/137at5820.hmm /v3/inputs/annotations/plasmodb-68/PvP01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:31:25 2026
# [ok]
