#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVP01_0832300.1-p1   -           3720 240at5820            -           2846         0 3793.4  42.2   1   5  1.6e-190  2.9e-188  626.5   6.9     2   392     2   443     1   457 0.87 | transcript=PVP01_0832300.1 | gene=PVP01_0832300 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_08_v2:1381096-1392628(+) | protein_length=3720 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0905400.1-p1   -            632 240at5820            -           2846   0.00028   16.0  40.7   1   2   1.5e-05    0.0028   12.7  15.4  1255  1343   213   300   184   329 0.54 | transcript=PVP01_0905400.1 | gene=PVP01_0905400 | organism=Plasmodium_vivax_P01 | gene_product=radial spoke head protein, putative | transcript_product=radial spoke head protein, putative | location=PvP01_09_v2:320444-322342(+) | protein_length=632 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0905400.1-p1   -            632 240at5820            -           2846   0.00028   16.0  40.7   2   2   0.00019     0.034    9.2  17.2  1234  1338   382   488   368   510 0.38 | transcript=PVP01_0905400.1 | gene=PVP01_0905400 | organism=Plasmodium_vivax_P01 | gene_product=radial spoke head protein, putative | transcript_product=radial spoke head protein, putative | location=PvP01_09_v2:320444-322342(+) | protein_length=632 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0810500.1-p1   -            381 240at5820            -           2846   0.00031   15.9  34.5   1   1   2.1e-06   0.00038   15.6  34.5  1217  1383   100   265    49   273 0.57 | transcript=PVP01_0810500.1 | gene=PVP01_0810500 | organism=Plasmodium_vivax_P01 | gene_product=MORN repeat protein, putative | transcript_product=MORN repeat protein, putative | location=PvP01_08_v2:465010-467095(-) | protein_length=381 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0529000.1-p1   -            278 240at5820            -           2846     0.009   11.0  49.8   1   1   5.3e-05    0.0095   11.0  49.8  1193  1304   165   273    69   278 0.39 | transcript=PVP01_0529000.1 | gene=PVP01_0529000 | organism=Plasmodium_vivax_P01 | gene_product=ran-specific GTPase-activating protein 1, putative | transcript_product=ran-specific GTPase-activating protein 1, putative | location=PvP01_05_v2:1197705-1198913(+) | protein_length=278 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1466200.1-p1   -            400 240at5820            -           2846     0.035    9.1  31.0   1   2   0.00067      0.12    7.3   3.1  1253  1362    74   183    24   187 0.44 | transcript=PVP01_1466200.1 | gene=PVP01_1466200 | organism=Plasmodium_vivax_P01 | gene_product=THUMP domain-containing protein, putative | transcript_product=THUMP domain-containing protein, putative | location=PvP01_14_v2:2820825-2822550(+) | protein_length=400 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1466200.1-p1   -            400 240at5820            -           2846     0.035    9.1  31.0   2   2   0.00049     0.089    7.7  20.1  1242  1326   238   317   215   346 0.35 | transcript=PVP01_1466200.1 | gene=PVP01_1466200 | organism=Plasmodium_vivax_P01 | gene_product=THUMP domain-containing protein, putative | transcript_product=THUMP domain-containing protein, putative | location=PvP01_14_v2:2820825-2822550(+) | protein_length=400 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0409400.1-p1   -            364 240at5820            -           2846     0.039    8.9   9.4   1   1   0.00024     0.044    8.8   9.4  1177  1336    27   195     2   301 0.45 | transcript=PVP01_0409400.1 | gene=PVP01_0409400 | organism=Plasmodium_vivax_P01 | gene_product=Golgi to ER traffic protein 2, putative | transcript_product=Golgi to ER traffic protein 2, putative | location=PvP01_04_v2:382042-383136(+) | protein_length=364 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0620500.1-p1   -            435 240at5820            -           2846     0.071    8.1  22.8   1   1   0.00049     0.089    7.7  22.8  1217  1335   255   370   219   413 0.39 | transcript=PVP01_0620500.1 | gene=PVP01_0620500 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_06_v2:831839-833146(+) | protein_length=435 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1402200.1-p1   -            387 240at5820            -           2846      0.12    7.4  42.6   1   2   1.1e-05     0.002   13.2  35.7  1182  1349    74   236    13   274 0.42 | transcript=PVP01_1402200.1 | gene=PVP01_1402200 | organism=Plasmodium_vivax_P01 | gene_product=Plasmodium exported protein, unknown function | transcript_product=Plasmodium exported protein, unknown function | location=PvP01_14_v2:100526-102026(+) | protein_length=387 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1402200.1-p1   -            387 240at5820            -           2846      0.12    7.4  42.6   2   2      0.67   1.2e+02   -2.7   0.5   231   284   308   364   288   385 0.39 | transcript=PVP01_1402200.1 | gene=PVP01_1402200 | organism=Plasmodium_vivax_P01 | gene_product=Plasmodium exported protein, unknown function | transcript_product=Plasmodium exported protein, unknown function | location=PvP01_14_v2:100526-102026(+) | protein_length=387 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0702600.1-p1   -            304 240at5820            -           2846      0.13    7.2  19.7   1   1   0.00088      0.16    6.9  19.7  1094  1292    96   301    91   304 0.39 | transcript=PVP01_0702600.1 | gene=PVP01_0702600 | organism=Plasmodium_vivax_P01 | gene_product=PH domain-containing protein, putative | transcript_product=PH domain-containing protein, putative | location=PvP01_07_v2:157365-158454(+) | protein_length=304 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1030700.1-p1   -            292 240at5820            -           2846      0.17    6.8  51.3   1   1     0.001      0.19    6.7  51.3  1152  1325    51   229    15   283 0.50 | transcript=PVP01_1030700.1 | gene=PVP01_1030700 | organism=Plasmodium_vivax_P01 | gene_product=hypothetical protein | transcript_product=hypothetical protein | location=PvP01_10_v2:1324040-1324918(-) | protein_length=292 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0734700.1-p1   -            266 240at5820            -           2846      0.19    6.7  29.9   1   1    0.0012      0.21    6.5  29.9  1139  1322    57   237    32   262 0.52 | transcript=PVP01_0734700.1 | gene=PVP01_0734700 | organism=Plasmodium_vivax_P01 | gene_product=hypothetical protein | transcript_product=hypothetical protein | location=PvP01_07_v2:1439481-1440535(-) | protein_length=266 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0315000.1-p1   -            855 240at5820            -           2846      0.29    6.0   5.0   1   1    0.0022      0.39    5.6   5.0  1190  1309   596   714   562   779 0.39 | transcript=PVP01_0315000.1 | gene=PVP01_0315000 | organism=Plasmodium_vivax_P01 | gene_product=actin-related protein ARP6, putative | transcript_product=actin-related protein ARP6, putative | location=PvP01_03_v2:671191-673758(+) | protein_length=855 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1024000.1-p1   -            753 240at5820            -           2846      0.73    4.7  69.4   1   3       2.7   4.8e+02   -4.6   0.8  1756  1780    58    82    52   111 0.53 | transcript=PVP01_1024000.1 | gene=PVP01_1024000 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_10_v2:1047645-1050617(-) | protein_length=753 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1024000.1-p1   -            753 240at5820            -           2846      0.73    4.7  69.4   2   3   1.2e-05    0.0022   13.1  44.0  1247  1359   251   364   239   381 0.37 | transcript=PVP01_1024000.1 | gene=PVP01_1024000 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_10_v2:1047645-1050617(-) | protein_length=753 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1024000.1-p1   -            753 240at5820            -           2846      0.73    4.7  69.4   3   3    0.0042      0.76    4.7   9.8  1261  1317   444   501   425   608 0.47 | transcript=PVP01_1024000.1 | gene=PVP01_1024000 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_10_v2:1047645-1050617(-) | protein_length=753 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0208100.1-p1   -           1225 240at5820            -           2846      0.79    4.6  48.2   1   2   1.7e-05    0.0031   12.6  37.2  1197  1309   486   600   466   649 0.43 | transcript=PVP01_0208100.1 | gene=PVP01_0208100 | organism=Plasmodium_vivax_P01 | gene_product=small ribosomal subunit assembling AARP2 protein | transcript_product=small ribosomal subunit assembling AARP2 protein | location=PvP01_02_v2:337286-340963(-) | protein_length=1225 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0208100.1-p1   -           1225 240at5820            -           2846      0.79    4.6  48.2   2   2      0.99   1.8e+02   -3.2   3.2   625   641  1134  1150   984  1216 0.57 | transcript=PVP01_0208100.1 | gene=PVP01_0208100 | organism=Plasmodium_vivax_P01 | gene_product=small ribosomal subunit assembling AARP2 protein | transcript_product=small ribosomal subunit assembling AARP2 protein | location=PvP01_02_v2:337286-340963(-) | protein_length=1225 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0927100.1-p1   -            310 240at5820            -           2846      0.86    4.5  34.7   1   1     0.005       0.9    4.4  34.7  1174  1314    67   210    20   299 0.58 | transcript=PVP01_0927100.1 | gene=PVP01_0927100 | organism=Plasmodium_vivax_P01 | gene_product=mediator of RNA polymerase II transcription subunit 21, putative | transcript_product=mediator of RNA polymerase II transcription subunit 21, putative | location=PvP01_09_v2:1190888-1192226(+) | protein_length=310 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1431300.1-p1   -            371 240at5820            -           2846       1.1    4.2  39.5   1   1    0.0083       1.5    3.7  39.5  1198  1404    17   211     2   225 0.46 | transcript=PVP01_1431300.1 | gene=PVP01_1431300 | organism=Plasmodium_vivax_P01 | gene_product=tetratricopeptide repeat protein, putative | transcript_product=tetratricopeptide repeat protein, putative | location=PvP01_14_v2:1369144-1370259(+) | protein_length=371 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1268000.1-p1   -            324 240at5820            -           2846       1.2    4.0  14.0   1   1    0.0082       1.5    3.7  14.0  1262  1375    30   142    20   154 0.46 | transcript=PVP01_1268000.1 | gene=PVP01_1268000 | organism=Plasmodium_vivax_P01 | gene_product=copper transporter, putative | transcript_product=copper transporter, putative | location=PvP01_12_v2:2845472-2846611(-) | protein_length=324 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0804000.1-p1   -           1169 240at5820            -           2846       1.5    3.7   6.0   1   1     0.011         2    3.3   6.0  1135  1255   931  1055   924  1127 0.63 | transcript=PVP01_0804000.1 | gene=PVP01_0804000 | organism=Plasmodium_vivax_P01 | gene_product=RING finger E3 ubiquitin-protein ligase, putative | transcript_product=RING finger E3 ubiquitin-protein ligase, putative | location=PvP01_08_v2:197452-200961(-) | protein_length=1169 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0305800.1-p1   -            847 240at5820            -           2846       1.6    3.6  39.6   1   1     0.014       2.5    2.9  39.6  1219  1303   322   406   290   420 0.33 | transcript=PVP01_0305800.1 | gene=PVP01_0305800 | organism=Plasmodium_vivax_P01 | gene_product=NYN domain-containing protein, putative | transcript_product=NYN domain-containing protein, putative | location=PvP01_03_v2:300645-303365(-) | protein_length=847 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0731600.1-p1   -            264 240at5820            -           2846       2.1    3.2  35.3   1   1     0.015       2.7    2.8  35.3  1239  1353    66   183    58   198 0.55 | transcript=PVP01_0731600.1 | gene=PVP01_0731600 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_07_v2:1327085-1327879(-) | protein_length=264 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1005900.1-p1   -            667 240at5820            -           2846       2.2    3.1  25.7   1   1     0.017         3    2.7  25.7  1236  1347    34   143     3   167 0.46 | transcript=PVP01_1005900.1 | gene=PVP01_1005900 | organism=Plasmodium_vivax_P01 | gene_product=ATP-dependent RNA helicase DDX41, putative | transcript_product=ATP-dependent RNA helicase DDX41, putative | location=PvP01_10_v2:267076-269079(-) | protein_length=667 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1461800.1-p1   -            205 240at5820            -           2846       2.4    3.0  30.4   1   1     0.016       2.9    2.7  30.4   395  1317    37   166    21   202 0.36 | transcript=PVP01_1461800.1 | gene=PVP01_1461800 | organism=Plasmodium_vivax_P01 | gene_product=conserved protein, unknown function | transcript_product=conserved protein, unknown function | location=PvP01_14_v2:2670285-2671250(+) | protein_length=205 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0522700.1-p1   -            411 240at5820            -           2846       2.5    3.0  25.6   1   1     0.021       3.8    2.3  25.6  1219  1296    92   169    36   213 0.50 | transcript=PVP01_0522700.1 | gene=PVP01_0522700 | organism=Plasmodium_vivax_P01 | gene_product=Plasmodium exported protein (PHIST), unknown function | transcript_product=Plasmodium exported protein (PHIST), unknown function | location=PvP01_05_v2:914875-916300(-) | protein_length=411 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0107800.1-p1   -            325 240at5820            -           2846       2.9    2.7  15.0   1   1     0.018       3.2    2.6  15.0  1150  1317    20   193    10   263 0.40 | transcript=PVP01_0107800.1 | gene=PVP01_0107800 | organism=Plasmodium_vivax_P01 | gene_product=mediator of RNA polymerase II transcription subunit 10, putative | transcript_product=mediator of RNA polymerase II transcription subunit 10, putative | location=PvP01_01_v2:390005-390982(+) | protein_length=325 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1344600.1-p1   -            132 240at5820            -           2846       3.3    2.6  20.7   1   1     0.019       3.5    2.5  20.7  1253  1330    13    89     1   109 0.37 | transcript=PVP01_1344600.1 | gene=PVP01_1344600 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_13_v2:1953668-1954201(-) | protein_length=132 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0527200.1-p1   -            622 240at5820            -           2846       3.3    2.5  21.0   1   1     0.025       4.6    2.1  21.0  1151  1295   106   255    26   371 0.60 | transcript=PVP01_0527200.1 | gene=PVP01_0527200 | organism=Plasmodium_vivax_P01 | gene_product=cdc2-related protein kinase 1, putative | transcript_product=cdc2-related protein kinase 1, putative | location=PvP01_05_v2:1113369-1115237(-) | protein_length=622 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1424900.1-p1   -            436 240at5820            -           2846       4.3    2.1  19.4   1   1     0.032       5.8    1.7  19.4  1256  1355    91   191    70   199 0.48 | transcript=PVP01_1424900.1 | gene=PVP01_1424900 | organism=Plasmodium_vivax_P01 | gene_product=drug/metabolite transporter DMT1, putative | transcript_product=drug/metabolite transporter DMT1, putative | location=PvP01_14_v2:1070552-1071862(-) | protein_length=436 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1339800.1-p1   -            219 240at5820            -           2846       5.7    1.8   8.1   1   1     0.037       6.7    1.5   8.1  1230  1317    64   149    37   172 0.35 | transcript=PVP01_1339800.1 | gene=PVP01_1339800 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_13_v2:1737455-1738473(+) | protein_length=219 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0504000.1-p1   -            394 240at5820            -           2846       6.2    1.6  18.0   1   1     0.042       7.7    1.3  18.0  1218  1312   129   243    86   306 0.42 | transcript=PVP01_0504000.1 | gene=PVP01_0504000 | organism=Plasmodium_vivax_P01 | gene_product=Plasmodium exported protein (PHIST), unknown function | transcript_product=Plasmodium exported protein (PHIST), unknown function | location=PvP01_05_v2:170000-171428(-) | protein_length=394 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1024700.1-p1   -            143 240at5820            -           2846       7.4    1.4  18.7   1   1     0.042       7.5    1.4  18.7  1229  1293    48   112     2   136 0.39 | transcript=PVP01_1024700.1 | gene=PVP01_1024700 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_10_v2:1078491-1079181(+) | protein_length=143 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0612100.1-p1   -           1745 240at5820            -           2846       8.5    1.2  24.9   1   1     0.065        12    0.7  24.9  1172  1310  1134  1276  1102  1304 0.33 | transcript=PVP01_0612100.1 | gene=PVP01_0612100 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_06_v2:529128-534365(-) | protein_length=1745 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1219300.1-p1   -            420 240at5820            -           2846       9.7    1.0  24.0   1   1     0.072        13    0.6  24.0  1156  1310    61   215    39   245 0.29 | transcript=PVP01_1219300.1 | gene=PVP01_1219300 | organism=Plasmodium_vivax_P01 | gene_product=MSP7-like protein | transcript_product=MSP7-like protein | location=PvP01_12_v2:792292-793554(+) | protein_length=420 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/240at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvP01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvP01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/240at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/240at5820.hmm /v3/inputs/annotations/plasmodb-68/PvP01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:35:54 2026
# [ok]
