#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVP01_0116000.1-p1   -           5134 123at5820            -           2857         0 3687.1 174.4   1  30   2.2e-21   1.5e-17   60.2   0.0     1    60    13    84    13    99 0.87 | transcript=PVP01_0116000.1 | gene=PVP01_0116000 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_01_v2:714325-729860(-) | protein_length=5134 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0116000.1-p1   -           5134 123at5820            -           2857         0 3687.1 174.4  15  30   1.3e-18   8.6e-15   51.0   0.3  1453  1543  2407  2529  2400  2532 0.78 | transcript=PVP01_0116000.1 | gene=PVP01_0116000 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_01_v2:714325-729860(-) | protein_length=5134 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0116000.1-p1   -           5134 123at5820            -           2857         0 3687.1 174.4  16  30    0.0011       7.4    1.5   0.0  1542  1572  2590  2625  2587  2646 0.78 | transcript=PVP01_0116000.1 | gene=PVP01_0116000 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_01_v2:714325-729860(-) | protein_length=5134 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0116000.1-p1   -           5134 123at5820            -           2857         0 3687.1 174.4  17  30   2.5e-73   1.7e-69  232.6   4.5  1570  1767  2661  2915  2659  2927 0.80 | transcript=PVP01_0116000.1 | gene=PVP01_0116000 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_01_v2:714325-729860(-) | protein_length=5134 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0116000.1-p1   -           5134 123at5820            -           2857         0 3687.1 174.4  18  30   3.1e-26     2e-22   76.4   0.0  1765  1825  2978  3047  2973  3049 0.86 | transcript=PVP01_0116000.1 | gene=PVP01_0116000 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_01_v2:714325-729860(-) | protein_length=5134 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0116000.1-p1   -           5134 123at5820            -           2857         0 3687.1 174.4  19  30   8.9e-60   5.8e-56  187.6   6.0  1826  1944  3105  3227  3101  3234 0.93 | transcript=PVP01_0116000.1 | gene=PVP01_0116000 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_01_v2:714325-729860(-) | protein_length=5134 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0116000.1-p1   -           5134 123at5820            -           2857         0 3687.1 174.4  20  30   2.1e-31   1.4e-27   93.5   0.1  1941  2014  3268  3341  3265  3347 0.96 | transcript=PVP01_0116000.1 | gene=PVP01_0116000 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_01_v2:714325-729860(-) | protein_length=5134 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0116000.1-p1   -           5134 123at5820            -           2857         0 3687.1 174.4  21  30   6.7e-45   4.3e-41  138.3   4.3  2030  2122  3521  3613  3514  3621 0.90 | transcript=PVP01_0116000.1 | gene=PVP01_0116000 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_01_v2:714325-729860(-) | protein_length=5134 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0116000.1-p1   -           5134 123at5820            -           2857         0 3687.1 174.4  22  30   2.6e-56   1.7e-52  176.1   3.1  2121  2216  3732  3827  3719  3836 0.92 | transcript=PVP01_0116000.1 | gene=PVP01_0116000 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_01_v2:714325-729860(-) | protein_length=5134 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0116000.1-p1   -           5134 123at5820            -           2857         0 3687.1 174.4  23  30   1.3e-14   8.5e-11   37.8   0.3  2209  2261  3924  3976  3913  3988 0.86 | transcript=PVP01_0116000.1 | gene=PVP01_0116000 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_01_v2:714325-729860(-) | protein_length=5134 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0116000.1-p1   -           5134 123at5820            -           2857         0 3687.1 174.4  24  30   4.6e-67     3e-63  211.8   3.3  2244  2387  3991  4140  3989  4151 0.93 | transcript=PVP01_0116000.1 | gene=PVP01_0116000 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_01_v2:714325-729860(-) | protein_length=5134 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0116000.1-p1   -           5134 123at5820            -           2857         0 3687.1 174.4  25  30     1e-09   6.6e-06   21.6   3.8  2384  2415  4320  4351  4317  4354 0.91 | transcript=PVP01_0116000.1 | gene=PVP01_0116000 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_01_v2:714325-729860(-) | protein_length=5134 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0116000.1-p1   -           5134 123at5820            -           2857         0 3687.1 174.4  26  30   3.9e-31   2.5e-27   92.6   0.0  2412  2482  4382  4452  4372  4465 0.92 | transcript=PVP01_0116000.1 | gene=PVP01_0116000 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_01_v2:714325-729860(-) | protein_length=5134 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0116000.1-p1   -           5134 123at5820            -           2857         0 3687.1 174.4  27  30   6.4e-34   4.1e-30  101.9   6.1  2470  2548  4547  4630  4540  4633 0.90 | transcript=PVP01_0116000.1 | gene=PVP01_0116000 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_01_v2:714325-729860(-) | protein_length=5134 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0116000.1-p1   -           5134 123at5820            -           2857         0 3687.1 174.4  28  30   7.6e-19   4.9e-15   51.9   0.1  2548  2600  4686  4740  4681  4745 0.86 | transcript=PVP01_0116000.1 | gene=PVP01_0116000 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_01_v2:714325-729860(-) | protein_length=5134 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0116000.1-p1   -           5134 123at5820            -           2857         0 3687.1 174.4  29  30   6.8e-95   4.4e-91  304.2   0.1  2590  2755  4761  4926  4756  4950 0.94 | transcript=PVP01_0116000.1 | gene=PVP01_0116000 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_01_v2:714325-729860(-) | protein_length=5134 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0116000.1-p1   -           5134 123at5820            -           2857         0 3687.1 174.4  30  30   4.6e-47     3e-43  145.5   1.5  2750  2857  5025  5134  5015  5134 0.87 | transcript=PVP01_0116000.1 | gene=PVP01_0116000 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_01_v2:714325-729860(-) | protein_length=5134 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/123at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvP01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvP01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/123at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/123at5820.hmm /v3/inputs/annotations/plasmodb-68/PvP01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:26:43 2026
# [ok]
