#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVP01_1301600.1-p1   -           5577 65at5820             -           4303         0 7658.4 811.1   1   8   2.9e-17   6.3e-14   47.8   0.2     1    51     1    60     1    63 0.91 | transcript=PVP01_1301600.1 | gene=PVP01_1301600 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_13_v2:62306-84381(+) | protein_length=5577 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0608300.1-p1   -           5267 65at5820             -           4303   4.3e-32  108.1 133.5   4  11         3   6.5e+03  -16.4  20.0  2707  2914   793  1009   770  1125 0.64 | transcript=PVP01_0608300.1 | gene=PVP01_0608300 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_06_v2:366178-381981(-) | protein_length=5267 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0608300.1-p1   -           5267 65at5820             -           4303   4.3e-32  108.1 133.5   5  11         3   6.5e+03  -15.8  22.2  1088  1345  1299  1551  1293  1555 0.80 | transcript=PVP01_0608300.1 | gene=PVP01_0608300 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_06_v2:366178-381981(-) | protein_length=5267 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0608300.1-p1   -           5267 65at5820             -           4303   4.3e-32  108.1 133.5   6  11   2.3e-15     5e-12   41.5  29.9  1365  1582  1606  1827  1594  1847 0.89 | transcript=PVP01_0608300.1 | gene=PVP01_0608300 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_06_v2:366178-381981(-) | protein_length=5267 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0608300.1-p1   -           5267 65at5820             -           4303   4.3e-32  108.1 133.5   7  11   0.00091         2    3.0  21.3  1629  1936  1945  2297  1928  2302 0.66 | transcript=PVP01_0608300.1 | gene=PVP01_0608300 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_06_v2:366178-381981(-) | protein_length=5267 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0608300.1-p1   -           5267 65at5820             -           4303   4.3e-32  108.1 133.5   8  11         3   6.5e+03  -10.0  21.9  2333  2537  2969  3189  2942  3234 0.74 | transcript=PVP01_0608300.1 | gene=PVP01_0608300 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_06_v2:366178-381981(-) | protein_length=5267 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0608300.1-p1   -           5267 65at5820             -           4303   4.3e-32  108.1 133.5   9  11   3.4e-21   7.5e-18   60.8  47.4  2904  3325  3607  4058  3512  4068 0.69 | transcript=PVP01_0608300.1 | gene=PVP01_0608300 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_06_v2:366178-381981(-) | protein_length=5267 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0608300.1-p1   -           5267 65at5820             -           4303   4.3e-32  108.1 133.5  10  11      0.36   7.7e+02   -5.6  11.9  3388  3546  4244  4408  4241  4414 0.72 | transcript=PVP01_0608300.1 | gene=PVP01_0608300 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_06_v2:366178-381981(-) | protein_length=5267 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0608300.1-p1   -           5267 65at5820             -           4303   4.3e-32  108.1 133.5  11  11   3.9e-15   8.4e-12   40.7  40.3  3557  4182  4485  5169  4479  5178 0.72 | transcript=PVP01_0608300.1 | gene=PVP01_0608300 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_06_v2:366178-381981(-) | protein_length=5267 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0215600.1-p1   -           5023 65at5820             -           4303   2.8e-22   75.5  73.6   1   5         3   6.5e+03   -9.9  12.5  1929  2145   735   956   714  1009 0.51 | transcript=PVP01_0215600.1 | gene=PVP01_0215600 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_02_v2:653472-668753(+) | protein_length=5023 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0215600.1-p1   -           5023 65at5820             -           4303   2.8e-22   75.5  73.6   2   5       1.2   2.5e+03   -7.3   4.0  3846  3910  1132  1199  1112  1345 0.63 | transcript=PVP01_0215600.1 | gene=PVP01_0215600 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_02_v2:653472-668753(+) | protein_length=5023 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0215600.1-p1   -           5023 65at5820             -           4303   2.8e-22   75.5  73.6   3   5   7.2e-16   1.6e-12   43.2  22.0  1345  1934  1475  2146  1468  2155 0.70 | transcript=PVP01_0215600.1 | gene=PVP01_0215600 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_02_v2:653472-668753(+) | protein_length=5023 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0215600.1-p1   -           5023 65at5820             -           4303   2.8e-22   75.5  73.6   4   5   7.4e-18   1.6e-14   49.8  43.6  2877  3546  3325  4007  3307  4011 0.75 | transcript=PVP01_0215600.1 | gene=PVP01_0215600 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_02_v2:653472-668753(+) | protein_length=5023 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0215600.1-p1   -           5023 65at5820             -           4303   2.8e-22   75.5  73.6   5   5   8.1e-06     0.018    9.8   0.1  3738  3911  4319  4522  4297  4539 0.70 | transcript=PVP01_0215600.1 | gene=PVP01_0215600 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_02_v2:653472-668753(+) | protein_length=5023 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/65at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvP01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvP01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/65at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/65at5820.hmm /v3/inputs/annotations/plasmodb-68/PvP01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:43:42 2026
# [ok]
