#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVP01_0608300.1-p1   -           5267 41at5820             -           4262         0 8495.6 403.6   1  12  1.1e-149  1.2e-146  488.3  41.1     1   304    43   387    43   392 0.92 | transcript=PVP01_0608300.1 | gene=PVP01_0608300 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_06_v2:366178-381981(-) | protein_length=5267 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0608300.1-p1   -           5267 41at5820             -           4262         0 8495.6 403.6  12  12         0         0 1736.5  37.4  3484  4262  4481  5267  4476  5267 0.99 | transcript=PVP01_0608300.1 | gene=PVP01_0608300 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_06_v2:366178-381981(-) | protein_length=5267 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0923500.1-p1   -           5361 41at5820             -           4262         0 1242.3 277.8   1  12         6   6.5e+03  -19.8  26.4   656   833  1071  1265  1056  1283 0.69 | transcript=PVP01_0923500.1 | gene=PVP01_0923500 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_09_v2:1028442-1044763(+) | protein_length=5361 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0923500.1-p1   -           5361 41at5820             -           4262         0 1242.3 277.8   2  12   6.2e-29   6.8e-26   87.5  17.9  1167  1420  1323  1575  1311  1583 0.86 | transcript=PVP01_0923500.1 | gene=PVP01_0923500 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_09_v2:1028442-1044763(+) | protein_length=5361 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0923500.1-p1   -           5361 41at5820             -           4262         0 1242.3 277.8   3  12   1.9e-16     2e-13   46.1   9.2  1412  1569  1636  1793  1621  1797 0.90 | transcript=PVP01_0923500.1 | gene=PVP01_0923500 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_09_v2:1028442-1044763(+) | protein_length=5361 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0923500.1-p1   -           5361 41at5820             -           4262         0 1242.3 277.8   4  12   1.2e-97   1.3e-94  315.6   9.0  1574  1853  1841  2119  1824  2127 0.96 | transcript=PVP01_0923500.1 | gene=PVP01_0923500 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_09_v2:1028442-1044763(+) | protein_length=5361 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0923500.1-p1   -           5361 41at5820             -           4262         0 1242.3 277.8   5  12   1.4e-44   1.5e-41  139.4   8.3  1861  2071  2172  2382  2160  2480 0.82 | transcript=PVP01_0923500.1 | gene=PVP01_0923500 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_09_v2:1028442-1044763(+) | protein_length=5361 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0923500.1-p1   -           5361 41at5820             -           4262         0 1242.3 277.8   6  12   1.4e-65   1.6e-62  209.1  40.6  2228  2767  2505  3059  2493  3065 0.90 | transcript=PVP01_0923500.1 | gene=PVP01_0923500 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_09_v2:1028442-1044763(+) | protein_length=5361 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0923500.1-p1   -           5361 41at5820             -           4262         0 1242.3 277.8   7  12   8.9e-40   9.7e-37  123.5  34.4  2766  3164  3129  3542  3125  3560 0.89 | transcript=PVP01_0923500.1 | gene=PVP01_0923500 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_09_v2:1028442-1044763(+) | protein_length=5361 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0923500.1-p1   -           5361 41at5820             -           4262         0 1242.3 277.8   8  12   7.1e-43   7.7e-40  133.8  25.1  3177  3482  3638  3933  3626  3938 0.90 | transcript=PVP01_0923500.1 | gene=PVP01_0923500 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_09_v2:1028442-1044763(+) | protein_length=5361 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0923500.1-p1   -           5361 41at5820             -           4262         0 1242.3 277.8   9  12   1.1e-17   1.2e-14   50.2   9.7  3484  3689  4352  4560  4346  4566 0.77 | transcript=PVP01_0923500.1 | gene=PVP01_0923500 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_09_v2:1028442-1044763(+) | protein_length=5361 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0923500.1-p1   -           5361 41at5820             -           4262         0 1242.3 277.8  10  12   4.8e-38   5.2e-35  117.8   4.8  3701  3902  4612  4812  4606  4820 0.94 | transcript=PVP01_0923500.1 | gene=PVP01_0923500 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_09_v2:1028442-1044763(+) | protein_length=5361 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0923500.1-p1   -           5361 41at5820             -           4262         0 1242.3 277.8  11  12    0.0011       1.2    3.7   0.2  3922  3978  4930  4986  4907  4995 0.88 | transcript=PVP01_0923500.1 | gene=PVP01_0923500 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_09_v2:1028442-1044763(+) | protein_length=5361 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0923500.1-p1   -           5361 41at5820             -           4262         0 1242.3 277.8  12  12   3.7e-33     4e-30  101.5   7.0  3987  4257  5055  5358  5049  5361 0.80 | transcript=PVP01_0923500.1 | gene=PVP01_0923500 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_09_v2:1028442-1044763(+) | protein_length=5361 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0703700.1-p1   -           5866 41at5820             -           4262         0 1167.6 233.1   1  11         6   6.5e+03  -11.2  15.6   514   623   326   437   237   447 0.66 | transcript=PVP01_0703700.1 | gene=PVP01_0703700 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_07_v2:213691-231291(-) | protein_length=5866 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0703700.1-p1   -           5866 41at5820             -           4262         0 1167.6 233.1   2  11         6   6.5e+03  -15.3  20.5   587   769   602   799   563   829 0.61 | transcript=PVP01_0703700.1 | gene=PVP01_0703700 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_07_v2:213691-231291(-) | protein_length=5866 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0703700.1-p1   -           5866 41at5820             -           4262         0 1167.6 233.1   3  11         6   6.5e+03  -36.0  46.6   449   738  1024  1316   983  1333 0.43 | transcript=PVP01_0703700.1 | gene=PVP01_0703700 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_07_v2:213691-231291(-) | protein_length=5866 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0703700.1-p1   -           5866 41at5820             -           4262         0 1167.6 233.1   4  11         6   6.5e+03  -11.1   9.0   977  1051  1369  1446  1364  1466 0.78 | transcript=PVP01_0703700.1 | gene=PVP01_0703700 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_07_v2:213691-231291(-) | protein_length=5866 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0703700.1-p1   -           5866 41at5820             -           4262         0 1167.6 233.1   5  11         6   6.5e+03  -20.5  60.3   762  1164  1575  1980  1569  1989 0.68 | transcript=PVP01_0703700.1 | gene=PVP01_0703700 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_07_v2:213691-231291(-) | protein_length=5866 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0703700.1-p1   -           5866 41at5820             -           4262         0 1167.6 233.1   6  11  3.9e-180  4.2e-177  589.4  63.3  1157  2121  2074  3070  2054  3079 0.87 | transcript=PVP01_0703700.1 | gene=PVP01_0703700 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_07_v2:213691-231291(-) | protein_length=5866 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0703700.1-p1   -           5866 41at5820             -           4262         0 1167.6 233.1   7  11   8.7e-19   9.5e-16   53.8  15.7  2207  2524  3338  3682  3280  3700 0.76 | transcript=PVP01_0703700.1 | gene=PVP01_0703700 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_07_v2:213691-231291(-) | protein_length=5866 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0703700.1-p1   -           5866 41at5820             -           4262         0 1167.6 233.1   8  11   2.3e-20   2.5e-17   59.1   5.8  2530  2689  3798  3959  3793  3973 0.88 | transcript=PVP01_0703700.1 | gene=PVP01_0703700 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_07_v2:213691-231291(-) | protein_length=5866 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0703700.1-p1   -           5866 41at5820             -           4262         0 1167.6 233.1   9  11  1.2e-108  1.3e-105  352.1  70.1  2698  3545  4041  4915  4022  4949 0.84 | transcript=PVP01_0703700.1 | gene=PVP01_0703700 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_07_v2:213691-231291(-) | protein_length=5866 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0703700.1-p1   -           5866 41at5820             -           4262         0 1167.6 233.1  10  11   5.2e-42   5.6e-39  130.9  29.9  3588  4043  5076  5525  5031  5591 0.77 | transcript=PVP01_0703700.1 | gene=PVP01_0703700 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_07_v2:213691-231291(-) | protein_length=5866 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0703700.1-p1   -           5866 41at5820             -           4262         0 1167.6 233.1  11  11   8.3e-24   9.1e-21   70.5   8.4  4022  4256  5611  5862  5586  5865 0.84 | transcript=PVP01_0703700.1 | gene=PVP01_0703700 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_07_v2:213691-231291(-) | protein_length=5866 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0215600.1-p1   -           5023 41at5820             -           4262  5.6e-299  993.9 105.2   1   6         6   6.5e+03  -10.4   6.9   383  1467   869   906   749   963 0.44 | transcript=PVP01_0215600.1 | gene=PVP01_0215600 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_02_v2:653472-668753(+) | protein_length=5023 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0215600.1-p1   -           5023 41at5820             -           4262  5.6e-299  993.9 105.2   2   6  1.5e-133  1.6e-130  434.8  16.9  1067  1814  1397  2182  1371  2185 0.88 | transcript=PVP01_0215600.1 | gene=PVP01_0215600 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_02_v2:653472-668753(+) | protein_length=5023 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0215600.1-p1   -           5023 41at5820             -           4262  5.6e-299  993.9 105.2   3   6   1.1e-41   1.2e-38  129.8   0.5  1820  2047  2229  2466  2223  2478 0.88 | transcript=PVP01_0215600.1 | gene=PVP01_0215600 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_02_v2:653472-668753(+) | protein_length=5023 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0215600.1-p1   -           5023 41at5820             -           4262  5.6e-299  993.9 105.2   4   6  2.4e-111  2.6e-108  361.1  42.4  2230  3478  2729  4003  2722  4011 0.82 | transcript=PVP01_0215600.1 | gene=PVP01_0215600 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_02_v2:653472-668753(+) | protein_length=5023 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0215600.1-p1   -           5023 41at5820             -           4262  5.6e-299  993.9 105.2   5   6   2.5e-33   2.8e-30  102.1   1.2  3613  3937  4222  4557  4209  4601 0.78 | transcript=PVP01_0215600.1 | gene=PVP01_0215600 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_02_v2:653472-668753(+) | protein_length=5023 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0215600.1-p1   -           5023 41at5820             -           4262  5.6e-299  993.9 105.2   6   6     0.025        27   -0.8   0.9  3980  4100  4659  4791  4649  4803 0.72 | transcript=PVP01_0215600.1 | gene=PVP01_0215600 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_02_v2:653472-668753(+) | protein_length=5023 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0313800.1-p1   -           5197 41at5820             -           4262    7e-123  409.4 463.3   1  10         6   6.5e+03  -38.2 175.1   459  1412   244  1218   221  1285 0.65 | transcript=PVP01_0313800.1 | gene=PVP01_0313800 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_03_v2:594688-612316(-) | protein_length=5197 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0313800.1-p1   -           5197 41at5820             -           4262    7e-123  409.4 463.3   2  10   7.3e-39     8e-36  120.4  12.1  1498  1701  1382  1578  1376  1583 0.93 | transcript=PVP01_0313800.1 | gene=PVP01_0313800 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_03_v2:594688-612316(-) | protein_length=5197 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0313800.1-p1   -           5197 41at5820             -           4262    7e-123  409.4 463.3   3  10   1.7e-19   1.8e-16   56.2  11.2  1703  1855  1650  1809  1648  1818 0.87 | transcript=PVP01_0313800.1 | gene=PVP01_0313800 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_03_v2:594688-612316(-) | protein_length=5197 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0313800.1-p1   -           5197 41at5820             -           4262    7e-123  409.4 463.3   4  10   3.8e-14   4.1e-11   38.4  24.5  1860  2117  1979  2244  1964  2259 0.78 | transcript=PVP01_0313800.1 | gene=PVP01_0313800 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_03_v2:594688-612316(-) | protein_length=5197 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0313800.1-p1   -           5197 41at5820             -           4262    7e-123  409.4 463.3   5  10     5e-30   5.4e-27   91.1  58.8  2246  2764  2633  3176  2601  3183 0.85 | transcript=PVP01_0313800.1 | gene=PVP01_0313800 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_03_v2:594688-612316(-) | protein_length=5197 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0313800.1-p1   -           5197 41at5820             -           4262    7e-123  409.4 463.3   6  10     9e-29   9.8e-26   87.0  52.8  2777  3277  3272  3790  3260  3795 0.84 | transcript=PVP01_0313800.1 | gene=PVP01_0313800 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_03_v2:594688-612316(-) | protein_length=5197 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0313800.1-p1   -           5197 41at5820             -           4262    7e-123  409.4 463.3   7  10   1.6e-06    0.0017   13.1  23.2  3323  3561  3956  4192  3930  4206 0.72 | transcript=PVP01_0313800.1 | gene=PVP01_0313800 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_03_v2:594688-612316(-) | protein_length=5197 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0313800.1-p1   -           5197 41at5820             -           4262    7e-123  409.4 463.3   8  10   1.3e-07   0.00014   16.7   9.8  3603  3804  4421  4614  4407  4622 0.81 | transcript=PVP01_0313800.1 | gene=PVP01_0313800 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_03_v2:594688-612316(-) | protein_length=5197 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0313800.1-p1   -           5197 41at5820             -           4262    7e-123  409.4 463.3   9  10   2.7e-25     3e-22   75.4  28.5  3804  4205  4714  5100  4707  5108 0.88 | transcript=PVP01_0313800.1 | gene=PVP01_0313800 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_03_v2:594688-612316(-) | protein_length=5197 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0313800.1-p1   -           5197 41at5820             -           4262    7e-123  409.4 463.3  10  10     0.024        27   -0.8   0.0  4217  4256  5148  5193  5126  5196 0.75 | transcript=PVP01_0313800.1 | gene=PVP01_0313800 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_03_v2:594688-612316(-) | protein_length=5197 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1241000.1-p1   -           6376 41at5820             -           4262  2.8e-112  374.2 183.2   1  13         6   6.5e+03  -83.1 215.0    12  1402   237  1718   231  1734 0.59 | transcript=PVP01_1241000.1 | gene=PVP01_1241000 | organism=Plasmodium_vivax_P01 | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=PvP01_12_v2:1654365-1674545(-) | protein_length=6376 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1241000.1-p1   -           6376 41at5820             -           4262  2.8e-112  374.2 183.2   2  13   0.00084      0.91    4.1  12.4  1430  1565  1822  1953  1774  1962 0.77 | transcript=PVP01_1241000.1 | gene=PVP01_1241000 | organism=Plasmodium_vivax_P01 | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=PvP01_12_v2:1654365-1674545(-) | protein_length=6376 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1241000.1-p1   -           6376 41at5820             -           4262  2.8e-112  374.2 183.2   3  13   4.6e-28     5e-25   84.6   7.2  1557  1700  2260  2404  2249  2410 0.93 | transcript=PVP01_1241000.1 | gene=PVP01_1241000 | organism=Plasmodium_vivax_P01 | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=PvP01_12_v2:1654365-1674545(-) | protein_length=6376 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1241000.1-p1   -           6376 41at5820             -           4262  2.8e-112  374.2 183.2   4  13   1.3e-14   1.4e-11   40.0  14.2  1711  1913  2571  2783  2565  2807 0.84 | transcript=PVP01_1241000.1 | gene=PVP01_1241000 | organism=Plasmodium_vivax_P01 | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=PvP01_12_v2:1654365-1674545(-) | protein_length=6376 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1241000.1-p1   -           6376 41at5820             -           4262  2.8e-112  374.2 183.2   5  13   1.1e-25   1.2e-22   76.7  14.3  1925  2113  2956  3143  2938  3164 0.91 | transcript=PVP01_1241000.1 | gene=PVP01_1241000 | organism=Plasmodium_vivax_P01 | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=PvP01_12_v2:1654365-1674545(-) | protein_length=6376 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1241000.1-p1   -           6376 41at5820             -           4262  2.8e-112  374.2 183.2   6  13       5.6   6.1e+03   -8.6  44.3  2121  2333  3326  3545  3233  3552 0.64 | transcript=PVP01_1241000.1 | gene=PVP01_1241000 | organism=Plasmodium_vivax_P01 | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=PvP01_12_v2:1654365-1674545(-) | protein_length=6376 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
