#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVP01_0419900.1-p1   -            191 12974at5820          -            164   7.8e-78  258.4  12.4   1   1   1.7e-80     9e-78  258.2  12.4    12   163    31   190    17   191 0.93 | transcript=PVP01_0419900.1 | gene=PVP01_0419900 | organism=Plasmodium_vivax_P01 | gene_product=MORN repeat protein, putative | transcript_product=MORN repeat protein, putative | location=PvP01_04_v2:815831-817052(+) | protein_length=191 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0930300.1-p1   -           1007 12974at5820          -            164   2.2e-15   55.3  42.0   2   4   4.5e-09   2.4e-06   25.9   4.8    16    90   170   246   160   250 0.87 | transcript=PVP01_0930300.1 | gene=PVP01_0930300 | organism=Plasmodium_vivax_P01 | gene_product=phosphatidylinositol-4-phosphate 5-kinase, putative | transcript_product=phosphatidylinositol-4-phosphate 5-kinase, putative | location=PvP01_09_v2:1317686-1320709(+) | protein_length=1007 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0930300.1-p1   -           1007 12974at5820          -            164   2.2e-15   55.3  42.0   3   4   9.2e-09     5e-06   24.9   6.1    47   104   249   305   244   316 0.85 | transcript=PVP01_0930300.1 | gene=PVP01_0930300 | organism=Plasmodium_vivax_P01 | gene_product=phosphatidylinositol-4-phosphate 5-kinase, putative | transcript_product=phosphatidylinositol-4-phosphate 5-kinase, putative | location=PvP01_09_v2:1317686-1320709(+) | protein_length=1007 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0930300.1-p1   -           1007 12974at5820          -            164   2.2e-15   55.3  42.0   4   4   2.3e-08   1.3e-05   23.6   6.6    45    96   317   369   311   376 0.85 | transcript=PVP01_0930300.1 | gene=PVP01_0930300 | organism=Plasmodium_vivax_P01 | gene_product=phosphatidylinositol-4-phosphate 5-kinase, putative | transcript_product=phosphatidylinositol-4-phosphate 5-kinase, putative | location=PvP01_09_v2:1317686-1320709(+) | protein_length=1007 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1245400.1-p1   -            326 12974at5820          -            164     6e-13   47.4  32.9   1   3   5.6e-09   3.1e-06   25.6   5.4    46   103    45   101    38   103 0.89 | transcript=PVP01_1245400.1 | gene=PVP01_1245400 | organism=Plasmodium_vivax_P01 | gene_product=MORN repeat protein, putative | transcript_product=MORN repeat protein, putative | location=PvP01_12_v2:1873860-1875370(+) | protein_length=326 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1245400.1-p1   -            326 12974at5820          -            164     6e-13   47.4  32.9   2   3   7.8e-12   4.2e-09   34.9  11.3    18    97    61   142    56   149 0.88 | transcript=PVP01_1245400.1 | gene=PVP01_1245400 | organism=Plasmodium_vivax_P01 | gene_product=MORN repeat protein, putative | transcript_product=MORN repeat protein, putative | location=PvP01_12_v2:1873860-1875370(+) | protein_length=326 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1245400.1-p1   -            326 12974at5820          -            164     6e-13   47.4  32.9   3   3     6e-05     0.033   12.5  12.4    40    88   177   228   147   253 0.70 | transcript=PVP01_1245400.1 | gene=PVP01_1245400 | organism=Plasmodium_vivax_P01 | gene_product=MORN repeat protein, putative | transcript_product=MORN repeat protein, putative | location=PvP01_12_v2:1873860-1875370(+) | protein_length=326 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1022700.1-p1   -           1374 12974at5820          -            164   6.3e-11   40.8  47.2   1   5         3   1.6e+03   -2.8   0.3    86   107   216   237   202   258 0.75 | transcript=PVP01_1022700.1 | gene=PVP01_1022700 | organism=Plasmodium_vivax_P01 | gene_product=MORN repeat protein, putative | transcript_product=MORN repeat protein, putative | location=PvP01_10_v2:988894-993212(+) | protein_length=1374 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1022700.1-p1   -           1374 12974at5820          -            164   6.3e-11   40.8  47.2   2   5       5.6     3e+03   -3.6   0.4    52    59   731   738   699   776 0.59 | transcript=PVP01_1022700.1 | gene=PVP01_1022700 | organism=Plasmodium_vivax_P01 | gene_product=MORN repeat protein, putative | transcript_product=MORN repeat protein, putative | location=PvP01_10_v2:988894-993212(+) | protein_length=1374 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1022700.1-p1   -           1374 12974at5820          -            164   6.3e-11   40.8  47.2   3   5   1.4e-10   7.8e-08   30.8  15.7    22   138   825   945   804   946 0.82 | transcript=PVP01_1022700.1 | gene=PVP01_1022700 | organism=Plasmodium_vivax_P01 | gene_product=MORN repeat protein, putative | transcript_product=MORN repeat protein, putative | location=PvP01_10_v2:988894-993212(+) | protein_length=1374 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1022700.1-p1   -           1374 12974at5820          -            164   6.3e-11   40.8  47.2   4   5   2.2e-07   0.00012   20.4   8.6    24   135   921  1031   914  1067 0.73 | transcript=PVP01_1022700.1 | gene=PVP01_1022700 | organism=Plasmodium_vivax_P01 | gene_product=MORN repeat protein, putative | transcript_product=MORN repeat protein, putative | location=PvP01_10_v2:988894-993212(+) | protein_length=1374 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1022700.1-p1   -           1374 12974at5820          -            164   6.3e-11   40.8  47.2   5   5   3.2e-06    0.0017   16.6   1.8    45    89  1263  1307  1231  1358 0.71 | transcript=PVP01_1022700.1 | gene=PVP01_1022700 | organism=Plasmodium_vivax_P01 | gene_product=MORN repeat protein, putative | transcript_product=MORN repeat protein, putative | location=PvP01_10_v2:988894-993212(+) | protein_length=1374 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1336700.1-p1   -            798 12974at5820          -            164     1e-10   40.1  15.1   1   2       3.3   1.8e+03   -2.9   0.2   114   128    36    50    20    54 0.54 | transcript=PVP01_1336700.1 | gene=PVP01_1336700 | organism=Plasmodium_vivax_P01 | gene_product=MORN repeat protein, putative | transcript_product=MORN repeat protein, putative | location=PvP01_13_v2:1587292-1590081(+) | protein_length=798 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1336700.1-p1   -            798 12974at5820          -            164     1e-10   40.1  15.1   2   2   1.9e-13     1e-10   40.1  15.1     7   127    72   196    66   231 0.80 | transcript=PVP01_1336700.1 | gene=PVP01_1336700 | organism=Plasmodium_vivax_P01 | gene_product=MORN repeat protein, putative | transcript_product=MORN repeat protein, putative | location=PvP01_13_v2:1587292-1590081(+) | protein_length=798 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1019200.1-p1   -           1376 12974at5820          -            164   3.4e-09   35.2  43.9   1   4   1.2e-06   0.00068   18.0   5.4    18    88    71   152    58   160 0.76 | transcript=PVP01_1019200.1 | gene=PVP01_1019200 | organism=Plasmodium_vivax_P01 | gene_product=MORN repeat protein, putative | transcript_product=MORN repeat protein, putative | location=PvP01_10_v2:845868-849998(-) | protein_length=1376 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1019200.1-p1   -           1376 12974at5820          -            164   3.4e-09   35.2  43.9   2   4     0.028        15    3.8   8.5    48   105   164   220   155   231 0.82 | transcript=PVP01_1019200.1 | gene=PVP01_1019200 | organism=Plasmodium_vivax_P01 | gene_product=MORN repeat protein, putative | transcript_product=MORN repeat protein, putative | location=PvP01_10_v2:845868-849998(-) | protein_length=1376 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1019200.1-p1   -           1376 12974at5820          -            164   3.4e-09   35.2  43.9   3   4    0.0048       2.6    6.3   0.7    71    91   260   280   248   285 0.87 | transcript=PVP01_1019200.1 | gene=PVP01_1019200 | organism=Plasmodium_vivax_P01 | gene_product=MORN repeat protein, putative | transcript_product=MORN repeat protein, putative | location=PvP01_10_v2:845868-849998(-) | protein_length=1376 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1019200.1-p1   -           1376 12974at5820          -            164   3.4e-09   35.2  43.9   4   4   4.2e-08   2.3e-05   22.8   6.9    48   110   297   353   287   372 0.78 | transcript=PVP01_1019200.1 | gene=PVP01_1019200 | organism=Plasmodium_vivax_P01 | gene_product=MORN repeat protein, putative | transcript_product=MORN repeat protein, putative | location=PvP01_10_v2:845868-849998(-) | protein_length=1376 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1322900.1-p1   -            148 12974at5820          -            164     1e-08   33.6   5.5   1   1   2.5e-11   1.4e-08   33.3   5.5    60   131    11    83     6   117 0.74 | transcript=PVP01_1322900.1 | gene=PVP01_1322900 | organism=Plasmodium_vivax_P01 | gene_product=MORN repeat protein, putative | transcript_product=MORN repeat protein, putative | location=PvP01_13_v2:1036981-1037924(+) | protein_length=148 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0724500.1-p1   -           1177 12974at5820          -            164   9.1e-05   20.8  17.7   1   2   1.1e-06    0.0006   18.2   4.4    66   103    38    75    30    78 0.94 | transcript=PVP01_0724500.1 | gene=PVP01_0724500 | organism=Plasmodium_vivax_P01 | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=PvP01_07_v2:1044650-1048727(+) | protein_length=1177 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0724500.1-p1   -           1177 12974at5820          -            164   9.1e-05   20.8  17.7   2   2    0.0029       1.6    7.0   5.5    59   132    78   149    74   174 0.72 | transcript=PVP01_0724500.1 | gene=PVP01_0724500 | organism=Plasmodium_vivax_P01 | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=PvP01_07_v2:1044650-1048727(+) | protein_length=1177 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0907600.1-p1   -           1342 12974at5820          -            164     0.001   17.4   2.6   1   1   5.5e-06     0.003   15.9   2.6    49   104    19    74     7    98 0.79 | transcript=PVP01_0907600.1 | gene=PVP01_0907600 | organism=Plasmodium_vivax_P01 | gene_product=pseudo-tyrosine kinase-like protein, putative | transcript_product=pseudo-tyrosine kinase-like protein, putative | location=PvP01_09_v2:403264-408228(+) | protein_length=1342 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0413200.1-p1   -           1029 12974at5820          -            164    0.0051   15.1  11.0   1   2   0.00029      0.16   10.3   3.4    45    83    14    52     2    67 0.63 | transcript=PVP01_0413200.1 | gene=PVP01_0413200 | organism=Plasmodium_vivax_P01 | gene_product=tyrosine kinase-like protein, putative | transcript_product=tyrosine kinase-like protein, putative | location=PvP01_04_v2:537325-540414(-) | protein_length=1029 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0413200.1-p1   -           1029 12974at5820          -            164    0.0051   15.1  11.0   2   2    0.0012      0.66    8.3   0.9     4    51    70   118    66   128 0.76 | transcript=PVP01_0413200.1 | gene=PVP01_0413200 | organism=Plasmodium_vivax_P01 | gene_product=tyrosine kinase-like protein, putative | transcript_product=tyrosine kinase-like protein, putative | location=PvP01_04_v2:537325-540414(-) | protein_length=1029 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/12974at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvP01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvP01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/12974at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/12974at5820.hmm /v3/inputs/annotations/plasmodb-68/PvP01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:28:21 2026
# [ok]
