#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVP01_1422100.1-p1   -           3029 254at5820            -           2098         0 3284.5 367.8   1  14     8e-26   5.2e-22   75.6   2.7     1    59     1    59     1    64 0.97 | transcript=PVP01_1422100.1 | gene=PVP01_1422100 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_14_v2:956959-966048(-) | protein_length=3029 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1422100.1-p1   -           3029 254at5820            -           2098         0 3284.5 367.8  12  14   1.5e-59     1e-55  187.4  31.5  1600  1749  2332  2516  2328  2524 0.87 | transcript=PVP01_1422100.1 | gene=PVP01_1422100 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_14_v2:956959-966048(-) | protein_length=3029 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1422100.1-p1   -           3029 254at5820            -           2098         0 3284.5 367.8  13  14  2.2e-102   1.4e-98  329.5  14.6  1751  1961  2615  2852  2607  2860 0.89 | transcript=PVP01_1422100.1 | gene=PVP01_1422100 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_14_v2:956959-966048(-) | protein_length=3029 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1422100.1-p1   -           3029 254at5820            -           2098         0 3284.5 367.8  14  14   3.6e-64   2.3e-60  202.7  12.5  1956  2098  2883  3029  2870  3029 0.93 | transcript=PVP01_1422100.1 | gene=PVP01_1422100 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_14_v2:956959-966048(-) | protein_length=3029 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/254at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvP01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvP01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/254at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/254at5820.hmm /v3/inputs/annotations/plasmodb-68/PvP01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:36:40 2026
# [ok]
