#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVP01_1205300.1-p1   -           2687 382at5820            -           1675         0 2402.2 192.3   1  16   1.1e-58   7.4e-55  184.6   5.6     1   126     1   133     1   138 0.95 | transcript=PVP01_1205300.1 | gene=PVP01_1205300 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:200236-208502(+) | protein_length=2687 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1205300.1-p1   -           2687 382at5820            -           1675         0 2402.2 192.3  13  16   3.5e-53   2.3e-49  166.4   2.9  1076  1183  1903  2010  1898  2013 0.96 | transcript=PVP01_1205300.1 | gene=PVP01_1205300 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:200236-208502(+) | protein_length=2687 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1205300.1-p1   -           2687 382at5820            -           1675         0 2402.2 192.3  14  16   0.00081       5.3    2.8   0.0  1177  1195  2042  2060  2035  2062 0.90 | transcript=PVP01_1205300.1 | gene=PVP01_1205300 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:200236-208502(+) | protein_length=2687 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1205300.1-p1   -           2687 382at5820            -           1675         0 2402.2 192.3  15  16  1.2e-112    8e-109  363.5  27.6  1196  1417  2097  2350  2090  2356 0.90 | transcript=PVP01_1205300.1 | gene=PVP01_1205300 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:200236-208502(+) | protein_length=2687 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1205300.1-p1   -           2687 382at5820            -           1675         0 2402.2 192.3  16  16  1.2e-143  7.8e-140  466.3  19.4  1412  1675  2393  2660  2387  2660 0.98 | transcript=PVP01_1205300.1 | gene=PVP01_1205300 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:200236-208502(+) | protein_length=2687 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/382at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvP01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvP01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/382at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/382at5820.hmm /v3/inputs/annotations/plasmodb-68/PvP01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:38:56 2026
# [ok]
