#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVP01_0721300.1-p1   -           3832 229at5820            -           2164         0 2285.6 153.1   1  21     3e-77     2e-73  245.9   4.8     1   170     1   192     1   201 0.85 | transcript=PVP01_0721300.1 | gene=PVP01_0721300 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_07_v2:920835-932663(-) | protein_length=3832 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0721300.1-p1   -           3832 229at5820            -           2164         0 2285.6 153.1  12  21   4.8e-14   3.1e-10   36.3   0.0  1079  1135  2068  2127  2062  2132 0.91 | transcript=PVP01_0721300.1 | gene=PVP01_0721300 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_07_v2:920835-932663(-) | protein_length=3832 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0721300.1-p1   -           3832 229at5820            -           2164         0 2285.6 153.1  13  21     7e-31   4.6e-27   92.1   0.1  1135  1227  2198  2296  2185  2305 0.90 | transcript=PVP01_0721300.1 | gene=PVP01_0721300 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_07_v2:920835-932663(-) | protein_length=3832 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0721300.1-p1   -           3832 229at5820            -           2164         0 2285.6 153.1  14  21   9.8e-27   6.4e-23   78.4   0.0  1221  1294  2340  2413  2338  2419 0.95 | transcript=PVP01_0721300.1 | gene=PVP01_0721300 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_07_v2:920835-932663(-) | protein_length=3832 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0721300.1-p1   -           3832 229at5820            -           2164         0 2285.6 153.1  15  21   1.5e-33     1e-29  101.0   0.8  1302  1376  2461  2535  2452  2540 0.94 | transcript=PVP01_0721300.1 | gene=PVP01_0721300 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_07_v2:920835-932663(-) | protein_length=3832 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0721300.1-p1   -           3832 229at5820            -           2164         0 2285.6 153.1  16  21   3.8e-05      0.25    6.8   1.6  1386  1415  2625  2654  2622  2658 0.87 | transcript=PVP01_0721300.1 | gene=PVP01_0721300 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_07_v2:920835-932663(-) | protein_length=3832 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0721300.1-p1   -           3832 229at5820            -           2164         0 2285.6 153.1  17  21   1.4e-14   9.1e-11   38.1   0.0  1424  1460  2781  2817  2774  2821 0.90 | transcript=PVP01_0721300.1 | gene=PVP01_0721300 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_07_v2:920835-932663(-) | protein_length=3832 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0721300.1-p1   -           3832 229at5820            -           2164         0 2285.6 153.1  18  21    0.0005       3.3    3.1   0.5  1459  1489  2859  2889  2855  2907 0.88 | transcript=PVP01_0721300.1 | gene=PVP01_0721300 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_07_v2:920835-932663(-) | protein_length=3832 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0721300.1-p1   -           3832 229at5820            -           2164         0 2285.6 153.1  19  21   2.6e-80   1.7e-76  256.1   8.0  1468  1693  2937  3202  2915  3207 0.82 | transcript=PVP01_0721300.1 | gene=PVP01_0721300 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_07_v2:920835-932663(-) | protein_length=3832 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0721300.1-p1   -           3832 229at5820            -           2164         0 2285.6 153.1  20  21   1.6e-91     1e-87  293.3  19.2  1687  1899  3260  3495  3248  3500 0.90 | transcript=PVP01_0721300.1 | gene=PVP01_0721300 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_07_v2:920835-932663(-) | protein_length=3832 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0721300.1-p1   -           3832 229at5820            -           2164         0 2285.6 153.1  21  21  1.1e-126  7.1e-123  409.9  35.6  1895  2163  3517  3829  3515  3830 0.86 | transcript=PVP01_0721300.1 | gene=PVP01_0721300 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_07_v2:920835-932663(-) | protein_length=3832 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/229at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvP01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvP01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/229at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/229at5820.hmm /v3/inputs/annotations/plasmodb-68/PvP01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:35:07 2026
# [ok]
