#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVP01_0923500.1-p1   -           5361 45at5820             -           4216         0 8323.1 315.5   1  14   5.2e-59   3.8e-56  187.7   0.0     1   118     8   157     8   167 0.97 | transcript=PVP01_0923500.1 | gene=PVP01_0923500 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_09_v2:1028442-1044763(+) | protein_length=5361 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0923500.1-p1   -           5361 45at5820             -           4216         0 8323.1 315.5  12  14  7.7e-142  5.6e-139  462.6   5.2  3608  3829  4604  4825  4602  4834 0.98 | transcript=PVP01_0923500.1 | gene=PVP01_0923500 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_09_v2:1028442-1044763(+) | protein_length=5361 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0923500.1-p1   -           5361 45at5820             -           4216         0 8323.1 315.5  13  14   8.7e-46   6.3e-43  143.8   1.3  3825  3915  4903  4993  4900  5001 0.93 | transcript=PVP01_0923500.1 | gene=PVP01_0923500 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_09_v2:1028442-1044763(+) | protein_length=5361 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0923500.1-p1   -           5361 45at5820             -           4216         0 8323.1 315.5  14  14  3.6e-187  2.6e-184  613.1  10.5  3911  4216  5050  5361  5038  5361 0.98 | transcript=PVP01_0923500.1 | gene=PVP01_0923500 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_09_v2:1028442-1044763(+) | protein_length=5361 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0608300.1-p1   -           5267 45at5820             -           4216         0 1390.5 207.9   1   9         9   6.5e+03  -23.8  27.2   679   874    71   271    43   309 0.63 | transcript=PVP01_0608300.1 | gene=PVP01_0608300 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_06_v2:366178-381981(-) | protein_length=5267 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0608300.1-p1   -           5267 45at5820             -           4216         0 1390.5 207.9   2   9       2.1   1.5e+03   -6.9  12.0  3353  3487   413   561   333   593 0.60 | transcript=PVP01_0608300.1 | gene=PVP01_0608300 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_06_v2:366178-381981(-) | protein_length=5267 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0608300.1-p1   -           5267 45at5820             -           4216         0 1390.5 207.9   3   9         9   6.5e+03  -17.0  19.1   762   902  1360  1489  1304  1555 0.44 | transcript=PVP01_0608300.1 | gene=PVP01_0608300 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_06_v2:366178-381981(-) | protein_length=5267 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0608300.1-p1   -           5267 45at5820             -           4216         0 1390.5 207.9   4   9   5.9e-30   4.2e-27   91.2  16.7   979  1221  1604  1846  1588  1869 0.85 | transcript=PVP01_0608300.1 | gene=PVP01_0608300 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_06_v2:366178-381981(-) | protein_length=5267 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0608300.1-p1   -           5267 45at5820             -           4216         0 1390.5 207.9   5   9  6.6e-123  4.8e-120  399.8  23.6  1247  1695  1920  2370  1914  2385 0.93 | transcript=PVP01_0608300.1 | gene=PVP01_0608300 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_06_v2:366178-381981(-) | protein_length=5267 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0608300.1-p1   -           5267 45at5820             -           4216         0 1390.5 207.9   6   9   1.1e-46   7.8e-44  146.8   8.7  1716  1948  2460  2694  2445  2702 0.83 | transcript=PVP01_0608300.1 | gene=PVP01_0608300 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_06_v2:366178-381981(-) | protein_length=5267 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0608300.1-p1   -           5267 45at5820             -           4216         0 1390.5 207.9   7   9   1.7e-34   1.2e-31  106.3  20.5  2017  2304  2930  3221  2923  3237 0.89 | transcript=PVP01_0608300.1 | gene=PVP01_0608300 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_06_v2:366178-381981(-) | protein_length=5267 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0608300.1-p1   -           5267 45at5820             -           4216         0 1390.5 207.9   8   9   2.4e-86   1.8e-83  278.4  60.7  2335  3178  3307  4095  3299  4104 0.90 | transcript=PVP01_0608300.1 | gene=PVP01_0608300 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_06_v2:366178-381981(-) | protein_length=5267 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0608300.1-p1   -           5267 45at5820             -           4216         0 1390.5 207.9   9   9  1.1e-139  8.2e-137  455.4  37.7  3179  4214  4242  5263  4240  5267 0.86 | transcript=PVP01_0608300.1 | gene=PVP01_0608300 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_06_v2:366178-381981(-) | protein_length=5267 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0703700.1-p1   -           5866 45at5820             -           4216  1.8e-296  985.3 235.4   1  10         9   6.5e+03  -14.7  14.8   794   879   299   383   227   422 0.47 | transcript=PVP01_0703700.1 | gene=PVP01_0703700 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_07_v2:213691-231291(-) | protein_length=5866 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0703700.1-p1   -           5866 45at5820             -           4216  1.8e-296  985.3 235.4   2  10         9   6.5e+03  -34.0  42.9   604   890   991  1299   965  1479 0.59 | transcript=PVP01_0703700.1 | gene=PVP01_0703700 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_07_v2:213691-231291(-) | protein_length=5866 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0703700.1-p1   -           5866 45at5820             -           4216  1.8e-296  985.3 235.4   3  10         9   6.5e+03  -41.7  62.5   602   960  1568  1942  1559  1984 0.62 | transcript=PVP01_0703700.1 | gene=PVP01_0703700 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_07_v2:213691-231291(-) | protein_length=5866 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0703700.1-p1   -           5866 45at5820             -           4216  1.8e-296  985.3 235.4   4  10  1.1e-148  8.3e-146  485.3  62.8   974  1926  2070  3029  2049  3075 0.85 | transcript=PVP01_0703700.1 | gene=PVP01_0703700 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_07_v2:213691-231291(-) | protein_length=5866 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0703700.1-p1   -           5866 45at5820             -           4216  1.8e-296  985.3 235.4   5  10     1e-36   7.6e-34  113.6  18.2  2003  2349  3332  3692  3326  3705 0.83 | transcript=PVP01_0703700.1 | gene=PVP01_0703700 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_07_v2:213691-231291(-) | protein_length=5866 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0703700.1-p1   -           5866 45at5820             -           4216  1.8e-296  985.3 235.4   6  10     2e-18   1.4e-15   53.0   6.9  2337  2501  3791  3959  3772  3975 0.92 | transcript=PVP01_0703700.1 | gene=PVP01_0703700 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_07_v2:213691-231291(-) | protein_length=5866 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0703700.1-p1   -           5866 45at5820             -           4216  1.8e-296  985.3 235.4   7  10   9.3e-84   6.7e-81  269.8  70.2  2508  3342  4039  4845  4013  4854 0.87 | transcript=PVP01_0703700.1 | gene=PVP01_0703700 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_07_v2:213691-231291(-) | protein_length=5866 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0703700.1-p1   -           5866 45at5820             -           4216  1.8e-296  985.3 235.4   8  10   2.3e-05     0.017    9.6   0.6  3394  3458  4856  4920  4846  4940 0.88 | transcript=PVP01_0703700.1 | gene=PVP01_0703700 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_07_v2:213691-231291(-) | protein_length=5866 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0703700.1-p1   -           5866 45at5820             -           4216  1.8e-296  985.3 235.4   9  10   2.6e-39   1.9e-36  122.3  28.0  3486  3947  5054  5493  5020  5515 0.80 | transcript=PVP01_0703700.1 | gene=PVP01_0703700 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_07_v2:213691-231291(-) | protein_length=5866 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0703700.1-p1   -           5866 45at5820             -           4216  1.8e-296  985.3 235.4  10  10   2.4e-11   1.7e-08   29.5   9.2  3956  4214  5615  5864  5601  5866 0.67 | transcript=PVP01_0703700.1 | gene=PVP01_0703700 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_07_v2:213691-231291(-) | protein_length=5866 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0215600.1-p1   -           5023 45at5820             -           4216  2.8e-259  861.9 108.9   1   6  7.7e-101   5.6e-98  326.5  36.6   670  1656  1190  2182  1133  2185 0.81 | transcript=PVP01_0215600.1 | gene=PVP01_0215600 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_02_v2:653472-668753(+) | protein_length=5023 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0215600.1-p1   -           5023 45at5820             -           4216  2.8e-259  861.9 108.9   2   6   3.6e-40   2.6e-37  125.1   0.1  1662  1880  2229  2459  2221  2483 0.86 | transcript=PVP01_0215600.1 | gene=PVP01_0215600 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_02_v2:653472-668753(+) | protein_length=5023 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0215600.1-p1   -           5023 45at5820             -           4216  2.8e-259  861.9 108.9   3   6  1.2e-107  8.8e-105  349.1  48.1  2007  3513  2701  4156  2687  4164 0.83 | transcript=PVP01_0215600.1 | gene=PVP01_0215600 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_02_v2:653472-668753(+) | protein_length=5023 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0215600.1-p1   -           5023 45at5820             -           4216  2.8e-259  861.9 108.9   4   6   9.7e-23   7.1e-20   67.3   0.7  3561  3815  4255  4516  4214  4530 0.80 | transcript=PVP01_0215600.1 | gene=PVP01_0215600 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_02_v2:653472-668753(+) | protein_length=5023 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0215600.1-p1   -           5023 45at5820             -           4216  2.8e-259  861.9 108.9   5   6   0.00019      0.14    6.6   0.2  3929  4032  4688  4790  4649  4804 0.78 | transcript=PVP01_0215600.1 | gene=PVP01_0215600 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_02_v2:653472-668753(+) | protein_length=5023 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0215600.1-p1   -           5023 45at5820             -           4216  2.8e-259  861.9 108.9   6   6     0.045        33   -1.3   0.0  4053  4089  4875  4911  4868  4939 0.78 | transcript=PVP01_0215600.1 | gene=PVP01_0215600 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_02_v2:653472-668753(+) | protein_length=5023 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0313800.1-p1   -           5197 45at5820             -           4216  1.5e-111  371.6 434.3   1   9         9   6.5e+03  -17.1  16.2   437   664   252   471   207   545 0.54 | transcript=PVP01_0313800.1 | gene=PVP01_0313800 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_03_v2:594688-612316(-) | protein_length=5197 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0313800.1-p1   -           5197 45at5820             -           4216  1.5e-111  371.6 434.3   2   9   1.1e-07   7.8e-05   17.3 137.1   600  1229   566  1212   456  1287 0.73 | transcript=PVP01_0313800.1 | gene=PVP01_0313800 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_03_v2:594688-612316(-) | protein_length=5197 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0313800.1-p1   -           5197 45at5820             -           4216  1.5e-111  371.6 434.3   3   9     7e-32     5e-29   97.6  18.8  1303  1543  1350  1577  1343  1583 0.87 | transcript=PVP01_0313800.1 | gene=PVP01_0313800 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_03_v2:594688-612316(-) | protein_length=5197 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0313800.1-p1   -           5197 45at5820             -           4216  1.5e-111  371.6 434.3   4   9   3.1e-18   2.2e-15   52.3   8.2  1556  1696  1660  1808  1649  1815 0.81 | transcript=PVP01_0313800.1 | gene=PVP01_0313800 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_03_v2:594688-612316(-) | protein_length=5197 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0313800.1-p1   -           5197 45at5820             -           4216  1.5e-111  371.6 434.3   5   9   1.4e-17   9.9e-15   50.2  25.5  1692  1971  1965  2268  1960  2282 0.72 | transcript=PVP01_0313800.1 | gene=PVP01_0313800 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_03_v2:594688-612316(-) | protein_length=5197 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0313800.1-p1   -           5197 45at5820             -           4216  1.5e-111  371.6 434.3   6   9   1.1e-44   8.2e-42  140.1 104.1  2000  3153  2580  3788  2575  3796 0.84 | transcript=PVP01_0313800.1 | gene=PVP01_0313800 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_03_v2:594688-612316(-) | protein_length=5197 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0313800.1-p1   -           5197 45at5820             -           4216  1.5e-111  371.6 434.3   7   9     0.014        10    0.3  20.2  3164  3363  3932  4126  3929  4152 0.78 | transcript=PVP01_0313800.1 | gene=PVP01_0313800 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_03_v2:594688-612316(-) | protein_length=5197 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0313800.1-p1   -           5197 45at5820             -           4216  1.5e-111  371.6 434.3   8   9   0.00035      0.25    5.7  16.3  3510  3715  4410  4606  4381  4623 0.78 | transcript=PVP01_0313800.1 | gene=PVP01_0313800 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_03_v2:594688-612316(-) | protein_length=5197 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0313800.1-p1   -           5197 45at5820             -           4216  1.5e-111  371.6 434.3   9   9   7.2e-24   5.2e-21   71.0  26.8  3727  4117  4721  5076  4706  5105 0.83 | transcript=PVP01_0313800.1 | gene=PVP01_0313800 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_03_v2:594688-612316(-) | protein_length=5197 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1241000.1-p1   -           6376 45at5820             -           4216     6e-82  273.3 267.0   1  17         9   6.5e+03  -55.1  75.5   623  1173    84   660    70   679 0.66 | transcript=PVP01_1241000.1 | gene=PVP01_1241000 | organism=Plasmodium_vivax_P01 | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=PvP01_12_v2:1654365-1674545(-) | protein_length=6376 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1241000.1-p1   -           6376 45at5820             -           4216     6e-82  273.3 267.0   2  17         9   6.5e+03  -29.6  40.8   671   920   684   943   661   990 0.74 | transcript=PVP01_1241000.1 | gene=PVP01_1241000 | organism=Plasmodium_vivax_P01 | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=PvP01_12_v2:1654365-1674545(-) | protein_length=6376 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1241000.1-p1   -           6376 45at5820             -           4216     6e-82  273.3 267.0   3  17         9   6.5e+03  -40.5  51.9   775  1081   995  1304   940  1325 0.58 | transcript=PVP01_1241000.1 | gene=PVP01_1241000 | organism=Plasmodium_vivax_P01 | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=PvP01_12_v2:1654365-1674545(-) | protein_length=6376 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1241000.1-p1   -           6376 45at5820             -           4216     6e-82  273.3 267.0   4  17   1.1e-10     8e-08   27.3  47.2   894  1234  1396  1728  1381  1742 0.81 | transcript=PVP01_1241000.1 | gene=PVP01_1241000 | organism=Plasmodium_vivax_P01 | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=PvP01_12_v2:1654365-1674545(-) | protein_length=6376 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1241000.1-p1   -           6376 45at5820             -           4216     6e-82  273.3 267.0   5  17   8.3e-06     0.006   11.1  19.5  1245  1403  1793  1949  1769  1962 0.78 | transcript=PVP01_1241000.1 | gene=PVP01_1241000 | organism=Plasmodium_vivax_P01 | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=PvP01_12_v2:1654365-1674545(-) | protein_length=6376 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1241000.1-p1   -           6376 45at5820             -           4216     6e-82  273.3 267.0   6  17     3e-27   2.2e-24   82.2   6.6  1414  1542  2275  2403  2245  2434 0.86 | transcript=PVP01_1241000.1 | gene=PVP01_1241000 | organism=Plasmodium_vivax_P01 | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=PvP01_12_v2:1654365-1674545(-) | protein_length=6376 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1241000.1-p1   -           6376 45at5820             -           4216     6e-82  273.3 267.0   7  17     7e-10   5.1e-07   24.6  15.4  1555  1758  2572  2786  2567  2800 0.80 | transcript=PVP01_1241000.1 | gene=PVP01_1241000 | organism=Plasmodium_vivax_P01 | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=PvP01_12_v2:1654365-1674545(-) | protein_length=6376 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1241000.1-p1   -           6376 45at5820             -           4216     6e-82  273.3 267.0   8  17   3.6e-16   2.6e-13   45.5  24.0  1750  2023  2935  3216  2926  3253 0.79 | transcript=PVP01_1241000.1 | gene=PVP01_1241000 | organism=Plasmodium_vivax_P01 | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=PvP01_12_v2:1654365-1674545(-) | protein_length=6376 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1241000.1-p1   -           6376 45at5820             -           4216     6e-82  273.3 267.0   9  17       1.9   1.4e+03   -6.7   6.0   123   216  3235  3326  3211  3381 0.75 | transcript=PVP01_1241000.1 | gene=PVP01_1241000 | organism=Plasmodium_vivax_P01 | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=PvP01_12_v2:1654365-1674545(-) | protein_length=6376 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
