#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVP01_0104200.1-p1   -           2994 447at5820            -           2093         0 3033.8 313.3   1  15  2.4e-135  1.6e-131  438.6  53.0     1   311     1   372     1   374 0.87 | transcript=PVP01_0104200.1 | gene=PVP01_0104200 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_01_v2:201882-210866(-) | protein_length=2994 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0104200.1-p1   -           2994 447at5820            -           2093         0 3033.8 313.3  12  15  1.3e-141  8.7e-138  459.4  36.6  1327  1638  1915  2259  1898  2262 0.91 | transcript=PVP01_0104200.1 | gene=PVP01_0104200 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_01_v2:201882-210866(-) | protein_length=2994 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0104200.1-p1   -           2994 447at5820            -           2093         0 3033.8 313.3  13  15   4.1e-95   2.7e-91  305.2  12.2  1637  1818  2323  2507  2318  2513 0.97 | transcript=PVP01_0104200.1 | gene=PVP01_0104200 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_01_v2:201882-210866(-) | protein_length=2994 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0104200.1-p1   -           2994 447at5820            -           2093         0 3033.8 313.3  14  15   5.4e-77   3.5e-73  245.1  11.9  1816  1985  2610  2789  2608  2801 0.93 | transcript=PVP01_0104200.1 | gene=PVP01_0104200 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_01_v2:201882-210866(-) | protein_length=2994 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0104200.1-p1   -           2994 447at5820            -           2093         0 3033.8 313.3  15  15   2.3e-39   1.5e-35  120.3  11.1  1980  2093  2854  2993  2839  2993 0.82 | transcript=PVP01_0104200.1 | gene=PVP01_0104200 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_01_v2:201882-210866(-) | protein_length=2994 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/447at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvP01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvP01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/447at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/447at5820.hmm /v3/inputs/annotations/plasmodb-68/PvP01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:41:51 2026
# [ok]
