#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVP01_1228700.1-p1   -           2331 684at5820            -           1068         0 1114.4 108.6   1  14   1.7e-22   1.1e-18   64.9   0.6     3    41    58    96    56    99 0.93 | transcript=PVP01_1228700.1 | gene=PVP01_1228700 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:1142870-1149865(+) | protein_length=2331 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1228700.1-p1   -           2331 684at5820            -           1068         0 1114.4 108.6  12  14   2.4e-21   1.6e-17   61.1   0.0   853   919  1832  1898  1825  1909 0.92 | transcript=PVP01_1228700.1 | gene=PVP01_1228700 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:1142870-1149865(+) | protein_length=2331 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1228700.1-p1   -           2331 684at5820            -           1068         0 1114.4 108.6  13  14   4.6e-08    0.0003   17.1   0.1   949   975  1996  2022  1936  2027 0.79 | transcript=PVP01_1228700.1 | gene=PVP01_1228700 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:1142870-1149865(+) | protein_length=2331 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1228700.1-p1   -           2331 684at5820            -           1068         0 1114.4 108.6  14  14   2.7e-34   1.8e-30  104.0   0.1   975  1063  2082  2170  2075  2173 0.95 | transcript=PVP01_1228700.1 | gene=PVP01_1228700 | organism=Plasmodium_vivax_P01 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=PvP01_12_v2:1142870-1149865(+) | protein_length=2331 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/684at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvP01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvP01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/684at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/684at5820.hmm /v3/inputs/annotations/plasmodb-68/PvP01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:44:52 2026
# [ok]
