#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVP01_0304300.1-p1   -            384 9330at5820           -            298  1.4e-143  476.2  25.1   1   2   1.1e-66     8e-64  214.3   9.9     1   156     1   192     1   197 0.92 | transcript=PVP01_0304300.1 | gene=PVP01_0304300 | organism=Plasmodium_vivax_P01 | gene_product=6-cysteine protein P41 | transcript_product=6-cysteine protein P41 | location=PvP01_03_v2:227064-228218(-) | protein_length=384 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0415800.1-p1   -           2725 9330at5820           -            298   5.7e-75  250.9 104.3  11  18       3.1   2.3e+03   -3.9   0.1   242   275  1953  1986  1941  1998 0.77 | transcript=PVP01_0415800.1 | gene=PVP01_0415800 | organism=Plasmodium_vivax_P01 | gene_product=6-cysteine protein P230, putative | transcript_product=6-cysteine protein P230, putative | location=PvP01_04_v2:636087-644264(-) | protein_length=2725 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0415800.1-p1   -           2725 9330at5820           -            298   5.7e-75  250.9 104.3  12  18     1e-05    0.0075   14.1   0.1    19    58  2065  2107  2059  2138 0.73 | transcript=PVP01_0415800.1 | gene=PVP01_0415800 | organism=Plasmodium_vivax_P01 | gene_product=6-cysteine protein P230, putative | transcript_product=6-cysteine protein P230, putative | location=PvP01_04_v2:636087-644264(-) | protein_length=2725 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0415800.1-p1   -           2725 9330at5820           -            298   5.7e-75  250.9 104.3  13  18      0.69     5e+02   -1.7   0.0   218   247  2184  2213  2178  2226 0.86 | transcript=PVP01_0415800.1 | gene=PVP01_0415800 | organism=Plasmodium_vivax_P01 | gene_product=6-cysteine protein P230, putative | transcript_product=6-cysteine protein P230, putative | location=PvP01_04_v2:636087-644264(-) | protein_length=2725 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0415800.1-p1   -           2725 9330at5820           -            298   5.7e-75  250.9 104.3  14  18      0.35   2.6e+02   -0.8   0.0    98   119  2231  2252  2222  2260 0.83 | transcript=PVP01_0415800.1 | gene=PVP01_0415800 | organism=Plasmodium_vivax_P01 | gene_product=6-cysteine protein P230, putative | transcript_product=6-cysteine protein P230, putative | location=PvP01_04_v2:636087-644264(-) | protein_length=2725 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0415800.1-p1   -           2725 9330at5820           -            298   5.7e-75  250.9 104.3  15  18   7.4e-10   5.4e-07   27.7   1.5   152   231  2259  2339  2251  2401 0.77 | transcript=PVP01_0415800.1 | gene=PVP01_0415800 | organism=Plasmodium_vivax_P01 | gene_product=6-cysteine protein P230, putative | transcript_product=6-cysteine protein P230, putative | location=PvP01_04_v2:636087-644264(-) | protein_length=2725 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0415800.1-p1   -           2725 9330at5820           -            298   5.7e-75  250.9 104.3  16  18      0.45   3.3e+02   -1.1   0.5   105   139  2390  2425  2373  2453 0.63 | transcript=PVP01_0415800.1 | gene=PVP01_0415800 | organism=Plasmodium_vivax_P01 | gene_product=6-cysteine protein P230, putative | transcript_product=6-cysteine protein P230, putative | location=PvP01_04_v2:636087-644264(-) | protein_length=2725 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0415800.1-p1   -           2725 9330at5820           -            298   5.7e-75  250.9 104.3  17  18   0.00013     0.092   10.5   0.1   214   268  2481  2538  2475  2555 0.79 | transcript=PVP01_0415800.1 | gene=PVP01_0415800 | organism=Plasmodium_vivax_P01 | gene_product=6-cysteine protein P230, putative | transcript_product=6-cysteine protein P230, putative | location=PvP01_04_v2:636087-644264(-) | protein_length=2725 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0415800.1-p1   -           2725 9330at5820           -            298   5.7e-75  250.9 104.3  18  18   4.1e-11     3e-08   31.8   4.0   153   277  2555  2686  2542  2699 0.77 | transcript=PVP01_0415800.1 | gene=PVP01_0415800 | organism=Plasmodium_vivax_P01 | gene_product=6-cysteine protein P230, putative | transcript_product=6-cysteine protein P230, putative | location=PvP01_04_v2:636087-644264(-) | protein_length=2725 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0415900.1-p1   -           2215 9330at5820           -            298   1.7e-34  118.0  71.1   1  12     0.013       9.2    4.0   0.1   205   232   276   302   219   348 0.88 | transcript=PVP01_0415900.1 | gene=PVP01_0415900 | organism=Plasmodium_vivax_P01 | gene_product=6-cysteine protein P230p, putative | transcript_product=6-cysteine protein P230p, putative | location=PvP01_04_v2:645932-652579(-) | protein_length=2215 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0415900.1-p1   -           2215 9330at5820           -            298   1.7e-34  118.0  71.1   2  12   6.6e-06    0.0048   14.8   3.8   158   277   501   616   486   628 0.75 | transcript=PVP01_0415900.1 | gene=PVP01_0415900 | organism=Plasmodium_vivax_P01 | gene_product=6-cysteine protein P230p, putative | transcript_product=6-cysteine protein P230p, putative | location=PvP01_04_v2:645932-652579(-) | protein_length=2215 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0415900.1-p1   -           2215 9330at5820           -            298   1.7e-34  118.0  71.1   3  12     0.013       9.2    4.0   0.1    20    59   653   696   645   706 0.74 | transcript=PVP01_0415900.1 | gene=PVP01_0415900 | organism=Plasmodium_vivax_P01 | gene_product=6-cysteine protein P230p, putative | transcript_product=6-cysteine protein P230p, putative | location=PvP01_04_v2:645932-652579(-) | protein_length=2215 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0415900.1-p1   -           2215 9330at5820           -            298   1.7e-34  118.0  71.1   4  12   1.1e-06   0.00076   17.4   1.7   150   273   842   967   815   970 0.80 | transcript=PVP01_0415900.1 | gene=PVP01_0415900 | organism=Plasmodium_vivax_P01 | gene_product=6-cysteine protein P230p, putative | transcript_product=6-cysteine protein P230p, putative | location=PvP01_04_v2:645932-652579(-) | protein_length=2215 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0415900.1-p1   -           2215 9330at5820           -            298   1.7e-34  118.0  71.1   5  12     0.053        38    1.9   0.0    16    59  1027  1075  1016  1106 0.68 | transcript=PVP01_0415900.1 | gene=PVP01_0415900 | organism=Plasmodium_vivax_P01 | gene_product=6-cysteine protein P230p, putative | transcript_product=6-cysteine protein P230p, putative | location=PvP01_04_v2:645932-652579(-) | protein_length=2215 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0415900.1-p1   -           2215 9330at5820           -            298   1.7e-34  118.0  71.1   6  12     0.076        55    1.4   0.0   222   273  1136  1190  1131  1196 0.74 | transcript=PVP01_0415900.1 | gene=PVP01_0415900 | organism=Plasmodium_vivax_P01 | gene_product=6-cysteine protein P230p, putative | transcript_product=6-cysteine protein P230p, putative | location=PvP01_04_v2:645932-652579(-) | protein_length=2215 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0415900.1-p1   -           2215 9330at5820           -            298   1.7e-34  118.0  71.1   7  12   1.5e-07   0.00011   20.2  10.1   151   230  1198  1279  1187  1335 0.76 | transcript=PVP01_0415900.1 | gene=PVP01_0415900 | organism=Plasmodium_vivax_P01 | gene_product=6-cysteine protein P230p, putative | transcript_product=6-cysteine protein P230p, putative | location=PvP01_04_v2:645932-652579(-) | protein_length=2215 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0415900.1-p1   -           2215 9330at5820           -            298   1.7e-34  118.0  71.1   8  12       0.3   2.2e+02   -0.5   0.0    20    37  1374  1391  1366  1396 0.81 | transcript=PVP01_0415900.1 | gene=PVP01_0415900 | organism=Plasmodium_vivax_P01 | gene_product=6-cysteine protein P230p, putative | transcript_product=6-cysteine protein P230p, putative | location=PvP01_04_v2:645932-652579(-) | protein_length=2215 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0415900.1-p1   -           2215 9330at5820           -            298   1.7e-34  118.0  71.1   9  12       0.4   2.9e+02   -1.0   0.0    39    59  1460  1480  1427  1484 0.79 | transcript=PVP01_0415900.1 | gene=PVP01_0415900 | organism=Plasmodium_vivax_P01 | gene_product=6-cysteine protein P230p, putative | transcript_product=6-cysteine protein P230p, putative | location=PvP01_04_v2:645932-652579(-) | protein_length=2215 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0415900.1-p1   -           2215 9330at5820           -            298   1.7e-34  118.0  71.1  10  12   8.2e-12     6e-09   34.1   4.9   156   288  1576  1735  1564  1739 0.69 | transcript=PVP01_0415900.1 | gene=PVP01_0415900 | organism=Plasmodium_vivax_P01 | gene_product=6-cysteine protein P230p, putative | transcript_product=6-cysteine protein P230p, putative | location=PvP01_04_v2:645932-652579(-) | protein_length=2215 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0415900.1-p1   -           2215 9330at5820           -            298   1.7e-34  118.0  71.1  11  12       1.8   1.3e+03   -3.1   0.0    34    64  1849  1878  1831  1887 0.68 | transcript=PVP01_0415900.1 | gene=PVP01_0415900 | organism=Plasmodium_vivax_P01 | gene_product=6-cysteine protein P230p, putative | transcript_product=6-cysteine protein P230p, putative | location=PvP01_04_v2:645932-652579(-) | protein_length=2215 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0415900.1-p1   -           2215 9330at5820           -            298   1.7e-34  118.0  71.1  12  12   2.3e-14   1.6e-11   42.5   6.4   152   286  2046  2183  2035  2187 0.83 | transcript=PVP01_0415900.1 | gene=PVP01_0415900 | organism=Plasmodium_vivax_P01 | gene_product=6-cysteine protein P230p, putative | transcript_product=6-cysteine protein P230p, putative | location=PvP01_04_v2:645932-652579(-) | protein_length=2215 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1136400.1-p1   -            362 9330at5820           -            298   1.5e-20   72.3  12.8   1   2   1.6e-06    0.0012   16.7   1.0   168   237    24    94    18   143 0.78 | transcript=PVP01_1136400.1 | gene=PVP01_1136400 | organism=Plasmodium_vivax_P01 | gene_product=6-cysteine protein P12 | transcript_product=6-cysteine protein P12 | location=PvP01_11_v2:1556940-1558028(+) | protein_length=362 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1136400.1-p1   -            362 9330at5820           -            298   1.5e-20   72.3  12.8   2   2   2.1e-19   1.5e-16   59.1   5.0   136   286   159   317   135   327 0.79 | transcript=PVP01_1136400.1 | gene=PVP01_1136400 | organism=Plasmodium_vivax_P01 | gene_product=6-cysteine protein P12 | transcript_product=6-cysteine protein P12 | location=PvP01_11_v2:1556940-1558028(+) | protein_length=362 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0303700.1-p1   -            353 9330at5820           -            298   3.2e-14   51.4  16.6   1   3    0.0093       6.8    4.4   0.5    35    56    75    96    66   111 0.86 | transcript=PVP01_0303700.1 | gene=PVP01_0303700 | organism=Plasmodium_vivax_P01 | gene_product=6-cysteine protein P36, putative | transcript_product=6-cysteine protein P36, putative | location=PvP01_03_v2:192753-193814(-) | protein_length=353 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0303700.1-p1   -            353 9330at5820           -            298   3.2e-14   51.4  16.6   2   3      0.01       7.5    4.3   0.3   223   284   121   184   111   195 0.73 | transcript=PVP01_0303700.1 | gene=PVP01_0303700 | organism=Plasmodium_vivax_P01 | gene_product=6-cysteine protein P36, putative | transcript_product=6-cysteine protein P36, putative | location=PvP01_03_v2:192753-193814(-) | protein_length=353 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0303700.1-p1   -            353 9330at5820           -            298   3.2e-14   51.4  16.6   3   3   1.9e-16   1.4e-13   49.3   5.3   164   277   199   336   183   351 0.78 | transcript=PVP01_0303700.1 | gene=PVP01_0303700 | organism=Plasmodium_vivax_P01 | gene_product=6-cysteine protein P36, putative | transcript_product=6-cysteine protein P36, putative | location=PvP01_03_v2:192753-193814(-) | protein_length=353 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0303800.1-p1   -            487 9330at5820           -            298     2e-11   42.3   5.7   1   1   2.8e-14     2e-11   42.3   5.7   155   277   145   285   137   296 0.73 | transcript=PVP01_0303800.1 | gene=PVP01_0303800 | organism=Plasmodium_vivax_P01 | gene_product=6-cysteine protein P52, putative | transcript_product=6-cysteine protein P52, putative | location=PvP01_03_v2:195716-197179(-) | protein_length=487 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1026000.1-p1   -            355 9330at5820           -            298   5.5e-11   40.8  12.7   1   3   0.00012     0.089   10.6   2.8    63   131    81   150    13   158 0.66 | transcript=PVP01_1026000.1 | gene=PVP01_1026000 | organism=Plasmodium_vivax_P01 | gene_product=6-cysteine protein P38, putative | transcript_product=6-cysteine protein P38, putative | location=PvP01_10_v2:1136175-1137242(+) | protein_length=355 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1026000.1-p1   -            355 9330at5820           -            298   5.5e-11   40.8  12.7   2   3   1.4e-11   9.9e-09   33.4   1.5   158   230   146   221   134   231 0.78 | transcript=PVP01_1026000.1 | gene=PVP01_1026000 | organism=Plasmodium_vivax_P01 | gene_product=6-cysteine protein P38, putative | transcript_product=6-cysteine protein P38, putative | location=PvP01_10_v2:1136175-1137242(+) | protein_length=355 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1026000.1-p1   -            355 9330at5820           -            298   5.5e-11   40.8  12.7   3   3      0.17   1.2e+02    0.3   0.0   261   287   274   300   254   323 0.72 | transcript=PVP01_1026000.1 | gene=PVP01_1026000 | organism=Plasmodium_vivax_P01 | gene_product=6-cysteine protein P38, putative | transcript_product=6-cysteine protein P38, putative | location=PvP01_10_v2:1136175-1137242(+) | protein_length=355 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0010840.1-p1   -            289 9330at5820           -            298   1.2e-09   36.4   7.5   1   2   0.00064      0.46    8.2   0.1   244   290    34    80    26    82 0.83 | transcript=PVP01_0010840.1 | gene=PVP01_0010840 | organism=Plasmodium_vivax_P01 | gene_product=6-cysteine protein, putative | transcript_product=6-cysteine protein, putative | location=Transfer.PvP01_00_199.final:117-1199(+) | protein_length=289 | sequence_SO=contig | SO=protein_coding_gene | is_pseudo=false
PVP01_0010840.1-p1   -            289 9330at5820           -            298   1.2e-09   36.4   7.5   2   2   5.8e-11   4.2e-08   31.3   3.9   163   277    78   210    74   222 0.69 | transcript=PVP01_0010840.1 | gene=PVP01_0010840 | organism=Plasmodium_vivax_P01 | gene_product=6-cysteine protein, putative | transcript_product=6-cysteine protein, putative | location=Transfer.PvP01_00_199.final:117-1199(+) | protein_length=289 | sequence_SO=contig | SO=protein_coding_gene | is_pseudo=false
PVP01_1136300.1-p1   -            431 9330at5820           -            298   1.9e-07   29.2   2.7   1   3   8.2e-07   0.00059   17.7   0.2    35   116    99   191    94   201 0.68 | transcript=PVP01_1136300.1 | gene=PVP01_1136300 | organism=Plasmodium_vivax_P01 | gene_product=6-cysteine protein P12p, putative | transcript_product=6-cysteine protein P12p, putative | location=PvP01_11_v2:1554459-1555754(+) | protein_length=431 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1136300.1-p1   -            431 9330at5820           -            298   1.9e-07   29.2   2.7   2   3     0.024        17    3.1   0.0   152   177   200   223   193   230 0.78 | transcript=PVP01_1136300.1 | gene=PVP01_1136300 | organism=Plasmodium_vivax_P01 | gene_product=6-cysteine protein P12p, putative | transcript_product=6-cysteine protein P12p, putative | location=PvP01_11_v2:1554459-1555754(+) | protein_length=431 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1136300.1-p1   -            431 9330at5820           -            298   1.9e-07   29.2   2.7   3   3    0.0015       1.1    7.0   0.1   191   246   305   362   286   394 0.71 | transcript=PVP01_1136300.1 | gene=PVP01_1136300 | organism=Plasmodium_vivax_P01 | gene_product=6-cysteine protein P12p, putative | transcript_product=6-cysteine protein P12p, putative | location=PvP01_11_v2:1554459-1555754(+) | protein_length=431 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/9330at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvP01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvP01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/9330at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/9330at5820.hmm /v3/inputs/annotations/plasmodb-68/PvP01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:50:42 2026
# [ok]
